,PLAYER,TEAM,GP,W,L,MIN,REB,Contested REB,Contested REB%,REB Chances,REB Chance%,Deferred REB Chances,Adjusted REB Chance%,AVG REB Distance
27,Austin Rivers,MIN,52,25,27,19.5,1.6,0.2,13.3,3.0,53.2,0.2,57.6,9.6
28,Ayo Dosunmu,CHI,75,37,38,26.3,2.7,0.5,19.4,5.3,51.4,0.6,57.7,10.4
29,Bam Adebayo,MIA,72,37,35,35.2,9.3,4.0,43.1,15.9,58.9,1.1,63.1,5.8
30,Ben Simmons,BKN,42,24,18,26.3,6.3,1.9,30.0,9.9,63.1,0.7,67.8,6.3
31,Bennedict Mathurin,IND,75,32,43,28.2,4.0,1.1,28.1,7.9,51.3,0.6,55.3,8.4
32,Bismack Biyombo,PHX,58,31,27,14.4,4.3,1.8,42.6,8.4,51.6,0.7,56.2,5.0
33,Blake Griffin,BOS,37,24,13,14.1,3.8,1.7,45.7,6.8,55.8,0.5,60.6,5.3
34,Blake Wesley,SAS,32,7,25,17.3,2.0,0.4,20.0,4.3,47.8,0.2,50.4,8.1
35,Boban Marjanovic,HOU,29,5,24,5.2,1.8,0.8,42.3,3.2,56.5,0.3,62.7,4.3
36,Bobby Portis,MIL,67,45,22,25.9,9.5,3.3,35.0,15.5,61.1,1.0,65.4,5.0
37,Bogdan Bogdanovic,ATL,52,26,26,28.0,3.1,0.7,22.0,5.3,58.0,0.5,64.4,8.0
38,Bojan Bogdanovic,DET,58,15,43,32.0,3.8,0.7,18.3,7.1,53.0,0.4,56.6,8.9
39,Bol Bol,ORL,67,26,41,21.4,5.8,1.5,26.1,8.3,69.5,0.5,73.9,5.4
40,Bones Hyland,LAC,53,33,20,19.3,2.3,0.5,23.0,4.3,53.3,0.3,57.0,8.3
41,Bradley Beal,WAS,50,24,26,33.5,3.9,1.0,26.0,6.8,57.6,0.4,61.4,8.3
42,Brandon Boston Jr.,LAC,21,8,13,11.7,1.4,0.4,31.0,2.8,49.2,0.1,51.8,7.7
43,Brandon Clarke,MEM,56,32,24,19.5,5.5,2.6,47.1,10.9,50.9,0.7,54.5,5.2
44,Brandon Ingram,NOP,41,21,20,33.5,5.2,1.2,23.8,8.5,61.7,0.6,66.0,7.2
45,Braxton Key,DET,3,0,3,3.0,0.3,0.3,100.0,1.0,33.3,0.3,50.0,2.8
46,Brook Lopez,MIL,76,55,21,30.3,6.8,3.4,49.9,12.3,54.9,1.1,60.0,6.2
47,Bruce Brown,DEN,77,52,25,28.3,4.1,1.1,26.6,7.5,54.0,0.5,57.9,7.0
48,Bruno Fernando,ATL,36,11,25,10.5,3.5,1.4,41.3,7.2,48.5,0.5,52.1,5.0
49,Bryce McGowens,CHA,43,15,28,15.9,1.8,0.5,26.9,3.3,54.5,0.3,59.1,9.6
50,Bryn Forbes,MIN,25,9,16,10.7,0.6,0.2,33.3,1.2,50.0,0.0,51.7,11.8
51,Buddy Boeheim,DET,8,1,7,9.2,0.6,0.1,20.0,1.1,55.6,0.1,62.5,11.3
52,Buddy Hield,IND,77,34,43,31.4,5.0,0.9,17.4,9.2,54.4,0.8,59.7,8.0
53,CJ McCollum,NOP,71,36,35,35.1,4.3,0.7,15.8,7.3,58.7,0.4,62.0,10.1
54,Cade Cunningham,DET,12,3,9,33.3,6.2,1.8,29.7,10.7,57.8,0.5,60.7,7.1
55,Caleb Houstan,ORL,48,20,28,15.0,2.0,0.6,30.5,4.0,50.0,0.3,54.3,8.7
56,Caleb Martin,MIA,67,35,32,29.6,4.9,1.2,25.3,9.0,54.1,0.9,60.1,8.0
57,Cam Reddish,POR,40,14,26,24.7,2.2,0.6,26.1,4.1,53.7,0.4,58.7,10.2
58,Cam Thomas,BKN,55,30,25,16.4,1.7,0.3,20.4,3.7,46.0,0.4,51.4,7.8
59,Cameron Johnson,BKN,39,23,16,28.3,4.4,1.0,22.8,7.6,57.6,0.6,62.4,7.3
60,Cameron Payne,PHX,46,26,20,20.6,2.3,0.2,10.6,4.4,51.5,0.3,55.9,9.0
61,Caris LeVert,CLE,73,44,29,30.2,3.8,0.9,24.4,6.3,60.4,0.5,65.3,8.4
62,Carlik Jones,CHI,3,1,2,9.0,1.0,0.7,66.7,1.7,60.0,0.0,60.0,9.0
63,Cedi Osman,CLE,74,46,28,20.3,2.3,0.4,19.8,4.1,55.7,0.4,60.9,8.4
64,Charles Bassey,SAS,35,9,26,14.5,5.5,2.0,36.8,9.3,59.0,0.7,64.1,4.9
65,Chima Moneke,SAC,2,1,1,4.0,1.0,0.0,0.0,2.0,50.0,0.0,50.0,11.2
66,Chimezie Metu,SAC,63,40,23,10.4,3.0,1.1,38.1,5.0,59.8,0.3,63.0,4.5
67,Chris Boucher,TOR,72,37,35,20.1,5.7,2.6,46.2,10.0,56.8,0.7,61.1,4.6
68,Chris Duarte,IND,46,19,27,19.5,2.5,0.5,20.0,5.1,48.9,0.5,53.7,8.1
69,Chris Paul,PHX,57,31,26,31.9,4.3,0.8,17.7,7.0,60.8,0.4,64.8,9.1
70,Chris Silva,DAL,1,1,0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
71,Christian Braun,DEN,72,48,24,14.9,2.3,0.6,27.3,4.2,55.2,0.3,59.8,7.6
72,Christian Koloko,TOR,54,27,27,14.0,3.0,1.7,56.2,6.9,43.7,0.6,47.5,5.3
73,Christian Wood,DAL,66,32,34,26.0,7.4,2.9,39.3,11.9,62.2,0.9,67.0,5.0
74,Chuma Okeke,ORL,24,8,16,17.8,3.4,1.0,29.6,5.8,58.7,0.4,62.8,8.3
75,Clint Capela,ATL,62,33,29,26.7,11.1,5.7,51.4,17.2,64.8,0.7,67.5,4.7
76,Coby White,CHI,69,34,35,23.3,2.8,0.6,21.1,5.1,55.1,0.4,59.5,8.6
77,Cody Martin,CHA,7,2,5,19.1,3.4,1.3,37.5,5.1,66.7,0.3,70.6,10.0
78,Cody Zeller,MIA,13,5,8,14.1,4.2,2.2,52.7,8.8,47.8,1.2,55.0,4.6
79,Cole Anthony,ORL,58,28,30,25.8,4.7,0.9,19.3,8.2,57.5,0.8,63.4,7.7
80,Cole Swider,LAL,6,1,5,6.7,1.2,0.8,71.4,2.0,58.3,0.0,58.3,4.0
81,Collin Sexton,UTA,47,24,23,24.0,2.2,0.5,24.0,4.3,51.0,0.3,54.5,10.1
82,Corey Kispert,WAS,70,30,40,28.4,2.8,0.7,25.6,5.2,54.0,0.4,58.2,8.2
83,Cory Joseph,DET,58,11,47,19.0,1.7,0.4,21.9,4.0,41.0,0.5,46.6,9.6
84,D'Angelo Russell,LAL,68,37,31,32.3,3.0,0.6,20.3,6.1,50.0,0.6,55.9,9.9
85,Daishen Nix,HOU,55,13,42,16.2,1.8,0.5,26.8,3.3,53.9,0.2,57.4,8.2
86,Dalano Banton,TOR,28,15,13,9.0,1.3,0.4,29.7,2.7,48.7,0.2,52.1,6.9
87,Dalen Terry,CHI,33,16,17,5.4,0.8,0.2,28.6,1.9,43.8,0.1,46.7,7.7
88,Damian Jones,UTA,37,11,26,10.4,2.8,1.1,40.2,5.0,55.4,0.3,59.0,6.7
89,Damian Lillard,POR,58,27,31,36.3,4.8,1.1,22.0,8.9,53.8,0.6,57.9,9.1
90,Damion Lee,PHX,71,39,32,20.5,3.0,0.6,19.5,5.2,58.4,0.4,63.4,7.6
91,Daniel Gafford,WAS,75,31,44,20.5,5.4,2.7,50.5,11.5,47.2,0.9,50.9,4.2
92,Daniel Theis,IND,7,1,6,15.5,3.1,1.7,54.5,7.7,40.7,0.6,44.0,4.0
93,Danny Green,CLE,9,5,4,9.8,0.8,0.3,42.9,2.2,35.0,0.0,35.0,5.2
94,Danuel House Jr.,PHI,52,35,17,14.0,1.6,0.2,14.3,3.0,53.8,0.2,57.1,7.4
95,Dario Saric,OKC,55,25,30,13.9,3.5,1.3,37.8,6.6,53.2,0.4,56.8,5.1
96,Darius Bazley,PHX,41,19,22,14.2,3.1,1.0,32.0,5.8,53.6,0.5,58.2,5.9
97,Darius Days,HOU,4,0,4,6.2,1.5,0.3,16.7,3.0,50.0,0.0,50.0,4.7
98,Darius Garland,CLE,68,39,29,35.4,2.7,0.4,14.8,5.6,48.0,0.4,51.3,11.2
99,David Duke Jr.,BKN,20,8,12,9.0,1.1,0.3,23.8,2.4,44.7,0.3,50.0,9.7
100,David Roddy,MEM,66,42,24,17.2,2.7,0.8,27.8,4.8,56.6,0.4,61.2,6.7
101,Davion Mitchell,SAC,77,46,31,18.0,1.3,0.2,15.7,2.6,51.3,0.2,55.7,10.0
102,Davis Bertans,DAL,43,20,23,10.4,1.0,0.3,27.3,2.3,44.0,0.2,48.4,7.2
103,Davon Reed,LAL,42,28,14,8.1,1.4,0.3,22.0,2.4,57.8,0.3,65.6,7.6
104,Day'Ron Sharpe,BKN,44,20,24,11.4,4.1,2.3,54.4,8.0,51.4,0.4,54.3,4.1
105,De'Aaron Fox,SAC,70,43,27,33.7,4.2,0.8,18.7,7.1,58.8,0.5,63.1,8.8
106,De'Andre Hunter,ATL,65,35,30,32.0,4.3,1.2,28.9,8.0,53.2,0.8,58.7,7.4
107,De'Anthony Melton,PHI,75,49,26,28.1,4.1,1.2,30.2,7.3,55.9,0.6,61.1,8.0
108,DeAndre Jordan,DEN,36,22,14,14.5,5.0,2.1,41.1,8.1,61.6,0.6,66.2,4.4
109,DeMar DeRozan,CHI,70,35,35,36.4,4.6,0.9,20.0,8.3,55.7,0.8,61.3,8.5
110,Dean Wade,CLE,41,28,13,19.9,3.4,1.0,28.3,6.1,55.4,0.5,60.5,6.6
111,Deandre Ayton,PHX,65,34,31,30.4,10.0,4.2,41.9,15.7,63.8,1.2,69.0,4.6
112,Dejounte Murray,ATL,71,36,35,36.5,5.3,1.3,23.8,9.7,54.9,1.0,61.3,7.2
113,Delon Wright,WAS,49,25,24,24.5,3.5,0.9,26.0,6.0,59.0,0.4,62.9,9.1
114,Deni Avdija,WAS,76,33,43,26.6,6.4,1.8,28.3,10.9,58.9,1.1,65.2,4.8
115,Dennis Schroder,LAL,65,36,29,29.7,2.5,0.2,9.3,4.8,51.4,0.4,56.5,11.2
116,Dennis Smith Jr.,CHA,54,19,35,25.7,3.1,0.7,21.6,6.4,48.4,0.8,55.3,8.6
117,Deonte Burton,SAC,2,1,1,3.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
118,Dereon Seabron,NOP,5,2,3,2.3,0.2,0.2,100.0,1.4,14.3,0.2,16.7,1.8
119,Derrick Jones Jr.,CHI,59,26,33,13.9,2.4,1.3,55.4,4.7,50.4,0.4,54.5,5.7
120,Derrick Rose,NYK,27,12,15,12.5,1.5,0.3,20.0,2.9,51.9,0.1,54.1,10.4
121,Derrick White,BOS,78,54,24,28.3,3.5,1.0,27.9,6.6,54.0,0.6,59.9,8.0
122,Desmond Bane,MEM,55,36,19,31.5,4.9,1.2,23.5,8.8,56.4,0.6,60.7,7.8
123,Devin Booker,PHX,51,32,19,34.6,4.5,0.9,19.4,8.3,55.0,0.6,59.0,8.7
124,Devin Vassell,SAS,38,12,26,31.0,3.9,1.0,26.4,6.8,57.4,0.6,62.7,6.5
125,Devon Dotson,WAS,6,1,5,8.8,1.7,0.5,30.0,2.8,58.8,0.0,58.8,13.2
126,Devonte' Graham,SAS,72,31,41,18.2,1.7,0.3,15.7,3.2,53.3,0.3,58.7,10.5
127,Dewayne Dedmon,PHI,36,21,15,10.9,3.4,1.5,45.1,6.7,50.8,0.6,56.2,5.0
128,Dillon Brooks,MEM,71,45,26,30.2,3.3,0.6,19.2,6.2,53.5,0.5,58.5,8.6
129,Domantas Sabonis,SAC,76,46,30,34.9,12.4,5.2,42.2,21.6,57.3,1.6,61.8,3.9
130,Dominick Barlow,SAS,24,3,21,12.9,3.0,1.4,47.9,6.0,49.7,0.7,56.3,5.9
131,Donovan Mitchell,CLE,67,43,24,35.7,4.2,1.0,23.9,7.3,58.0,0.3,60.8,9.1
132,Donte DiVincenzo,GSW,68,38,30,26.3,4.4,0.9,20.3,7.8,56.3,0.7,61.6,7.6
133,Dorian Finney-Smith,BKN,64,30,34,30.5,4.8,1.9,40.1,8.7,54.9,0.8,60.2,6.8
134,Doug McDermott,SAS,62,19,43,20.7,2.2,0.5,24.4,4.0,54.4,0.3,59.0,8.3
135,Draymond Green,GSW,69,37,32,31.6,7.2,2.8,39.3,12.0,59.9,1.0,65.6,5.5
136,Drew Eubanks,POR,76,31,45,20.1,5.3,1.8,34.9,9.5,55.4,0.6,59.4,5.0
137,Dru Smith,BKN,12,5,7,10.9,1.6,0.3,21.1,2.6,61.3,0.3,70.4,10.0
138,Duane Washington Jr.,NYK,31,17,14,12.7,1.2,0.1,5.6,2.1,55.4,0.0,55.4,10.3
139,Duncan Robinson,MIA,39,17,22,16.0,1.6,0.5,29.0,2.8,55.9,0.2,60.2,8.5
140,Dwight Powell,DAL,74,36,38,19.4,4.1,1.8,42.3,9.1,45.5,0.7,49.0,5.9
141,Dylan Windler,CLE,3,3,0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,Dyson Daniels,NOP,56,31,25,18.1,3.2,1.0,32.0,5.8,55.3,0.4,58.9,7.4
143,Edmond Sumner,BKN,51,31,20,14.0,1.5,0.3,17.1,3.2,46.3,0.2,49.7,8.9
144,Eric Gordon,LAC,66,22,44,28.8,2.0,0.2,11.6,3.7,53.5,0.2,57.3,12.0
145,Eugene Omoruyi,DET,38,10,28,15.9,2.8,1.0,35.2,6.0,46.1,0.4,49.5,6.3
146,Evan Fournier,NYK,24,14,10,17.5,2.0,0.3,14.9,3.3,58.8,0.3,64.4,9.3
147,Evan Mobley,CLE,77,47,30,34.6,9.1,3.9,42.5,15.6,58.2,1.2,63.2,5.3
148,Facundo Campazzo,DAL,8,2,6,6.5,0.3,0.0,0.0,0.8,33.3,0.1,40.0,13.1
149,Frank Jackson,UTA,1,0,1,5.1,2.0,1.0,50.0,5.0,40.0,0.0,40.0,21.2
150,Frank Kaminsky,HOU,35,12,23,6.2,1.3,0.7,52.2,2.1,61.3,0.0,62.2,4.4
151,Frank Ntilikina,DAL,45,20,25,11.8,1.3,0.2,19.3,2.4,52.8,0.3,59.4,8.9
152,Franz Wagner,ORL,77,33,44,32.9,4.1,0.8,20.1,7.5,54.5,0.5,58.7,9.0
153,Fred VanVleet,TOR,66,33,33,37.0,4.2,0.8,19.3,7.8,53.7,0.8,59.7,10.0
154,Furkan Korkmaz,PHI,34,22,12,8.7,1.0,0.2,21.2,1.8,55.0,0.2,61.1,10.7
155,Gabe Vincent,MIA,64,34,30,26.1,2.1,0.4,19.7,4.0,54.2,0.3,58.1,11.7
156,Garrett Temple,NOP,24,16,8,6.6,0.7,0.3,37.5,1.4,48.5,0.2,57.1,9.1
157,Garrison Mathews,ATL,52,15,37,12.7,1.3,0.2,17.4,2.7,50.0,0.3,57.0,9.0
158,Gary Harris,ORL,47,22,25,24.7,2.0,0.4,21.9,3.7,55.5,0.3,59.6,12.1
159,Gary Payton II,GSW,19,10,9,16.3,2.7,0.9,34.6,5.2,52.5,0.4,57.1,6.0
160,Gary Trent Jr.,TOR,63,30,33,32.6,2.7,0.5,18.6,4.4,60.7,0.3,65.2,10.0
161,George Hill,IND,44,26,18,18.0,1.8,0.4,23.5,3.9,46.8,0.3,50.6,10.1
162,Georges Niang,PHI,75,49,26,19.3,2.3,0.5,21.0,4.7,49.7,0.5,55.3,6.8
163,Giannis Antetokounmpo,MIL,62,46,16,32.1,11.8,3.8,32.0,18.2,64.7,1.3,69.6,5.1
164,Goga Bitadze,ORL,34,13,21,11.0,3.0,1.6,53.5,6.4,46.3,0.8,52.6,4.1
165,Goran Dragic,MIL,54,25,29,14.7,1.3,0.2,18.8,2.7,47.9,0.2,52.3,9.6
166,Gordon Hayward,CHA,50,20,30,31.5,4.3,0.9,20.0,6.8,63.0,0.4,67.4,8.9
167,Gorgui Dieng,SAS,28,2,26,10.5,3.0,0.9,30.6,4.7,64.9,0.3,69.1,6.0
168,Grant Williams,BOS,75,52,23,26.3,4.7,1.8,38.0,8.7,54.1,0.7,58.5,6.7
169,Grayson Allen,MIL,72,53,19,27.4,3.3,0.7,20.7,6.3,52.5,0.6,58.1,9.5
170,Greg Brown III,POR,16,10,6,5.8,1.2,0.4,31.6,1.9,61.3,0.1,65.5,7.1
171,Hamidou Diallo,DET,55,12,43,17.7,3.5,1.2,33.5,5.5,62.8,0.2,65.6,6.7
172,Harrison Barnes,SAC,78,47,31,32.7,4.6,1.4,31.0,7.9,58.3,0.7,63.8,8.2
173,Haywood Highsmith,MIA,51,26,25,17.5,3.3,1.1,32.9,5.9,56.1,0.5,60.9,7.8
174,Herbert Jones,NOP,62,29,33,29.1,4.0,1.6,39.0,7.6,53.0,0.5,56.9,8.2
175,Immanuel Quickley,NYK,78,46,32,28.7,4.1,0.5,12.0,6.8,59.7,0.5,64.6,9.7
176,Isaac Okoro,CLE,76,48,28,21.7,2.5,0.8,30.5,5.1,48.2,0.4,52.1,9.5
177,Isaiah Hartenstein,NYK,79,46,33,19.9,6.6,3.5,52.3,12.4,53.4,0.8,57.3,4.8
178,Isaiah Jackson,IND,60,23,37,16.1,4.3,2.5,58.1,8.7,49.4,0.8,54.7,4.3
179,Isaiah Joe,OKC,71,35,36,19.0,2.4,0.4,17.4,4.6,50.9,0.6,58.2,7.8
180,Isaiah Livers,DET,50,10,40,23.1,2.8,0.8,27.5,5.2,53.3,0.5,58.7,8.7
181,Isaiah Mobley,CLE,10,7,3,3.3,1.2,0.5,41.7,1.7,70.6,0.0,70.6,5.4
182,Isaiah Roby,SAS,41,9,32,11.3,2.5,0.8,31.7,4.2,59.8,0.2,63.4,5.9
183,Isaiah Stewart,DET,49,12,37,28.3,8.0,3.1,39.0,14.1,56.6,1.0,60.8,4.6
184,Isaiah Todd,WAS,4,2,2,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,Ish Smith,DEN,40,24,16,8.6,1.2,0.3,25.0,2.3,52.7,0.3,59.3,7.4
186,Ish Wainright,PHX,56,31,25,15.2,2.3,0.9,41.4,4.4,52.2,0.4,56.9,6.9
187,Ivica Zubac,LAC,73,40,33,28.6,9.9,5.0,49.9,17.4,57.1,1.1,61.1,4.1
188,JD Davison,BOS,10,9,1,2.7,0.6,0.0,0.0,0.8,75.0,0.1,85.7,6.4
189,JT Thor,CHA,66,21,45,13.3,2.0,0.8,41.8,3.5,57.8,0.2,62.0,7.5
190,Ja Morant,MEM,59,38,21,32.0,5.8,1.4,23.5,10.9,53.6,0.8,57.8,7.8
191,JaMychal Green,GSW,56,29,27,14.0,3.6,1.7,46.1,6.1,59.8,0.4,63.9,4.8
192,JaVale McGee,DAL,40,19,21,8.5,2.6,1.4,52.4,4.9,53.3,0.4,57.4,4.3
193,Jabari Smith Jr.,HOU,76,18,58,30.9,7.2,2.8,38.6,12.0,60.3,0.9,65.2,5.4
194,Jabari Walker,POR,52,21,31,10.2,2.2,1.2,52.6,4.1,53.5,0.2,56.7,4.9
195,Jack White,DEN,16,12,4,3.2,0.6,0.3,55.6,1.0,56.3,0.1,60.0,5.0
196,Jaden Hardy,DAL,45,19,26,14.4,1.8,0.4,21.3,3.5,51.3,0.3,56.3,8.9
197,Jaden Ivey,DET,69,15,54,30.6,3.9,0.7,19.0,8.0,48.4,0.9,54.3,8.7
198,Jaden McDaniels,MIN,76,38,38,30.8,3.9,1.4,34.8,7.4,52.6,0.7,57.8,7.9
199,Jaden Springer,PHI,14,11,3,3.8,0.9,0.4,41.7,1.5,57.1,0.1,60.0,6.3
200,Jae Crowder,MIL,14,11,3,17.9,3.6,1.1,32.0,6.4,56.2,0.5,61.0,6.6
201,Jae'Sean Tate,HOU,31,7,24,21.9,3.8,1.3,33.9,7.2,53.2,0.5,57.3,7.0
202,Jake LaRavia,MEM,35,22,13,11.8,1.8,0.6,33.3,3.1,58.9,0.2,63.0,8.3
203,Jakob Poeltl,TOR,67,24,43,26.9,9.2,5.1,55.7,15.4,59.8,1.0,63.8,4.5
204,Jalen Brunson,NYK,68,40,28,35.0,3.5,0.6,17.4,6.6,53.4,0.5,57.5,9.8
205,Jalen Duren,DET,62,15,47,24.6,8.6,4.3,49.5,16.2,53.1,1.1,56.9,4.3
206,Jalen Green,HOU,73,17,56,34.2,3.7,0.8,21.6,7.2,52.3,0.5,55.9,7.5
207,Jalen Johnson,ATL,66,33,33,14.5,4.0,1.4,36.3,6.3,63.0,0.5,68.4,5.2
208,Jalen McDaniels,PHI,76,28,48,23.8,4.3,1.1,25.5,8.1,53.3,0.8,58.7,5.7
209,Jalen Smith,IND,67,31,36,18.7,5.8,2.6,45.3,10.4,55.9,0.7,59.7,4.8
210,Jalen Suggs,ORL,49,20,29,23.8,2.9,0.9,31.5,6.0,49.0,0.5,53.4,8.5
211,Jalen Williams,OKC,73,35,38,30.3,4.5,1.3,27.7,8.3,55.1,0.6,59.7,7.8
212,Jamal Cain,MIA,15,8,7,12.4,2.6,0.9,35.9,4.3,60.0,0.4,66.1,6.0
213,Jamal Murray,DEN,63,43,20,33.3,4.0,0.7,18.6,6.7,59.5,0.5,64.4,8.8
214,Jamaree Bouyea,WAS,5,2,3,14.1,1.2,0.2,16.7,2.8,42.9,0.2,46.2,9.9
215,James Bouknight,CHA,31,8,23,14.2,2.1,0.5,22.7,3.6,59.5,0.3,64.1,8.2
216,James Harden,PHI,56,38,18,36.9,6.2,1.2,20.0,9.9,61.9,0.6,66.2,6.8
217,James Johnson,IND,16,6,10,8.6,1.4,0.3,22.7,2.5,55.0,0.1,57.9,5.2
218,James Wiseman,DET,41,10,31,18.9,5.9,2.3,38.3,10.8,55.1,0.6,58.1,3.8
219,Jared Butler,OKC,3,1,2,8.9,0.3,0.0,0.0,2.3,14.3,0.0,14.3,9.1
220,Jared Rhoden,DET,10,1,9,10.6,2.1,1.0,47.6,3.1,67.7,0.2,72.4,5.9
221,Jaren Jackson Jr.,MEM,60,39,21,28.1,6.8,2.8,40.6,13.0,52.3,1.1,56.9,6.2
222,Jarred Vanderbilt,LAL,74,40,34,24.3,7.6,2.4,30.9,12.5,61.3,0.7,65.0,5.5
223,Jarrell Brantley,UTA,4,0,4,9.7,1.5,0.5,33.3,4.5,33.3,0.5,37.5,12.5
224,Jarrett Allen,CLE,66,43,23,32.9,9.9,4.8,48.2,16.7,59.1,1.3,64.3,4.9
225,Jarrett Culver,ATL,10,5,5,13.7,3.8,1.4,36.8,5.6,67.9,0.2,70.4,5.8
226,Jason Preston,LAC,13,3,10,9.4,1.7,0.3,18.2,2.8,61.1,0.1,62.9,7.8
227,Javonte Green,CHI,31,12,19,15.1,2.7,1.3,47.1,5.3,51.5,0.5,57.4,6.2
228,Jaxson Hayes,NOP,46,22,24,13.2,2.8,0.9,32.8,5.0,57.5,0.3,60.9,6.1
229,Jay Huff,WAS,4,1,3,3.8,1.0,0.3,25.0,1.5,66.7,0.0,66.7,4.7
230,Jay Scrubb,ORL,1,1,0,2.5,1.0,0.0,0.0,1.0,100.0,0.0,100.0,2.6
231,Jaylen Brown,BOS,66,45,21,35.8,6.8,1.5,22.8,11.5,59.3,1.0,65.1,7.1
232,Jaylen Nowell,MIN,65,34,31,19.3,2.6,0.5,20.0,4.6,56.3,0.3,60.1,9.3
233,Jaylin Williams,OKC,47,22,25,18.6,4.9,1.7,35.7,8.3,59.0,0.6,63.7,5.4
234,Jayson Tatum,BOS,72,51,21,37.1,8.9,1.7,19.2,12.8,69.6,0.8,74.0,6.2
235,Jeenathan Williams,POR,1,1,0,13.4,5.0,4.0,80.0,9.0,55.6,1.0,62.5,4.3
236,Jeff Dowtin Jr.,TOR,24,16,8,10.3,1.0,0.2,21.7,1.3,71.9,0.1,76.7,12.8
237,Jeff Green,DEN,53,33,20,19.6,2.6,0.8,30.7,4.4,58.3,0.2,61.7,8.5
238,Jerami Grant,POR,63,28,35,35.6,4.5,1.1,24.0,7.8,57.3,0.7,62.5,8.8
239,Jeremiah Robinson-Earl,OKC,41,14,27,18.8,4.2,2.1,49.4,8.7,48.3,1.1,55.1,4.8
240,Jeremy Sochan,SAS,55,15,40,26.1,5.2,1.8,34.5,9.7,53.9,1.0,60.0,5.9
241,Jericho Sims,NYK,50,30,20,15.6,4.6,2.3,48.7,8.5,54.7,0.6,59.2,5.0
242,Jevon Carter,MIL,78,56,22,22.3,2.5,0.3,12.3,4.3,58.2,0.2,61.5,11.2
243,Jimmy Butler,MIA,62,33,29,33.4,5.9,2.5,42.0,10.0,58.5,0.5,61.3,6.3
