,Player,Team,GP,W,L,MIN,PTS,TOUCHES,Front CT Touches,Time Of Poss,Avg Sec Per Touch,Avg Drib Per Touch,PTS Per Touch,Elbow Touches,Post Ups,Paint Touches,PTS Per Elbow Touch,PTS Per Post Touch,PTS Per Paint Touch
140,Dwight Powell,DAL,70,35,35,19.7,7.0,25.9,14.7,0.7,1.6,0.55,0.27,2.1,0.1,6.0,0.378,0.857,0.952
141,Dylan Windler,CLE,3,3,0,3.5,1.7,6.3,5.0,0.1,1.13,0.21,0.263,0.0,0.0,0.0,0.0,0.0,0.0
142,Dyson Daniels,NOP,52,28,24,18.4,3.8,29.4,13.8,1.6,3.22,2.5,0.129,0.1,0.0,0.8,0.333,0.0,0.769
143,Edmond Sumner,BKN,49,29,20,14.4,7.5,24.2,11.3,1.6,3.96,3.48,0.308,0.3,0.0,0.6,0.714,0.0,1.129
144,Eric Gordon,LAC,63,20,43,29.1,12.5,39.4,23.8,2.3,3.51,2.93,0.317,0.2,0.0,0.4,0.533,2.0,1.28
145,Eugene Omoruyi,DET,34,10,24,15.3,6.2,18.9,12.0,0.5,1.56,0.77,0.328,0.7,0.1,2.4,0.739,1.5,0.988
146,Evan Fournier,NYK,23,13,10,18.0,6.8,23.6,16.7,1.0,2.46,1.83,0.29,0.0,0.0,0.2,0.0,0.0,1.0
147,Evan Mobley,CLE,74,46,28,34.4,16.3,59.7,31.2,1.9,1.94,0.75,0.274,4.4,2.0,8.5,0.633,0.601,0.954
148,Facundo Campazzo,DAL,8,2,6,6.5,1.3,14.9,7.4,0.9,3.57,3.26,0.084,0.0,0.0,0.1,0.0,0.0,0.0
149,Frank Jackson,UTA,1,0,1,5.1,0.0,10.0,2.0,0.6,3.46,3.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0
150,Frank Kaminsky,HOU,34,12,22,6.3,2.4,12.9,8.0,0.4,1.75,0.68,0.183,0.2,0.2,0.7,0.25,1.0,0.72
151,Frank Ntilikina,DAL,44,19,25,11.8,2.5,15.9,7.3,0.8,3.07,2.52,0.158,0.1,0.0,0.2,0.667,0.0,0.5
152,Franz Wagner,ORL,74,31,43,33.0,18.7,53.9,32.5,3.3,3.66,3.04,0.348,0.7,0.3,1.9,0.72,0.708,0.979
153,Fred VanVleet,TOR,63,31,32,36.9,19.8,84.9,37.2,6.5,4.56,4.19,0.234,0.2,0.0,0.2,0.545,1.0,0.857
154,Furkan Korkmaz,PHI,32,22,10,8.9,3.5,13.1,8.9,0.6,2.77,2.15,0.265,0.2,0.0,0.3,1.0,0.0,1.4
155,Gabe Vincent,MIA,61,33,28,26.2,9.4,43.7,20.2,2.8,3.88,3.21,0.215,0.2,0.0,0.4,0.545,1.0,0.808
156,Garrett Temple,NOP,23,15,8,6.6,2.0,8.6,5.3,0.3,1.92,1.2,0.228,0.1,0.0,0.2,0.0,0.0,0.4
157,Garrison Mathews,ATL,51,15,36,12.8,4.7,13.9,8.9,0.3,1.37,0.42,0.335,0.1,0.0,0.1,0.0,0.0,1.167
158,Gary Harris,ORL,44,20,24,24.9,8.7,22.0,16.5,0.8,2.05,1.46,0.395,0.1,0.0,0.6,1.2,0.0,0.808
159,Gary Payton II,GSW,16,8,8,16.9,4.4,22.6,12.4,0.6,1.66,0.7,0.194,0.7,0.1,1.9,0.182,1.0,0.8
160,Gary Trent Jr.,TOR,63,30,33,32.6,17.7,39.2,30.5,1.6,2.44,1.88,0.452,0.4,0.0,0.6,1.08,0.0,1.026
161,George Hill,IND,42,26,16,18.4,4.9,32.0,12.6,2.3,4.36,3.85,0.152,0.3,0.0,0.5,0.538,0.0,0.478
162,Georges Niang,PHI,71,47,24,19.4,8.2,28.9,15.5,0.6,1.34,0.45,0.282,0.1,0.0,0.4,0.4,0.0,1.269
163,Giannis Antetokounmpo,MIL,59,44,15,32.2,31.1,78.2,36.7,5.3,4.03,2.94,0.398,4.3,4.4,5.4,0.605,0.447,1.127
164,Goga Bitadze,ORL,31,11,20,10.4,3.4,15.5,10.2,0.4,1.55,0.55,0.22,0.8,0.3,3.0,0.36,0.375,0.717
165,Goran Dragic,MIL,50,22,28,15.5,6.5,34.4,13.5,2.4,4.19,3.65,0.188,0.1,0.1,0.2,1.0,0.75,0.8
166,Gordon Hayward,CHA,50,20,30,31.5,14.7,49.0,35.4,2.4,2.93,1.94,0.299,1.6,0.5,1.8,0.519,0.333,0.783
167,Gorgui Dieng,SAS,27,2,25,10.2,3.0,19.1,13.4,0.6,1.9,0.66,0.159,0.6,0.5,1.2,0.118,0.071,0.545
168,Grant Williams,BOS,72,50,22,26.5,8.3,30.4,16.6,0.9,1.79,0.76,0.272,0.6,0.1,1.7,0.381,0.286,0.697
169,Grayson Allen,MIL,68,50,18,27.6,10.8,35.6,23.6,1.4,2.37,1.42,0.303,0.3,0.0,1.0,0.571,0.0,0.585
170,Greg Brown III,POR,16,10,6,5.8,1.8,5.3,3.4,0.2,2.31,1.33,0.329,0.1,0.0,0.3,2.0,0.0,0.8
171,Hamidou Diallo,DET,55,12,43,17.7,9.2,27.8,13.7,1.1,2.34,1.67,0.33,1.1,0.1,2.0,1.15,0.0,1.204
172,Harrison Barnes,SAC,74,45,29,32.8,15.1,46.9,30.1,1.7,2.18,1.11,0.321,0.7,0.8,1.8,0.759,0.914,0.992
173,Haywood Highsmith,MIA,50,26,24,17.8,4.4,20.0,11.5,0.6,1.7,0.91,0.218,0.6,0.0,1.9,0.241,0.0,0.516
174,Herbert Jones,NOP,58,26,32,28.9,9.4,42.3,22.8,1.5,2.11,1.07,0.222,0.9,0.1,2.1,0.5,0.75,0.738
175,Immanuel Quickley,NYK,74,42,32,28.5,13.7,49.5,24.3,3.6,4.42,3.82,0.277,0.3,0.0,0.4,0.45,0.0,0.531
176,Isaac Okoro,CLE,76,48,28,21.7,6.4,19.8,12.8,0.6,1.9,1.0,0.325,0.4,0.0,1.1,0.5,2.0,0.884
177,Isaiah Hartenstein,NYK,75,42,33,19.6,4.8,28.7,13.7,0.7,1.37,0.26,0.168,1.8,0.2,5.0,0.366,0.692,0.676
178,Isaiah Jackson,IND,56,22,34,15.7,7.0,21.7,13.9,0.5,1.35,0.41,0.321,1.9,0.3,5.3,0.557,0.733,0.952
