,Player,Team,GP,MIN,W,L,STL,BLK,DREB,DFGM,DFGA,DFG%
150,Frank Kaminsky,HOU,35,6.2,12,23,0.2,0.1,1.2,1.0,1.6,65.5
151,Frank Ntilikina,DAL,45,11.8,20,25,0.3,0.1,1.1,0.6,0.9,67.5
152,Franz Wagner,ORL,77,32.9,33,44,0.9,0.2,3.2,1.8,2.4,73.4
153,Fred VanVleet,TOR,66,37.0,33,33,1.8,0.5,3.7,2.1,2.8,75.3
154,Furkan Korkmaz,PHI,34,8.7,22,12,0.2,0.1,0.8,0.4,0.6,71.4
155,Gabe Vincent,MIA,64,26.1,34,30,0.9,0.1,1.7,1.1,1.5,74.2
156,Garrett Temple,NOP,24,6.6,16,8,0.4,0.1,0.5,0.8,1.1,73.1
157,Garrison Mathews,ATL,52,12.7,15,37,0.5,0.1,1.1,0.5,0.7,73.0
158,Gary Harris,ORL,47,24.7,22,25,1.0,0.3,1.6,1.0,1.3,73.8
159,Gary Payton II,GSW,19,16.3,10,9,0.9,0.2,1.8,1.2,1.7,71.9
160,Gary Trent Jr.,TOR,63,32.6,30,33,1.6,0.2,2.2,1.1,1.5,75.0
161,George Hill,IND,44,18.0,26,18,0.6,0.1,1.5,0.8,1.2,67.9
162,Georges Niang,PHI,75,19.3,49,26,0.4,0.2,2.1,1.3,1.8,72.1
163,Giannis Antetokounmpo,MIL,62,32.1,46,16,0.8,0.8,9.6,2.4,4.3,55.3
164,Goga Bitadze,ORL,34,11.0,13,21,0.4,0.6,1.6,1.0,1.9,54.7
165,Goran Dragic,MIL,54,14.7,25,29,0.2,0.1,1.0,0.6,0.9,74.5
166,Gordon Hayward,CHA,50,31.5,20,30,0.8,0.2,3.6,1.2,1.8,67.4
167,Gorgui Dieng,SAS,28,10.5,2,26,0.1,0.4,2.2,1.3,2.0,63.6
168,Grant Williams,BOS,75,26.3,52,23,0.5,0.4,3.6,1.7,2.5,67.6
169,Grayson Allen,MIL,72,27.4,53,19,0.9,0.2,2.4,1.2,1.6,76.1
170,Greg Brown III,POR,16,5.8,10,6,0.3,0.3,1.1,0.1,0.4,33.3
171,Hamidou Diallo,DET,55,17.7,12,43,0.9,0.3,2.4,0.9,1.4,61.0
172,Harrison Barnes,SAC,78,32.7,47,31,0.7,0.1,3.6,1.9,2.9,66.8
173,Haywood Highsmith,MIA,51,17.5,26,25,0.7,0.3,2.4,0.8,1.2,66.7
174,Herbert Jones,NOP,62,29.1,29,33,1.6,0.6,2.6,2.1,2.9,72.2
175,Immanuel Quickley,NYK,78,28.7,46,32,1.0,0.2,3.3,1.7,2.4,69.1
176,Isaac Okoro,CLE,76,21.7,48,28,0.7,0.4,1.8,1.1,1.8,60.7
177,Isaiah Hartenstein,NYK,79,19.9,46,33,0.7,0.8,4.0,2.1,3.9,54.0
178,Isaiah Jackson,IND,60,16.1,23,37,0.5,1.5,2.6,2.3,4.1,56.5
179,Isaiah Joe,OKC,71,19.0,35,36,0.6,0.1,2.0,1.2,1.5,79.4
180,Isaiah Livers,DET,50,23.1,10,40,0.6,0.6,2.2,2.0,3.3,59.3
181,Isaiah Mobley,CLE,10,3.3,7,3,0.1,0.1,1.1,0.2,0.2,100.0
182,Isaiah Roby,SAS,41,11.3,9,32,0.4,0.2,2.0,1.3,1.8,71.6
183,Isaiah Stewart,DET,49,28.3,12,37,0.4,0.7,5.8,3.2,5.2,61.2
184,Isaiah Todd,WAS,4,3.1,2,2,0.0,0.0,0.0,0.0,0.0,0.0
185,Ish Smith,DEN,40,8.6,24,16,0.2,0.2,1.1,0.6,0.7,81.5
186,Ish Wainright,PHX,56,15.2,31,25,0.7,0.4,1.5,0.8,1.1,72.6
187,Ivica Zubac,LAC,73,28.6,40,33,0.4,1.3,6.8,2.8,5.3,53.4
188,JD Davison,BOS,10,2.7,9,1,0.2,0.0,0.5,0.0,0.0,0.0
189,JT Thor,CHA,66,13.3,21,45,0.3,0.3,1.5,1.5,2.3,66.4
190,Ja Morant,MEM,59,32.0,38,21,1.1,0.3,4.8,1.5,2.2,66.7
191,JaMychal Green,GSW,56,14.0,29,27,0.4,0.4,2.4,1.3,1.9,66.1
192,JaVale McGee,DAL,40,8.5,19,21,0.1,0.6,1.9,1.4,2.4,57.7
193,Jabari Smith Jr.,HOU,76,30.9,18,58,0.5,0.9,5.7,3.3,5.1,63.9
194,Jabari Walker,POR,52,10.2,21,31,0.2,0.2,1.4,1.1,1.8,59.8
195,Jack White,DEN,16,3.2,12,4,0.1,0.1,0.4,0.4,0.6,66.7
196,Jaden Hardy,DAL,45,14.4,19,26,0.4,0.1,1.6,1.1,1.4,80.6
197,Jaden Ivey,DET,69,30.6,15,54,0.8,0.2,2.9,2.3,2.9,79.8
198,Jaden McDaniels,MIN,76,30.8,38,38,0.9,1.0,2.7,2.0,3.8,52.8
199,Jaden Springer,PHI,14,3.8,11,3,0.4,0.1,0.5,0.1,0.4,33.3
200,Jae Crowder,MIL,14,17.9,11,3,0.4,0.4,2.7,1.6,2.6,61.1
201,Jae'Sean Tate,HOU,31,21.9,7,24,0.7,0.2,2.5,1.2,2.0,62.3
202,Jake LaRavia,MEM,35,11.8,22,13,0.3,0.1,1.3,1.3,1.7,72.1
203,Jakob Poeltl,TOR,67,26.9,24,43,1.0,1.3,5.9,4.8,7.7,62.1
204,Jalen Brunson,NYK,68,35.0,40,28,0.9,0.2,3.0,1.6,2.1,74.5
205,Jalen Duren,DET,62,24.6,15,47,0.6,0.9,5.1,3.1,5.1,61.4
206,Jalen Green,HOU,73,34.2,17,56,0.8,0.2,3.2,1.8,2.4,76.6
207,Jalen Johnson,ATL,66,14.5,33,33,0.5,0.4,3.2,1.3,2.1,63.2
208,Jalen McDaniels,PHI,76,23.8,28,48,1.0,0.4,3.6,1.6,2.6,62.8
209,Jalen Smith,IND,67,18.7,31,36,0.3,0.9,4.0,2.3,3.9,57.8
210,Jalen Suggs,ORL,49,23.8,20,29,1.3,0.5,1.9,1.3,1.9,70.2
211,Jalen Williams,OKC,73,30.3,35,38,1.4,0.5,3.4,1.5,2.4,61.9
212,Jamal Cain,MIA,15,12.4,8,7,0.5,0.0,1.8,0.4,0.5,85.7
213,Jamal Murray,DEN,63,33.3,43,20,1.0,0.2,3.3,2.0,2.7,75.3
214,Jamaree Bouyea,WAS,5,14.1,2,3,0.8,0.4,1.0,1.0,1.2,83.3
215,James Bouknight,CHA,31,14.2,8,23,0.5,0.2,1.9,0.9,1.5,57.4
216,James Harden,PHI,56,36.9,38,18,1.3,0.5,5.4,1.9,2.4,77.0
217,James Johnson,IND,16,8.6,6,10,0.3,0.4,1.3,0.6,0.8,76.9
218,James Wiseman,DET,41,18.9,10,31,0.2,0.6,4.3,2.9,4.2,68.4
219,Jared Butler,OKC,3,8.9,1,2,1.3,0.0,0.3,0.7,1.0,66.7
220,Jared Rhoden,DET,10,10.6,1,9,0.2,0.0,1.3,0.5,0.7,71.4
221,Jaren Jackson Jr.,MEM,60,28.1,39,21,1.1,3.0,5.1,3.4,7.2,46.7
222,Jarred Vanderbilt,LAL,74,24.3,40,34,1.1,0.3,5.4,2.6,3.8,69.8
223,Jarrell Brantley,UTA,4,9.7,0,4,0.0,0.5,1.3,0.0,0.8,0.0
224,Jarrett Allen,CLE,66,32.9,43,23,0.8,1.2,6.6,3.4,6.2,54.9
225,Jarrett Culver,ATL,10,13.7,5,5,0.6,0.2,2.8,1.8,2.4,75.0
226,Jason Preston,LAC,13,9.4,3,10,0.2,0.0,1.5,0.3,0.5,57.1
227,Javonte Green,CHI,31,15.1,12,19,0.7,0.7,1.9,1.1,1.8,58.9
228,Jaxson Hayes,NOP,46,13.2,22,24,0.4,0.4,2.0,0.8,1.3,63.8
229,Jay Huff,WAS,4,3.8,1,3,0.0,0.0,1.0,0.5,0.5,100.0
230,Jay Scrubb,ORL,1,2.5,1,0,0.0,0.0,1.0,1.0,1.0,100.0
231,Jaylen Brown,BOS,66,35.8,45,21,1.1,0.4,5.6,2.1,3.2,65.2
232,Jaylen Nowell,MIN,65,19.3,34,31,0.6,0.1,2.1,1.3,1.7,80.6
233,Jaylin Williams,OKC,47,18.6,22,25,0.6,0.3,4.1,2.2,3.0,73.8
234,Jayson Tatum,BOS,72,37.1,51,21,1.0,0.7,7.8,2.2,3.2,67.2
235,Jeenathan Williams,POR,1,13.4,1,0,0.0,0.0,1.0,1.0,2.0,50.0
236,Jeff Dowtin Jr.,TOR,24,10.3,16,8,0.3,0.1,0.7,0.3,0.4,60.0
237,Jeff Green,DEN,53,19.6,33,20,0.3,0.3,1.9,1.5,2.2,68.1
238,Jerami Grant,POR,63,35.6,28,35,0.8,0.8,3.7,1.9,2.8,66.5
239,Jeremiah Robinson-Earl,OKC,41,18.8,14,27,0.6,0.3,2.5,1.9,3.1,61.2
240,Jeremy Sochan,SAS,55,26.1,15,40,0.8,0.4,3.5,2.2,3.4,64.9
241,Jericho Sims,NYK,50,15.6,30,20,0.3,0.6,2.8,1.6,2.5,63.0
242,Jevon Carter,MIL,78,22.3,56,22,0.8,0.4,2.1,0.8,1.1,73.5
243,Jimmy Butler,MIA,62,33.4,33,29,1.8,0.3,3.6,1.5,2.0,74.4
244,Jock Landale,PHX,65,14.1,33,32,0.2,0.5,2.3,1.9,3.4,57.8
245,Joe Harris,BKN,71,20.8,38,33,0.5,0.2,1.9,1.3,1.9,69.1
246,Joe Ingles,MIL,43,22.6,30,13,0.7,0.1,2.6,0.9,1.1,81.3
247,Joe Wieskamp,TOR,6,5.2,4,2,0.0,0.0,0.5,0.2,0.3,50.0
248,Joel Embiid,PHI,64,34.6,42,22,1.0,1.7,8.4,5.0,8.2,61.3
249,John Butler Jr.,POR,15,7.7,4,11,0.3,0.3,0.4,0.6,1.0,60.0
250,John Collins,ATL,68,30.1,35,33,0.6,1.0,5.4,3.2,5.1,63.4
251,John Konchar,MEM,68,20.5,43,25,1.0,0.3,3.3,1.5,2.1,71.8
252,John Wall,LAC,34,22.2,15,19,0.8,0.4,2.3,1.2,1.7,73.7
253,Johnny Davis,WAS,24,11.4,9,15,0.1,0.2,1.4,0.7,1.0,70.8
254,Johnny Juzang,UTA,15,12.4,5,10,0.2,0.2,1.7,0.9,1.3,65.0
255,Jonas Valanciunas,NOP,75,25.0,38,37,0.3,0.6,7.2,3.4,5.1,67.4
256,Jonathan Isaac,ORL,11,11.3,8,3,1.3,0.4,2.6,0.4,0.7,50.0
257,Jonathan Kuminga,GSW,64,20.8,35,29,0.6,0.4,2.4,1.6,2.5,63.0
258,Jordan Clarkson,UTA,61,32.6,30,31,0.5,0.2,2.9,2.2,3.2,66.7
259,Jordan Goodwin,WAS,58,17.2,21,37,0.9,0.4,2.3,1.1,1.8,63.5
260,Jordan Hall,SAS,9,9.2,1,8,0.1,0.0,1.0,0.8,0.8,100.0
261,Jordan McLaughlin,MIN,41,15.6,20,21,0.8,0.1,1.0,0.5,0.7,75.0
262,Jordan Nwora,IND,59,18.9,35,24,0.4,0.2,2.9,1.2,1.7,73.0
263,Jordan Poole,GSW,78,30.3,40,38,0.8,0.3,2.3,1.1,1.5,73.1
264,Jordan Schakel,WAS,2,3.1,0,2,0.5,0.0,0.0,0.0,0.0,0.0
265,Jose Alvarado,NOP,61,21.5,30,31,1.1,0.2,1.9,1.2,1.4,83.5
266,Josh Christopher,HOU,61,11.8,13,48,0.5,0.2,0.8,0.5,0.8,67.3
267,Josh Giddey,OKC,74,31.1,33,41,0.7,0.4,5.9,2.0,3.1,64.9
268,Josh Green,DAL,59,25.6,26,33,0.7,0.1,2.0,1.3,1.7,78.6
269,Josh Hart,NYK,73,32.3,41,32,1.1,0.3,5.9,2.3,3.3,71.0
270,Josh Minott,MIN,14,6.5,6,8,0.3,0.4,1.4,0.9,1.4,60.0
271,Josh Okogie,PHX,68,18.4,36,32,0.8,0.5,1.9,1.0,1.6,63.3
272,Josh Richardson,NOP,60,23.8,22,38,1.1,0.3,2.1,1.6,1.9,80.2
273,Joshua Primo,SAS,4,23.3,3,1,0.3,0.5,2.8,1.5,2.8,54.5
274,Jrue Holiday,MIL,65,32.6,48,17,1.2,0.4,3.8,1.5,2.1,73.5
275,Juan Toscano-Anderson,UTA,48,12.8,18,30,0.3,0.2,1.8,0.8,1.3,59.4
276,Juancho Hernangomez,TOR,42,14.6,20,22,0.4,0.1,2.3,1.4,2.0,69.9
277,Julian Champagnie,SAS,13,15.5,5,8,0.3,0.3,2.2,1.2,1.8,62.5
278,Julius Randle,NYK,77,35.5,44,33,0.6,0.3,8.1,2.6,3.6,72.9
279,Justin Champagnie,TOR,3,3.6,2,1,0.0,0.0,1.0,0.0,0.0,0.0
280,Justin Holiday,DAL,44,14.9,18,26,0.4,0.4,1.0,1.0,1.6,66.7
281,Justin Jackson,BOS,23,4.7,15,8,0.2,0.2,0.7,0.1,0.4,33.3
282,Justise Winslow,POR,29,26.8,15,14,1.0,0.4,3.3,1.6,2.3,66.2
283,Jusuf Nurkic,POR,52,26.8,24,28,0.8,0.8,6.9,3.9,6.7,57.9
284,KZ Okpala,SAC,35,7.1,19,16,0.2,0.2,0.8,0.5,1.0,47.1
285,Kai Jones,CHA,43,11.4,12,31,0.3,0.6,1.9,0.9,2.0,47.6
