,Player,Team,GP,W,L,MIN,PTS,TOUCHES,Front CT Touches,Time Of Poss,Avg Sec Per Touch,Avg Drib Per Touch,PTS Per Touch,Elbow Touches,Post Ups,Paint Touches,PTS Per Elbow Touch,PTS Per Post Touch,PTS Per Paint Touch
140,Dwight Powell,DAL,66,35,31,20.0,6.9,26.0,14.6,0.7,1.59,0.54,0.265,2.1,0.1,6.0,0.403,0.857,0.945
141,Dylan Windler,CLE,2,2,0,4.0,2.5,8.5,7.0,0.2,1.17,0.23,0.294,0.0,0.0,0.0,0.0,0.0,0.0
142,Dyson Daniels,NOP,49,25,24,18.6,4.0,29.5,13.9,1.6,3.17,2.42,0.134,0.1,0.0,0.8,0.333,0.0,0.769
143,Edmond Sumner,BKN,48,28,20,14.4,7.4,24.3,11.3,1.6,3.95,3.46,0.304,0.3,0.0,0.6,0.667,0.0,1.069
144,Eric Gordon,LAC,60,19,41,29.3,12.7,39.7,23.9,2.3,3.54,2.96,0.319,0.2,0.0,0.4,0.462,2.0,1.25
145,Eugene Omoruyi,DET,32,10,22,14.4,6.2,18.0,11.6,0.5,1.52,0.76,0.343,0.7,0.1,2.3,0.682,2.0,0.973
146,Evan Fournier,NYK,23,13,10,18.0,6.8,23.6,16.7,1.0,2.46,1.83,0.29,0.0,0.0,0.2,0.0,0.0,1.0
147,Evan Mobley,CLE,71,43,28,34.2,16.2,59.2,31.1,1.9,1.94,0.75,0.273,4.4,2.0,8.5,0.629,0.576,0.948
148,Facundo Campazzo,DAL,8,2,6,6.5,1.3,14.9,7.4,0.9,3.57,3.26,0.084,0.0,0.0,0.1,0.0,0.0,0.0
149,Frank Jackson,UTA,1,0,1,5.1,0.0,10.0,2.0,0.6,3.46,3.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0
150,Frank Kaminsky,HOU,33,12,21,6.4,2.4,13.1,8.2,0.4,1.75,0.68,0.185,0.2,0.2,0.8,0.25,1.0,0.72
151,Frank Ntilikina,DAL,42,19,23,11.6,2.3,15.7,7.2,0.8,3.05,2.5,0.144,0.0,0.0,0.2,0.0,0.0,0.286
152,Franz Wagner,ORL,71,28,43,32.9,18.7,53.6,32.6,3.3,3.68,3.06,0.349,0.7,0.3,1.9,0.723,0.708,0.993
153,Fred VanVleet,TOR,60,29,31,37.0,19.6,85.1,37.1,6.5,4.55,4.18,0.23,0.2,0.0,0.2,0.6,1.0,0.857
154,Furkan Korkmaz,PHI,29,21,8,9.4,3.6,13.9,9.5,0.6,2.79,2.17,0.255,0.2,0.0,0.3,1.0,0.0,1.333
155,Gabe Vincent,MIA,59,32,27,26.3,9.3,43.8,20.4,2.8,3.88,3.2,0.213,0.2,0.0,0.4,0.545,1.0,0.808
156,Garrett Temple,NOP,20,12,8,7.1,2.1,9.3,5.7,0.3,1.93,1.25,0.226,0.1,0.0,0.3,0.0,0.0,0.4
157,Garrison Mathews,ATL,48,13,35,12.7,4.6,13.8,8.9,0.3,1.33,0.41,0.33,0.1,0.0,0.1,0.0,0.0,1.167
158,Gary Harris,ORL,41,17,24,25.0,8.3,22.1,16.5,0.8,2.07,1.51,0.378,0.1,0.0,0.6,1.0,0.0,0.826
159,Gary Payton II,GSW,15,8,7,17.0,4.1,23.0,12.5,0.6,1.67,0.72,0.177,0.7,0.1,1.8,0.2,1.0,0.741
160,Gary Trent Jr.,TOR,63,30,33,32.6,17.7,39.2,30.5,1.6,2.44,1.88,0.452,0.4,0.0,0.6,1.08,0.0,1.026
161,George Hill,IND,41,26,15,18.7,5.0,32.5,12.8,2.4,4.36,3.86,0.153,0.3,0.0,0.6,0.538,0.0,0.478
162,Georges Niang,PHI,67,46,21,19.3,8.3,28.9,15.6,0.6,1.33,0.45,0.289,0.1,0.0,0.4,0.4,0.0,1.269
163,Giannis Antetokounmpo,MIL,56,42,14,32.5,31.3,79.1,37.1,5.3,4.04,2.96,0.395,4.3,4.5,5.3,0.565,0.456,1.104
164,Goga Bitadze,ORL,29,9,20,10.4,3.5,15.6,10.1,0.4,1.52,0.53,0.226,0.8,0.3,3.0,0.375,0.375,0.727
165,Goran Dragic,MIL,50,22,28,15.5,6.5,34.4,13.5,2.4,4.19,3.65,0.188,0.1,0.1,0.2,1.0,0.75,0.8
166,Gordon Hayward,CHA,46,17,29,31.5,14.2,48.2,35.0,2.3,2.84,1.85,0.294,1.6,0.4,1.9,0.534,0.3,0.764
167,Gorgui Dieng,SAS,24,2,22,9.8,3.0,18.3,12.8,0.6,1.85,0.63,0.162,0.7,0.3,1.3,0.118,0.0,0.6
168,Grant Williams,BOS,69,47,22,26.7,8.3,30.7,16.7,0.9,1.78,0.75,0.272,0.6,0.1,1.7,0.35,0.286,0.675
169,Grayson Allen,MIL,65,48,17,27.8,10.6,36.0,23.9,1.4,2.38,1.43,0.294,0.3,0.0,0.9,0.6,0.0,0.552
170,Greg Brown III,POR,16,10,6,5.8,1.8,5.3,3.4,0.2,2.31,1.33,0.329,0.1,0.0,0.3,2.0,0.0,0.8
171,Hamidou Diallo,DET,55,12,43,17.7,9.2,27.8,13.7,1.1,2.34,1.67,0.33,1.1,0.1,2.0,1.15,0.0,1.204
172,Harrison Barnes,SAC,70,43,27,32.9,15.0,47.2,30.0,1.7,2.18,1.11,0.317,0.7,0.7,1.8,0.804,0.942,1.008
173,Haywood Highsmith,MIA,48,25,23,18.3,4.5,20.5,11.8,0.6,1.7,0.9,0.222,0.6,0.0,2.0,0.241,0.0,0.521
174,Herbert Jones,NOP,55,23,32,29.1,9.7,42.8,23.2,1.5,2.11,1.07,0.228,0.9,0.1,2.1,0.531,0.75,0.752
175,Immanuel Quickley,NYK,71,42,29,28.4,13.6,49.1,24.2,3.6,4.42,3.81,0.277,0.3,0.0,0.4,0.474,0.0,0.548
176,Isaac Okoro,CLE,73,45,28,21.8,6.5,20.1,12.9,0.6,1.91,1.02,0.324,0.4,0.0,1.2,0.5,2.0,0.884
177,Isaiah Hartenstein,NYK,72,42,30,19.6,4.8,28.9,13.7,0.7,1.37,0.25,0.168,1.8,0.2,5.0,0.37,0.75,0.675
178,Isaiah Jackson,IND,52,21,31,15.3,6.7,21.5,13.7,0.5,1.36,0.41,0.311,1.8,0.3,5.1,0.549,0.733,0.935
