,PLAYER,TEAM,GP,W,L,MIN,Touches,Post Ups,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%
30,Ben Simmons,BKN,42,24,18,26.3,61.4,1.1,0.2,0.5,50.0,0.0,0.0,0.0,0.5,44.4,0.5,48.9,0.2,22.2,0.0,2.2,0.0,2.2
31,Bennedict Mathurin,IND,76,32,44,28.2,41.6,0.1,0.0,0.1,0.0,0.0,0.1,75.0,0.0,30.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0
32,Bismack Biyombo,PHX,60,33,27,14.4,23.2,0.9,0.2,0.5,37.0,0.1,0.1,37.5,0.4,47.1,0.2,19.6,0.0,0.0,0.1,9.8,0.1,7.8
33,Blake Griffin,BOS,39,25,14,14.0,20.7,0.4,0.1,0.1,60.0,0.0,0.1,50.0,0.2,57.1,0.1,35.7,0.0,0.0,0.0,7.1,0.0,7.1
34,Blake Wesley,SAS,33,7,26,17.5,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Boban Marjanovic,HOU,29,5,24,5.2,6.8,1.4,0.6,0.9,59.3,0.1,0.1,75.0,1.3,92.9,0.2,16.7,0.1,4.8,0.2,11.9,0.1,4.8
36,Bobby Portis,MIL,69,47,22,26.1,49.6,3.0,0.8,1.7,50.0,0.2,0.2,68.8,1.9,61.4,0.9,30.5,0.2,5.2,0.1,3.8,0.1,3.8
37,Bogdan Bogdanovic,ATL,53,27,26,28.1,40.7,0.1,0.0,0.1,50.0,0.0,0.0,0.0,0.1,66.7,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0
38,Bojan Bogdanovic,DET,58,15,43,32.0,46.6,1.0,0.2,0.5,33.3,0.2,0.2,100.0,0.5,48.3,0.3,25.0,0.0,1.7,0.1,13.3,0.1,8.3
39,Bol Bol,ORL,68,26,42,21.5,23.0,0.2,0.0,0.1,50.0,0.0,0.0,100.0,0.1,81.8,0.0,27.3,0.0,18.2,0.0,0.0,0.0,9.1
40,Bones Hyland,LAC,54,34,20,19.4,45.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Bradley Beal,WAS,50,24,26,33.5,67.9,0.6,0.1,0.3,50.0,0.0,0.0,0.0,0.3,43.8,0.2,31.3,0.0,6.3,0.1,12.5,0.0,0.0
42,Brandon Boston Jr.,LAC,21,8,13,11.7,20.3,0.1,0.0,0.1,33.3,0.0,0.0,0.0,0.1,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Brandon Clarke,MEM,56,32,24,19.5,28.5,0.2,0.0,0.1,25.0,0.0,0.0,100.0,0.1,44.4,0.0,22.2,0.0,22.2,0.0,0.0,0.0,11.1
44,Brandon Ingram,NOP,43,22,21,33.9,65.7,1.6,0.5,1.0,56.1,0.2,0.2,90.0,1.3,82.4,0.4,25.0,0.0,0.0,0.0,0.0,0.1,7.4
45,Braxton Key,DET,3,0,3,3.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Brook Lopez,MIL,78,57,21,30.4,34.3,1.7,0.7,1.1,63.5,0.3,0.4,86.7,1.8,103.7,0.2,11.0,0.0,2.2,0.1,8.1,0.2,11.0
47,Bruce Brown,DEN,79,52,27,28.5,51.4,0.1,0.0,0.0,100.0,0.0,0.0,100.0,0.1,100.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,25.0
48,Bruno Fernando,ATL,38,13,25,10.1,17.9,0.2,0.1,0.1,66.7,0.0,0.0,0.0,0.1,66.7,0.1,50.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Bryce McGowens,CHA,44,15,29,16.4,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,Bryn Forbes,MIN,25,9,16,10.7,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Buddy Boeheim,DET,8,1,7,9.2,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Buddy Hield,IND,78,34,44,31.2,58.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,CJ McCollum,NOP,73,37,36,35.2,74.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0
54,Cade Cunningham,DET,12,3,9,33.3,78.3,0.4,0.1,0.1,100.0,0.0,0.0,0.0,0.3,60.0,0.3,60.0,0.0,0.0,0.1,20.0,0.0,0.0
55,Caleb Houstan,ORL,49,20,29,15.4,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Caleb Martin,MIA,69,37,32,29.7,39.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0
57,Cam Reddish,POR,40,14,26,24.7,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Cam Thomas,BKN,56,30,26,16.2,28.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,Cameron Johnson,BKN,41,24,17,28.5,39.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Cameron Payne,PHX,47,27,20,20.3,49.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Caris LeVert,CLE,74,45,29,30.2,47.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,25.0,0.0,0.0
62,Carlik Jones,CHI,4,1,3,6.9,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Cedi Osman,CLE,76,48,28,20.2,28.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
64,Charles Bassey,SAS,35,9,26,14.5,24.9,0.4,0.1,0.2,50.0,0.1,0.2,66.7,0.3,76.9,0.1,15.4,0.0,0.0,0.1,15.4,0.1,23.1
65,Chima Moneke,SAC,2,1,1,4.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Chimezie Metu,SAC,64,41,23,10.3,15.2,0.3,0.1,0.2,45.5,0.0,0.0,50.0,0.2,63.2,0.1,21.1,0.0,0.0,0.0,15.8,0.0,5.3
67,Chris Boucher,TOR,74,38,36,20.1,23.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0
68,Chris Duarte,IND,46,19,27,19.5,29.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,Chris Paul,PHX,59,33,26,32.0,74.5,0.2,0.0,0.1,33.3,0.0,0.0,100.0,0.1,33.3,0.1,58.3,0.0,8.3,0.0,8.3,0.0,8.3
70,Chris Silva,DAL,1,1,0,3.0,4.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,2.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Christian Braun,DEN,74,48,26,15.3,17.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Christian Koloko,TOR,56,28,28,13.8,14.5,0.1,0.0,0.0,50.0,0.0,0.0,0.0,0.0,66.7,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0
73,Christian Wood,DAL,67,33,34,25.9,46.0,1.9,0.6,0.9,61.3,0.3,0.3,81.8,1.4,72.9,0.5,27.1,0.1,3.9,0.2,11.6,0.2,8.5
74,Chuma Okeke,ORL,25,8,17,18.4,22.1,0.0,0.0,0.0,0.0,0.0,0.1,50.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
75,Clint Capela,ATL,64,35,29,26.5,36.9,0.5,0.2,0.4,43.5,0.1,0.1,50.0,0.4,68.6,0.1,20.0,0.0,2.9,0.0,0.0,0.1,11.4
76,Coby White,CHI,71,34,37,23.3,37.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Cody Martin,CHA,7,2,5,19.1,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Cody Zeller,MIA,13,5,8,14.1,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Cole Anthony,ORL,59,28,31,25.8,52.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Cole Swider,LAL,6,1,5,6.7,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Collin Sexton,UTA,48,24,24,23.9,45.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Corey Kispert,WAS,72,30,42,28.4,32.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Cory Joseph,DET,60,11,49,19.3,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
84,D'Angelo Russell,LAL,69,37,32,32.4,79.6,0.1,0.0,0.1,50.0,0.0,0.0,100.0,0.1,80.0,0.0,30.0,0.0,10.0,0.0,0.0,0.0,10.0
85,Daishen Nix,HOU,56,14,42,16.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Dalano Banton,TOR,29,16,13,8.8,19.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Dalen Terry,CHI,35,16,19,5.2,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Damian Jones,UTA,39,11,28,11.2,11.4,0.1,0.0,0.0,100.0,0.1,0.1,100.0,0.1,100.0,0.1,50.0,0.0,25.0,0.0,0.0,0.0,25.0
89,Damian Lillard,POR,58,27,31,36.3,88.1,0.1,0.0,0.1,50.0,0.1,0.1,75.0,0.1,100.0,0.0,14.3,0.0,0.0,0.0,0.0,0.0,28.6
90,Damion Lee,PHX,72,40,32,20.2,28.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Daniel Gafford,WAS,77,31,46,20.5,29.1,0.4,0.1,0.3,35.0,0.1,0.1,50.0,0.3,58.8,0.1,23.5,0.0,5.9,0.0,5.9,0.1,11.8
92,Daniel Theis,IND,7,1,6,15.5,23.7,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Danny Green,CLE,10,6,4,11.4,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Danuel House Jr.,PHI,54,36,18,13.8,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,Dario Saric,OKC,57,26,31,14.1,23.7,0.5,0.1,0.3,43.8,0.1,0.1,100.0,0.4,66.7,0.1,20.0,0.0,6.7,0.1,13.3,0.0,6.7
96,Darius Bazley,PHX,41,19,22,14.2,22.2,0.2,0.0,0.1,0.0,0.1,0.1,75.0,0.1,42.9,0.0,28.6,0.0,0.0,0.0,0.0,0.0,28.6
97,Darius Days,HOU,4,0,4,6.2,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,Darius Garland,CLE,69,40,29,35.5,76.7,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,David Duke Jr.,BKN,21,9,12,8.6,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,David Roddy,MEM,68,43,25,17.7,20.3,0.1,0.0,0.0,100.0,0.0,0.0,50.0,0.1,125.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0
101,Davion Mitchell,SAC,79,47,32,18.0,34.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Davis Bertans,DAL,43,20,23,10.4,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Davon Reed,LAL,42,28,14,8.1,14.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0
104,Day'Ron Sharpe,BKN,46,21,25,11.2,18.5,0.4,0.0,0.2,18.2,0.0,0.0,50.0,0.1,29.4,0.1,29.4,0.0,0.0,0.0,0.0,0.0,5.9
105,De'Aaron Fox,SAC,72,44,28,33.6,78.7,0.1,0.0,0.0,66.7,0.0,0.0,0.0,0.1,66.7,0.0,33.3,0.0,16.7,0.0,0.0,0.0,0.0
106,De'Andre Hunter,ATL,65,35,30,32.0,38.3,0.6,0.2,0.3,63.2,0.1,0.2,66.7,0.5,91.7,0.1,13.9,0.0,0.0,0.0,8.3,0.1,16.7
107,De'Anthony Melton,PHI,77,50,27,27.9,47.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,DeAndre Jordan,DEN,38,22,16,14.7,19.4,0.2,0.1,0.1,66.7,0.0,0.0,0.0,0.1,57.1,0.1,42.9,0.0,14.3,0.0,14.3,0.0,0.0
109,DeMar DeRozan,CHI,72,35,37,36.4,59.8,2.7,0.8,1.3,63.2,0.3,0.3,88.0,2.1,78.8,1.1,41.5,0.2,7.3,0.0,1.6,0.2,6.7
110,Dean Wade,CLE,43,30,13,20.2,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
111,Deandre Ayton,PHX,67,36,31,30.4,51.9,4.0,1.3,2.5,52.1,0.3,0.3,85.0,2.9,71.3,1.0,24.6,0.2,5.2,0.2,5.2,0.1,3.7
112,Dejounte Murray,ATL,73,38,35,36.3,72.6,0.1,0.0,0.0,33.3,0.0,0.0,50.0,0.0,30.0,0.1,60.0,0.0,20.0,0.0,0.0,0.0,10.0
113,Delon Wright,WAS,49,25,24,24.5,47.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Deni Avdija,WAS,76,33,43,26.6,44.8,0.1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,25.0,0.1,75.0,0.0,25.0,0.0,12.5,0.0,0.0
115,Dennis Schroder,LAL,67,37,30,29.6,54.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Dennis Smith Jr.,CHA,54,19,35,25.7,53.9,0.1,0.0,0.1,33.3,0.0,0.0,0.0,0.0,50.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Deonte Burton,SAC,2,1,1,3.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Dereon Seabron,NOP,5,2,3,2.3,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Derrick Jones Jr.,CHI,61,26,35,13.9,17.8,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,66.7,0.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0
120,Derrick Rose,NYK,27,12,15,12.5,26.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,Derrick White,BOS,80,55,25,28.6,47.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Desmond Bane,MEM,57,37,20,31.8,63.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,Devin Booker,PHX,53,34,19,34.6,64.1,1.2,0.3,0.6,58.1,0.2,0.2,100.0,0.9,70.8,0.4,35.4,0.0,3.1,0.1,4.6,0.1,6.2
124,Devin Vassell,SAS,38,12,26,31.0,53.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,Devon Dotson,WAS,6,1,5,8.9,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,Devonte' Graham,SAS,73,31,42,18.3,34.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,Dewayne Dedmon,PHI,36,21,15,10.9,18.1,0.5,0.2,0.4,46.2,0.1,0.1,50.0,0.4,77.8,0.1,11.1,0.0,0.0,0.0,5.6,0.1,11.1
128,Dillon Brooks,MEM,72,45,27,30.3,41.2,0.2,0.0,0.1,60.0,0.0,0.0,100.0,0.1,66.7,0.1,41.7,0.0,25.0,0.0,8.3,0.0,8.3
129,Domantas Sabonis,SAC,78,47,31,34.8,83.9,4.4,0.9,1.6,56.2,0.3,0.5,73.0,2.1,47.0,2.2,48.4,0.6,14.1,0.3,6.9,0.2,5.2
130,Dominick Barlow,SAS,25,3,22,13.2,14.1,0.1,0.0,0.0,100.0,0.0,0.0,0.0,0.1,100.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
131,Donovan Mitchell,CLE,68,44,24,35.8,67.7,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0
132,Donovan Williams,ATL,1,1,0,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,Donte DiVincenzo,GSW,69,39,30,26.4,48.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,Dorian Finney-Smith,BKN,65,30,35,30.6,37.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,Doug McDermott,SAS,63,19,44,20.5,28.2,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,Draymond Green,GSW,70,38,32,31.7,73.2,1.3,0.1,0.1,44.4,0.0,0.0,0.0,0.1,8.8,1.0,76.9,0.3,20.9,0.1,6.6,0.0,0.0
137,Drew Eubanks,POR,77,31,46,20.2,27.9,0.3,0.1,0.2,53.8,0.0,0.0,100.0,0.2,61.5,0.1,38.5,0.1,15.4,0.0,0.0,0.0,3.8
138,Dru Smith,BKN,13,6,7,10.2,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,Duane Washington Jr.,NYK,31,17,14,12.7,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,Duncan Robinson,MIA,40,18,22,15.7,21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,Dwight Powell,DAL,75,37,38,19.3,25.3,0.1,0.0,0.0,66.7,0.0,0.0,100.0,0.1,85.7,0.0,28.6,0.0,0.0,0.0,0.0,0.0,14.3
142,Dylan Windler,CLE,3,3,0,3.5,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
