,PLAYER,TEAM,GP,W,L,MIN,REB,Contested REB,Contested REB%,REB Chances,REB Chance%,Deferred REB Chances,Adjusted REB Chance%,AVG REB Distance
244,Joe Ingles,MIL,41,29,12,22.9,3.0,0.4,13.1,4.4,67.8,0.3,73.1,8.0
245,Joe Wieskamp,TOR,5,3,2,5.9,0.4,0.0,0.0,0.4,100.0,0.0,100.0,3.5
246,Joel Embiid,PHI,61,40,21,34.7,10.2,4.0,39.1,17.4,58.4,1.4,63.4,5.0
247,John Butler Jr.,POR,12,3,9,4.7,0.3,0.3,75.0,0.9,36.4,0.1,40.0,4.0
248,John Collins,ATL,66,34,32,30.1,6.6,2.6,39.0,12.0,54.5,1.0,59.5,5.2
249,John Konchar,MEM,67,43,24,20.8,4.2,1.1,27.4,6.9,60.6,0.5,65.2,6.8
250,John Wall,LAC,34,15,19,22.2,2.7,0.5,17.4,5.2,52.3,0.4,56.8,9.6
251,Johnny Davis,WAS,22,9,13,9.7,1.5,0.3,18.8,2.5,57.1,0.1,59.3,8.7
252,Johnny Juzang,UTA,13,4,9,11.3,1.7,0.4,22.7,3.2,53.7,0.3,59.5,7.6
253,Jonas Valanciunas,NOP,73,36,37,25.0,10.1,4.5,44.7,16.5,60.9,1.0,64.8,3.9
254,Jonathan Isaac,ORL,11,8,3,11.3,4.0,1.9,47.7,6.1,65.7,0.4,69.8,3.6
255,Jonathan Kuminga,GSW,62,34,28,20.7,3.3,1.3,38.3,6.7,49.6,0.7,55.4,6.7
256,Jordan Clarkson,UTA,61,30,31,32.6,4.0,1.0,24.8,7.4,54.3,0.4,57.6,8.2
257,Jordan Goodwin,WAS,56,21,35,17.1,3.1,1.0,33.5,5.4,57.7,0.4,62.7,7.0
258,Jordan Hall,SAS,9,1,8,9.2,1.3,0.3,25.0,2.1,63.2,0.0,63.2,12.2
259,Jordan McLaughlin,MIN,38,20,18,15.9,1.4,0.3,23.6,3.0,47.8,0.2,51.9,9.9
260,Jordan Nwora,IND,56,34,22,18.1,3.6,0.9,25.5,5.8,62.1,0.4,66.2,7.3
261,Jordan Poole,GSW,76,39,37,30.4,2.8,0.5,17.7,5.4,50.7,0.4,54.7,10.3
262,Jordan Schakel,WAS,2,0,2,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,Jose Alvarado,NOP,61,30,31,21.5,2.3,0.6,24.8,4.6,49.8,0.5,55.3,9.4
264,Josh Christopher,HOU,58,12,46,11.5,1.1,0.2,22.6,2.3,45.6,0.3,51.2,9.9
265,Josh Giddey,OKC,71,32,39,31.0,7.9,2.6,32.3,12.9,61.4,0.7,64.9,6.2
266,Josh Green,DAL,56,26,30,25.5,2.9,0.6,21.3,5.9,50.0,0.5,54.3,8.4
267,Josh Hart,NYK,70,38,32,32.5,7.8,2.5,31.7,13.0,59.5,1.0,64.7,7.1
268,Josh Minott,MIN,14,6,8,6.5,1.8,0.6,32.0,2.4,73.5,0.1,78.1,5.9
269,Josh Okogie,PHX,65,33,32,17.9,3.3,1.6,47.2,6.0,55.3,0.4,59.4,7.2
270,Josh Richardson,NOP,58,20,38,23.9,2.7,0.6,20.9,5.2,52.5,0.5,58.1,8.1
271,Joshua Primo,SAS,4,3,1,23.3,3.3,0.3,7.7,8.0,40.6,1.0,46.4,11.8
272,Jrue Holiday,MIL,62,46,16,32.7,5.0,1.3,25.4,8.8,56.1,0.6,60.0,8.6
273,Juan Toscano-Anderson,UTA,45,17,28,12.3,2.2,0.5,22.7,4.0,53.6,0.2,57.1,6.3
274,Juancho Hernangomez,TOR,42,20,22,14.6,2.9,0.7,24.4,5.2,56.4,0.5,62.8,6.7
275,Julian Champagnie,SAS,10,4,6,12.9,2.2,0.6,27.3,4.4,50.0,0.4,55.0,7.7
276,Julius Randle,NYK,76,43,33,35.8,10.0,3.2,31.5,15.9,63.1,0.9,66.9,4.9
277,Justin Champagnie,TOR,3,2,1,3.6,1.3,0.7,50.0,2.0,66.7,0.3,80.0,4.7
278,Justin Holiday,DAL,43,18,25,15.2,1.1,0.3,27.7,2.4,45.2,0.3,50.5,8.6
279,Justin Jackson,BOS,23,15,8,4.7,0.7,0.2,23.5,1.2,63.0,0.1,68.0,10.6
280,Justise Winslow,POR,29,15,14,26.8,5.0,2.0,40.0,9.7,51.4,0.9,56.4,5.7
281,Jusuf Nurkic,POR,52,24,28,26.8,9.1,4.0,44.6,15.9,57.0,1.2,61.5,4.3
282,KZ Okpala,SAC,35,19,16,7.1,1.0,0.3,32.4,2.1,47.2,0.2,53.1,7.2
283,Kai Jones,CHA,41,12,29,10.7,2.7,1.0,36.4,5.0,54.2,0.4,58.5,5.8
284,Karl-Anthony Towns,MIN,23,12,11,33.4,7.9,2.9,36.5,12.9,61.1,0.8,65.1,6.2
285,Kawhi Leonard,LAC,47,30,17,33.6,6.3,2.1,33.0,10.0,63.5,0.7,68.0,6.9
286,Keegan Murray,SAC,73,44,29,29.8,4.6,1.3,29.0,7.5,61.4,0.6,66.6,7.3
287,Keita Bates-Diop,SAS,59,15,44,21.3,3.6,1.4,38.8,5.8,62.4,0.4,66.5,6.7
288,Keldon Johnson,SAS,60,16,44,32.8,5.2,1.2,23.5,9.1,57.0,0.8,62.1,6.2
289,Kelly Olynyk,UTA,63,28,35,28.3,5.9,1.9,32.3,10.7,55.1,0.9,60.2,6.3
290,Kelly Oubre Jr.,CHA,48,16,32,32.2,5.2,1.6,30.1,8.9,58.2,0.5,61.9,7.6
291,Kemba Walker,DAL,9,5,4,16.0,1.8,0.4,25.0,3.6,50.0,0.2,53.3,8.2
292,Kendall Brown,IND,6,1,5,6.7,1.0,0.5,50.0,2.2,46.2,0.5,60.0,10.1
293,Kendrick Nunn,WAS,64,29,35,13.3,1.4,0.2,14.6,2.6,53.3,0.1,55.6,9.3
294,Kennedy Chandler,MEM,32,21,11,8.0,1.0,0.2,21.2,1.9,55.0,0.2,60.0,7.8
295,Kenneth Lofton Jr.,MEM,18,13,5,5.3,1.4,0.6,40.0,2.2,62.5,0.0,62.5,5.6
296,Kenrich Williams,OKC,53,26,27,22.8,4.9,2.2,45.0,8.9,54.9,0.7,59.4,6.0
297,Kentavious Caldwell-Pope,DEN,72,50,22,31.6,2.8,0.5,18.1,5.0,55.7,0.3,59.2,9.8
298,Kenyon Martin Jr.,HOU,76,18,58,27.7,5.5,2.1,37.1,8.5,64.9,0.4,67.9,6.8
299,Keon Ellis,SAC,13,6,7,3.9,0.6,0.2,25.0,1.1,57.1,0.0,57.1,9.9
300,Keon Johnson,POR,40,13,27,10.4,1.1,0.4,34.1,2.2,50.6,0.2,55.0,10.7
301,Kessler Edwards,SAC,29,14,15,9.7,1.4,0.6,42.9,2.9,50.0,0.3,56.8,6.8
302,Kevin Durant,PHX,42,29,13,35.7,6.8,2.0,29.2,10.5,64.4,0.8,69.4,6.6
303,Kevin Huerter,SAC,69,41,28,29.7,3.3,0.7,19.5,5.8,57.8,0.4,62.6,8.4
304,Kevin Knox II,POR,56,11,45,13.2,2.4,0.8,32.8,4.0,60.6,0.3,64.9,6.1
305,Kevin Love,MIA,57,31,26,20.3,6.6,2.4,37.1,10.5,62.8,0.8,67.9,4.4
306,Kevin Porter Jr.,HOU,54,15,39,34.0,5.4,1.4,25.9,8.9,60.8,0.4,64.0,8.2
307,Kevon Harris,ORL,31,12,19,12.3,1.9,0.8,40.7,4.5,42.8,0.2,44.7,7.6
308,Kevon Looney,GSW,76,39,37,23.8,9.1,4.0,43.9,14.6,62.4,0.8,66.0,4.8
309,Khem Birch,SAS,20,9,11,8.1,1.3,0.3,24.0,2.7,46.3,0.3,52.1,5.6
310,Khris Middleton,MIL,30,23,7,24.7,4.4,0.9,19.8,7.8,55.7,0.9,63.0,7.5
311,Killian Hayes,DET,68,15,53,27.5,2.8,0.5,17.4,5.5,50.9,0.5,55.6,9.1
312,Kira Lewis Jr.,NOP,24,11,13,9.7,1.4,0.1,6.1,2.4,57.9,0.1,60.0,9.5
313,Klay Thompson,GSW,64,34,30,33.2,4.2,0.9,21.6,7.2,58.4,0.5,62.9,8.4
314,Kris Dunn,UTA,15,6,9,23.3,4.1,1.4,33.9,6.3,66.0,0.5,71.3,7.7
315,Kristaps Porzingis,WAS,65,27,38,32.6,8.4,3.6,42.3,13.8,60.7,1.0,65.4,5.2
316,Kyle Anderson,MIN,63,33,30,28.1,5.3,1.7,32.9,8.5,62.1,0.3,64.7,7.0
317,Kyle Kuzma,WAS,64,29,35,35.0,7.2,1.9,26.6,11.0,66.0,0.7,70.5,5.8
318,Kyle Lowry,MIA,51,26,25,32.1,4.2,0.9,20.7,9.6,43.5,1.1,49.0,8.4
319,Kyrie Irving,DAL,56,31,25,37.0,5.1,1.3,25.2,8.8,58.2,0.5,62.0,8.5
320,LaMelo Ball,CHA,36,13,23,35.2,6.4,1.5,23.4,10.5,60.9,0.5,64.2,7.5
321,Lamar Stevens,CLE,57,36,21,18.0,3.3,1.2,35.8,5.9,55.3,0.4,59.7,5.1
322,Landry Shamet,PHX,35,16,19,21.0,1.6,0.4,24.6,3.4,48.3,0.2,51.8,10.1
323,Larry Nance Jr.,NOP,59,30,29,21.1,5.5,2.6,47.4,10.1,54.9,0.7,59.1,5.3
324,Lauri Markkanen,UTA,65,32,33,34.4,8.6,3.3,38.0,13.1,65.8,0.6,68.8,5.7
325,LeBron James,LAL,48,24,24,35.9,8.4,2.6,30.7,12.7,66.2,1.0,72.1,5.9
326,Leandro Bolmaro,UTA,14,8,6,4.9,0.5,0.4,71.4,1.6,30.4,0.1,31.8,8.8
327,Lindell Wigginton,MIL,5,4,1,3.6,0.2,0.0,0.0,0.2,100.0,0.0,100.0,3.9
328,Lindy Waters III,OKC,37,18,19,12.8,1.7,0.6,33.3,3.4,50.8,0.3,55.3,7.8
329,Lonnie Walker IV,LAL,53,24,29,24.3,2.0,0.4,18.7,3.4,59.8,0.2,62.6,10.1
330,Luguentz Dort,OKC,69,34,35,30.5,4.5,1.7,37.9,8.8,51.0,0.6,54.7,7.3
331,Luka Doncic,DAL,61,32,29,36.3,8.6,2.5,29.2,13.4,64.3,0.9,68.7,5.7
332,Luka Garza,MIN,26,14,12,9.0,2.3,1.4,61.7,4.8,47.6,0.6,54.5,4.2
333,Luke Kennard,MEM,54,34,20,21.4,2.5,0.4,16.2,4.5,55.5,0.3,59.4,8.6
334,Luke Kornet,BOS,63,40,23,11.4,2.8,1.7,60.5,5.5,50.9,0.5,55.7,5.3
335,Malachi Flynn,TOR,49,26,23,13.1,1.4,0.2,12.7,2.4,59.7,0.3,67.0,10.9
336,Malaki Branham,SAS,58,12,46,23.1,2.7,0.3,12.3,4.9,54.0,0.4,59.4,8.7
337,Malcolm Brogdon,BOS,63,43,20,25.8,4.2,1.2,27.5,7.6,55.7,0.7,60.9,7.7
338,Malcolm Hill,CHI,4,3,1,2.0,0.8,0.0,0.0,1.3,60.0,0.3,75.0,14.3
339,Malik Beasley,LAL,74,39,35,26.5,3.6,0.7,18.9,5.8,61.5,0.5,67.0,8.3
340,Malik Monk,SAC,72,44,28,22.3,2.6,0.5,17.6,4.3,60.6,0.2,64.2,9.4
341,Mamadi Diakite,CLE,20,14,6,6.8,1.0,0.5,45.0,2.4,41.7,0.4,48.8,5.6
342,MarJon Beauchamp,MIL,45,30,15,13.3,2.2,0.5,24.7,4.0,53.6,0.3,57.7,8.2
343,Marcus Morris Sr.,LAC,65,35,30,28.1,4.0,1.0,25.6,6.7,59.2,0.4,62.8,7.1
344,Marcus Smart,BOS,58,41,17,32.3,3.1,1.0,32.0,6.5,48.0,0.8,54.5,9.9
345,Mark Williams,CHA,39,17,22,18.2,6.7,3.3,49.4,10.8,61.8,0.7,66.2,4.6
346,Markelle Fultz,ORL,55,27,28,30.1,4.0,1.1,28.4,7.9,51.2,0.6,55.1,7.5
347,Markieff Morris,DAL,33,17,16,9.7,1.9,0.8,45.2,3.1,60.8,0.2,66.0,7.5
348,Marko Simonovic,CHI,2,0,2,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,Marvin Bagley III,DET,37,6,31,23.9,6.8,3.4,49.6,10.4,65.1,0.4,67.6,4.5
350,Mason Plumlee,LAC,73,24,49,26.6,9.3,4.3,46.7,16.6,55.7,1.6,61.6,4.4
351,Matisse Thybulle,POR,68,37,31,16.3,1.9,0.5,24.8,3.1,60.6,0.1,63.5,8.8
352,Matt Ryan,MIN,33,14,19,9.3,0.8,0.2,19.2,1.4,55.3,0.1,57.8,8.8
353,Matthew Dellavedova,SAC,31,18,13,6.7,0.4,0.1,23.1,0.9,46.4,0.2,56.5,9.5
354,Max Christie,LAL,38,16,22,13.3,1.9,0.4,21.6,3.3,59.7,0.2,62.7,6.5
355,Max Strus,MIA,74,38,36,29.0,3.3,1.0,28.9,6.1,54.4,0.5,59.6,8.4
356,Maxi Kleber,DAL,33,17,16,25.9,3.8,1.5,40.8,7.5,50.8,0.6,55.6,6.0
357,McKinley Wright IV,DAL,25,14,11,11.3,1.6,0.3,17.5,3.3,48.2,0.2,51.3,7.9
358,Meyers Leonard,MIL,6,5,1,8.5,2.2,0.8,38.5,3.5,61.9,0.5,72.2,5.7
359,Mfiondu Kabengele,BOS,2,1,1,7.0,2.5,1.5,60.0,5.5,45.5,0.0,45.5,4.6
360,Micah Potter,UTA,4,2,2,6.1,0.8,0.3,33.3,2.0,37.5,0.5,50.0,2.3
361,Michael Foster Jr.,PHI,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,Michael Porter Jr.,DEN,58,40,18,29.0,5.4,1.7,31.3,9.0,60.8,0.7,66.0,5.8
363,Mikal Bridges,BKN,76,37,39,36.0,4.4,1.3,28.4,7.9,55.4,0.7,61.1,8.2
364,Mike Conley,MIN,61,31,30,30.1,2.7,0.5,17.9,5.2,50.9,0.4,54.9,10.3
365,Mike Muscala,BOS,57,27,30,14.5,3.1,1.3,42.9,5.8,52.6,0.5,57.9,5.7
366,Miles McBride,NYK,59,33,26,11.8,0.8,0.2,18.4,2.1,39.2,0.3,44.5,10.9
367,Mitchell Robinson,NYK,54,31,23,27.1,9.0,5.5,60.5,15.2,59.5,0.8,62.9,4.9
368,Mo Bamba,LAL,47,23,24,16.2,4.7,2.1,44.3,8.7,53.8,0.8,58.9,4.4
369,Monte Morris,WAS,61,28,33,27.6,3.4,0.5,13.5,5.6,60.7,0.5,66.8,9.6
370,Montrezl Harrell,PHI,53,33,20,12.0,2.7,1.5,55.9,5.5,48.6,0.2,50.9,5.1
371,Moritz Wagner,ORL,53,25,28,19.9,4.7,1.6,34.9,8.5,55.0,0.7,60.1,5.9
372,Moses Brown,BKN,35,16,19,8.3,4.0,2.3,56.8,6.7,58.9,0.4,62.9,3.6
373,Moses Moody,GSW,58,32,26,12.6,1.6,0.4,28.0,3.2,50.5,0.3,55.4,7.8
374,Moussa Diabate,LAC,20,9,11,9.2,2.3,1.4,62.2,5.9,38.5,1.0,45.9,4.7
375,Myles Turner,IND,62,29,33,29.4,7.5,3.3,43.6,14.9,50.6,1.4,55.9,4.8
376,Naji Marshall,NOP,71,36,35,24.2,3.7,0.9,24.2,6.6,56.1,0.7,62.8,6.5
377,Nassir Little,POR,52,22,30,17.8,2.7,0.7,26.8,5.5,48.1,0.6,54.3,6.1
378,Nathan Knight,MIN,36,17,19,7.9,1.5,0.6,37.0,3.0,50.0,0.2,54.0,5.1
379,Naz Reid,MIN,67,32,35,18.3,4.9,2.1,43.1,8.1,60.4,0.4,63.2,5.3
380,Neemias Queta,SAC,4,1,3,6.1,2.3,1.5,66.7,4.0,56.3,0.3,60.0,5.6
381,Nerlens Noel,BKN,17,4,13,11.5,2.7,1.0,37.0,5.0,54.1,0.4,58.2,5.3
382,Nic Claxton,BKN,70,36,34,29.6,9.2,3.3,36.1,15.9,57.6,1.1,61.7,4.6
383,Nick Richards,CHA,61,20,41,18.7,6.3,2.9,45.2,12.7,50.1,0.9,53.9,3.9
384,Nickeil Alexander-Walker,MIN,53,26,27,15.5,1.8,0.5,25.0,3.6,50.3,0.2,53.6,8.0
385,Nicolas Batum,LAC,72,40,32,21.8,3.9,1.4,35.4,6.2,62.4,0.6,68.8,6.8
386,Nikola Jokic,DEN,67,48,19,33.9,11.9,5.6,47.4,18.6,64.0,1.3,68.8,4.2
387,Nikola Jovic,MIA,15,7,8,13.6,2.1,1.0,48.4,4.5,46.3,0.7,54.4,5.5
388,Nikola Vucevic,CHI,74,35,39,33.8,11.1,4.2,38.0,17.1,64.7,1.0,68.8,4.5
389,Noah Vonleh,BOS,23,17,6,7.5,2.1,1.0,45.8,4.1,50.5,0.3,53.9,5.6
390,Norman Powell,LAC,54,27,27,25.8,2.9,0.6,19.0,5.6,52.7,0.5,57.9,8.8
391,O.G. Anunoby,TOR,62,31,31,35.7,5.1,2.0,38.5,9.6,52.6,0.9,57.7,7.2
392,Obi Toppin,NYK,61,33,28,14.4,2.8,0.8,29.2,4.4,62.7,0.3,66.7,5.5
393,Ochai Agbaji,UTA,52,27,25,19.1,2.0,0.7,34.3,4.1,47.4,0.2,49.5,9.7
394,Olivier Sarr,OKC,5,2,3,11.9,2.8,2.0,71.4,6.8,41.2,0.8,46.7,3.9
395,Omer Yurtseven,MIA,6,3,3,6.2,1.5,0.3,22.2,5.2,29.0,0.7,33.3,4.3
396,Onyeka Okongwu,ATL,74,38,36,23.2,7.2,3.5,48.9,12.6,57.4,0.7,60.8,5.3
397,Orlando Robinson,MIA,29,17,12,13.7,4.1,1.9,45.8,9.0,45.4,0.9,50.2,4.3
398,Oshae Brissett,IND,59,25,34,16.4,3.3,1.3,38.6,6.2,54.0,0.6,59.3,5.8
399,Otto Porter Jr.,TOR,8,4,4,18.3,2.4,0.8,31.6,4.3,55.9,0.4,61.3,6.4
400,Ousmane Dieng,OKC,33,17,16,15.0,2.8,0.8,29.7,5.2,53.5,0.5,58.7,7.6
401,P.J. Tucker,PHI,70,45,25,25.7,3.9,1.2,31.2,8.0,49.0,0.8,54.2,7.4
402,P.J. Washington,CHA,72,24,48,32.9,4.9,1.5,30.6,8.9,55.3,0.6,59.4,7.0
403,PJ Dozier,SAC,10,8,2,2.3,0.6,0.2,33.3,1.0,60.0,0.1,66.7,6.2
404,Paolo Banchero,ORL,69,29,40,33.8,6.8,2.1,31.5,11.3,59.6,0.8,63.9,6.3
405,Pascal Siakam,TOR,66,33,33,37.5,7.8,2.4,30.4,12.4,63.0,0.8,67.1,6.3
406,Pat Connaughton,MIL,57,40,17,24.6,4.8,1.1,22.5,8.0,60.4,0.9,67.8,6.5
407,Patrick Baldwin Jr.,GSW,27,11,16,7.8,1.3,0.4,27.8,2.0,67.9,0.1,72.0,5.7
408,Patrick Beverley,CHI,61,31,30,27.2,3.8,0.8,20.5,6.5,57.8,0.5,62.4,8.2
409,Patrick Williams,CHI,74,35,39,28.4,4.0,1.3,32.8,7.6,53.0,0.7,58.2,5.9
410,Patty Mills,BKN,39,18,21,13.6,1.1,0.0,0.0,1.9,55.3,0.1,57.5,14.4
411,Paul George,LAC,56,32,24,34.6,6.1,1.3,20.5,10.3,59.4,0.8,64.2,7.1
412,Paul Reed,PHI,62,39,23,10.3,3.5,1.8,52.1,6.2,56.7,0.4,60.2,5.1
413,Payton Pritchard,BOS,46,30,16,12.5,1.5,0.4,25.7,3.1,48.6,0.3,53.8,7.2
414,Peyton Watson,DEN,16,11,5,3.1,0.5,0.1,12.5,0.8,61.5,0.0,61.5,9.0
415,Precious Achiuwa,TOR,49,27,22,21.1,5.9,2.6,44.0,9.9,60.1,0.6,64.0,5.4
416,Quentin Grimes,NYK,65,37,28,29.2,3.2,0.8,26.1,5.6,57.0,0.5,62.5,8.2
417,Quenton Jackson,WAS,4,2,2,2.9,0.3,0.0,0.0,0.5,50.0,0.0,50.0,33.1
418,R.J. Hampton,DET,40,8,32,15.3,1.7,0.5,29.9,3.3,51.1,0.2,54.0,8.7
419,RJ Barrett,NYK,69,38,31,33.9,5.0,0.9,18.4,9.3,54.0,0.8,58.8,7.4
420,Raul Neto,CLE,45,30,15,10.0,0.9,0.2,17.5,1.5,58.0,0.0,59.7,11.5
421,Reggie Bullock,DAL,73,36,37,30.6,3.7,0.8,21.3,6.1,59.6,0.5,65.3,8.9
422,Reggie Jackson,DEN,62,34,28,24.6,2.1,0.4,17.7,4.2,50.4,0.5,57.0,9.7
423,Richaun Holmes,SAC,37,19,18,8.5,2.0,0.9,47.3,4.2,47.7,0.4,52.9,5.5
424,Ricky Rubio,CLE,28,20,8,17.3,2.2,0.4,19.7,4.0,55.0,0.1,56.5,9.1
425,Robert Covington,LAC,43,17,26,15.9,3.4,1.4,40.7,6.1,55.3,0.5,60.4,6.0
426,Robert Williams III,BOS,32,21,11,23.4,8.4,4.4,52.2,13.0,64.4,0.7,68.0,5.4
427,Robin Lopez,CLE,34,24,10,7.5,1.3,0.8,62.2,2.9,45.0,0.3,50.6,5.1
428,Rodney McGruder,DET,32,4,28,16.4,2.3,0.5,23.0,4.4,52.9,0.3,56.9,8.0
429,Romeo Langford,SAS,37,11,26,20.2,2.8,1.7,59.6,5.0,56.2,0.4,61.2,6.8
430,Ron Harper Jr.,TOR,5,3,2,3.2,0.4,0.0,0.0,0.6,66.7,0.0,66.7,4.9
431,Royce O'Neale,BKN,70,37,33,31.9,5.1,1.4,28.5,9.5,53.5,0.9,59.0,6.4
432,Rudy Gay,UTA,56,29,27,14.6,2.9,1.0,33.7,5.0,58.6,0.3,62.2,6.7
433,Rudy Gobert,MIN,64,31,33,30.8,11.6,4.9,42.1,20.1,57.9,1.1,61.1,4.2
434,Rui Hachimura,LAL,56,32,24,23.5,4.3,1.5,34.3,7.4,58.6,0.6,64.0,6.1
435,Russell Westbrook,LAC,67,32,35,28.9,5.9,1.7,28.5,9.8,60.5,0.6,64.7,6.5
436,Ryan Arcidiacono,POR,20,9,11,8.6,0.8,0.1,13.3,1.8,41.7,0.3,48.4,7.1
437,Ryan Rollins,GSW,12,5,7,5.2,1.0,0.4,41.7,1.7,60.0,0.1,63.2,6.6
438,Saben Lee,PHX,22,14,8,13.7,1.7,0.5,27.0,3.4,49.3,0.3,54.4,8.6
439,Saddiq Bey,ATL,70,21,49,27.6,4.6,1.1,22.9,7.6,60.9,0.5,65.3,8.1
440,Sam Hauser,BOS,74,50,24,15.7,2.5,0.6,25.4,4.5,55.7,0.5,62.1,6.4
441,Sam Merrill,CLE,3,3,0,3.6,0.3,0.0,0.0,0.7,50.0,0.0,50.0,12.1
442,Sandro Mamukelashvili,SAS,36,20,16,13.3,3.6,1.7,46.5,6.3,56.8,0.3,60.0,5.7
443,Santi Aldama,MEM,72,45,27,22.0,4.7,1.3,28.5,7.8,60.2,0.7,66.0,6.0
444,Scottie Barnes,TOR,71,35,36,35.0,6.8,2.7,40.2,11.6,59.0,0.8,63.3,6.1
445,Scotty Pippen Jr.,LAL,6,1,5,5.3,0.7,0.2,25.0,1.7,40.0,0.2,44.4,14.6
446,Serge Ibaka,MIL,16,11,5,11.6,2.8,1.6,56.8,5.6,48.9,0.3,51.8,4.1
447,Seth Curry,BKN,55,32,23,20.8,1.7,0.1,8.3,3.3,53.3,0.2,57.1,10.6
448,Shaedon Sharpe,POR,74,31,43,21.2,2.7,0.6,23.9,5.2,52.6,0.5,58.4,7.8
449,Shai Gilgeous-Alexander,OKC,64,32,32,35.4,4.8,1.4,28.9,8.8,54.5,0.6,58.7,8.8
450,Shake Milton,PHI,71,49,22,20.3,2.5,0.6,22.8,4.6,55.0,0.3,59.2,8.9
451,Simone Fontecchio,UTA,45,23,22,13.4,1.4,0.5,38.1,3.2,44.4,0.4,51.6,8.9
452,Spencer Dinwiddie,BKN,73,36,37,34.4,3.4,0.6,17.1,6.1,54.8,0.4,59.0,9.1
453,Stanley Johnson,SAS,29,5,24,15.8,3.2,0.8,24.5,5.7,56.6,0.3,59.9,6.5
454,Stanley Umude,DET,1,0,1,2.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
455,Stephen Curry,GSW,50,25,25,35.1,6.3,1.3,21.3,10.7,58.8,0.8,63.3,8.2
456,Sterling Brown,LAL,4,2,2,6.1,2.0,0.3,12.5,2.8,72.7,0.3,80.0,6.7
457,Steven Adams,MEM,42,28,14,27.0,11.5,6.3,54.8,19.6,58.9,0.7,61.2,4.2
458,Svi Mykhailiuk,CHA,27,15,12,11.1,1.1,0.5,43.3,2.0,54.5,0.3,62.5,6.5
459,T.J. McConnell,IND,71,30,41,20.2,3.0,0.4,12.0,5.3,57.0,0.4,61.4,10.2
460,T.J. Warren,PHX,38,22,16,16.8,2.8,1.2,43.9,4.8,58.2,0.4,63.3,6.2
461,Taj Gibson,WAS,47,21,26,9.7,1.9,1.0,53.3,3.4,55.6,0.2,59.6,5.6
462,Talen Horton-Tucker,UTA,61,29,32,19.4,3.1,1.0,31.1,5.8,54.1,0.4,58.1,7.4
463,Tari Eason,HOU,76,18,58,21.2,5.9,2.5,42.0,9.8,60.5,0.6,64.2,6.6
464,Taurean Prince,MIN,49,28,21,21.8,2.4,0.7,27.4,4.6,52.2,0.4,57.4,8.1
465,Terance Mann,LAC,75,40,35,23.1,3.5,1.2,34.4,6.3,55.2,0.5,59.5,6.4
466,Terence Davis,SAC,58,35,23,13.1,2.3,0.4,15.9,3.7,61.7,0.3,68.0,7.0
467,Terrence Ross,PHX,56,22,34,21.5,2.3,0.4,16.2,3.4,67.4,0.2,71.4,10.1
468,Terry Rozier,CHA,63,19,44,35.3,4.1,0.7,17.4,7.6,54.0,0.4,56.8,9.4
469,Terry Taylor,CHI,28,10,18,8.3,1.4,0.5,35.9,3.3,42.4,0.3,46.4,7.0
470,Thaddeus Young,TOR,54,23,31,14.7,3.1,1.4,44.0,5.8,53.4,0.4,57.2,5.9
471,Thanasis Antetokounmpo,MIL,31,22,9,4.1,1.0,0.5,54.8,1.5,68.9,0.0,68.9,5.0
472,Theo Maledon,CHA,39,13,26,16.9,2.5,0.4,17.7,4.1,59.6,0.3,64.0,8.5
473,Theo Pinson,DAL,38,19,19,6.6,1.1,0.4,32.6,2.2,51.8,0.3,59.7,8.4
474,Thomas Bryant,DEN,57,32,25,18.4,5.8,2.6,45.7,9.9,58.1,0.7,62.6,4.9
475,Tim Hardaway Jr.,DAL,67,36,31,30.2,3.6,0.8,22.3,6.6,53.8,0.5,58.6,7.3
476,Tobias Harris,PHI,70,45,25,33.1,5.8,1.6,28.1,9.5,61.1,0.7,65.9,6.7
477,Tony Bradley,CHI,11,4,7,2.9,1.0,0.3,27.3,1.1,91.7,0.1,100.0,4.7
478,Torrey Craig,PHX,72,39,33,25.2,5.5,1.9,35.4,9.3,58.6,0.5,62.0,6.3
479,Trae Young,ATL,69,36,33,34.6,3.0,0.3,11.5,5.9,51.7,0.4,55.9,12.2
480,Tre Jones,SAS,60,17,43,29.1,3.5,0.5,13.7,6.7,52.2,0.6,57.3,9.6
481,Tre Mann,OKC,63,28,35,17.8,2.3,0.4,16.9,4.3,52.8,0.4,57.7,8.0
482,Trendon Watford,POR,57,25,32,18.9,3.8,1.3,33.8,6.5,58.7,0.5,63.1,5.6
483,Trent Forrest,ATL,19,7,12,12.7,1.5,0.1,6.9,2.6,58.0,0.2,61.7,7.0
484,Trevelin Queen,IND,7,2,5,10.0,2.4,1.3,52.9,3.6,68.0,0.1,70.8,6.8
485,Trevor Hudgins,HOU,5,0,5,5.7,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
486,Trevor Keels,NYK,3,3,0,2.7,0.7,0.0,0.0,0.7,100.0,0.0,100.0,10.7
487,Trey Lyles,SAC,67,40,27,16.8,4.0,1.4,36.3,7.2,55.3,0.6,59.9,5.2
