,PLAYER,TEAM,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,eFG%
55,Caleb Houstan,ORL,48,20,28,15.0,0.2,0.1,0.1,42.9,0.0,0.1,50.0,57.1
56,Caleb Martin,MIA,67,35,32,29.6,1.5,0.7,1.4,47.3,0.2,0.5,42.9,55.4
57,Cam Reddish,POR,40,14,26,24.7,1.2,0.5,1.4,32.7,0.3,0.8,32.3,41.8
58,Cam Thomas,BKN,55,30,25,16.4,3.6,1.6,4.2,37.4,0.5,1.5,35.0,43.5
59,Cameron Johnson,BKN,39,23,16,28.3,2.5,1.1,2.6,43.0,0.3,0.7,34.5,48.0
60,Cameron Payne,PHX,46,26,20,20.6,3.7,1.5,3.7,41.4,0.7,1.5,42.9,50.3
61,Caris LeVert,CLE,73,44,29,30.2,2.8,1.1,3.2,35.3,0.6,1.5,38.9,44.8
62,Carlik Jones,CHI,4,2,2,7.0,0.0,0.0,0.5,0.0,0.0,0.0,-,0.0
63,Cedi Osman,CLE,74,46,28,20.3,0.8,0.3,0.9,31.3,0.3,0.7,37.3,45.5
64,Charles Bassey,SAS,35,9,26,14.5,0.4,0.2,0.3,60.0,0.1,0.1,66.7,70.0
65,Chima Moneke,SAC,2,1,1,4.0,0.0,0.0,0.0,-,-,-,-,-
66,Chimezie Metu,SAC,63,40,23,10.4,0.0,0.0,0.2,10.0,0.0,0.0,0.0,10.0
67,Chris Boucher,TOR,72,37,35,20.1,0.3,0.2,0.4,36.7,0.0,0.1,20.0,40.0
68,Chris Duarte,IND,46,19,27,19.5,2.2,0.9,3.0,29.7,0.4,1.5,28.2,37.0
69,Chris Paul,PHX,57,31,26,31.9,7.8,3.5,8.2,42.2,0.8,2.8,29.8,47.3
70,Chris Silva,DAL,1,1,0,3.0,0.0,0.0,0.0,-,-,-,-,-
71,Christian Braun,DEN,72,48,24,14.9,0.3,0.1,0.4,27.6,0.1,0.2,38.5,36.2
72,Christian Koloko,TOR,54,27,27,14.0,0.0,0.0,0.0,-,0.0,0.0,-,-
73,Christian Wood,DAL,66,32,34,26.0,0.9,0.4,1.5,27.6,0.1,0.7,18.2,31.6
74,Chuma Okeke,ORL,24,8,16,17.8,0.4,0.2,0.6,28.6,0.1,0.3,33.3,35.7
75,Clint Capela,ATL,62,33,29,26.7,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
76,Coby White,CHI,70,35,35,23.2,1.5,0.6,1.8,35.8,0.2,0.8,29.6,42.3
77,Cody Martin,CHA,7,2,5,19.1,0.3,0.1,1.4,10.0,0.0,0.7,0.0,10.0
78,Cody Zeller,MIA,13,5,8,14.1,0.0,0.0,0.2,0.0,0.0,0.0,-,0.0
79,Cole Anthony,ORL,58,28,30,25.8,3.7,1.7,3.7,45.8,0.3,0.9,38.5,50.5
80,Cole Swider,LAL,6,1,5,6.7,0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.0
81,Collin Sexton,UTA,47,24,23,24.0,2.4,1.0,2.1,46.0,0.4,0.9,47.6,56.0
82,Corey Kispert,WAS,70,30,40,28.4,0.7,0.3,0.7,39.1,0.2,0.4,38.7,52.2
83,Cory Joseph,DET,58,11,47,19.0,2.0,0.8,2.2,38.4,0.3,1.0,33.3,46.0
84,D'Angelo Russell,LAL,68,37,31,32.3,6.3,2.6,6.1,42.5,1.2,3.0,38.3,52.1
85,Daishen Nix,HOU,55,13,42,16.2,0.9,0.3,0.9,34.6,0.3,0.8,34.8,50.0
86,Dalano Banton,TOR,28,15,13,9.0,0.4,0.2,1.1,16.7,0.1,0.4,16.7,20.0
87,Dalen Terry,CHI,34,17,17,5.3,0.2,0.1,0.2,42.9,0.1,0.1,50.0,57.1
88,Damian Jones,UTA,37,11,26,10.4,0.0,0.0,0.0,-,0.0,0.0,-,-
89,Damian Lillard,POR,58,27,31,36.3,10.6,3.9,9.7,40.5,2.7,7.4,37.2,54.6
90,Damion Lee,PHX,71,39,32,20.5,0.8,0.4,1.2,32.6,0.0,0.2,13.3,33.7
91,Daniel Gafford,WAS,75,31,44,20.5,0.1,0.0,0.1,50.0,-,-,-,50.0
92,Daniel Theis,IND,7,1,6,15.5,0.0,0.0,0.0,-,0.0,0.0,-,-
93,Danny Green,CLE,9,5,4,9.8,0.6,0.2,0.6,40.0,0.1,0.3,33.3,50.0
94,Danuel House Jr.,PHI,52,35,17,14.0,1.0,0.4,0.9,43.5,0.3,0.7,38.2,57.6
95,Dario Saric,OKC,55,25,30,13.9,0.3,0.1,0.4,29.2,0.0,0.1,20.0,31.3
96,Darius Bazley,PHX,41,19,22,14.2,0.1,0.0,0.2,20.0,0.0,0.0,100,25.0
97,Darius Days,HOU,4,0,4,6.2,0.0,0.0,0.0,-,0.0,0.0,-,-
98,Darius Garland,CLE,68,39,29,35.4,7.4,3.0,7.2,42.1,1.3,3.4,39.1,51.3
99,David Duke Jr.,BKN,20,8,12,9.0,0.1,0.1,0.3,20.0,0.0,0.1,0.0,20.0
100,David Roddy,MEM,66,42,24,17.2,0.4,0.2,0.5,40.0,0.0,0.2,23.1,45.0
101,Davion Mitchell,SAC,77,46,31,18.0,1.4,0.6,1.6,36.6,0.2,0.7,26.3,42.7
102,Davis Bertans,DAL,43,20,23,10.4,0.4,0.1,0.3,54.5,0.1,0.2,50.0,77.3
103,Davon Reed,LAL,42,28,14,8.1,0.6,0.2,0.7,34.5,0.1,0.1,66.7,41.4
104,Day'Ron Sharpe,BKN,44,20,24,11.4,0.1,0.0,0.0,100,0.0,0.0,100,150.0
105,De'Aaron Fox,SAC,70,43,27,33.7,8.0,3.6,8.6,41.3,0.8,2.7,30.4,46.1
106,De'Andre Hunter,ATL,65,35,30,32.0,4.2,2.0,3.9,50.8,0.2,0.5,40.0,53.5
107,De'Anthony Melton,PHI,75,49,26,28.1,1.6,0.6,1.8,32.6,0.4,1.3,33.3,44.2
108,DeAndre Jordan,DEN,36,22,14,14.5,0.0,0.0,0.0,-,0.0,0.0,-,-
109,DeMar DeRozan,CHI,71,36,35,36.4,9.9,4.9,10.2,47.9,0.1,0.4,32.0,48.4
110,Dean Wade,CLE,41,28,13,19.9,0.1,0.0,0.2,28.6,0.0,0.0,50.0,35.7
111,Deandre Ayton,PHX,65,34,31,30.4,1.0,0.5,1.1,46.5,0.0,0.0,100,47.9
112,Dejounte Murray,ATL,71,36,35,36.5,8.6,4.0,8.6,46.5,0.7,1.8,38.1,50.5
113,Delon Wright,WAS,49,25,24,24.5,1.4,0.5,1.4,38.2,0.3,0.9,35.7,49.3
114,Deni Avdija,WAS,76,33,43,26.6,0.4,0.1,0.8,17.5,0.1,0.5,18.9,23.7
115,Dennis Schroder,LAL,64,36,28,30.2,2.8,1.3,3.2,41.7,0.1,0.5,25.0,43.6
116,Dennis Smith Jr.,CHA,54,19,35,25.7,1.2,0.6,2.3,25.2,0.0,0.4,5.3,25.6
117,Deonte Burton,SAC,2,1,1,3.2,0.0,0.0,0.0,-,0.0,0.0,-,-
118,Dereon Seabron,NOP,5,2,3,2.3,0.0,0.0,0.0,-,-,-,-,-
119,Derrick Jones Jr.,CHI,60,27,33,14.0,0.1,0.0,0.1,66.7,0.0,0.0,50.0,83.3
120,Derrick Rose,NYK,27,12,15,12.5,2.1,0.9,2.1,41.4,0.4,1.0,38.5,50.0
121,Derrick White,BOS,78,54,24,28.3,1.9,0.8,1.8,44.3,0.3,0.9,36.2,53.2
122,Desmond Bane,MEM,55,36,19,31.5,6.0,2.3,5.4,42.6,1.3,3.3,40.9,55.0
123,Devin Booker,PHX,51,32,19,34.6,11.2,5.0,11.1,44.9,1.2,3.8,31.6,50.3
124,Devin Vassell,SAS,38,12,26,31.0,6.2,2.8,7.0,40.0,0.6,2.1,28.2,44.2
125,Devon Dotson,WAS,6,1,5,8.9,0.0,0.0,0.5,0.0,0.0,0.0,-,0.0
126,Devonte' Graham,SAS,72,31,41,18.2,2.4,0.9,2.5,35.0,0.6,1.9,32.4,47.5
127,Dewayne Dedmon,PHI,36,21,15,10.9,0.4,0.2,0.3,63.6,0.0,0.0,100,68.2
128,Dillon Brooks,MEM,71,45,26,30.2,4.1,1.7,5.1,34.5,0.6,2.1,27.3,40.3
129,Domantas Sabonis,SAC,76,46,30,34.9,0.2,0.1,0.3,45.0,0.0,0.0,0.0,45.0
130,Dominick Barlow,SAS,24,3,21,12.9,0.1,0.0,0.0,100,0.0,0.0,-,100
131,Donovan Mitchell,CLE,67,43,24,35.7,10.3,4.0,9.6,42.3,2.2,5.7,38.9,53.9
132,Donte DiVincenzo,GSW,69,39,30,26.3,0.6,0.2,1.0,21.7,0.1,0.7,20.0,29.0
133,Dorian Finney-Smith,BKN,64,30,34,30.5,0.3,0.1,0.4,23.1,0.1,0.3,28.6,34.6
134,Doug McDermott,SAS,63,19,44,20.8,1.6,0.7,1.6,39.8,0.3,0.7,43.5,49.5
135,Draymond Green,GSW,70,38,32,31.6,0.1,0.0,0.2,25.0,0.0,0.0,50.0,29.2
136,Drew Eubanks,POR,76,31,45,20.1,0.3,0.1,0.3,43.5,0.0,0.0,-,43.5
137,Dru Smith,BKN,12,5,7,10.9,0.8,0.4,1.1,38.5,0.0,0.4,0.0,38.5
138,Duane Washington Jr.,NYK,31,17,14,12.7,3.4,1.4,3.5,39.3,0.6,1.5,43.5,48.6
139,Duncan Robinson,MIA,39,17,22,16.0,1.6,0.6,1.5,39.7,0.4,1.2,37.8,54.3
140,Dwight Powell,DAL,74,36,38,19.4,0.0,0.0,0.0,33.3,0.0,0.0,0.0,33.3
141,Dylan Windler,CLE,3,3,0,3.5,0.0,0.0,0.0,-,0.0,0.0,-,-
142,Dyson Daniels,NOP,56,31,25,18.1,0.3,0.1,0.5,25.0,0.1,0.3,20.0,30.4
143,Edmond Sumner,BKN,51,31,20,14.0,0.6,0.3,0.7,38.9,0.1,0.3,30.8,44.4
144,Eric Gordon,LAC,66,22,44,28.8,1.7,0.6,1.7,36.3,0.5,1.3,38.4,50.9
145,Eugene Omoruyi,DET,38,10,28,15.9,0.1,0.0,0.2,12.5,0.0,0.1,20.0,18.8
146,Evan Fournier,NYK,24,14,10,17.5,2.3,0.9,2.9,31.4,0.5,1.9,26.7,40.0
147,Evan Mobley,CLE,77,47,30,34.6,1.2,0.6,1.4,39.6,0.0,0.0,100,40.1
148,Facundo Campazzo,DAL,8,2,6,6.5,0.4,0.1,0.6,20.0,0.1,0.6,20.0,30.0
149,Frank Jackson,UTA,1,0,1,5.1,0.0,0.0,1.0,0.0,0.0,0.0,-,0.0
150,Frank Kaminsky,HOU,35,12,23,6.2,0.1,0.0,0.1,25.0,0.0,0.0,-,25.0
151,Frank Ntilikina,DAL,45,20,25,11.8,0.5,0.2,0.5,45.8,0.0,0.2,22.2,50.0
152,Franz Wagner,ORL,77,33,44,32.9,2.8,1.1,3.2,35.2,0.5,1.8,29.3,43.5
153,Fred VanVleet,TOR,66,33,33,37.0,7.3,2.9,7.6,38.3,1.5,4.5,33.8,48.3
154,Furkan Korkmaz,PHI,34,22,12,8.7,0.8,0.3,0.8,40.7,0.1,0.3,36.4,48.1
155,Gabe Vincent,MIA,64,34,30,26.1,3.2,1.3,3.1,42.2,0.6,1.8,33.0,51.5
156,Garrett Temple,NOP,24,16,8,6.6,0.3,0.1,0.3,25.0,0.1,0.2,40.0,37.5
157,Garrison Mathews,ATL,52,15,37,12.7,0.6,0.2,0.6,36.7,0.2,0.5,37.0,53.3
158,Gary Harris,ORL,47,22,25,24.7,1.0,0.4,1.0,40.0,0.3,0.6,43.3,54.4
159,Gary Payton II,GSW,19,10,9,16.3,0.0,0.0,0.0,-,0.0,0.0,-,-
160,Gary Trent Jr.,TOR,63,30,33,32.6,5.3,2.3,5.9,39.0,0.6,2.2,29.4,44.4
161,George Hill,IND,44,26,18,18.0,0.8,0.3,0.9,38.5,0.1,0.5,19.0,43.6
162,Georges Niang,PHI,75,49,26,19.3,0.4,0.2,0.5,30.8,0.1,0.4,21.4,38.5
163,Giannis Antetokounmpo,MIL,62,46,16,32.1,3.5,1.6,4.9,32.6,0.4,1.5,22.9,36.2
164,Goga Bitadze,ORL,34,13,21,11.0,0.1,0.0,0.1,50.0,0.0,0.1,50.0,75.0
165,Goran Dragic,MIL,55,26,29,14.7,1.6,0.7,2.2,34.5,0.1,0.7,16.7,37.0
166,Gordon Hayward,CHA,50,20,30,31.5,4.5,2.2,4.9,43.7,0.2,0.7,27.8,45.7
167,Gorgui Dieng,SAS,28,2,26,10.5,0.5,0.2,0.9,24.0,0.1,0.6,17.6,30.0
168,Grant Williams,BOS,75,52,23,26.3,1.1,0.4,1.0,41.3,0.3,0.7,46.9,56.7
169,Grayson Allen,MIL,72,53,19,27.4,1.6,0.6,1.7,33.1,0.5,1.3,36.2,47.1
170,Greg Brown III,POR,16,10,6,5.8,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
171,Hamidou Diallo,DET,56,12,44,17.8,1.1,0.5,1.2,42.0,0.0,0.1,50.0,43.5
172,Harrison Barnes,SAC,78,47,31,32.7,1.3,0.5,1.3,40.0,0.3,0.7,42.3,51.0
173,Haywood Highsmith,MIA,51,26,25,17.5,0.2,0.1,0.3,33.3,0.0,0.1,40.0,40.0
174,Herbert Jones,NOP,62,29,33,29.1,0.1,0.1,0.2,30.8,0.0,0.0,33.3,34.6
175,Immanuel Quickley,NYK,78,46,32,28.7,4.4,1.8,4.7,38.4,0.8,2.4,33.9,47.1
176,Isaac Okoro,CLE,76,48,28,21.7,0.1,0.0,0.1,33.3,0.0,0.1,42.9,50.0
177,Isaiah Hartenstein,NYK,79,46,33,19.9,0.1,0.0,0.1,37.5,0.0,0.0,-,37.5
178,Isaiah Jackson,IND,60,23,37,16.1,0.2,0.1,0.2,50.0,0.0,0.0,0.0,50.0
179,Isaiah Joe,OKC,71,35,36,19.0,2.1,0.9,2.0,43.9,0.4,1.2,33.7,54.0
180,Isaiah Livers,DET,51,10,41,23.0,1.2,0.5,1.2,42.6,0.2,0.4,40.9,50.0
181,Isaiah Mobley,CLE,10,7,3,3.3,0.0,0.0,0.1,0.0,0.0,0.0,-,0.0
182,Isaiah Roby,SAS,42,9,33,11.3,0.5,0.2,0.6,29.6,0.1,0.3,28.6,37.0
183,Isaiah Stewart,DET,50,12,38,28.3,0.0,0.0,0.1,16.7,0.0,0.1,0.0,16.7
184,Isaiah Todd,WAS,4,2,2,3.1,0.0,0.0,0.0,-,0.0,0.0,-,-
185,Ish Smith,DEN,40,24,16,8.6,1.3,0.7,1.9,35.1,0.0,0.1,0.0,35.1
186,Ish Wainright,PHX,56,31,25,15.2,0.3,0.1,0.3,35.7,0.1,0.2,33.3,50.0
187,Ivica Zubac,LAC,73,40,33,28.6,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
188,JD Davison,BOS,10,9,1,2.7,0.2,0.1,0.4,25.0,0.0,0.0,-,25.0
189,JT Thor,CHA,66,21,45,13.3,0.2,0.1,0.4,25.9,0.0,0.1,0.0,25.9
190,Ja Morant,MEM,59,38,21,32.0,6.4,2.7,7.2,38.1,0.9,3.2,29.6,44.7
191,JaMychal Green,GSW,56,29,27,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,JaVale McGee,DAL,40,19,21,8.5,0.1,0.0,0.1,25.0,0.0,0.0,0.0,25.0
193,Jabari Smith Jr.,HOU,76,18,58,30.9,2.7,1.2,3.2,37.9,0.3,0.9,36.9,42.8
194,Jabari Walker,POR,52,21,31,10.2,0.0,0.0,0.2,11.1,0.0,0.0,0.0,11.1
195,Jack White,DEN,16,12,4,3.2,0.0,0.0,0.0,-,0.0,0.0,-,-
196,Jaden Hardy,DAL,45,19,26,14.4,2.0,0.8,1.9,40.7,0.4,1.1,41.7,52.3
197,Jaden Ivey,DET,70,15,55,30.7,4.0,1.7,4.9,35.0,0.6,2.2,28.5,41.3
198,Jaden McDaniels,MIN,76,38,38,30.8,1.2,0.6,1.4,40.6,0.1,0.3,42.1,44.3
199,Jaden Springer,PHI,14,11,3,3.8,0.1,0.1,0.4,20.0,0.0,0.0,-,20.0
200,Jae Crowder,MIL,14,11,3,17.9,1.4,0.6,1.1,53.3,0.2,0.5,42.9,63.3
201,Jae'Sean Tate,HOU,31,7,24,21.9,0.3,0.1,0.5,25.0,0.0,0.2,20.0,28.1
202,Jake LaRavia,MEM,35,22,13,11.8,0.2,0.1,0.3,25.0,0.1,0.3,18.2,33.3
203,Jakob Poeltl,TOR,68,24,44,26.9,0.5,0.3,0.5,54.8,0.0,0.0,0.0,54.8
204,Jalen Brunson,NYK,68,40,28,35.0,8.5,3.7,8.3,44.7,1.1,2.8,38.0,51.2
205,Jalen Duren,DET,63,15,48,24.5,0.1,0.1,0.2,33.3,0.0,0.0,-,33.3
206,Jalen Green,HOU,73,17,56,34.2,6.5,2.6,7.3,35.9,1.3,4.0,31.7,44.6
207,Jalen Johnson,ATL,66,33,33,14.5,0.2,0.1,0.4,25.0,0.0,0.1,0.0,25.0
208,Jalen McDaniels,PHI,76,28,48,23.8,0.7,0.3,0.9,35.8,0.0,0.1,28.6,37.3
209,Jalen Smith,IND,67,31,36,18.7,0.3,0.1,0.4,33.3,0.0,0.1,60.0,39.6
210,Jalen Suggs,ORL,49,20,29,23.8,2.4,1.0,2.9,34.3,0.4,1.6,28.6,42.1
211,Jalen Williams,OKC,73,35,38,30.3,1.7,0.8,1.9,38.7,0.2,0.5,33.3,42.6
212,Jamal Cain,MIA,15,8,7,12.4,0.0,0.0,0.2,0.0,0.0,0.0,-,0.0
213,Jamal Murray,DEN,63,43,20,33.3,8.5,3.5,8.7,40.2,1.5,3.8,39.7,48.9
214,Jamaree Bouyea,WAS,5,2,3,14.1,0.6,0.2,0.8,25.0,0.2,0.6,33.3,37.5
215,James Bouknight,CHA,31,8,23,14.2,1.4,0.5,1.7,31.5,0.3,1.1,29.4,40.7
216,James Harden,PHI,56,38,18,36.9,8.0,3.0,7.6,39.8,2.0,5.3,37.6,52.8
217,James Johnson,IND,16,6,10,8.6,0.6,0.3,0.5,50.0,0.1,0.2,33.3,56.3
218,James Wiseman,DET,41,10,31,18.9,0.2,0.1,0.6,17.4,0.0,0.0,-,17.4
219,Jared Butler,OKC,3,1,2,8.9,1.0,0.3,0.3,100,0.3,0.3,100,150.0
220,Jared Rhoden,DET,10,1,9,10.6,0.2,0.1,0.2,50.0,0.0,0.1,0.0,50.0
221,Jaren Jackson Jr.,MEM,60,39,21,28.1,0.6,0.2,0.7,31.0,0.1,0.4,33.3,39.3
222,Jarred Vanderbilt,LAL,74,40,34,24.3,0.1,0.1,0.2,25.0,0.0,0.0,50.0,28.1
223,Jarrell Brantley,UTA,4,0,4,9.7,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0
224,Jarrett Allen,CLE,66,43,23,32.9,0.1,0.0,0.1,50.0,0.0,0.0,-,50.0
225,Jarrett Culver,ATL,10,5,5,13.7,0.6,0.3,0.8,37.5,0.0,0.2,0.0,37.5
226,Jason Preston,LAC,13,3,10,9.4,1.0,0.5,1.2,37.5,0.1,0.3,25.0,40.6
227,Javonte Green,CHI,31,12,19,15.1,0.2,0.1,0.2,40.0,0.0,0.0,100,50.0
228,Jaxson Hayes,NOP,46,22,24,13.2,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
229,Jay Huff,WAS,4,1,3,3.8,0.0,0.0,0.0,-,0.0,0.0,-,-
230,Jay Scrubb,ORL,1,1,0,2.5,0.0,0.0,0.0,-,-,-,-,-
231,Jaylen Brown,BOS,66,45,21,35.8,6.0,2.6,6.3,40.9,0.8,2.6,32.5,47.5
232,Jaylen Nowell,MIN,65,34,31,19.3,3.0,1.3,3.0,43.1,0.4,1.4,30.4,50.3
233,Jaylin Williams,OKC,47,22,25,18.6,0.1,0.0,0.1,66.7,0.0,0.0,100,83.3
234,Jayson Tatum,BOS,72,51,21,37.1,5.7,2.1,6.9,30.6,1.4,4.9,29.7,41.1
235,Jeenathan Williams,POR,1,1,0,13.4,0.0,0.0,0.0,-,0.0,0.0,-,-
236,Jeff Dowtin Jr.,TOR,24,16,8,10.3,0.7,0.3,0.9,36.4,0.0,0.1,33.3,38.6
237,Jeff Green,DEN,53,33,20,19.6,0.5,0.2,0.8,26.8,0.1,0.2,25.0,30.5
238,Jerami Grant,POR,63,28,35,35.6,2.4,1.1,2.8,40.3,0.2,0.4,44.4,43.8
239,Jeremiah Robinson-Earl,OKC,41,14,27,18.8,0.1,0.0,0.1,66.7,0.0,0.0,50.0,83.3
240,Jeremy Sochan,SAS,56,15,41,26.0,1.2,0.5,1.4,39.5,0.1,0.3,33.3,42.8
241,Jericho Sims,NYK,50,30,20,15.6,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
242,Jevon Carter,MIL,78,56,22,22.3,3.4,1.4,3.3,41.3,0.6,1.7,38.0,50.8
243,Jimmy Butler,MIA,62,33,29,33.4,3.0,1.4,3.5,41.4,0.1,0.5,29.0,43.5
244,Jock Landale,PHX,65,33,32,14.1,0.0,0.0,0.2,10.0,0.0,0.0,0.0,10.0
245,Joe Harris,BKN,71,38,33,20.8,0.9,0.3,0.8,39.0,0.2,0.6,41.5,53.4
246,Joe Ingles,MIL,43,30,13,22.6,2.2,0.8,1.5,50.8,0.7,1.3,50.0,73.1
247,Joe Wieskamp,TOR,6,4,2,5.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0
248,Joel Embiid,PHI,64,42,22,34.6,6.3,3.0,7.0,43.1,0.3,1.2,22.7,45.0
