,PLAYER,TEAM,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,eFG%
19,Andrew Nembhard,IND,62,28,34,26.9,2.1,0.9,2.6,34.6,0.3,0.8,32.7,39.8
20,Andrew Wiggins,GSW,37,19,18,32.2,2.3,1.1,3.1,33.9,0.2,0.8,24.1,37.0
21,Anfernee Simons,POR,60,27,33,35.0,7.4,2.9,7.5,39.4,1.5,4.1,35.9,49.3
22,Anthony Davis,LAL,44,22,22,33.5,2.2,1.1,2.8,39.8,0.0,0.1,0.0,39.8
23,Anthony Edwards,MIN,69,35,34,36.4,7.4,2.9,8.2,35.2,1.6,4.8,34.0,45.2
24,Anthony Gill,WAS,46,18,28,9.9,0.0,0.0,0.2,14.3,0.0,0.1,0.0,14.3
25,Anthony Lamb,GSW,50,28,22,20.1,0.3,0.1,0.4,27.8,0.1,0.3,30.8,38.9
26,Austin Reaves,LAL,51,26,25,27.6,2.1,0.9,2.0,45.1,0.3,0.7,42.9,52.5
27,Austin Rivers,MIN,50,24,26,20.1,0.2,0.1,0.4,15.0,0.1,0.3,18.8,22.5
28,Ayo Dosunmu,CHI,65,31,34,27.1,0.7,0.4,0.9,38.3,0.0,0.0,33.3,39.2
29,Bam Adebayo,MIA,65,34,31,35.1,2.9,1.4,3.3,43.9,0.0,0.1,0.0,43.9
30,Ben Simmons,BKN,42,24,18,26.3,0.2,0.1,0.4,23.5,0.0,0.0,0.0,23.5
31,Bennedict Mathurin,IND,67,30,37,27.8,2.5,1.0,2.9,33.5,0.6,1.6,35.8,43.5
32,Bismack Biyombo,PHX,50,26,24,13.4,0.0,0.0,0.0,50.0,-,-,-,50.0
33,Blake Griffin,BOS,31,19,12,14.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0
34,Blake Wesley,SAS,23,5,18,16.1,0.9,0.4,1.6,24.3,0.1,0.2,50.0,27.0
35,Boban Marjanovic,HOU,24,3,21,4.8,0.3,0.1,0.3,37.5,0.0,0.0,-,37.5
36,Bobby Portis,MIL,58,39,19,25.9,1.6,0.8,2.1,38.2,0.0,0.1,14.3,38.6
37,Bogdan Bogdanovic,ATL,43,21,22,28.5,4.3,1.8,4.2,42.2,0.8,1.9,42.5,51.7
38,Bojan Bogdanovic,DET,59,15,44,32.1,5.4,2.4,5.5,43.7,0.6,1.7,32.7,48.8
39,Bol Bol,ORL,64,25,39,22.0,1.3,0.6,1.6,34.6,0.2,0.5,29.4,39.4
40,Bones Hyland,LAC,47,30,17,19.0,3.9,1.4,4.2,33.7,1.0,2.8,36.8,46.2
41,Bradley Beal,WAS,47,24,23,33.5,7.3,3.3,7.3,45.0,0.7,2.2,33.3,50.0
42,Brandon Boston Jr.,LAC,21,8,13,11.7,2.2,1.0,2.4,40.0,0.3,0.7,46.7,47.0
43,Brandon Clarke,MEM,56,32,24,19.5,0.3,0.1,0.2,61.5,0.0,0.0,-,61.5
44,Brandon Ingram,NOP,32,14,18,32.9,8.3,4.0,9.3,42.5,0.4,1.1,34.3,44.5
45,Braxton Key,DET,3,0,3,3.0,0.7,0.3,0.3,100,-,-,-,100
46,Brook Lopez,MIL,68,49,19,30.7,0.9,0.4,1.1,37.5,0.1,0.3,30.4,42.4
47,Bruce Brown,DEN,68,46,22,28.2,1.3,0.6,1.6,36.4,0.1,0.4,26.7,40.0
48,Bruno Fernando,ATL,34,10,24,10.9,0.1,0.0,0.1,50.0,0.0,0.0,-,50.0
49,Bryce McGowens,CHA,35,11,24,14.6,0.1,0.1,0.4,14.3,0.0,0.2,16.7,17.9
50,Bryn Forbes,MIN,25,9,16,10.7,1.1,0.5,1.3,37.5,0.2,0.6,28.6,43.8
51,Buddy Boeheim,DET,4,1,3,13.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0
52,Buddy Hield,IND,69,31,38,31.7,4.6,1.7,3.9,44.1,1.1,2.5,45.0,58.3
53,CJ McCollum,NOP,62,29,33,35.0,8.7,3.7,8.8,42.6,1.2,3.2,37.0,49.4
54,Cade Cunningham,DET,12,3,9,33.3,8.0,3.7,8.8,41.5,0.7,2.8,24.2,45.3
55,Caleb Houstan,ORL,40,14,26,15.1,0.2,0.1,0.2,50.0,0.1,0.1,66.7,66.7
56,Caleb Martin,MIA,59,31,28,29.7,1.6,0.7,1.5,45.3,0.3,0.6,44.1,54.1
57,Cam Reddish,POR,34,13,21,25.1,1.2,0.4,1.2,35.7,0.3,0.8,37.0,47.6
58,Cam Thomas,BKN,50,28,22,16.7,3.7,1.6,4.2,37.6,0.5,1.5,37.0,44.0
59,Cameron Johnson,BKN,30,19,11,27.5,2.7,1.2,2.6,46.8,0.3,0.7,42.9,52.6
60,Cameron Payne,PHX,37,20,17,21.7,4.1,1.7,4.0,41.9,0.7,1.7,42.9,51.0
61,Caris LeVert,CLE,65,39,26,30.0,2.6,1.0,3.2,32.4,0.5,1.5,34.0,40.2
62,Carlik Jones,CHI,2,1,1,11.4,0.0,0.0,0.5,0.0,0.0,0.0,-,0.0
63,Cedi Osman,CLE,66,41,25,20.5,0.9,0.3,0.9,33.3,0.3,0.7,38.3,48.3
64,Charles Bassey,SAS,35,9,26,14.5,0.4,0.2,0.3,60.0,0.1,0.1,66.7,70.0
65,Chima Moneke,SAC,2,1,1,4.0,0.0,0.0,0.0,-,-,-,-,-
66,Chimezie Metu,SAC,54,33,21,11.1,0.0,0.0,0.1,14.3,0.0,0.1,0.0,14.3
67,Chris Boucher,TOR,63,31,32,20.0,0.3,0.2,0.4,40.0,0.0,0.1,25.0,44.0
68,Chris Duarte,IND,45,19,26,19.8,2.3,0.9,3.1,29.7,0.4,1.6,28.2,37.0
69,Chris Paul,PHX,48,25,23,32.1,7.6,3.4,8.2,41.5,0.9,2.9,29.9,46.7
70,Chris Silva,DAL,1,1,0,3.0,0.0,0.0,0.0,-,-,-,-,-
71,Christian Braun,DEN,63,42,21,14.4,0.3,0.1,0.4,32.0,0.1,0.2,50.0,42.0
72,Christian Koloko,TOR,47,22,25,14.1,0.0,0.0,0.0,-,0.0,0.0,-,-
73,Christian Wood,DAL,56,29,27,26.6,0.8,0.4,1.5,24.4,0.1,0.7,12.5,27.4
74,Chuma Okeke,ORL,22,6,16,18.8,0.5,0.2,0.6,30.8,0.1,0.3,33.3,38.5
75,Clint Capela,ATL,53,28,25,26.7,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
76,Coby White,CHI,59,28,31,22.3,1.3,0.6,1.6,34.4,0.2,0.7,28.6,40.6
77,Cody Martin,CHA,7,2,5,19.1,0.3,0.1,1.4,10.0,0.0,0.7,0.0,10.0
78,Cody Zeller,MIA,10,4,6,13.0,0.0,0.0,0.2,0.0,0.0,0.0,-,0.0
79,Cole Anthony,ORL,49,22,27,25.3,3.1,1.4,3.3,41.5,0.3,0.9,37.8,46.6
80,Cole Swider,LAL,6,1,5,6.7,0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.0
81,Collin Sexton,UTA,47,24,23,24.0,2.4,1.0,2.1,46.0,0.4,0.9,47.6,56.0
82,Corey Kispert,WAS,61,28,33,27.5,0.3,0.1,0.4,29.6,0.1,0.3,31.3,38.9
83,Cory Joseph,DET,51,11,40,17.9,1.9,0.8,2.1,39.0,0.3,0.9,28.9,45.2
84,D'Angelo Russell,LAL,61,32,29,32.4,6.8,2.8,6.3,43.9,1.2,3.1,40.4,53.8
85,Daishen Nix,HOU,47,12,35,16.7,1.0,0.3,0.9,36.4,0.3,0.8,35.9,52.3
86,Dalano Banton,TOR,27,14,13,9.3,0.4,0.2,1.1,17.2,0.1,0.4,16.7,20.7
87,Dalen Terry,CHI,27,14,13,4.8,0.3,0.1,0.2,60.0,0.1,0.1,66.7,80.0
88,Damian Jones,UTA,30,9,21,9.8,0.0,0.0,0.0,-,0.0,0.0,-,-
89,Damian Lillard,POR,55,26,29,36.3,10.6,3.9,9.7,40.5,2.7,7.3,37.6,54.7
90,Damion Lee,PHX,68,37,31,21.0,0.9,0.4,1.3,32.9,0.0,0.2,13.3,34.1
91,Daniel Gafford,WAS,67,30,37,19.8,0.1,0.0,0.1,75.0,-,-,-,75.0
92,Daniel Theis,IND,7,1,6,15.5,0.0,0.0,0.0,-,0.0,0.0,-,-
93,Danny Green,CLE,8,4,4,10.5,0.4,0.1,0.5,25.0,0.1,0.4,33.3,37.5
94,Danuel House Jr.,PHI,43,29,14,14.2,1.2,0.4,1.0,46.3,0.3,0.7,43.3,62.2
95,Dario Saric,OKC,50,24,26,14.4,0.3,0.1,0.5,29.2,0.0,0.1,20.0,31.3
96,Darius Bazley,PHX,38,18,20,15.1,0.1,0.1,0.3,20.0,0.0,0.0,100,25.0
97,Darius Days,HOU,4,0,4,6.2,0.0,0.0,0.0,-,0.0,0.0,-,-
98,Darius Garland,CLE,60,34,26,35.1,7.8,3.2,7.5,42.4,1.4,3.7,38.8,51.8
99,David Duke Jr.,BKN,18,7,11,9.6,0.1,0.1,0.3,20.0,0.0,0.1,0.0,20.0
100,David Roddy,MEM,55,34,21,16.9,0.5,0.2,0.5,42.9,0.1,0.2,27.3,48.2
101,Davion Mitchell,SAC,66,39,27,18.0,1.3,0.6,1.6,35.2,0.2,0.7,28.6,41.9
102,Davis Bertans,DAL,37,17,20,10.8,0.5,0.2,0.3,60.0,0.1,0.2,55.6,85.0
103,Davon Reed,LAL,40,26,14,8.4,0.6,0.2,0.7,32.1,0.1,0.2,66.7,39.3
104,Day'Ron Sharpe,BKN,36,16,20,11.2,0.1,0.0,0.0,100,0.0,0.0,100,150.0
105,De'Aaron Fox,SAC,60,37,23,34.1,8.3,3.7,8.9,42.0,0.8,2.6,31.4,46.5
106,De'Andre Hunter,ATL,59,32,27,32.0,4.2,2.0,3.9,50.9,0.2,0.5,41.4,53.5
107,De'Anthony Melton,PHI,64,43,21,28.1,1.7,0.6,1.8,34.2,0.4,1.3,34.6,46.5
108,DeAndre Jordan,DEN,35,22,13,14.3,0.0,0.0,0.0,-,0.0,0.0,-,-
109,DeMar DeRozan,CHI,61,30,31,36.2,9.9,4.9,10.2,48.0,0.1,0.2,33.3,48.4
110,Dean Wade,CLE,38,26,12,20.3,0.1,0.1,0.2,28.6,0.0,0.1,50.0,35.7
111,Deandre Ayton,PHX,60,29,31,30.4,1.0,0.5,1.1,44.6,0.0,0.0,100,46.2
112,Dejounte Murray,ATL,64,32,32,36.4,8.7,4.0,8.6,46.6,0.7,1.8,38.1,50.5
113,Delon Wright,WAS,40,23,17,24.2,1.4,0.5,1.3,41.2,0.3,0.8,40.0,52.9
114,Deni Avdija,WAS,67,31,36,25.9,0.3,0.1,0.7,17.0,0.1,0.5,18.8,23.4
115,Dennis Schroder,LAL,55,30,25,30.7,2.8,1.3,3.3,40.6,0.1,0.5,22.2,42.2
116,Dennis Smith Jr.,CHA,49,16,33,25.6,1.2,0.6,2.3,25.4,0.0,0.3,0.0,25.4
117,Deonte Burton,SAC,2,1,1,3.2,0.0,0.0,0.0,-,0.0,0.0,-,-
118,Dereon Seabron,NOP,5,2,3,2.3,0.0,0.0,0.0,-,-,-,-,-
119,Derrick Jones Jr.,CHI,51,21,30,14.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0
120,Derrick Rose,NYK,27,12,15,12.5,2.1,0.9,2.1,41.4,0.4,1.0,38.5,50.0
121,Derrick White,BOS,69,47,22,28.0,1.8,0.7,1.7,44.0,0.3,0.8,34.5,52.6
122,Desmond Bane,MEM,45,28,17,31.2,6.2,2.4,5.5,42.9,1.5,3.5,42.3,56.3
123,Devin Booker,PHX,42,26,16,34.4,11.4,5.1,11.5,43.9,1.3,3.9,32.1,49.4
124,Devin Vassell,SAS,34,11,23,31.0,5.6,2.6,6.6,38.9,0.4,1.8,25.0,42.3
125,Devon Dotson,WAS,6,1,5,8.9,0.0,0.0,0.5,0.0,0.0,0.0,-,0.0
126,Devonte' Graham,SAS,65,30,35,17.6,2.3,0.9,2.3,36.8,0.6,1.8,34.2,50.0
127,Dewayne Dedmon,PHI,31,18,13,11.4,0.5,0.2,0.4,63.6,0.0,0.0,100,68.2
128,Dillon Brooks,MEM,61,38,23,30.4,4.1,1.8,5.2,34.2,0.6,2.1,27.3,39.7
129,Domantas Sabonis,SAC,65,39,26,34.6,0.3,0.1,0.3,50.0,0.0,0.0,0.0,50.0
130,Dominick Barlow,SAS,15,2,13,11.0,0.1,0.1,0.1,100,0.0,0.0,-,100
131,Donovan Mitchell,CLE,59,38,21,35.6,10.5,4.1,9.7,42.6,2.3,5.8,39.4,54.4
132,Donte DiVincenzo,GSW,59,34,25,26.5,0.6,0.2,1.1,22.2,0.2,0.8,20.0,29.4
133,Dorian Finney-Smith,BKN,55,26,29,31.5,0.3,0.1,0.5,23.1,0.1,0.4,28.6,34.6
134,Doug McDermott,SAS,58,18,40,20.7,1.7,0.7,1.6,41.9,0.3,0.7,44.2,52.2
135,Draymond Green,GSW,61,33,28,31.4,0.1,0.0,0.2,27.3,0.0,0.0,100,31.8
136,Drew Eubanks,POR,67,29,38,19.7,0.2,0.1,0.2,40.0,0.0,0.0,-,40.0
137,Dru Smith,BKN,10,4,6,12.4,1.0,0.5,1.2,41.7,0.0,0.4,0.0,41.7
138,Duane Washington Jr.,NYK,31,17,14,12.7,3.4,1.4,3.5,39.3,0.6,1.5,43.5,48.6
139,Duncan Robinson,MIA,33,15,18,17.3,1.8,0.7,1.7,39.3,0.5,1.3,37.2,53.6
140,Dwight Powell,DAL,64,33,31,19.8,0.0,0.0,0.0,33.3,0.0,0.0,0.0,33.3
141,Dylan Windler,CLE,1,1,0,4.1,0.0,0.0,0.0,-,0.0,0.0,-,-
142,Dyson Daniels,NOP,47,24,23,19.1,0.3,0.1,0.5,25.0,0.1,0.3,23.1,31.3
143,Edmond Sumner,BKN,47,28,19,14.5,0.7,0.3,0.8,38.9,0.1,0.3,30.8,44.4
144,Eric Gordon,LAC,57,17,40,29.3,1.7,0.6,1.8,33.3,0.5,1.4,35.8,47.5
145,Eugene Omoruyi,DET,30,10,20,13.8,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
146,Evan Fournier,NYK,23,13,10,18.0,2.4,1.0,3.0,31.9,0.5,1.9,27.3,40.6
147,Evan Mobley,CLE,69,42,27,34.2,1.2,0.6,1.4,42.0,0.0,0.0,100,42.5
148,Facundo Campazzo,DAL,8,2,6,6.5,0.4,0.1,0.6,20.0,0.1,0.6,20.0,30.0
149,Frank Jackson,UTA,1,0,1,5.1,0.0,0.0,1.0,0.0,0.0,0.0,-,0.0
150,Frank Kaminsky,HOU,33,12,21,6.4,0.1,0.0,0.1,25.0,0.0,0.0,-,25.0
151,Frank Ntilikina,DAL,42,19,23,11.6,0.4,0.2,0.5,40.0,0.0,0.2,12.5,42.5
152,Franz Wagner,ORL,68,27,41,32.8,2.8,1.1,3.3,34.2,0.5,1.9,29.1,42.6
153,Fred VanVleet,TOR,57,27,30,37.0,7.3,2.9,7.6,37.9,1.5,4.5,33.5,47.8
154,Furkan Korkmaz,PHI,27,19,8,9.8,0.9,0.4,0.9,43.5,0.1,0.4,36.4,52.2
155,Gabe Vincent,MIA,56,30,26,26.4,3.2,1.3,3.2,40.8,0.6,1.8,33.0,50.3
156,Garrett Temple,NOP,20,12,8,7.1,0.2,0.1,0.4,14.3,0.1,0.2,25.0,21.4
157,Garrison Mathews,ATL,48,13,35,12.7,0.5,0.2,0.5,32.0,0.2,0.5,34.8,48.0
158,Gary Harris,ORL,38,16,22,24.9,1.2,0.4,1.1,38.1,0.3,0.8,41.4,52.4
159,Gary Payton II,GSW,15,8,7,17.0,0.0,0.0,0.0,-,0.0,0.0,-,-
160,Gary Trent Jr.,TOR,60,28,32,32.6,5.2,2.3,5.9,38.7,0.7,2.2,30.0,44.2
161,George Hill,IND,39,25,14,18.6,0.9,0.4,1.0,39.5,0.1,0.5,20.0,44.7
162,Georges Niang,PHI,64,43,21,19.3,0.4,0.2,0.5,32.4,0.1,0.4,24.0,41.2
163,Giannis Antetokounmpo,MIL,54,41,13,32.6,3.6,1.6,5.0,32.2,0.4,1.6,25.6,36.3
164,Goga Bitadze,ORL,26,8,18,10.1,0.1,0.0,0.0,100,0.0,0.0,100,150.0
165,Goran Dragic,MIL,51,23,28,15.4,1.7,0.8,2.3,35.3,0.1,0.7,17.1,37.9
166,Gordon Hayward,CHA,45,17,28,31.7,4.2,2.0,4.7,42.7,0.2,0.7,27.3,44.8
167,Gorgui Dieng,SAS,22,2,20,9.7,0.3,0.1,0.7,18.8,0.0,0.6,7.7,21.9
168,Grant Williams,BOS,66,45,21,26.8,1.2,0.4,1.1,41.4,0.3,0.7,48.9,57.1
169,Grayson Allen,MIL,64,47,17,27.9,1.5,0.5,1.6,32.7,0.5,1.3,36.3,46.6
170,Greg Brown III,POR,16,10,6,5.8,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
171,Hamidou Diallo,DET,56,12,44,17.8,1.1,0.5,1.2,42.0,0.0,0.1,50.0,43.5
172,Harrison Barnes,SAC,67,40,27,32.9,1.3,0.5,1.3,39.5,0.3,0.7,40.4,50.6
173,Haywood Highsmith,MIA,45,23,22,19.0,0.3,0.1,0.3,33.3,0.0,0.1,40.0,40.0
174,Herbert Jones,NOP,53,22,31,29.1,0.1,0.0,0.2,18.2,0.0,0.1,33.3,22.7
175,Immanuel Quickley,NYK,70,41,29,28.5,4.2,1.7,4.4,38.6,0.8,2.4,34.5,47.7
176,Isaac Okoro,CLE,71,44,27,21.7,0.1,0.0,0.1,33.3,0.0,0.1,42.9,50.0
177,Isaiah Hartenstein,NYK,71,41,30,19.6,0.1,0.0,0.1,37.5,0.0,0.0,-,37.5
178,Isaiah Jackson,IND,51,20,31,15.6,0.2,0.1,0.2,50.0,0.0,0.0,0.0,50.0
179,Isaiah Joe,OKC,61,31,30,17.9,1.9,0.8,1.7,44.8,0.4,1.1,36.4,56.2
180,Isaiah Livers,DET,46,10,36,22.4,1.1,0.5,1.1,43.1,0.2,0.4,36.8,50.0
181,Isaiah Mobley,CLE,9,6,3,3.4,0.0,0.0,0.1,0.0,0.0,0.0,-,0.0
182,Isaiah Roby,SAS,42,9,33,11.3,0.5,0.2,0.6,29.6,0.1,0.3,28.6,37.0
183,Isaiah Stewart,DET,50,12,38,28.3,0.0,0.0,0.1,16.7,0.0,0.1,0.0,16.7
184,Isaiah Todd,WAS,4,2,2,3.1,0.0,0.0,0.0,-,0.0,0.0,-,-
185,Ish Smith,DEN,35,21,14,9.2,1.5,0.7,1.9,38.8,0.0,0.1,0.0,38.8
186,Ish Wainright,PHX,51,27,24,15.3,0.3,0.1,0.3,35.7,0.1,0.2,33.3,50.0
187,Ivica Zubac,LAC,63,35,28,29.1,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
188,JD Davison,BOS,7,6,1,2.6,0.0,0.0,0.4,0.0,0.0,0.0,-,0.0
189,JT Thor,CHA,58,17,41,11.7,0.2,0.1,0.4,23.8,0.0,0.1,0.0,23.8
190,Ja Morant,MEM,53,34,19,32.5,6.8,2.9,7.4,39.0,1.0,3.3,30.6,45.8
191,JaMychal Green,GSW,49,26,23,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,JaVale McGee,DAL,36,17,19,8.1,0.1,0.0,0.1,25.0,0.0,0.0,0.0,25.0
193,Jabari Smith Jr.,HOU,65,15,50,30.4,2.4,1.0,2.9,35.1,0.3,0.9,36.8,40.6
194,Jabari Walker,POR,45,20,25,8.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
195,Jack White,DEN,16,12,4,3.2,0.0,0.0,0.0,-,0.0,0.0,-,-
196,Jaden Hardy,DAL,35,16,19,13.3,1.7,0.7,1.7,38.3,0.4,1.0,37.1,49.2
197,Jaden Ivey,DET,62,15,47,30.2,3.9,1.6,4.5,36.2,0.6,2.0,30.6,42.8
198,Jaden McDaniels,MIN,66,34,32,30.6,1.2,0.6,1.2,45.7,0.1,0.2,42.9,49.4
199,Jaden Springer,PHI,8,8,0,3.7,0.0,0.0,0.3,0.0,0.0,0.0,-,0.0
200,Jae Crowder,MIL,11,9,2,18.7,1.5,0.6,1.1,58.3,0.3,0.6,42.9,70.8
201,Jae'Sean Tate,HOU,28,5,23,21.9,0.3,0.1,0.5,26.7,0.0,0.2,20.0,30.0
202,Jake LaRavia,MEM,32,21,11,12.1,0.2,0.1,0.3,22.2,0.0,0.3,12.5,27.8
203,Jakob Poeltl,TOR,59,18,41,26.6,0.5,0.3,0.5,53.6,0.0,0.0,0.0,53.6
204,Jalen Brunson,NYK,62,36,26,34.9,8.4,3.7,8.2,44.9,1.1,2.8,38.7,51.5
205,Jalen Duren,DET,56,15,41,24.8,0.1,0.1,0.2,27.3,0.0,0.0,-,27.3
206,Jalen Green,HOU,62,14,48,33.7,6.5,2.6,7.3,35.3,1.3,4.1,31.7,44.2
207,Jalen Johnson,ATL,64,32,32,14.5,0.2,0.1,0.3,27.3,0.0,0.1,0.0,27.3
208,Jalen McDaniels,PHI,69,25,44,24.6,0.7,0.3,0.9,35.9,0.0,0.1,16.7,36.7
209,Jalen Smith,IND,57,28,29,18.4,0.3,0.1,0.4,34.8,0.1,0.1,60.0,41.3
210,Jalen Suggs,ORL,44,17,27,23.8,2.6,1.1,3.0,36.2,0.5,1.7,30.1,44.6
211,Jalen Williams,OKC,63,31,32,29.8,1.6,0.7,1.8,40.0,0.1,0.4,37.5,43.9
212,Jamal Cain,MIA,15,8,7,12.4,0.0,0.0,0.2,0.0,0.0,0.0,-,0.0
213,Jamal Murray,DEN,55,37,18,32.8,8.5,3.5,8.6,40.6,1.5,3.8,39.3,49.4
214,Jamaree Bouyea,WAS,5,2,3,14.1,0.6,0.2,0.8,25.0,0.2,0.6,33.3,37.5
215,James Bouknight,CHA,26,5,21,13.6,1.2,0.5,1.4,33.3,0.3,0.9,34.8,44.4
216,James Harden,PHI,50,34,16,36.8,8.4,3.1,7.8,40.4,2.1,5.4,38.2,53.7
217,James Johnson,IND,14,6,8,8.8,0.5,0.2,0.4,50.0,0.1,0.1,50.0,58.3
218,James Wiseman,DET,33,10,23,17.4,0.1,0.0,0.4,7.7,0.0,0.0,-,7.7
219,Jared Butler,OKC,2,1,1,9.6,1.5,0.5,0.5,100,0.5,0.5,100,150.0
220,Jared Rhoden,DET,6,1,5,8.5,0.3,0.2,0.3,50.0,0.0,0.2,0.0,50.0
221,Jaren Jackson Jr.,MEM,50,31,19,27.8,0.5,0.2,0.7,25.7,0.1,0.3,29.4,32.9
222,Jarred Vanderbilt,LAL,65,34,31,24.3,0.1,0.1,0.2,25.0,0.0,0.0,50.0,28.1
223,Jarrett Allen,CLE,62,39,23,33.0,0.1,0.0,0.1,50.0,0.0,0.0,-,50.0
224,Jarrett Culver,ATL,10,5,5,13.7,0.6,0.3,0.8,37.5,0.0,0.2,0.0,37.5
225,Jason Preston,LAC,13,3,10,9.4,1.0,0.5,1.2,37.5,0.1,0.3,25.0,40.6
226,Javonte Green,CHI,28,11,17,16.0,0.2,0.1,0.2,40.0,0.0,0.0,100,50.0
227,Jaxson Hayes,NOP,42,18,24,14.1,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
228,Jay Huff,WAS,1,1,0,3.3,0.0,0.0,0.0,-,-,-,-,-
229,Jaylen Brown,BOS,57,38,19,36.2,6.1,2.6,6.4,41.5,0.8,2.5,32.2,47.8
230,Jaylen Nowell,MIN,62,31,31,19.5,3.0,1.3,3.0,42.5,0.4,1.4,30.7,49.7
231,Jaylin Williams,OKC,37,18,19,17.9,0.1,0.1,0.1,66.7,0.0,0.0,100,83.3
232,Jayson Tatum,BOS,64,45,19,37.4,5.8,2.2,7.0,30.9,1.5,4.9,29.7,41.2
233,Jeff Dowtin Jr.,TOR,18,12,6,8.9,0.6,0.3,0.8,33.3,0.1,0.1,50.0,36.7
234,Jeff Green,DEN,45,27,18,19.3,0.4,0.2,0.7,27.3,0.0,0.2,14.3,28.8
235,Jerami Grant,POR,63,28,35,35.6,2.4,1.1,2.8,40.3,0.2,0.4,44.4,43.8
236,Jeremiah Robinson-Earl,OKC,34,11,23,20.2,0.1,0.1,0.1,66.7,0.0,0.1,50.0,83.3
237,Jeremy Sochan,SAS,54,15,39,26.4,1.2,0.5,1.4,39.7,0.1,0.3,35.7,43.2
238,Jericho Sims,NYK,49,29,20,15.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
239,Jevon Carter,MIL,69,50,19,22.4,3.4,1.4,3.2,42.4,0.6,1.6,40.7,52.2
240,Jimmy Butler,MIA,55,29,26,33.4,2.9,1.4,3.5,39.5,0.1,0.5,27.6,41.6
241,Jock Landale,PHX,60,31,29,13.9,0.0,0.0,0.2,10.0,0.0,0.1,0.0,10.0
242,Joe Harris,BKN,62,34,28,21.9,1.0,0.4,0.9,40.0,0.3,0.6,43.2,54.5
243,Joe Ingles,MIL,35,25,10,23.0,2.1,0.7,1.5,48.1,0.6,1.4,45.8,68.5
244,Joe Wieskamp,TOR,3,1,2,7.9,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0
245,Joel Embiid,PHI,54,36,18,35.0,6.4,3.1,7.2,42.6,0.3,1.2,23.8,44.6
246,John Butler Jr.,POR,9,2,7,3.4,0.0,0.0,0.0,-,0.0,0.0,-,-
247,John Collins,ATL,59,30,29,30.2,0.6,0.3,0.8,39.1,0.0,0.1,0.0,39.1
248,John Konchar,MEM,59,36,23,21.5,0.4,0.1,0.4,34.8,0.1,0.3,35.3,47.8
