,PLAYER,TEAM,GP,W,L,MIN,Passes Made,Passes Received,AST,Secondary AST,Potential AST,AST PTS Created,AST PTS Created.1,AST Adj,AST To Pass%,AST To Pass% Adj
19,Andrew Nembhard,IND,64,29,35,27.1,33.5,37.0,4.0,0.3,8.0,10.7,5.0,11.9,14.8,
20,Andrew Wiggins,GSW,36,18,18,32.3,28.8,33.3,2.3,0.6,4.8,6.3,3.1,8.0,10.9,
21,Anfernee Simons,POR,62,27,35,35.0,45.4,57.5,4.1,1.0,7.1,10.3,5.4,9.0,11.8,
22,Anthony Davis,LAL,46,23,23,33.6,44.1,37.9,2.5,0.3,4.4,6.1,2.9,5.7,6.5,
23,Anthony Edwards,MIN,71,35,36,36.0,45.0,53.5,4.4,0.8,7.9,11.5,5.4,9.9,12.0,
24,Anthony Gill,WAS,48,18,30,10.0,7.2,6.2,0.5,0.0,0.9,1.3,0.6,6.7,7.8,
25,Anthony Lamb,GSW,51,27,24,20.0,26.7,19.7,1.7,0.2,3.6,5.0,2.2,6.3,8.3,
26,Austin Reaves,LAL,54,27,27,27.8,27.6,27.1,2.9,0.4,5.4,7.1,3.4,10.3,12.4,
27,Austin Rivers,MIN,51,24,27,19.9,17.8,18.5,1.5,0.3,2.4,3.8,1.9,8.3,10.5,
28,Ayo Dosunmu,CHI,67,32,35,26.9,35.0,34.7,2.7,0.5,4.8,6.5,3.3,7.6,9.5,
29,Bam Adebayo,MIA,68,36,32,35.1,41.4,43.1,3.3,0.4,5.8,8.6,3.9,7.9,9.4,
30,Ben Simmons,BKN,42,24,18,26.3,52.2,42.3,6.1,0.6,9.5,15.5,7.0,11.7,13.4,
31,Bennedict Mathurin,IND,67,30,37,27.8,23.1,30.1,1.4,0.3,2.7,3.9,1.9,6.1,8.2,
32,Bismack Biyombo,PHX,51,26,25,13.6,18.0,12.5,0.9,0.1,1.4,2.1,1.0,4.9,5.3,
33,Blake Griffin,BOS,34,21,13,14.3,16.3,12.3,1.3,0.1,2.1,3.6,1.4,7.9,8.8,
34,Blake Wesley,SAS,25,6,19,17.0,25.2,26.9,2.2,0.8,4.8,6.1,3.3,8.9,13.0,
35,Boban Marjanovic,HOU,25,4,21,4.7,3.8,3.8,0.2,0.0,0.4,0.4,0.2,5.3,6.4,
36,Bobby Portis,MIL,60,40,20,26.0,35.7,23.4,1.6,0.2,2.9,4.3,1.9,4.5,5.4,
37,Bogdan Bogdanovic,ATL,45,22,23,28.3,26.8,29.2,2.8,0.3,5.0,7.2,3.5,10.5,12.9,
38,Bojan Bogdanovic,DET,58,15,43,32.0,26.0,34.4,2.6,0.4,5.6,6.9,3.3,9.9,12.5,
39,Bol Bol,ORL,67,26,41,21.4,13.2,12.6,0.9,0.1,1.6,2.3,1.0,6.9,7.9,
40,Bones Hyland,LAC,47,30,17,19.0,31.6,37.5,2.8,0.5,5.2,7.1,3.7,9.0,11.7,
41,Bradley Beal,WAS,49,24,25,33.5,42.8,56.0,5.4,0.9,10.9,14.5,7.0,12.6,16.4,
42,Brandon Boston Jr.,LAC,21,8,13,11.7,12.8,14.3,0.9,0.2,2.1,2.1,1.0,7.1,8.2,
43,Brandon Clarke,MEM,56,32,24,19.5,20.0,17.9,1.3,0.2,2.5,3.4,1.6,6.4,8.1,
44,Brandon Ingram,NOP,34,15,19,33.2,38.6,53.3,5.0,0.7,10.4,13.5,6.4,13.0,16.5,
45,Braxton Key,DET,3,0,3,3.0,2.7,1.7,0.0,0.0,0.3,0.0,0.0,0.0,0.0,
46,Brook Lopez,MIL,69,50,19,30.7,20.6,22.7,1.3,0.2,2.3,3.5,1.6,6.4,7.6,
47,Bruce Brown,DEN,71,48,23,28.1,38.5,37.6,3.4,0.6,5.3,8.3,4.0,8.7,10.5,
48,Bruno Fernando,ATL,34,10,24,10.9,15.3,10.5,0.9,0.1,1.6,2.5,1.1,6.0,6.9,
49,Bryce McGowens,CHA,36,11,25,14.8,10.0,9.9,0.8,0.1,1.3,1.9,0.9,8.1,9.4,
50,Bryn Forbes,MIN,25,9,16,10.7,7.5,8.9,0.7,0.1,1.0,1.8,0.8,9.1,11.2,
51,Buddy Boeheim,DET,6,1,5,10.9,6.5,6.5,0.5,0.0,1.2,1.5,0.5,7.7,7.7,
52,Buddy Hield,IND,71,32,39,31.7,42.6,39.2,2.7,0.6,5.0,7.2,3.6,6.4,8.5,
53,CJ McCollum,NOP,64,30,34,35.2,50.6,65.0,6.0,0.6,10.9,15.6,7.5,11.8,14.7,
54,Cade Cunningham,DET,12,3,9,33.3,50.3,65.8,6.0,0.4,12.6,17.3,8.3,11.9,16.4,
55,Caleb Houstan,ORL,42,15,27,15.1,8.7,6.7,0.5,0.0,0.8,1.2,0.5,5.2,5.8,
56,Caleb Martin,MIA,62,33,29,29.8,28.3,25.7,1.6,0.3,3.5,4.7,2.2,5.8,7.7,
57,Cam Reddish,POR,36,13,23,25.0,17.9,21.1,1.5,0.2,2.8,3.8,1.8,8.5,9.8,
58,Cam Thomas,BKN,52,28,24,16.6,17.8,23.2,1.4,0.3,2.6,3.6,1.7,8.1,9.7,
59,Cameron Johnson,BKN,32,19,13,28.0,24.3,25.2,1.6,0.3,3.4,4.7,2.3,6.7,9.4,
60,Cameron Payne,PHX,39,21,18,21.4,39.5,42.6,4.7,0.8,9.1,11.6,6.0,11.9,15.2,
61,Caris LeVert,CLE,67,40,27,30.0,33.8,34.9,4.0,0.4,6.9,10.1,4.8,11.8,14.3,
62,Carlik Jones,CHI,1,0,1,21.7,28.0,25.0,2.0,0.0,4.0,4.0,2.0,7.1,7.1,
63,Cedi Osman,CLE,68,42,26,20.6,20.1,21.4,1.5,0.3,2.4,3.8,2.0,7.5,9.7,
64,Charles Bassey,SAS,35,9,26,14.5,19.3,12.6,1.3,0.1,2.1,3.4,1.6,7.0,8.1,
65,Chima Moneke,SAC,2,1,1,4.0,4.0,4.0,0.5,0.0,0.0,1.0,0.5,12.5,12.5,
66,Chimezie Metu,SAC,57,36,21,10.9,11.3,9.0,0.7,0.1,1.1,1.9,0.8,6.2,7.5,
67,Chris Boucher,TOR,66,33,33,19.8,14.6,11.2,0.4,0.0,0.8,1.0,0.5,2.8,3.4,
68,Chris Duarte,IND,45,19,26,19.8,19.9,20.6,1.4,0.1,2.5,3.4,1.6,7.0,7.9,
69,Chris Paul,PHX,50,26,24,32.1,57.5,61.4,9.2,1.0,17.1,23.4,11.3,15.9,19.6,
70,Chris Silva,DAL,1,1,0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
71,Christian Braun,DEN,66,44,22,14.5,12.1,10.0,0.7,0.1,1.2,1.8,0.8,6.1,7.0,
72,Christian Koloko,TOR,49,24,25,14.0,11.3,8.4,0.5,0.1,0.7,1.1,0.6,4.2,5.1,
73,Christian Wood,DAL,58,31,27,26.7,31.0,29.0,1.7,0.3,3.2,4.6,2.2,5.6,7.1,
74,Chuma Okeke,ORL,22,6,16,18.8,16.9,12.2,1.2,0.2,2.0,3.0,1.5,7.0,8.6,
75,Clint Capela,ATL,55,29,26,26.6,26.0,14.5,0.9,0.2,1.5,2.2,1.1,3.4,4.2,
76,Coby White,CHI,61,29,32,22.6,25.8,27.1,2.3,0.4,4.0,6.0,3.0,9.1,11.5,
77,Cody Martin,CHA,7,2,5,19.1,15.1,13.6,1.6,0.0,2.4,4.1,1.6,10.4,10.4,
78,Cody Zeller,MIA,10,4,6,13.0,15.2,11.3,0.6,0.3,1.3,1.8,1.0,3.9,6.6,
79,Cole Anthony,ORL,52,23,29,25.5,38.7,39.4,3.9,0.3,7.2,10.2,4.7,10.1,12.1,
80,Cole Swider,LAL,6,1,5,6.7,7.5,5.3,0.7,0.0,1.0,1.7,0.7,8.9,8.9,
81,Collin Sexton,UTA,47,24,23,24.0,31.2,38.5,2.9,0.3,5.9,7.5,3.4,9.2,10.8,
82,Corey Kispert,WAS,63,28,35,27.5,21.8,19.8,1.2,0.1,2.1,3.1,1.5,5.4,6.9,
83,Cory Joseph,DET,53,11,42,18.3,30.4,33.5,3.4,0.3,5.9,9.0,3.9,11.1,12.9,
84,D'Angelo Russell,LAL,64,33,31,32.5,61.4,66.9,6.2,0.7,10.6,16.0,7.7,10.1,12.5,
85,Daishen Nix,HOU,47,12,35,16.7,30.6,29.4,2.6,0.3,4.9,6.3,3.0,8.3,9.9,
86,Dalano Banton,TOR,27,14,13,9.3,14.9,15.3,1.1,0.1,1.8,2.7,1.3,7.2,8.4,
87,Dalen Terry,CHI,27,13,14,5.0,5.3,4.6,0.6,0.0,0.8,1.3,0.5,11.3,9.9,
88,Damian Jones,UTA,31,10,21,9.8,7.5,5.1,0.3,0.1,0.5,0.9,0.4,3.9,5.6,
89,Damian Lillard,POR,57,26,31,36.4,56.4,74.8,7.2,1.0,12.8,18.7,9.0,12.9,16.0,
90,Damion Lee,PHX,70,38,32,20.7,20.6,19.5,1.4,0.2,2.8,3.6,1.7,6.8,8.4,
91,Daniel Gafford,WAS,69,30,39,19.7,21.1,14.0,1.0,0.0,1.4,2.6,1.1,4.9,5.4,
92,Daniel Theis,IND,7,1,6,15.5,16.3,17.6,1.3,0.1,1.6,3.4,1.4,7.9,8.8,
93,Danny Green,CLE,9,5,4,9.8,9.9,8.2,0.2,0.1,1.1,0.7,0.3,2.2,3.4,
94,Danuel House Jr.,PHI,46,32,14,14.0,11.6,10.4,0.7,0.2,1.3,1.8,0.9,5.8,7.9,
95,Dario Saric,OKC,52,25,27,14.3,16.8,13.9,1.4,0.1,2.2,3.5,1.6,8.1,9.2,
96,Darius Bazley,PHX,39,18,21,14.9,16.7,11.5,0.9,0.1,1.4,2.3,0.9,5.2,5.7,
97,Darius Days,HOU,4,0,4,6.2,7.5,5.5,0.3,0.0,0.8,0.8,0.3,3.3,3.3,
98,Darius Garland,CLE,62,35,27,35.2,52.5,68.5,7.8,0.9,13.0,18.9,9.5,14.9,18.0,
99,David Duke Jr.,BKN,18,7,11,9.6,8.2,9.7,0.9,0.0,1.8,2.7,1.0,10.9,12.2,
100,David Roddy,MEM,58,36,22,16.9,12.1,12.7,0.7,0.1,1.4,1.6,0.9,5.4,7.1,
101,Davion Mitchell,SAC,69,42,27,17.9,27.2,29.9,2.2,0.4,4.2,6.0,2.9,8.0,10.8,
102,Davis Bertans,DAL,39,19,20,10.7,8.8,8.1,0.5,0.1,0.8,1.1,0.6,5.2,6.4,
103,Davon Reed,LAL,40,26,14,8.4,12.2,10.1,0.5,0.1,1.1,1.3,0.7,4.3,5.3,
104,Day'Ron Sharpe,BKN,37,16,21,11.1,13.2,9.2,0.8,0.0,1.2,1.9,0.9,5.9,6.5,
105,De'Aaron Fox,SAC,63,40,23,34.0,52.9,67.9,6.2,0.4,12.0,16.3,7.3,11.6,13.8,
106,De'Andre Hunter,ATL,61,33,28,32.0,22.4,23.1,1.4,0.1,2.9,3.7,1.7,6.4,7.5,
107,De'Anthony Melton,PHI,67,46,21,27.8,37.1,31.5,2.7,0.4,5.0,7.5,3.5,7.2,9.4,
108,DeAndre Jordan,DEN,35,22,13,14.3,14.0,10.7,0.9,0.0,1.3,2.3,1.0,6.3,6.9,
109,DeMar DeRozan,CHI,63,31,32,36.6,35.9,51.8,5.1,1.2,9.6,13.4,6.7,14.3,18.6,
110,Dean Wade,CLE,39,27,12,19.9,17.2,12.2,0.8,0.2,1.7,2.3,1.0,4.8,5.8,
111,Deandre Ayton,PHX,61,30,31,30.4,35.3,27.3,1.8,0.1,2.6,4.5,2.0,5.2,5.8,
112,Dejounte Murray,ATL,66,33,33,36.4,48.9,58.0,6.0,0.5,10.4,14.9,7.0,12.3,14.2,
113,Delon Wright,WAS,42,23,19,24.0,37.7,35.7,3.9,0.4,7.0,10.1,4.6,10.2,12.1,
114,Deni Avdija,WAS,69,31,38,25.9,31.1,24.3,2.5,0.4,4.6,6.7,3.2,8.1,10.4,
115,Dennis Schroder,LAL,59,31,28,30.0,40.0,45.1,4.5,0.6,8.5,11.7,5.5,11.3,13.7,
116,Dennis Smith Jr.,CHA,50,16,34,25.7,40.2,42.6,4.7,0.4,9.6,12.5,5.8,11.8,14.5,
117,Deonte Burton,SAC,2,1,1,3.3,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
118,Dereon Seabron,NOP,5,2,3,2.3,1.6,2.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,
119,Derrick Jones Jr.,CHI,52,22,30,13.5,13.4,9.8,0.6,0.1,0.9,1.7,0.7,4.3,5.3,
120,Derrick Rose,NYK,27,12,15,12.5,19.1,22.6,1.7,0.1,3.0,4.2,2.0,8.9,10.3,
121,Derrick White,BOS,72,49,23,28.0,34.8,36.0,3.9,0.5,6.3,10.0,4.5,11.1,13.0,
122,Desmond Bane,MEM,48,30,18,31.2,41.0,47.3,4.3,0.8,7.6,11.1,5.5,10.4,13.5,
123,Devin Booker,PHX,44,27,17,34.5,35.1,55.4,5.5,1.0,11.0,14.4,6.9,15.6,19.6,
124,Devin Vassell,SAS,36,12,24,31.2,33.4,39.4,3.6,0.5,6.6,9.5,4.4,10.7,13.1,
125,Devon Dotson,WAS,6,1,5,8.9,14.0,12.0,1.3,0.0,3.0,3.3,1.3,9.5,9.5,
126,Devonte' Graham,SAS,66,30,36,17.8,25.9,26.9,2.7,0.2,4.8,6.4,3.0,10.3,11.7,
127,Dewayne Dedmon,PHI,33,20,13,11.0,13.4,10.1,0.5,0.1,0.9,1.3,0.6,4.1,4.8,
128,Dillon Brooks,MEM,64,40,24,30.5,24.4,31.0,2.5,0.2,4.4,6.3,3.0,10.4,12.3,
129,Domantas Sabonis,SAC,68,42,26,34.7,64.9,50.7,7.2,0.3,12.6,19.2,8.0,11.0,12.3,
130,Dominick Barlow,SAS,17,2,15,11.7,9.5,7.3,0.6,0.0,1.1,1.5,0.6,6.2,6.8,
131,Donovan Mitchell,CLE,61,39,22,35.5,40.7,57.4,4.6,0.8,8.9,11.7,5.9,11.3,14.4,
132,Donte DiVincenzo,GSW,61,33,28,26.7,38.8,33.7,3.4,0.6,6.3,8.9,4.4,8.8,11.5,
133,Dorian Finney-Smith,BKN,57,26,31,31.2,28.9,23.8,1.6,0.4,3.2,4.2,2.1,5.4,7.2,
134,Doug McDermott,SAS,58,18,40,20.7,18.2,19.8,1.5,0.3,2.8,3.7,1.9,8.2,10.4,
135,Draymond Green,GSW,62,32,30,31.5,61.5,48.0,6.8,0.7,13.5,18.4,8.3,11.0,13.6,
136,Drew Eubanks,POR,69,29,40,19.7,21.1,13.3,1.2,0.1,2.4,3.4,1.4,5.8,6.9,
137,Dru Smith,BKN,10,4,6,12.4,17.5,16.7,1.5,0.0,2.6,3.5,1.6,8.6,9.1,
138,Duane Washington Jr.,NYK,31,17,14,12.7,19.3,24.7,2.0,0.2,4.0,5.3,2.5,10.6,12.7,
139,Duncan Robinson,MIA,35,16,19,16.5,16.2,17.0,1.1,0.2,2.5,3.0,1.6,6.9,9.7,
140,Dwight Powell,DAL,66,35,31,20.0,20.5,14.2,0.9,0.1,1.9,2.4,1.2,4.4,5.6,
141,Dylan Windler,CLE,2,2,0,4.0,6.5,6.0,0.5,0.0,0.5,1.0,0.5,7.7,7.7,
142,Dyson Daniels,NOP,49,25,24,18.6,23.7,18.9,2.4,0.2,4.4,6.3,3.0,10.2,12.6,
143,Edmond Sumner,BKN,48,28,20,14.4,16.2,19.0,1.4,0.3,2.6,3.5,1.8,8.7,11.2,
144,Eric Gordon,LAC,60,19,41,29.3,26.8,33.0,2.8,0.4,4.9,7.0,3.5,10.3,13.0,
145,Eugene Omoruyi,DET,32,10,22,14.4,11.5,11.0,0.6,0.1,0.7,1.3,0.7,5.1,6.0,
146,Evan Fournier,NYK,23,13,10,18.0,15.2,17.0,1.5,0.2,2.9,3.9,1.8,10.0,11.7,
147,Evan Mobley,CLE,71,43,28,34.2,42.2,30.8,2.7,0.4,4.7,7.1,3.4,6.5,8.0,
148,Facundo Campazzo,DAL,8,2,6,6.5,12.0,11.6,1.1,0.0,2.6,3.5,1.5,9.4,12.5,
149,Frank Jackson,UTA,1,0,1,5.1,7.0,7.0,1.0,0.0,0.0,2.0,1.0,14.3,14.3,
150,Frank Kaminsky,HOU,33,12,21,6.4,10.8,8.7,0.8,0.0,1.5,2.2,1.0,7.8,9.0,
151,Frank Ntilikina,DAL,42,19,23,11.6,12.1,11.6,1.1,0.1,1.9,3.0,1.2,9.0,10.0,
152,Franz Wagner,ORL,71,28,43,32.9,34.6,42.3,3.5,0.4,7.1,9.4,4.4,10.1,12.6,
153,Fred VanVleet,TOR,60,29,31,37.0,62.8,69.9,7.0,0.7,13.1,17.5,8.3,11.2,13.2,
154,Furkan Korkmaz,PHI,29,21,8,9.4,9.4,10.5,0.7,0.2,1.5,1.6,0.9,7.0,9.5,
155,Gabe Vincent,MIA,59,32,27,26.3,32.1,35.2,2.5,0.3,4.9,6.5,3.1,7.7,9.6,
156,Garrett Temple,NOP,20,12,8,7.1,6.9,6.3,0.6,0.2,1.1,1.3,0.8,8.0,11.7,
157,Garrison Mathews,ATL,48,13,35,12.7,9.4,9.7,0.5,0.1,0.8,1.3,0.6,5.1,6.2,
158,Gary Harris,ORL,41,17,24,25.0,14.1,17.8,1.2,0.2,2.4,3.1,1.5,8.6,10.7,
159,Gary Payton II,GSW,15,8,7,17.0,19.1,11.8,1.5,0.1,3.0,4.0,1.7,7.7,8.7,
160,Gary Trent Jr.,TOR,63,30,33,32.6,22.2,32.5,1.6,0.3,3.3,4.2,2.0,7.1,9.1,
161,George Hill,IND,41,26,15,18.7,26.0,25.3,2.4,0.2,4.2,6.0,2.8,9.3,10.6,
162,Georges Niang,PHI,67,46,21,19.3,21.3,16.2,1.0,0.1,1.5,2.8,1.2,4.9,5.8,
163,Giannis Antetokounmpo,MIL,56,42,14,32.5,46.0,55.7,5.6,0.7,11.3,14.9,6.4,12.1,14.0,
164,Goga Bitadze,ORL,29,9,20,10.4,12.0,9.0,0.9,0.1,1.3,2.3,1.0,7.8,8.6,
165,Goran Dragic,MIL,50,22,28,15.5,26.1,27.3,2.7,0.3,4.8,6.9,3.5,10.5,13.2,
166,Gordon Hayward,CHA,46,17,29,31.5,32.2,34.6,4.0,0.6,7.1,10.0,4.8,12.3,15.0,
167,Gorgui Dieng,SAS,24,2,22,9.8,14.1,12.9,1.4,0.0,2.8,3.6,1.6,10.0,11.2,
168,Grant Williams,BOS,69,47,22,26.7,22.0,17.8,1.7,0.2,2.7,4.7,2.0,7.7,9.0,
169,Grayson Allen,MIL,65,48,17,27.8,25.3,25.2,2.3,0.5,4.3,6.1,3.0,9.1,11.7,
170,Greg Brown III,POR,16,10,6,5.8,2.8,3.2,0.2,0.0,0.3,0.5,0.2,6.7,6.7,
171,Hamidou Diallo,DET,55,12,43,17.7,18.3,15.9,1.0,0.1,1.6,2.5,1.1,5.4,6.0,
172,Harrison Barnes,SAC,70,43,27,32.9,33.4,27.4,1.6,0.3,3.5,4.3,2.0,4.8,6.1,
173,Haywood Highsmith,MIA,48,25,23,18.3,14.9,11.3,0.7,0.1,1.9,2.0,0.9,4.7,6.0,
174,Herbert Jones,NOP,55,23,32,29.1,32.1,24.9,2.3,0.2,4.1,5.9,2.6,7.3,8.1,
175,Immanuel Quickley,NYK,71,42,29,28.4,35.9,40.0,3.2,0.5,6.2,8.2,3.8,8.9,10.7,
176,Isaac Okoro,CLE,73,45,28,21.8,14.0,12.0,1.2,0.2,1.9,2.8,1.5,8.2,10.5,
177,Isaiah Hartenstein,NYK,72,42,30,19.6,24.0,12.4,1.0,0.1,2.0,2.5,1.1,4.0,4.7,
178,Isaiah Jackson,IND,52,21,31,15.3,15.2,12.7,0.8,0.1,1.5,2.3,1.1,5.6,7.5,
179,Isaiah Joe,OKC,63,32,31,18.1,15.6,16.4,1.2,0.2,1.9,3.0,1.5,7.4,9.5,
180,Isaiah Livers,DET,45,10,35,22.4,18.5,15.2,0.7,0.2,1.6,1.8,0.9,3.8,4.8,
181,Isaiah Mobley,CLE,9,6,3,3.4,4.3,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
182,Isaiah Roby,SAS,41,9,32,11.3,13.6,10.4,0.9,0.0,1.8,2.3,1.0,6.8,7.7,
183,Isaiah Stewart,DET,49,12,37,28.3,27.4,21.1,1.4,0.1,2.2,3.5,1.5,5.1,5.6,
184,Isaiah Todd,WAS,4,2,2,3.1,3.3,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
185,Ish Smith,DEN,36,22,14,9.0,16.5,17.4,2.1,0.2,3.9,5.4,2.5,12.8,15.3,
186,Ish Wainright,PHX,53,28,25,15.3,11.1,9.5,0.9,0.1,1.5,2.4,1.0,8.5,9.4,
187,Ivica Zubac,LAC,66,37,29,29.2,32.6,19.1,1.1,0.2,1.8,2.7,1.3,3.3,4.0,
188,JD Davison,BOS,8,7,1,2.3,2.1,2.6,0.4,0.0,0.5,0.9,0.4,17.6,17.6,
189,JT Thor,CHA,59,17,42,11.9,11.9,8.0,0.4,0.1,0.8,1.1,0.5,3.7,4.4,
190,Ja Morant,MEM,53,34,19,32.5,48.0,65.0,8.2,0.7,14.5,20.6,9.5,17.1,19.7,
191,JaMychal Green,GSW,52,26,26,14.3,16.7,13.5,0.9,0.1,1.9,2.5,1.1,5.5,6.6,
192,JaVale McGee,DAL,37,18,19,8.0,7.5,5.6,0.3,0.0,0.5,0.7,0.3,3.6,3.9,
193,Jabari Smith Jr.,HOU,68,17,51,30.6,31.4,24.3,1.2,0.2,2.0,3.0,1.6,3.9,5.0,
194,Jabari Walker,POR,46,20,26,8.7,6.7,5.1,0.5,0.1,0.9,1.2,0.6,7.1,8.7,
195,Jack White,DEN,16,12,4,3.2,3.5,2.8,0.2,0.0,0.1,0.4,0.2,5.4,5.4,
196,Jaden Hardy,DAL,37,18,19,13.8,13.9,18.6,1.1,0.2,2.6,3.3,1.6,7.6,11.5,
197,Jaden Ivey,DET,63,15,48,30.4,35.4,45.2,4.9,0.3,9.0,12.8,5.8,13.9,16.4,
198,Jaden McDaniels,MIN,69,34,35,30.9,27.4,24.3,2.0,0.2,3.2,5.0,2.4,7.3,8.8,
199,Jaden Springer,PHI,10,10,0,4.0,2.1,2.6,0.4,0.0,0.4,1.0,0.4,19.0,19.0,
200,Jae Crowder,MIL,11,9,2,18.7,22.2,12.4,1.4,0.3,2.7,3.3,1.7,6.1,7.8,
201,Jae'Sean Tate,HOU,31,7,24,21.9,30.4,30.2,2.7,0.2,5.5,7.4,3.2,8.9,10.6,
202,Jake LaRavia,MEM,33,22,11,11.9,10.7,8.0,0.6,0.2,1.3,1.6,0.8,6.0,7.4,
203,Jakob Poeltl,TOR,61,20,41,26.7,41.4,29.3,2.9,0.3,4.5,7.2,3.4,7.0,8.2,
204,Jalen Brunson,NYK,63,37,26,34.9,58.7,70.8,6.1,0.8,11.7,16.2,7.5,10.4,12.8,
205,Jalen Duren,DET,57,15,42,24.7,26.8,14.0,1.1,0.1,1.7,2.9,1.4,4.2,5.0,
206,Jalen Green,HOU,65,16,49,34.0,39.9,53.3,3.6,0.6,6.5,9.1,4.6,8.9,11.6,
207,Jalen Johnson,ATL,64,32,32,14.5,15.7,8.6,1.0,0.0,1.9,2.5,1.1,6.5,7.0,
208,Jalen McDaniels,PHI,70,26,44,24.5,26.3,21.2,1.7,0.2,3.1,4.4,2.0,6.5,7.7,
209,Jalen Smith,IND,59,29,30,18.5,19.9,16.6,1.0,0.2,1.3,2.5,1.2,4.9,5.9,
210,Jalen Suggs,ORL,45,17,28,23.7,32.1,30.6,3.2,0.2,4.9,7.7,3.5,9.8,11.0,
211,Jalen Williams,OKC,65,32,33,29.8,31.7,32.9,3.2,0.4,5.5,8.2,3.8,10.2,12.1,
212,Jamal Cain,MIA,15,8,7,12.4,7.7,6.6,0.6,0.1,0.9,1.6,0.7,7.8,8.6,
213,Jamal Murray,DEN,58,39,19,33.0,49.1,60.4,6.1,0.9,10.4,15.1,7.6,12.4,15.4,
214,Jamaree Bouyea,WAS,5,2,3,14.1,19.6,18.2,0.8,0.0,1.4,1.8,1.0,4.1,5.1,
215,James Bouknight,CHA,26,5,21,13.6,11.9,13.1,1.1,0.0,1.7,2.5,1.1,9.0,9.0,
216,James Harden,PHI,52,36,16,36.8,69.7,78.7,10.8,1.2,17.5,28.1,13.6,15.5,19.5,
217,James Johnson,IND,14,6,8,8.8,8.6,8.6,0.7,0.1,1.8,2.1,0.9,8.3,10.7,
218,James Wiseman,DET,35,10,25,18.2,21.7,13.1,0.7,0.0,1.0,1.7,0.7,3.0,3.3,
219,Jared Butler,OKC,2,1,1,9.6,13.5,13.0,2.0,0.0,4.5,5.5,2.0,14.8,14.8,
220,Jared Rhoden,DET,6,1,5,8.5,5.8,4.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0,
221,Jaren Jackson Jr.,MEM,53,33,20,28.1,22.9,24.1,0.9,0.2,1.8,2.2,1.2,3.9,5.2,
222,Jarred Vanderbilt,LAL,68,35,33,24.4,24.6,17.3,2.6,0.2,4.6,7.1,3.0,10.5,12.3,
223,Jarrett Allen,CLE,62,39,23,33.0,30.8,23.4,1.7,0.2,3.0,4.5,2.1,5.4,6.7,
