,PLAYER,TEAM,GP,W,L,MIN,REB,Contested REB,Contested REB%,REB Chances,REB Chance%,Deferred REB Chances,Adjusted REB Chance%,AVG REB Distance
36,Bobby Portis,MIL,51,34,17,26.1,9.8,3.5,35.4,15.8,62.0,1.0,66.3,5.1
37,Bogdan Bogdanovic,ATL,38,19,19,29.2,3.3,0.6,19.2,5.8,56.8,0.5,62.5,7.9
38,Bojan Bogdanovic,DET,58,15,43,32.0,3.8,0.7,18.3,7.1,53.0,0.4,56.6,8.9
39,Bol Bol,ORL,59,24,35,22.5,6.0,1.6,26.9,8.7,68.7,0.5,72.8,5.4
40,Bones Hyland,LAC,47,30,17,19.0,2.2,0.5,23.1,4.1,53.3,0.3,57.1,8.4
41,Bradley Beal,WAS,40,22,18,33.1,3.6,1.0,27.1,6.7,54.1,0.4,57.8,8.4
42,Brandon Boston Jr.,LAC,21,8,13,11.7,1.4,0.4,31.0,2.8,49.2,0.1,51.8,7.7
43,Brandon Clarke,MEM,56,32,24,19.5,5.5,2.6,47.1,10.9,50.9,0.7,54.5,5.2
44,Brandon Ingram,NOP,29,13,16,33.0,5.1,1.3,25.9,8.4,60.0,0.6,64.5,7.2
45,Braxton Key,DET,3,0,3,3.0,0.3,0.3,100.0,1.0,33.3,0.3,50.0,2.8
46,Brook Lopez,MIL,61,44,17,30.3,6.6,3.4,51.2,11.9,55.6,1.0,60.7,6.2
47,Bruce Brown,DEN,63,45,18,28.5,3.9,1.0,26.7,7.4,52.7,0.6,56.9,7.0
48,Bruno Fernando,ATL,33,10,23,11.2,3.8,1.5,41.1,7.8,48.2,0.5,51.9,4.9
49,Bryce McGowens,CHA,29,9,20,14.4,1.8,0.6,30.8,3.0,59.8,0.1,61.2,8.6
50,Bryn Forbes,MIN,25,9,16,10.7,0.6,0.2,33.3,1.2,50.0,0.0,51.7,11.8
51,Buddy Boeheim,DET,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Buddy Hield,IND,64,28,36,32.0,4.9,0.8,17.3,9.3,52.9,0.9,58.4,8.3
53,CJ McCollum,NOP,57,27,30,35.1,4.3,0.6,14.6,7.4,58.9,0.4,62.2,10.2
54,Cade Cunningham,DET,12,3,9,33.3,6.2,1.8,29.7,10.7,57.8,0.5,60.7,7.1
55,Caleb Houstan,ORL,36,13,23,15.6,2.1,0.7,32.5,4.3,49.4,0.4,53.8,8.2
56,Caleb Martin,MIA,54,27,27,29.9,5.0,1.3,25.4,9.2,54.6,0.8,60.0,8.2
57,Cam Reddish,POR,28,11,17,23.6,1.8,0.4,23.5,3.8,48.1,0.4,53.7,10.9
58,Cam Thomas,BKN,46,26,20,17.2,1.7,0.3,20.0,3.9,44.7,0.4,50.3,7.8
59,Cameron Johnson,BKN,25,15,10,26.5,3.8,0.9,24.2,6.8,56.2,0.6,61.3,7.4
60,Cameron Payne,PHX,32,18,14,22.7,2.3,0.3,12.0,4.5,51.7,0.3,56.0,9.6
61,Caris LeVert,CLE,59,34,25,30.0,3.9,0.9,24.2,6.4,61.3,0.5,66.6,8.4
62,Carlik Jones,CHI,1,0,1,21.7,3.0,2.0,66.7,4.0,75.0,0.0,75.0,9.0
63,Cedi Osman,CLE,61,37,24,20.8,2.2,0.5,21.3,4.1,54.0,0.4,59.6,8.4
64,Charles Bassey,SAS,30,7,23,14.2,5.6,2.0,35.5,9.3,60.8,0.8,66.3,4.8
65,Chima Moneke,SAC,2,1,1,4.0,1.0,0.0,0.0,2.0,50.0,0.0,50.0,11.2
66,Chimezie Metu,SAC,49,30,19,11.2,3.2,1.2,38.6,5.4,59.8,0.3,63.5,4.5
67,Chris Boucher,TOR,58,29,29,20.5,5.8,2.8,48.2,10.1,57.3,0.7,61.3,4.3
68,Chris Duarte,IND,40,16,24,19.1,2.6,0.5,18.6,5.2,49.0,0.5,54.3,8.0
69,Chris Paul,PHX,43,23,20,32.1,4.2,0.7,16.1,6.9,61.0,0.4,65.0,9.2
70,Chris Silva,DAL,1,1,0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
71,Christian Braun,DEN,59,42,17,14.8,2.3,0.7,28.9,4.1,56.3,0.3,60.5,7.5
72,Christian Koloko,TOR,46,21,25,14.4,3.2,1.8,56.5,7.1,45.0,0.6,48.8,5.3
73,Christian Wood,DAL,52,28,24,27.0,7.8,3.1,40.0,12.3,63.8,0.9,68.7,4.9
74,Chuma Okeke,ORL,20,5,15,20.4,3.9,1.2,30.8,6.6,59.1,0.4,62.9,8.0
75,Clint Capela,ATL,47,26,21,26.8,11.3,5.8,51.2,17.4,65.0,0.7,67.7,4.5
76,Coby White,CHI,55,25,30,22.5,2.7,0.7,24.5,5.1,52.1,0.4,56.5,8.5
77,Cody Martin,CHA,7,2,5,19.1,3.4,1.3,37.5,5.1,66.7,0.3,70.6,10.0
78,Cody Zeller,MIA,5,1,4,14.4,2.6,1.6,61.5,7.8,33.3,0.8,37.1,4.1
79,Cole Anthony,ORL,44,21,23,25.0,4.5,0.8,18.5,7.6,59.9,0.7,66.2,7.5
80,Cole Swider,LAL,6,1,5,6.7,1.2,0.8,71.4,2.0,58.3,0.0,58.3,4.0
81,Collin Sexton,UTA,47,24,23,24.0,2.2,0.5,24.0,4.3,51.0,0.3,54.5,10.1
82,Corey Kispert,WAS,54,26,28,26.9,2.7,0.7,25.0,5.0,54.4,0.3,58.3,8.5
83,Cory Joseph,DET,44,10,34,16.2,1.4,0.4,26.7,3.5,39.0,0.4,44.1,10.4
84,D'Angelo Russell,LAL,58,30,28,32.4,3.1,0.7,21.2,6.2,50.1,0.7,56.5,10.1
85,Daishen Nix,HOU,45,11,34,16.2,1.7,0.4,25.0,3.2,53.5,0.2,58.0,8.3
86,Dalano Banton,TOR,27,14,13,9.3,1.3,0.4,30.6,2.7,48.6,0.2,52.2,6.8
87,Dalen Terry,CHI,25,12,13,5.1,0.7,0.2,29.4,1.9,35.4,0.2,38.6,7.9
88,Damian Jones,UTA,25,7,18,8.7,2.6,1.0,40.0,4.6,56.5,0.2,59.6,6.7
89,Damian Lillard,POR,50,24,26,36.3,4.4,1.0,22.4,8.5,51.4,0.7,55.9,9.3
90,Damion Lee,PHX,64,35,29,21.6,3.1,0.6,19.5,5.4,57.6,0.4,62.7,7.7
91,Daniel Gafford,WAS,60,28,32,19.3,5.4,2.7,48.8,11.2,48.5,0.8,52.3,4.2
92,Daniel Theis,IND,7,1,6,15.5,3.1,1.7,54.5,7.7,40.7,0.6,44.0,4.0
93,Danny Green,CLE,6,2,4,11.9,0.8,0.3,40.0,3.0,27.8,0.0,27.8,5.8
94,Danuel House Jr.,PHI,39,25,14,14.5,1.7,0.2,11.9,3.1,55.8,0.2,59.3,7.2
95,Dario Saric,OKC,44,19,25,14.5,3.8,1.4,37.7,6.8,55.5,0.4,58.6,5.1
96,Darius Bazley,PHX,37,17,20,15.2,3.4,1.1,32.0,6.3,53.4,0.5,57.9,5.8
97,Darius Days,HOU,4,0,4,6.2,1.5,0.3,16.7,3.0,50.0,0.0,50.0,4.7
98,Darius Garland,CLE,55,29,26,35.2,2.7,0.4,14.4,5.6,47.4,0.4,50.7,11.8
99,David Duke Jr.,BKN,17,7,10,8.6,0.9,0.1,6.7,2.2,39.5,0.2,44.1,12.1
100,David Roddy,MEM,50,31,19,16.8,2.5,0.7,27.8,4.4,56.8,0.4,61.8,6.7
101,Davion Mitchell,SAC,61,36,25,18.0,1.3,0.2,15.0,2.7,48.2,0.2,53.0,10.1
102,Davis Bertans,DAL,34,17,17,10.6,0.9,0.3,28.1,2.2,42.1,0.2,47.1,6.9
103,Davon Reed,LAL,39,25,14,8.6,1.5,0.3,22.4,2.6,58.0,0.3,65.9,7.6
104,Day'Ron Sharpe,BKN,35,16,19,10.6,3.8,2.0,52.6,7.5,50.8,0.4,53.8,4.3
105,De'Aaron Fox,SAC,56,35,21,34.1,4.3,0.9,20.3,7.4,58.4,0.5,62.6,8.8
106,De'Andre Hunter,ATL,53,30,23,31.8,4.3,1.2,28.1,7.9,54.3,0.8,60.2,7.5
107,De'Anthony Melton,PHI,59,38,21,28.3,4.1,1.3,31.0,7.4,55.3,0.7,61.0,7.8
108,DeAndre Jordan,DEN,35,22,13,14.3,4.8,2.0,41.1,7.9,61.1,0.5,65.6,4.4
109,DeMar DeRozan,CHI,57,27,30,36.1,4.4,0.9,19.9,8.1,54.2,0.8,60.3,8.7
110,Dean Wade,CLE,35,23,12,20.8,3.6,1.0,27.6,6.5,55.9,0.6,61.4,6.7
111,Deandre Ayton,PHX,55,27,28,30.3,10.1,4.2,41.7,15.6,64.7,1.2,69.9,4.6
112,Dejounte Murray,ATL,58,30,28,36.4,5.4,1.4,25.6,9.8,55.4,0.9,61.2,7.3
113,Delon Wright,WAS,33,21,12,23.2,3.3,0.8,25.7,5.7,58.3,0.4,62.6,10.1
114,Deni Avdija,WAS,60,29,31,26.4,6.4,1.9,30.3,10.9,58.6,1.1,65.2,4.9
115,Dennis Schroder,LAL,51,26,25,30.3,2.5,0.3,10.3,4.8,51.2,0.4,56.0,10.9
116,Dennis Smith Jr.,CHA,43,14,29,25.2,2.8,0.7,26.1,5.9,47.2,0.7,53.6,8.4
117,Deonte Burton,SAC,2,1,1,3.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
118,Dereon Seabron,NOP,5,2,3,2.3,0.2,0.2,100.0,1.4,14.3,0.2,16.7,1.8
119,Derrick Jones Jr.,CHI,48,19,29,14.4,2.5,1.4,55.5,4.7,52.4,0.3,55.9,5.6
120,Derrick Rose,NYK,27,12,15,12.5,1.5,0.3,20.0,2.9,51.9,0.1,54.1,10.4
121,Derrick White,BOS,64,45,19,27.6,3.3,0.9,28.3,6.1,53.9,0.6,60.1,8.2
122,Desmond Bane,MEM,40,25,15,31.0,5.1,1.1,20.8,8.7,57.9,0.6,62.2,8.0
123,Devin Booker,PHX,37,24,13,34.1,4.6,0.8,18.1,8.1,57.2,0.5,60.6,8.4
124,Devin Vassell,SAS,30,9,21,31.0,3.9,1.1,27.4,6.6,59.1,0.5,63.9,6.5
125,Devon Dotson,WAS,6,1,5,8.8,1.7,0.5,30.0,2.8,58.8,0.0,58.8,13.2
126,Devonte' Graham,SAS,61,29,32,17.0,1.5,0.2,16.0,3.0,50.8,0.3,56.0,10.6
127,Dewayne Dedmon,PHI,30,17,13,11.7,3.6,1.7,45.9,7.0,51.7,0.7,57.4,5.0
128,Dillon Brooks,MEM,57,35,22,30.3,3.3,0.7,20.3,6.1,53.9,0.5,58.3,8.8
129,Domantas Sabonis,SAC,60,36,24,34.5,12.3,5.0,40.7,21.4,57.8,1.6,62.5,4.0
130,Dominick Barlow,SAS,12,1,11,9.6,2.4,0.9,37.9,4.0,60.4,0.5,69.0,6.4
131,Donovan Mitchell,CLE,54,34,20,35.5,4.0,1.0,24.9,6.9,57.9,0.3,60.8,9.0
132,Donte DiVincenzo,GSW,53,31,22,26.0,4.3,0.9,21.1,7.5,57.7,0.6,62.8,7.2
133,Dorian Finney-Smith,BKN,49,22,27,31.6,4.9,2.0,40.2,8.7,56.7,0.7,61.6,6.7
134,Doug McDermott,SAS,54,16,38,20.4,2.1,0.5,25.2,4.0,53.7,0.3,58.1,8.1
135,Draymond Green,GSW,55,30,25,31.4,7.3,2.9,39.8,11.9,61.3,1.0,66.7,5.5
136,Drew Eubanks,POR,61,27,34,19.7,5.1,1.8,35.8,9.1,55.6,0.7,60.0,5.0
137,Dru Smith,BKN,9,4,5,11.2,1.7,0.3,20.0,2.7,62.5,0.4,75.0,10.3
138,Duane Washington Jr.,NYK,31,17,14,12.7,1.2,0.1,5.6,2.1,55.4,0.0,55.4,10.3
139,Duncan Robinson,MIA,32,14,18,17.3,1.9,0.6,30.0,3.3,57.7,0.3,62.5,8.5
140,Dwight Powell,DAL,59,32,27,19.8,4.3,1.8,40.6,9.4,46.4,0.7,50.0,5.9
141,Dyson Daniels,NOP,42,22,20,19.2,3.3,1.2,36.0,5.9,55.8,0.4,59.9,7.7
142,Edmond Sumner,BKN,46,28,18,14.5,1.6,0.3,18.1,3.3,47.7,0.2,50.7,8.6
143,Eric Gordon,LAC,54,14,40,29.3,2.0,0.2,11.0,3.7,54.0,0.2,57.1,11.8
144,Eugene Omoruyi,DET,23,9,14,11.8,2.3,0.7,32.7,5.1,44.4,0.4,48.1,5.9
145,Evan Fournier,NYK,23,13,10,18.0,2.0,0.3,15.6,3.4,57.7,0.3,63.4,9.2
146,Evan Mobley,CLE,63,37,26,34.2,8.9,3.7,41.9,15.3,58.1,1.3,63.3,5.4
147,Facundo Campazzo,DAL,8,2,6,6.5,0.3,0.0,0.0,0.8,33.3,0.1,40.0,13.1
148,Frank Jackson,UTA,1,0,1,5.1,2.0,1.0,50.0,5.0,40.0,0.0,40.0,21.2
149,Frank Kaminsky,HOU,31,11,20,6.7,1.4,0.8,54.5,2.4,60.3,0.0,61.1,3.9
150,Frank Ntilikina,DAL,38,18,20,12.2,1.3,0.3,22.0,2.4,54.9,0.2,61.0,9.1
151,Franz Wagner,ORL,63,26,37,32.8,3.9,0.8,20.7,7.4,53.0,0.6,57.3,9.1
152,Fred VanVleet,TOR,52,25,27,37.0,4.3,0.8,19.1,8.1,53.6,0.8,59.7,10.1
153,Furkan Korkmaz,PHI,25,17,8,10.2,1.2,0.3,24.1,2.1,55.8,0.2,63.0,10.9
154,Gabe Vincent,MIA,50,26,24,26.4,2.3,0.4,17.7,4.2,54.1,0.3,57.9,11.3
155,Garrett Temple,NOP,19,11,8,7.0,0.6,0.2,25.0,1.3,50.0,0.2,60.0,10.3
156,Garrison Mathews,ATL,47,13,34,12.9,1.3,0.3,19.0,2.7,50.0,0.3,56.8,9.2
157,Gary Harris,ORL,35,15,20,24.8,2.2,0.4,19.5,3.9,55.8,0.3,60.6,12.0
158,Gary Payton II,GSW,15,8,7,17.0,2.6,0.8,30.8,5.2,50.0,0.4,54.2,6.5
159,Gary Trent Jr.,TOR,55,26,29,33.2,2.6,0.5,18.9,4.3,60.3,0.3,64.1,10.1
160,George Hill,IND,37,24,13,18.7,1.8,0.4,22.1,4.2,44.2,0.4,48.2,10.1
161,Georges Niang,PHI,59,38,21,19.3,2.4,0.5,22.4,4.8,50.9,0.5,56.3,6.7
162,Giannis Antetokounmpo,MIL,50,38,12,32.3,12.0,3.9,32.3,18.5,64.5,1.4,69.6,5.2
163,Goga Bitadze,ORL,23,8,15,9.4,2.5,1.2,47.4,5.1,48.3,0.8,57.6,3.9
164,Goran Dragic,CHI,50,22,28,15.5,1.3,0.3,19.4,2.8,47.2,0.2,51.5,9.5
165,Gordon Hayward,CHA,39,15,24,31.4,4.3,0.8,19.8,6.6,65.2,0.4,69.9,9.2
166,Gorgui Dieng,SAS,21,2,19,9.6,2.6,0.9,32.7,4.1,63.2,0.1,65.5,6.5
167,Grant Williams,BOS,62,44,18,27.2,4.7,1.8,38.4,8.7,54.2,0.6,58.3,6.5
168,Grayson Allen,MIL,58,43,15,27.6,3.4,0.7,21.0,6.4,52.3,0.6,57.9,9.4
169,Greg Brown III,POR,16,10,6,5.8,1.2,0.4,31.6,1.9,61.3,0.1,65.5,7.1
170,Hamidou Diallo,DET,53,12,41,17.4,3.3,1.1,33.0,5.3,62.2,0.2,64.7,6.8
171,Harrison Barnes,SAC,62,37,25,32.8,4.7,1.5,31.3,8.2,57.9,0.7,63.5,7.9
172,Haywood Highsmith,MIA,45,23,22,19.0,3.6,1.2,33.1,6.5,55.4,0.5,60.4,7.8
173,Herbert Jones,NOP,48,20,28,28.8,3.9,1.5,39.2,7.5,51.5,0.4,54.5,8.1
174,Immanuel Quickley,NYK,64,38,26,27.6,4.0,0.5,12.1,6.8,59.1,0.5,63.5,9.5
175,Isaac Okoro,CLE,65,39,26,21.1,2.6,0.8,29.3,5.1,50.0,0.3,53.4,9.7
176,Isaiah Hartenstein,NYK,65,38,27,19.6,6.6,3.5,52.4,12.5,52.6,0.9,56.7,4.7
177,Isaiah Jackson,IND,46,17,29,15.3,3.9,2.2,56.4,8.1,48.5,0.8,53.6,4.4
178,Isaiah Joe,OKC,55,26,29,17.0,2.3,0.4,16.8,4.3,53.0,0.5,59.8,7.7
179,Isaiah Livers,DET,39,9,30,21.0,2.3,0.8,35.6,4.5,51.4,0.5,57.7,9.0
180,Isaiah Mobley,CLE,8,5,3,3.3,1.4,0.6,45.5,1.6,84.6,0.0,84.6,5.7
181,Isaiah Roby,SAS,41,9,32,11.3,2.5,0.8,31.7,4.2,59.8,0.2,63.4,5.9
182,Isaiah Stewart,DET,49,12,37,28.3,8.0,3.1,39.0,14.1,56.6,1.0,60.8,4.6
183,Isaiah Todd,WAS,4,2,2,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,Ish Smith,DEN,32,21,11,9.9,1.4,0.3,25.0,2.6,52.4,0.3,59.5,7.7
185,Ish Wainright,PHX,46,25,21,15.1,2.1,0.9,43.2,4.0,51.4,0.3,55.9,7.1
186,Ivica Zubac,LAC,60,32,28,29.4,10.1,5.1,50.2,17.9,56.4,1.1,60.1,4.1
187,JD Davison,BOS,6,5,1,2.3,0.3,0.0,0.0,0.5,66.7,0.0,66.7,4.1
188,JT Thor,CHA,52,15,37,11.7,1.8,0.7,39.4,3.0,61.0,0.2,64.8,7.6
189,Ja Morant,MEM,53,34,19,32.5,6.0,1.4,24.0,11.2,53.5,0.8,57.7,7.8
190,JaMychal Green,GSW,44,24,20,14.2,3.8,1.8,46.2,6.4,60.4,0.4,64.8,4.8
191,JaVale McGee,DAL,36,17,19,8.1,2.6,1.4,53.8,4.7,54.7,0.4,59.6,4.2
192,Jabari Smith Jr.,HOU,59,12,47,30.0,7.1,2.7,38.5,11.6,61.0,0.9,66.0,5.5
193,Jabari Walker,POR,42,20,22,8.9,2.0,1.0,53.0,3.6,54.6,0.2,58.0,4.6
194,Jack White,DEN,15,12,3,3.2,0.5,0.3,62.5,1.0,53.3,0.1,57.1,5.3
195,Jaden Hardy,DAL,32,16,16,11.6,1.3,0.2,16.3,2.4,55.8,0.1,58.9,9.1
196,Jaden Ivey,DET,57,15,42,30.1,3.9,0.8,19.8,8.1,48.4,0.9,54.4,8.1
197,Jaden McDaniels,MIN,62,32,30,30.7,3.9,1.4,36.2,7.4,52.7,0.7,58.1,8.1
198,Jaden Springer,PHI,7,7,0,3.7,1.0,0.4,42.9,1.7,58.3,0.1,63.6,6.2
199,Jae Crowder,MIL,4,4,0,19.2,3.0,0.8,25.0,6.3,48.0,0.8,54.5,6.6
200,Jae'Sean Tate,HOU,23,3,20,21.4,3.7,1.3,34.1,6.9,53.8,0.4,57.4,7.2
201,Jake LaRavia,MEM,32,21,11,12.1,1.9,0.6,33.3,3.2,58.8,0.2,61.9,8.1
202,Jakob Poeltl,TOR,53,16,37,26.3,9.1,5.1,55.7,15.0,60.6,0.9,64.5,4.5
203,Jalen Brunson,NYK,61,36,25,35.2,3.6,0.6,17.7,6.9,52.6,0.5,56.6,9.9
204,Jalen Duren,DET,51,14,37,25.2,8.7,4.2,48.0,16.5,52.6,1.1,56.3,4.3
205,Jalen Green,HOU,56,11,45,33.6,3.9,0.8,20.8,7.4,53.4,0.5,57.0,7.5
206,Jalen Johnson,ATL,58,30,28,14.5,3.8,1.4,35.4,6.3,61.1,0.6,67.0,5.4
207,Jalen McDaniels,PHI,64,20,44,25.3,4.6,1.2,24.9,8.6,53.7,0.7,58.7,5.8
208,Jalen Smith,IND,53,26,27,18.2,5.7,2.5,43.2,9.8,58.1,0.6,61.8,4.7
209,Jalen Suggs,ORL,39,16,23,23.2,2.9,0.9,31.6,5.9,49.6,0.5,54.5,8.3
210,Jalen Williams,OKC,59,27,32,29.4,4.2,1.3,29.8,7.7,54.7,0.7,59.9,7.9
211,Jamal Cain,MIA,14,8,6,13.3,2.8,1.0,35.9,4.6,60.0,0.4,66.1,6.0
212,Jamal Murray,DEN,50,36,14,32.6,4.1,0.7,17.2,6.9,59.5,0.5,64.6,9.1
213,Jamaree Bouyea,WAS,4,2,2,16.3,1.3,0.3,20.0,3.0,41.7,0.3,45.5,9.8
214,James Bouknight,CHA,26,5,21,13.6,2.0,0.5,23.5,3.4,57.3,0.2,61.4,7.9
215,James Harden,PHI,46,30,16,36.7,6.2,1.1,18.4,9.8,62.9,0.6,67.1,6.8
216,James Johnson,IND,12,5,7,8.1,1.3,0.3,25.0,2.4,55.2,0.2,59.3,5.3
217,James Wiseman,DET,26,9,17,14.8,4.4,1.8,41.2,8.3,52.8,0.4,55.6,4.0
218,Jared Butler,OKC,1,1,0,3.6,1.0,0.0,0.0,2.0,50.0,0.0,50.0,9.1
219,Jared Rhoden,DET,1,0,1,12.0,1.0,1.0,100.0,1.0,100.0,0.0,100.0,0.6
220,Jaren Jackson Jr.,MEM,45,28,17,27.4,6.6,2.6,38.9,12.6,52.4,1.0,57.1,6.4
221,Jarred Vanderbilt,LAL,60,30,30,24.2,7.8,2.5,31.9,12.7,61.8,0.7,65.3,5.5
222,Jarrett Allen,CLE,58,36,22,33.3,9.9,4.6,46.7,16.9,58.4,1.4,63.6,4.9
223,Jarrett Culver,ATL,10,5,5,13.7,3.8,1.4,36.8,5.6,67.9,0.2,70.4,5.8
224,Jason Preston,LAC,13,3,10,9.4,1.7,0.3,18.2,2.8,61.1,0.1,62.9,7.8
225,Javonte Green,CHI,28,11,17,16.0,2.9,1.3,45.1,5.6,52.2,0.6,58.2,6.2
226,Jaxson Hayes,NOP,37,16,21,13.6,2.9,0.9,31.5,5.1,56.8,0.3,60.0,6.1
227,Jaylen Brown,BOS,52,36,16,35.9,6.9,1.6,23.4,11.2,61.6,0.9,66.9,7.1
228,Jaylen Nowell,MIN,62,31,31,19.5,2.6,0.5,20.1,4.7,56.0,0.3,59.9,9.4
229,Jaylin Williams,OKC,31,13,18,17.2,4.9,2.0,40.8,8.3,59.4,0.5,62.8,4.8
230,Jayson Tatum,BOS,60,43,17,37.3,8.8,1.7,19.7,12.6,70.1,0.7,74.2,6.3
231,Jeff Dowtin Jr.,TOR,18,12,6,8.9,0.9,0.2,17.6,1.4,68.0,0.1,70.8,14.0
232,Jeff Green,DEN,40,26,14,19.6,2.6,0.8,31.1,4.5,57.5,0.3,60.9,8.3
233,Jerami Grant,POR,58,26,32,35.7,4.4,1.0,23.3,7.7,56.6,0.6,61.6,8.8
234,Jeremiah Robinson-Earl,OKC,33,11,22,20.0,4.5,2.3,51.0,9.0,49.3,1.1,56.3,4.8
235,Jeremy Sochan,SAS,50,13,37,26.2,5.1,1.9,37.5,9.7,52.4,1.0,58.7,5.8
236,Jericho Sims,NYK,49,29,20,15.8,4.7,2.3,48.7,8.7,54.7,0.7,59.2,5.0
237,Jevon Carter,MIL,62,45,17,22.6,2.7,0.3,12.0,4.2,63.7,0.2,66.3,11.1
238,Jimmy Butler,MIA,49,25,24,33.3,5.9,2.4,41.0,10.3,57.7,0.4,60.3,6.1
239,Jock Landale,PHX,55,29,26,14.3,4.1,2.3,54.4,8.3,49.8,0.5,53.1,5.4
240,Joe Harris,BKN,56,30,26,22.7,2.4,0.7,27.4,5.0,48.4,0.5,54.0,9.1
241,Joe Ingles,MIL,29,21,8,22.4,2.9,0.4,15.5,4.2,68.3,0.4,75.0,7.2
242,Joe Wieskamp,TOR,3,1,2,7.9,0.7,0.0,0.0,0.7,100.0,0.0,100.0,3.5
243,Joel Embiid,PHI,49,31,18,35.1,10.4,4.1,40.0,17.6,58.9,1.3,63.7,5.0
