,PLAYER,TEAM,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,eFG%
20,Andrew Wiggins,GSW,37,19,18,32.2,2.3,1.1,3.1,33.9,0.2,0.8,24.1,37.0
21,Anfernee Simons,POR,59,27,32,35.0,7.3,2.9,7.4,39.7,1.5,4.1,35.8,49.5
22,Anthony Davis,LAL,43,21,22,33.5,2.2,1.1,2.7,40.7,0.0,0.1,0.0,40.7
23,Anthony Edwards,MIN,68,34,34,36.4,7.4,2.9,8.2,35.4,1.6,4.8,34.3,45.3
24,Anthony Gill,WAS,45,17,28,10.1,0.0,0.0,0.2,14.3,0.0,0.1,0.0,14.3
25,Anthony Lamb,GSW,50,28,22,20.1,0.3,0.1,0.4,27.8,0.1,0.3,30.8,38.9
26,Austin Reaves,LAL,50,25,25,27.6,2.0,0.9,2.0,43.4,0.2,0.6,37.5,49.5
27,Austin Rivers,MIN,50,24,26,20.1,0.2,0.1,0.4,15.0,0.1,0.3,18.8,22.5
28,Ayo Dosunmu,CHI,65,31,34,27.1,0.7,0.4,0.9,38.3,0.0,0.0,33.3,39.2
29,Bam Adebayo,MIA,64,33,31,35.1,2.9,1.5,3.3,44.3,0.0,0.1,0.0,44.3
30,Ben Simmons,BKN,42,24,18,26.3,0.2,0.1,0.4,23.5,0.0,0.0,0.0,23.5
31,Bennedict Mathurin,IND,67,30,37,27.8,2.5,1.0,2.9,33.5,0.6,1.6,35.8,43.5
32,Bismack Biyombo,PHX,48,26,22,13.6,0.0,0.0,0.0,50.0,-,-,-,50.0
33,Blake Griffin,BOS,30,19,11,14.4,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0
34,Blake Wesley,SAS,22,4,18,15.8,0.8,0.4,1.6,22.2,0.0,0.1,33.3,23.6
35,Boban Marjanovic,HOU,24,3,21,4.8,0.3,0.1,0.3,37.5,0.0,0.0,-,37.5
36,Bobby Portis,MIL,56,37,19,26.1,1.7,0.8,2.2,38.8,0.0,0.1,14.3,39.3
37,Bogdan Bogdanovic,ATL,42,21,21,28.7,4.4,1.8,4.2,42.9,0.8,1.9,43.0,52.5
38,Bojan Bogdanovic,DET,59,15,44,32.1,5.4,2.4,5.5,43.7,0.6,1.7,32.7,48.8
39,Bol Bol,ORL,63,25,38,22.0,1.3,0.6,1.6,35.0,0.2,0.5,30.3,39.8
40,Bones Hyland,LAC,47,30,17,19.0,3.9,1.4,4.2,33.7,1.0,2.8,36.8,46.2
41,Bradley Beal,WAS,46,23,23,33.6,7.0,3.2,7.2,44.1,0.7,2.1,31.3,48.6
42,Brandon Boston Jr.,LAC,21,8,13,11.7,2.2,1.0,2.4,40.0,0.3,0.7,46.7,47.0
43,Brandon Clarke,MEM,56,32,24,19.5,0.3,0.1,0.2,61.5,0.0,0.0,-,61.5
44,Brandon Ingram,NOP,31,14,17,32.7,8.3,4.0,9.3,42.6,0.4,1.1,36.4,44.6
45,Braxton Key,DET,3,0,3,3.0,0.7,0.3,0.3,100,-,-,-,100
46,Brook Lopez,MIL,66,47,19,30.5,0.9,0.4,1.0,37.7,0.1,0.3,28.6,42.0
47,Bruce Brown,DEN,67,46,21,28.3,1.3,0.6,1.6,36.4,0.1,0.4,26.7,40.0
48,Bruno Fernando,ATL,33,10,23,11.2,0.1,0.0,0.1,50.0,0.0,0.0,-,50.0
49,Bryce McGowens,CHA,34,11,23,14.7,0.1,0.0,0.4,7.7,0.0,0.2,16.7,11.5
50,Bryn Forbes,MIN,25,9,16,10.7,1.1,0.5,1.3,37.5,0.2,0.6,28.6,43.8
51,Buddy Boeheim,DET,2,0,2,3.4,0.0,0.0,0.0,-,0.0,0.0,-,-
52,Buddy Hield,IND,68,31,37,31.8,4.6,1.8,4.0,44.2,1.1,2.5,45.3,58.6
53,CJ McCollum,NOP,61,29,32,35.0,8.7,3.8,8.8,42.9,1.2,3.2,37.8,49.7
54,Cade Cunningham,DET,12,3,9,33.3,8.0,3.7,8.8,41.5,0.7,2.8,24.2,45.3
55,Caleb Houstan,ORL,39,14,25,15.4,0.2,0.1,0.2,50.0,0.1,0.1,66.7,66.7
56,Caleb Martin,MIA,58,30,28,29.8,1.6,0.7,1.5,45.3,0.3,0.6,44.1,54.1
57,Cam Reddish,POR,33,13,20,25.3,1.2,0.5,1.3,35.7,0.3,0.8,37.0,47.6
58,Cam Thomas,BKN,49,28,21,16.9,3.8,1.6,4.3,37.8,0.6,1.5,37.5,44.3
59,Cameron Johnson,BKN,29,19,10,27.1,2.7,1.2,2.6,47.3,0.3,0.7,42.9,53.4
60,Cameron Payne,PHX,35,20,15,21.9,4.0,1.6,4.0,41.0,0.7,1.7,41.7,50.0
61,Caris LeVert,CLE,64,38,26,30.1,2.6,1.0,3.3,32.1,0.5,1.5,34.0,40.0
62,Carlik Jones,CHI,2,1,1,11.4,0.0,0.0,0.5,0.0,0.0,0.0,-,0.0
63,Cedi Osman,CLE,65,40,25,20.4,0.8,0.3,0.9,31.6,0.2,0.7,35.6,45.6
64,Charles Bassey,SAS,34,8,26,14.7,0.4,0.2,0.3,60.0,0.1,0.1,66.7,70.0
65,Chima Moneke,SAC,2,1,1,4.0,0.0,0.0,0.0,-,-,-,-,-
66,Chimezie Metu,SAC,53,33,20,11.1,0.0,0.0,0.1,16.7,0.0,0.1,0.0,16.7
67,Chris Boucher,TOR,62,30,32,20.1,0.4,0.2,0.4,40.0,0.0,0.1,25.0,44.0
68,Chris Duarte,IND,44,19,25,19.7,2.3,0.9,3.1,29.9,0.5,1.6,28.2,37.2
69,Chris Paul,PHX,46,25,21,32.1,7.7,3.4,8.2,41.5,0.9,2.8,31.3,46.9
70,Chris Silva,DAL,1,1,0,3.0,0.0,0.0,0.0,-,-,-,-,-
71,Christian Braun,DEN,62,42,20,14.4,0.3,0.1,0.4,32.0,0.1,0.2,50.0,42.0
72,Christian Koloko,TOR,46,21,25,14.4,0.0,0.0,0.0,-,0.0,0.0,-,-
73,Christian Wood,DAL,56,29,27,26.6,0.8,0.4,1.5,24.4,0.1,0.7,12.5,27.4
74,Chuma Okeke,ORL,22,6,16,18.8,0.5,0.2,0.6,30.8,0.1,0.3,33.3,38.5
75,Clint Capela,ATL,52,28,24,26.8,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
76,Coby White,CHI,59,28,31,22.3,1.3,0.6,1.6,34.4,0.2,0.7,28.6,40.6
77,Cody Martin,CHA,7,2,5,19.1,0.3,0.1,1.4,10.0,0.0,0.7,0.0,10.0
78,Cody Zeller,MIA,10,4,6,13.0,0.0,0.0,0.2,0.0,0.0,0.0,-,0.0
79,Cole Anthony,ORL,48,22,26,25.2,3.1,1.4,3.3,41.3,0.4,0.9,38.6,46.6
80,Cole Swider,LAL,6,1,5,6.7,0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.0
81,Collin Sexton,UTA,47,24,23,24.0,2.4,1.0,2.1,46.0,0.4,0.9,47.6,56.0
82,Corey Kispert,WAS,60,27,33,27.4,0.4,0.1,0.5,29.6,0.1,0.3,31.3,38.9
83,Cory Joseph,DET,49,10,39,17.3,1.7,0.7,1.9,37.9,0.2,0.8,28.2,43.7
84,D'Angelo Russell,LAL,60,31,29,32.4,6.8,2.8,6.3,44.4,1.3,3.0,41.2,54.4
85,Daishen Nix,HOU,47,12,35,16.7,1.0,0.3,0.9,36.4,0.3,0.8,35.9,52.3
86,Dalano Banton,TOR,27,14,13,9.3,0.4,0.2,1.1,17.2,0.1,0.4,16.7,20.7
87,Dalen Terry,CHI,27,14,13,4.8,0.3,0.1,0.2,60.0,0.1,0.1,66.7,80.0
88,Damian Jones,UTA,29,9,20,9.7,0.0,0.0,0.0,-,0.0,0.0,-,-
89,Damian Lillard,POR,54,26,28,36.3,10.5,3.9,9.6,40.5,2.7,7.3,37.4,54.6
90,Damion Lee,PHX,67,37,30,21.0,0.9,0.4,1.3,32.9,0.0,0.2,13.3,34.1
91,Daniel Gafford,WAS,66,29,37,19.8,0.1,0.0,0.1,75.0,-,-,-,75.0
92,Daniel Theis,IND,7,1,6,15.5,0.0,0.0,0.0,-,0.0,0.0,-,-
93,Danny Green,CLE,7,3,4,11.4,0.4,0.1,0.6,25.0,0.1,0.4,33.3,37.5
94,Danuel House Jr.,PHI,43,29,14,14.2,1.2,0.4,1.0,46.3,0.3,0.7,43.3,62.2
95,Dario Saric,OKC,49,23,26,14.5,0.3,0.1,0.5,30.4,0.0,0.1,20.0,32.6
96,Darius Bazley,PHX,38,18,20,15.1,0.1,0.1,0.3,20.0,0.0,0.0,100,25.0
97,Darius Days,HOU,4,0,4,6.2,0.0,0.0,0.0,-,0.0,0.0,-,-
98,Darius Garland,CLE,59,33,26,35.3,7.9,3.2,7.5,42.8,1.4,3.7,38.9,52.3
99,David Duke Jr.,BKN,18,7,11,9.6,0.1,0.1,0.3,20.0,0.0,0.1,0.0,20.0
100,David Roddy,MEM,54,33,21,16.7,0.5,0.2,0.5,42.9,0.1,0.2,27.3,48.2
101,Davion Mitchell,SAC,65,39,26,18.1,1.4,0.6,1.6,35.6,0.2,0.8,28.6,42.3
102,Davis Bertans,DAL,36,17,19,10.6,0.5,0.2,0.3,66.7,0.1,0.2,62.5,94.4
103,Davon Reed,LAL,39,25,14,8.6,0.6,0.2,0.7,32.1,0.1,0.2,66.7,39.3
104,Day'Ron Sharpe,BKN,36,16,20,11.2,0.1,0.0,0.0,100,0.0,0.0,100,150.0
105,De'Aaron Fox,SAC,59,37,22,34.1,8.2,3.7,8.9,42.0,0.7,2.5,30.3,46.2
106,De'Andre Hunter,ATL,58,32,26,32.0,4.2,2.0,3.9,51.3,0.2,0.5,41.4,54.0
107,De'Anthony Melton,PHI,64,43,21,28.1,1.7,0.6,1.8,34.2,0.4,1.3,34.6,46.5
108,DeAndre Jordan,DEN,35,22,13,14.3,0.0,0.0,0.0,-,0.0,0.0,-,-
109,DeMar DeRozan,CHI,61,30,31,36.2,9.9,4.9,10.2,48.0,0.1,0.2,33.3,48.4
110,Dean Wade,CLE,37,25,12,20.3,0.1,0.1,0.2,28.6,0.0,0.1,50.0,35.7
111,Deandre Ayton,PHX,58,29,29,30.4,1.0,0.5,1.1,44.6,0.0,0.0,100,46.2
112,Dejounte Murray,ATL,63,32,31,36.4,8.7,4.0,8.5,46.8,0.7,1.8,37.5,50.7
113,Delon Wright,WAS,39,22,17,24.3,1.4,0.5,1.3,42.0,0.3,0.8,40.0,54.0
114,Deni Avdija,WAS,66,30,36,25.9,0.3,0.1,0.7,17.0,0.1,0.5,18.8,23.4
115,Dennis Schroder,LAL,54,29,25,31.0,2.8,1.4,3.3,40.8,0.1,0.5,22.2,42.5
116,Dennis Smith Jr.,CHA,48,16,32,25.4,1.2,0.6,2.4,25.7,0.0,0.4,0.0,25.7
117,Deonte Burton,SAC,2,1,1,3.2,0.0,0.0,0.0,-,0.0,0.0,-,-
118,Dereon Seabron,NOP,5,2,3,2.3,0.0,0.0,0.0,-,-,-,-,-
119,Derrick Jones Jr.,CHI,51,21,30,14.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0
120,Derrick Rose,NYK,27,12,15,12.5,2.1,0.9,2.1,41.4,0.4,1.0,38.5,50.0
121,Derrick White,BOS,68,47,21,28.0,1.8,0.8,1.7,44.0,0.3,0.9,34.5,52.6
122,Desmond Bane,MEM,44,27,17,31.3,6.3,2.4,5.5,43.4,1.5,3.4,43.0,56.8
123,Devin Booker,PHX,40,26,14,34.2,11.5,5.1,11.6,43.8,1.3,4.1,32.5,49.6
124,Devin Vassell,SAS,33,10,23,31.0,5.8,2.7,6.7,39.6,0.5,1.8,25.0,43.0
125,Devon Dotson,WAS,6,1,5,8.9,0.0,0.0,0.5,0.0,0.0,0.0,-,0.0
126,Devonte' Graham,SAS,64,29,35,17.5,2.3,0.8,2.3,36.2,0.6,1.8,34.2,49.7
127,Dewayne Dedmon,PHI,31,18,13,11.4,0.5,0.2,0.4,63.6,0.0,0.0,100,68.2
128,Dillon Brooks,MEM,60,37,23,30.4,4.1,1.8,5.2,34.2,0.6,2.1,27.0,39.7
129,Domantas Sabonis,SAC,64,39,25,34.5,0.3,0.1,0.3,50.0,0.0,0.0,0.0,50.0
130,Dominick Barlow,SAS,14,1,13,11.0,0.1,0.1,0.1,100,0.0,0.0,-,100
131,Donovan Mitchell,CLE,59,38,21,35.6,10.5,4.1,9.7,42.6,2.3,5.8,39.4,54.4
132,Donte DiVincenzo,GSW,58,33,25,26.4,0.6,0.2,1.1,22.6,0.2,0.8,20.5,29.8
133,Dorian Finney-Smith,BKN,54,26,28,31.4,0.3,0.1,0.5,23.1,0.1,0.4,28.6,34.6
134,Doug McDermott,SAS,57,17,40,20.6,1.7,0.7,1.6,41.9,0.3,0.8,44.2,52.2
135,Draymond Green,GSW,60,32,28,31.4,0.1,0.1,0.2,30.0,0.0,0.0,100,35.0
136,Drew Eubanks,POR,66,29,37,19.7,0.2,0.1,0.2,40.0,0.0,0.0,-,40.0
137,Dru Smith,BKN,10,4,6,12.4,1.0,0.5,1.2,41.7,0.0,0.4,0.0,41.7
138,Duane Washington Jr.,NYK,31,17,14,12.7,3.4,1.4,3.5,39.3,0.6,1.5,43.5,48.6
139,Duncan Robinson,MIA,33,15,18,17.3,1.8,0.7,1.7,39.3,0.5,1.3,37.2,53.6
140,Dwight Powell,DAL,63,33,30,19.9,0.0,0.0,0.0,50.0,0.0,0.0,-,50.0
141,Dyson Daniels,NOP,46,24,22,19.3,0.3,0.1,0.5,25.0,0.1,0.3,23.1,31.3
142,Edmond Sumner,BKN,47,28,19,14.5,0.7,0.3,0.8,38.9,0.1,0.3,30.8,44.4
143,Eric Gordon,LAC,57,17,40,29.3,1.7,0.6,1.8,33.3,0.5,1.4,35.8,47.5
144,Eugene Omoruyi,DET,28,9,19,13.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
145,Evan Fournier,NYK,23,13,10,18.0,2.4,1.0,3.0,31.9,0.5,1.9,27.3,40.6
146,Evan Mobley,CLE,68,41,27,34.2,1.2,0.6,1.5,41.4,0.0,0.0,100,41.9
147,Facundo Campazzo,DAL,8,2,6,6.5,0.4,0.1,0.6,20.0,0.1,0.6,20.0,30.0
148,Frank Jackson,UTA,1,0,1,5.1,0.0,0.0,1.0,0.0,0.0,0.0,-,0.0
149,Frank Kaminsky,HOU,32,11,21,6.6,0.1,0.0,0.1,25.0,0.0,0.0,-,25.0
150,Frank Ntilikina,DAL,41,19,22,11.8,0.4,0.2,0.5,40.0,0.0,0.2,12.5,42.5
151,Franz Wagner,ORL,67,27,40,32.9,2.8,1.1,3.3,33.9,0.5,1.9,28.6,42.1
152,Fred VanVleet,TOR,56,26,30,37.0,7.1,2.8,7.6,37.4,1.5,4.5,32.8,47.0
153,Furkan Korkmaz,PHI,27,19,8,9.8,0.9,0.4,0.9,43.5,0.1,0.4,36.4,52.2
154,Gabe Vincent,MIA,55,29,26,26.4,3.0,1.2,3.1,39.3,0.5,1.8,30.3,48.0
155,Garrett Temple,NOP,20,12,8,7.1,0.2,0.1,0.4,14.3,0.1,0.2,25.0,21.4
156,Garrison Mathews,ATL,47,13,34,12.9,0.5,0.2,0.5,32.0,0.2,0.5,34.8,48.0
157,Gary Harris,ORL,37,16,21,25.0,1.2,0.4,1.1,38.1,0.3,0.8,41.4,52.4
158,Gary Payton II,GSW,15,8,7,17.0,0.0,0.0,0.0,-,0.0,0.0,-,-
159,Gary Trent Jr.,TOR,59,27,32,32.7,5.2,2.3,5.9,38.8,0.7,2.2,30.2,44.4
160,George Hill,IND,38,25,13,18.7,0.8,0.4,0.9,40.0,0.1,0.5,16.7,44.3
161,Georges Niang,PHI,64,43,21,19.3,0.4,0.2,0.5,32.4,0.1,0.4,24.0,41.2
162,Giannis Antetokounmpo,MIL,52,39,13,32.5,3.7,1.6,5.0,32.7,0.4,1.6,25.0,36.7
163,Goga Bitadze,ORL,26,8,18,10.1,0.1,0.0,0.0,100,0.0,0.0,100,150.0
164,Goran Dragic,MIL,51,23,28,15.4,1.7,0.8,2.3,35.3,0.1,0.7,17.1,37.9
165,Gordon Hayward,CHA,44,17,27,31.8,4.2,2.0,4.7,42.5,0.2,0.7,28.1,44.7
166,Gorgui Dieng,SAS,22,2,20,9.7,0.3,0.1,0.7,18.8,0.0,0.6,7.7,21.9
167,Grant Williams,BOS,65,45,20,27.0,1.2,0.4,1.1,41.4,0.3,0.7,48.9,57.1
168,Grayson Allen,MIL,63,46,17,27.9,1.5,0.5,1.6,33.3,0.5,1.3,36.7,47.5
169,Greg Brown III,POR,16,10,6,5.8,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
170,Hamidou Diallo,DET,56,12,44,17.8,1.1,0.5,1.2,42.0,0.0,0.1,50.0,43.5
171,Harrison Barnes,SAC,66,40,26,33.0,1.3,0.5,1.3,39.3,0.3,0.7,40.0,50.0
172,Haywood Highsmith,MIA,45,23,22,19.0,0.3,0.1,0.3,33.3,0.0,0.1,40.0,40.0
173,Herbert Jones,NOP,52,22,30,29.0,0.1,0.0,0.2,20.0,0.0,0.0,50.0,25.0
174,Immanuel Quickley,NYK,69,40,29,28.4,4.2,1.7,4.4,38.0,0.8,2.3,34.0,47.0
175,Isaac Okoro,CLE,70,43,27,21.5,0.1,0.0,0.1,33.3,0.0,0.1,42.9,50.0
176,Isaiah Hartenstein,NYK,70,40,30,19.5,0.1,0.0,0.1,37.5,0.0,0.0,-,37.5
177,Isaiah Jackson,IND,50,20,30,15.4,0.2,0.1,0.2,50.0,0.0,0.0,0.0,50.0
178,Isaiah Joe,OKC,60,30,30,17.8,2.0,0.8,1.7,46.1,0.4,1.1,36.9,57.8
179,Isaiah Livers,DET,45,9,36,22.4,1.1,0.5,1.1,42.9,0.2,0.4,38.9,50.0
180,Isaiah Mobley,CLE,8,5,3,3.3,0.0,0.0,0.1,0.0,0.0,0.0,-,0.0
181,Isaiah Roby,SAS,42,9,33,11.3,0.5,0.2,0.6,29.6,0.1,0.3,28.6,37.0
182,Isaiah Stewart,DET,50,12,38,28.3,0.0,0.0,0.1,16.7,0.0,0.1,0.0,16.7
183,Isaiah Todd,WAS,4,2,2,3.1,0.0,0.0,0.0,-,0.0,0.0,-,-
184,Ish Smith,DEN,34,21,13,9.4,1.5,0.8,2.0,38.8,0.0,0.1,0.0,38.8
185,Ish Wainright,PHX,49,27,22,15.1,0.2,0.1,0.3,30.8,0.1,0.2,33.3,46.2
186,Ivica Zubac,LAC,63,35,28,29.1,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
187,JD Davison,BOS,7,6,1,2.6,0.0,0.0,0.4,0.0,0.0,0.0,-,0.0
188,JT Thor,CHA,57,17,40,11.6,0.2,0.1,0.4,23.8,0.0,0.1,0.0,23.8
189,Ja Morant,MEM,53,34,19,32.5,6.8,2.9,7.4,39.0,1.0,3.3,30.6,45.8
190,JaMychal Green,GSW,48,25,23,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,JaVale McGee,DAL,36,17,19,8.1,0.1,0.0,0.1,25.0,0.0,0.0,0.0,25.0
192,Jabari Smith Jr.,HOU,64,14,50,30.3,2.4,1.0,3.0,34.9,0.3,0.9,35.7,40.2
193,Jabari Walker,POR,44,20,24,8.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
194,Jack White,DEN,16,12,4,3.2,0.0,0.0,0.0,-,0.0,0.0,-,-
195,Jaden Hardy,DAL,34,16,18,12.5,1.4,0.5,1.5,36.0,0.3,0.9,34.5,46.0
196,Jaden Ivey,DET,62,15,47,30.2,3.9,1.6,4.5,36.2,0.6,2.0,30.6,42.8
197,Jaden McDaniels,MIN,65,33,32,30.7,1.2,0.6,1.2,45.7,0.1,0.2,42.9,49.4
198,Jaden Springer,PHI,8,8,0,3.7,0.0,0.0,0.3,0.0,0.0,0.0,-,0.0
199,Jae Crowder,MIL,9,7,2,18.0,1.2,0.6,1.1,50.0,0.1,0.6,20.0,55.0
200,Jae'Sean Tate,HOU,27,4,23,21.8,0.3,0.1,0.5,23.1,0.0,0.2,20.0,26.9
201,Jake LaRavia,MEM,32,21,11,12.1,0.2,0.1,0.3,22.2,0.0,0.3,12.5,27.8
202,Jakob Poeltl,TOR,58,17,41,26.6,0.5,0.3,0.5,53.6,0.0,0.0,0.0,53.6
203,Jalen Brunson,NYK,62,36,26,34.9,8.4,3.7,8.2,44.9,1.1,2.8,38.7,51.5
204,Jalen Duren,DET,54,14,40,24.9,0.1,0.1,0.2,30.0,0.0,0.0,-,30.0
205,Jalen Green,HOU,61,13,48,33.6,6.4,2.6,7.3,35.4,1.3,4.1,31.9,44.4
206,Jalen Johnson,ATL,63,32,31,14.5,0.2,0.1,0.3,27.3,0.0,0.1,0.0,27.3
207,Jalen McDaniels,PHI,69,25,44,24.6,0.7,0.3,0.9,35.9,0.0,0.1,16.7,36.7
208,Jalen Smith,IND,56,28,28,18.4,0.3,0.1,0.4,38.1,0.1,0.1,75.0,45.2
209,Jalen Suggs,ORL,43,17,26,23.8,2.6,1.0,2.9,36.0,0.5,1.6,30.4,44.4
210,Jalen Williams,OKC,62,30,32,29.7,1.6,0.7,1.9,40.0,0.1,0.4,37.5,43.9
211,Jamal Cain,MIA,15,8,7,12.4,0.0,0.0,0.2,0.0,0.0,0.0,-,0.0
212,Jamal Murray,DEN,54,37,17,32.7,8.6,3.5,8.6,41.2,1.5,3.8,40.1,50.1
213,Jamaree Bouyea,WAS,5,2,3,14.1,0.6,0.2,0.8,25.0,0.2,0.6,33.3,37.5
214,James Bouknight,CHA,26,5,21,13.6,1.2,0.5,1.4,33.3,0.3,0.9,34.8,44.4
215,James Harden,PHI,50,34,16,36.8,8.4,3.1,7.8,40.4,2.1,5.4,38.2,53.7
216,James Johnson,IND,13,6,7,9.2,0.5,0.2,0.5,50.0,0.1,0.2,50.0,58.3
217,James Wiseman,DET,31,9,22,16.8,0.1,0.0,0.4,7.7,0.0,0.0,-,7.7
218,Jared Butler,OKC,2,1,1,9.6,1.5,0.5,0.5,100,0.5,0.5,100,150.0
219,Jared Rhoden,DET,4,0,4,8.2,0.5,0.3,0.5,50.0,0.0,0.3,0.0,50.0
220,Jaren Jackson Jr.,MEM,49,30,19,27.8,0.5,0.2,0.7,25.7,0.1,0.3,29.4,32.9
221,Jarred Vanderbilt,LAL,64,33,31,24.2,0.1,0.1,0.3,25.0,0.0,0.0,50.0,28.1
222,Jarrett Allen,CLE,62,39,23,33.0,0.1,0.0,0.1,50.0,0.0,0.0,-,50.0
223,Jarrett Culver,ATL,10,5,5,13.7,0.6,0.3,0.8,37.5,0.0,0.2,0.0,37.5
224,Jason Preston,LAC,13,3,10,9.4,1.0,0.5,1.2,37.5,0.1,0.3,25.0,40.6
225,Javonte Green,CHI,28,11,17,16.0,0.2,0.1,0.2,40.0,0.0,0.0,100,50.0
226,Jaxson Hayes,NOP,41,18,23,14.2,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
227,Jaylen Brown,BOS,56,38,18,36.1,6.0,2.6,6.4,41.2,0.8,2.5,31.9,47.3
228,Jaylen Nowell,MIN,62,31,31,19.5,3.0,1.3,3.0,42.5,0.4,1.4,30.7,49.7
229,Jaylin Williams,OKC,36,17,19,17.9,0.1,0.1,0.1,66.7,0.0,0.0,100,83.3
230,Jayson Tatum,BOS,63,45,18,37.4,5.8,2.2,7.1,30.7,1.4,4.9,29.4,40.9
231,Jeff Dowtin Jr.,TOR,18,12,6,8.9,0.6,0.3,0.8,33.3,0.1,0.1,50.0,36.7
232,Jeff Green,DEN,44,27,17,19.3,0.4,0.2,0.7,25.0,0.0,0.2,14.3,26.6
233,Jerami Grant,POR,63,28,35,35.6,2.4,1.1,2.8,40.3,0.2,0.4,44.4,43.8
234,Jeremiah Robinson-Earl,OKC,34,11,23,20.2,0.1,0.1,0.1,66.7,0.0,0.1,50.0,83.3
235,Jeremy Sochan,SAS,53,14,39,26.3,1.1,0.5,1.3,40.6,0.1,0.2,33.3,43.5
236,Jericho Sims,NYK,49,29,20,15.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
237,Jevon Carter,MIL,67,48,19,22.5,3.5,1.4,3.3,42.5,0.7,1.6,41.1,52.5
238,Jimmy Butler,MIA,54,28,26,33.4,2.9,1.4,3.5,39.0,0.1,0.5,27.6,41.2
239,Jock Landale,PHX,58,31,27,14.1,0.0,0.0,0.2,10.0,0.0,0.1,0.0,10.0
240,Joe Harris,BKN,61,34,27,22.0,0.9,0.3,0.9,38.9,0.2,0.6,41.7,52.8
241,Joe Ingles,MIL,34,24,10,22.9,2.1,0.7,1.5,48.1,0.6,1.4,45.7,68.3
242,Joe Wieskamp,TOR,3,1,2,7.9,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0
243,Joel Embiid,PHI,54,36,18,35.0,6.4,3.1,7.2,42.6,0.3,1.2,23.8,44.6
244,John Butler Jr.,POR,9,2,7,3.4,0.0,0.0,0.0,-,0.0,0.0,-,-
245,John Collins,ATL,58,30,28,30.2,0.6,0.3,0.8,38.6,0.0,0.1,0.0,38.6
246,John Konchar,MEM,58,35,23,21.5,0.4,0.1,0.4,34.8,0.1,0.3,35.3,47.8
247,John Wall,LAC,34,15,19,22.2,1.7,0.8,3.1,26.7,0.0,0.6,5.0,27.1
248,Johnny Davis,WAS,14,6,8,4.9,0.4,0.2,0.8,27.3,0.0,0.1,0.0,27.3
