,PLAYER,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,eFG%
82,Corey Kispert,WAS,65,27.7,5.6,1.9,4.5,41.9,1.8,4.4,41.8,62.4
83,Cory Joseph,DET,54,18.5,1.8,0.6,1.6,39.3,0.6,1.5,39.8,58.9
84,D'Angelo Russell,LAL,65,32.5,4.6,1.6,3.9,40.5,1.5,3.7,39.5,59.5
85,Daishen Nix,HOU,49,16.6,1.3,0.4,1.7,26.8,0.4,1.7,27.2,40.2
86,Dalano Banton,TOR,27,9.3,1.2,0.4,1.3,31.4,0.4,1.3,32.4,47.1
87,Dalen Terry,CHI,29,5.2,0.4,0.1,0.5,26.7,0.1,0.5,26.7,40.0
88,Damian Jones,UTA,32,9.5,0.3,0.1,0.2,42.9,0.1,0.2,50.0,64.3
89,Damian Lillard,POR,58,36.3,4.3,1.5,4.0,37.2,1.4,3.8,36.2,54.5
90,Damion Lee,PHX,70,20.7,4.6,1.5,3.3,46.2,1.5,3.2,46.9,68.6
91,Daniel Gafford,WAS,71,19.9,0.1,0.0,0.1,28.6,-,-,-,28.6
92,Daniel Theis,IND,7,15.5,1.4,0.6,2.4,23.5,0.3,1.6,18.2,29.4
93,Danny Green,CLE,9,9.8,2.3,0.8,1.9,41.2,0.8,1.7,46.7,61.8
94,Danuel House Jr.,PHI,48,14.3,1.2,0.4,1.2,32.8,0.4,1.2,32.8,49.1
95,Dario Saric,OKC,53,14.1,2.4,0.8,2.2,38.8,0.7,1.9,39.0,55.6
96,Darius Bazley,PHX,40,14.5,1.5,0.5,1.3,40.4,0.5,1.2,37.5,57.7
97,Darius Days,HOU,4,6.2,2.3,0.8,2.5,30.0,0.8,2.5,30.0,45.0
98,Darius Garland,CLE,64,35.2,3.5,1.2,2.6,44.3,1.1,2.5,45.6,66.2
99,David Duke Jr.,BKN,18,9.6,0.2,0.1,0.4,14.3,0.1,0.4,14.3,21.4
100,David Roddy,MEM,60,17.1,2.6,0.9,2.8,30.4,0.9,2.8,30.9,45.5
101,Davion Mitchell,SAC,71,17.9,1.8,0.6,1.7,36.1,0.6,1.7,36.1,54.2
102,Davis Bertans,DAL,41,10.6,3.0,1.0,2.7,37.8,1.0,2.7,37.3,56.3
103,Davon Reed,LAL,40,8.4,1.0,0.3,1.0,32.5,0.3,1.0,33.3,48.8
104,Day'Ron Sharpe,BKN,39,11.4,0.5,0.2,0.4,50.0,0.1,0.3,50.0,67.9
105,De'Aaron Fox,SAC,65,34.0,2.5,0.9,2.4,37.3,0.8,2.2,35.4,53.9
106,De'Andre Hunter,ATL,63,31.9,4.4,1.6,4.2,36.8,1.3,3.6,34.8,51.7
107,De'Anthony Melton,PHI,69,28.1,5.3,1.8,4.1,43.4,1.7,4.0,43.0,64.6
108,DeAndre Jordan,DEN,35,14.3,0.1,0.0,0.0,100,0.0,0.0,100,150.0
109,DeMar DeRozan,CHI,66,36.5,2.4,1.0,2.4,40.4,0.5,1.4,33.7,50.6
110,Dean Wade,CLE,39,19.9,2.9,1.0,2.8,34.2,0.9,2.7,34.6,50.9
111,Deandre Ayton,PHX,61,30.4,3.3,1.6,3.7,43.5,0.1,0.3,23.8,44.6
112,Dejounte Murray,ATL,66,36.4,3.7,1.3,3.8,33.3,1.2,3.6,33.2,49.0
113,Delon Wright,WAS,44,23.7,1.4,0.5,1.5,32.3,0.5,1.4,31.7,47.7
114,Deni Avdija,WAS,71,26.1,2.3,0.8,2.5,31.8,0.8,2.4,31.8,47.2
115,Dennis Schroder,LAL,59,30.5,3.2,1.1,2.9,37.0,1.0,2.8,36.5,54.6
116,Dennis Smith Jr.,CHA,52,25.6,1.3,0.4,1.7,25.6,0.4,1.6,24.7,37.8
117,Deonte Burton,SAC,2,3.2,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
118,Dereon Seabron,NOP,5,2.3,0.0,0.0,0.0,-,-,-,-,-
119,Derrick Jones Jr.,CHI,55,13.7,1.0,0.3,1.1,32.2,0.3,1.1,32.2,48.3
120,Derrick Rose,NYK,27,12.5,0.9,0.3,1.4,21.6,0.3,1.3,22.2,32.4
121,Derrick White,BOS,73,28.2,4.3,1.4,3.8,37.8,1.4,3.7,38.2,56.7
122,Desmond Bane,MEM,50,31.4,4.3,1.5,3.7,40.2,1.4,3.5,39.7,59.0
123,Devin Booker,PHX,45,34.6,3.5,1.3,2.6,47.9,1.0,2.1,46.8,66.4
124,Devin Vassell,SAS,37,31.1,6.8,2.3,5.4,42.8,2.2,4.9,43.7,62.7
125,Devon Dotson,WAS,6,8.9,0.5,0.2,0.5,33.3,0.2,0.5,33.3,50.0
126,Devonte' Graham,SAS,67,17.9,3.0,1.0,2.7,37.4,1.0,2.7,37.4,56.1
127,Dewayne Dedmon,PHI,34,11.0,1.0,0.4,1.1,30.8,0.3,1.0,28.6,43.6
128,Dillon Brooks,MEM,65,30.5,4.0,1.3,4.1,33.0,1.3,3.8,34.1,48.9
129,Domantas Sabonis,SAC,70,34.8,2.1,0.9,2.0,43.3,0.4,1.1,36.5,52.8
130,Dominick Barlow,SAS,19,12.1,0.3,0.2,0.7,23.1,0.0,0.2,0.0,23.1
131,Donovan Mitchell,CLE,63,35.5,4.1,1.4,3.7,36.9,1.3,3.6,36.6,54.2
132,Donte DiVincenzo,GSW,64,26.5,5.8,1.9,4.5,43.4,1.9,4.4,43.5,64.9
133,Dorian Finney-Smith,BKN,59,30.9,4.8,1.6,4.8,33.3,1.6,4.8,33.2,49.8
134,Doug McDermott,SAS,60,20.7,4.8,1.6,3.9,41.6,1.6,3.7,41.7,61.7
135,Draymond Green,GSW,65,31.4,1.8,0.6,1.9,33.3,0.5,1.7,32.1,47.6
136,Drew Eubanks,POR,70,19.5,0.3,0.1,0.3,47.6,0.0,0.1,42.9,54.8
137,Dru Smith,BKN,10,12.4,1.5,0.5,1.3,38.5,0.5,1.3,38.5,57.7
138,Duane Washington Jr.,NYK,31,12.7,2.1,0.7,2.3,31.4,0.6,2.1,30.8,45.7
139,Duncan Robinson,MIA,35,16.5,3.1,1.1,3.4,31.4,1.0,3.3,31.0,46.6
140,Dwight Powell,DAL,68,19.9,0.0,0.0,0.1,16.7,0.0,0.0,0.0,16.7
141,Dylan Windler,CLE,2,4.0,1.5,0.5,1.0,50.0,0.5,1.0,50.0,75.0
142,Dyson Daniels,NOP,51,18.5,1.1,0.4,1.2,30.6,0.4,1.2,31.1,46.0
143,Edmond Sumner,BKN,48,14.4,1.7,0.6,1.5,37.5,0.5,1.5,36.6,55.6
144,Eric Gordon,LAC,62,29.1,4.0,1.3,3.7,36.1,1.3,3.7,36.4,54.1
145,Eugene Omoruyi,DET,33,14.7,1.2,0.4,1.7,25.5,0.4,1.6,24.5,37.3
146,Evan Fournier,NYK,23,18.0,2.7,0.9,2.6,35.6,0.9,2.5,36.2,53.4
147,Evan Mobley,CLE,73,34.4,1.3,0.5,1.9,26.1,0.3,1.3,20.6,33.3
148,Facundo Campazzo,DAL,8,6.5,0.8,0.3,0.8,33.3,0.3,0.8,33.3,50.0
149,Frank Jackson,UTA,1,5.1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
150,Frank Kaminsky,HOU,33,6.4,1.2,0.4,0.9,41.9,0.4,0.9,40.0,61.3
151,Frank Ntilikina,DAL,43,11.5,1.0,0.3,1.2,28.8,0.3,1.1,25.5,40.4
152,Franz Wagner,ORL,73,33.0,3.4,1.1,2.8,40.6,1.1,2.7,41.2,60.9
153,Fred VanVleet,TOR,61,37.1,4.8,1.6,4.4,36.4,1.6,4.3,36.5,54.1
154,Furkan Korkmaz,PHI,30,9.2,0.9,0.3,0.9,32.1,0.3,0.9,34.6,48.2
155,Gabe Vincent,MIA,60,26.2,3.5,1.2,3.4,34.5,1.2,3.4,34.2,51.2
156,Garrett Temple,NOP,22,6.8,1.2,0.4,1.0,42.9,0.4,0.9,45.0,64.3
157,Garrison Mathews,ATL,50,12.8,2.9,1.0,2.7,35.0,0.9,2.7,34.6,52.2
158,Gary Harris,ORL,43,25.1,5.3,1.8,4.0,44.4,1.8,4.0,44.4,66.7
159,Gary Payton II,GSW,15,17.0,1.8,0.6,1.1,52.9,0.6,1.1,52.9,79.4
160,Gary Trent Jr.,TOR,63,32.6,5.9,2.0,4.9,40.4,1.9,4.7,40.8,60.3
161,George Hill,IND,41,18.7,1.8,0.6,1.6,39.1,0.6,1.5,38.1,57.8
162,Georges Niang,PHI,69,19.2,5.8,2.0,4.7,41.9,1.9,4.6,41.7,62.6
163,Giannis Antetokounmpo,MIL,57,32.4,1.2,0.4,1.4,29.9,0.4,1.2,32.8,44.2
164,Goga Bitadze,ORL,30,10.5,0.4,0.1,0.6,21.1,0.1,0.5,18.8,28.9
165,Goran Dragic,MIL,51,15.4,2.3,0.8,1.8,42.4,0.8,1.8,43.3,63.6
166,Gordon Hayward,CHA,48,31.5,3.1,1.1,3.4,34.2,0.8,2.5,32.5,46.3
167,Gorgui Dieng,SAS,26,10.4,1.6,0.6,1.7,34.1,0.5,1.5,30.8,47.7
168,Grant Williams,BOS,70,26.6,3.6,1.2,3.0,39.8,1.2,3.0,39.7,59.5
169,Grayson Allen,MIL,66,27.7,4.7,1.6,3.7,42.1,1.6,3.7,41.9,63.0
170,Greg Brown III,POR,16,5.8,0.2,0.1,0.4,14.3,0.1,0.4,16.7,21.4
171,Hamidou Diallo,DET,56,17.8,0.4,0.2,0.5,33.3,0.1,0.3,17.6,38.9
172,Harrison Barnes,SAC,72,32.7,4.2,1.4,3.8,37.4,1.4,3.7,36.7,55.6
173,Haywood Highsmith,MIA,49,18.0,2.2,0.7,2.1,35.6,0.7,2.0,35.4,52.5
174,Herbert Jones,NOP,57,29.0,2.3,0.8,2.8,27.5,0.7,2.5,28.7,40.3
175,Immanuel Quickley,NYK,74,28.5,3.3,1.1,3.0,37.2,1.1,2.9,37.2,55.2
176,Isaac Okoro,CLE,75,21.9,2.4,0.8,2.1,36.6,0.8,2.1,36.6,55.0
177,Isaiah Hartenstein,NYK,75,19.6,0.7,0.3,0.9,31.0,0.1,0.5,21.6,36.6
178,Isaiah Jackson,IND,54,15.4,0.2,0.1,0.3,25.0,0.0,0.2,20.0,31.3
179,Isaiah Joe,OKC,65,18.2,5.3,1.8,4.1,43.1,1.8,4.0,43.7,64.6
180,Isaiah Livers,DET,46,22.4,3.6,1.2,3.5,34.2,1.2,3.4,34.2,50.9
181,Isaiah Mobley,CLE,9,3.4,0.3,0.1,0.3,33.3,0.1,0.3,33.3,50.0
182,Isaiah Roby,SAS,42,11.3,1.0,0.4,1.1,31.9,0.3,1.0,31.8,46.8
183,Isaiah Stewart,DET,50,28.3,4.3,1.5,4.0,36.3,1.3,3.9,34.7,53.0
184,Isaiah Todd,WAS,4,3.1,0.0,0.0,0.8,0.0,0.0,0.8,0.0,0.0
185,Ish Smith,DEN,37,8.8,0.2,0.1,0.1,50.0,0.1,0.1,50.0,75.0
186,Ish Wainright,PHX,53,15.3,2.7,0.9,2.6,33.6,0.9,2.6,33.8,50.4
187,Ivica Zubac,LAC,68,29.0,0.1,0.0,0.1,22.2,0.0,0.0,0.0,22.2
188,JD Davison,BOS,8,2.3,0.3,0.1,0.5,25.0,0.0,0.4,0.0,25.0
189,JT Thor,CHA,61,12.1,1.2,0.4,1.5,29.2,0.4,1.3,28.8,42.1
190,Ja Morant,MEM,54,32.3,1.7,0.6,1.6,35.2,0.6,1.6,34.9,52.3
191,JaMychal Green,GSW,54,14.2,2.4,0.8,2.1,38.8,0.7,1.9,38.1,56.0
192,JaVale McGee,DAL,37,8.0,0.1,0.0,0.1,50.0,0.0,0.1,50.0,75.0
193,Jabari Smith Jr.,HOU,70,30.7,4.0,1.4,4.4,31.0,1.2,4.2,29.8,45.0
194,Jabari Walker,POR,46,8.7,0.6,0.2,0.7,29.4,0.1,0.6,22.2,38.2
195,Jack White,DEN,16,3.2,0.6,0.2,0.5,37.5,0.2,0.5,37.5,56.3
196,Jaden Hardy,DAL,39,14.2,2.4,0.8,2.0,39.2,0.8,2.0,39.2,58.9
197,Jaden Ivey,DET,65,30.4,2.4,0.8,2.4,34.6,0.8,2.3,35.3,52.0
198,Jaden McDaniels,MIN,71,30.9,3.8,1.3,3.3,39.5,1.2,3.2,39.1,58.4
199,Jaden Springer,PHI,11,3.9,0.2,0.1,0.3,33.3,0.0,0.2,0.0,33.3
200,Jae Crowder,MIL,11,18.7,2.5,0.8,2.2,37.5,0.8,2.2,37.5,56.3
201,Jae'Sean Tate,HOU,31,21.9,1.1,0.4,1.3,27.5,0.4,1.3,27.5,41.3
202,Jake LaRavia,MEM,33,11.9,1.9,0.6,1.8,36.2,0.6,1.8,36.2,54.3
203,Jakob Poeltl,TOR,63,26.8,1.0,0.5,1.1,49.3,0.0,0.0,-,49.3
204,Jalen Brunson,NYK,65,34.9,2.6,0.9,1.9,47.2,0.9,1.9,46.3,69.9
205,Jalen Duren,DET,58,24.5,0.0,0.0,0.1,16.7,0.0,0.0,0.0,16.7
206,Jalen Green,HOU,67,34.2,3.7,1.3,3.4,36.8,1.2,3.3,36.8,54.3
207,Jalen Johnson,ATL,64,14.5,1.1,0.4,1.3,27.9,0.4,1.3,30.0,41.9
208,Jalen McDaniels,PHI,71,24.3,3.0,1.0,3.0,33.8,0.9,2.9,32.5,49.5
209,Jalen Smith,IND,61,18.4,2.3,0.8,3.0,26.1,0.7,2.7,26.5,38.0
210,Jalen Suggs,ORL,45,23.7,2.1,0.7,2.2,32.7,0.7,2.1,32.3,48.0
211,Jalen Williams,OKC,67,29.9,2.5,0.9,2.4,35.6,0.8,2.3,35.7,53.1
212,Jamal Cain,MIA,15,12.4,0.5,0.2,0.9,23.1,0.1,0.8,16.7,30.8
213,Jamal Murray,DEN,59,33.0,3.3,1.1,2.9,39.1,1.1,2.8,39.4,58.3
214,Jamaree Bouyea,WAS,5,14.1,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0
215,James Bouknight,CHA,26,13.6,0.9,0.3,1.5,21.1,0.3,1.4,21.6,31.6
216,James Harden,PHI,53,36.9,2.4,0.8,1.9,42.4,0.8,1.8,41.8,63.1
217,James Johnson,IND,14,8.8,0.4,0.1,0.6,22.2,0.1,0.6,22.2,33.3
218,James Wiseman,DET,36,18.3,0.6,0.3,0.8,35.7,0.1,0.3,25.0,41.1
219,Jared Butler,OKC,2,9.6,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
220,Jared Rhoden,DET,7,9.4,0.4,0.1,0.9,16.7,0.1,0.9,16.7,25.0
221,Jaren Jackson Jr.,MEM,55,28.1,4.3,1.4,4.2,33.9,1.4,4.1,34.2,50.6
222,Jarred Vanderbilt,LAL,69,24.4,1.0,0.3,1.2,28.6,0.3,1.1,29.3,41.7
223,Jarrell Brantley,UTA,1,1.5,0.0,0.0,0.0,-,-,-,-,-
224,Jarrett Allen,CLE,64,33.0,0.6,0.3,0.9,32.8,0.0,0.1,11.1,33.6
225,Jarrett Culver,ATL,10,13.7,0.3,0.1,1.2,8.3,0.1,1.0,10.0,12.5
226,Jason Preston,LAC,13,9.4,0.9,0.3,1.1,28.6,0.3,1.1,28.6,42.9
227,Javonte Green,CHI,30,15.5,1.2,0.4,1.1,36.4,0.4,1.1,36.4,54.5
228,Jaxson Hayes,NOP,45,13.4,0.2,0.1,0.6,14.3,0.1,0.6,11.1,19.6
229,Jay Huff,WAS,3,4.1,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0
230,Jaylen Brown,BOS,61,36.1,4.9,1.7,4.9,34.6,1.5,4.4,33.9,50.0
231,Jaylen Nowell,MIN,64,19.3,2.0,0.7,2.3,30.8,0.6,2.1,28.5,44.2
232,Jaylin Williams,OKC,41,17.9,3.4,1.2,3.0,41.1,0.9,2.1,40.9,55.6
233,Jayson Tatum,BOS,68,37.4,5.5,1.9,4.8,40.2,1.7,4.3,39.5,58.0
234,Jeff Dowtin Jr.,TOR,19,8.7,0.3,0.1,0.5,22.2,0.1,0.5,22.2,33.3
235,Jeff Green,DEN,49,19.2,1.4,0.5,1.7,29.6,0.4,1.5,28.8,42.6
236,Jerami Grant,POR,63,35.6,6.4,2.2,5.5,39.2,2.0,5.2,39.3,57.8
237,Jeremiah Robinson-Earl,OKC,37,19.2,2.6,0.9,2.8,31.7,0.8,2.6,31.6,46.2
238,Jeremy Sochan,SAS,56,26.0,1.8,0.6,2.4,25.7,0.5,2.1,23.7,36.0
239,Jericho Sims,NYK,49,15.8,0.1,0.0,0.1,66.7,0.0,0.0,-,66.7
240,Jevon Carter,MIL,72,22.3,3.1,1.0,2.5,41.9,1.0,2.4,42.4,62.3
241,Jimmy Butler,MIA,59,33.4,1.1,0.4,1.1,37.5,0.3,0.9,32.7,50.8
242,Jock Landale,PHX,63,14.0,1.2,0.4,1.5,29.8,0.3,1.2,25.6,40.4
243,Joe Harris,BKN,66,21.5,5.1,1.7,4.0,43.2,1.7,3.9,43.2,64.2
244,Joe Ingles,MIL,38,23.1,3.5,1.2,3.1,37.9,1.2,3.0,38.3,56.9
245,Joe Wieskamp,TOR,5,5.9,1.8,0.6,1.2,50.0,0.6,1.2,50.0,75.0
246,Joel Embiid,PHI,59,34.7,4.3,1.7,3.6,48.1,0.8,1.8,42.1,58.6
247,John Butler Jr.,POR,10,3.2,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0
248,John Collins,ATL,63,30.1,3.3,1.2,3.8,31.9,0.9,3.2,27.2,43.5
249,John Konchar,MEM,64,21.0,2.5,0.8,2.3,35.6,0.8,2.3,35.4,52.7
250,John Wall,LAC,34,22.2,2.6,0.9,2.5,34.9,0.9,2.5,35.3,52.3
251,Johnny Davis,WAS,19,7.7,0.2,0.1,0.5,10.0,0.1,0.5,10.0,15.0
252,Johnny Juzang,UTA,10,10.6,1.8,0.6,2.4,25.0,0.6,2.3,26.1,37.5
253,Jonas Valanciunas,NOP,70,24.8,2.5,1.0,2.6,39.2,0.5,1.4,36.1,48.9
254,Jonathan Isaac,ORL,11,11.3,2.4,0.9,1.9,47.6,0.5,1.3,42.9,61.9
255,Jonathan Kuminga,GSW,59,20.7,2.3,0.8,2.2,37.0,0.7,1.9,36.6,53.1
256,Jordan Clarkson,UTA,61,32.6,4.1,1.4,4.1,33.9,1.3,4.0,33.9,50.4
257,Jordan Goodwin,WAS,53,16.9,1.2,0.4,1.1,35.6,0.4,1.1,35.7,52.5
258,Jordan Hall,SAS,9,9.2,0.6,0.2,1.6,14.3,0.1,1.3,8.3,17.9
259,Jordan McLaughlin,MIN,36,15.9,1.0,0.3,1.3,26.1,0.3,1.3,26.1,39.1
260,Jordan Nwora,IND,53,17.6,3.3,1.1,2.6,43.1,1.1,2.5,44.0,64.6
261,Jordan Poole,GSW,74,30.4,4.4,1.5,4.2,35.0,1.4,4.1,35.3,52.1
262,Jordan Schakel,WAS,2,3.1,0.0,0.0,0.0,-,0.0,0.0,-,-
263,Jose Alvarado,NOP,61,21.5,3.5,1.2,3.5,33.3,1.2,3.5,33.5,50.0
264,Josh Christopher,HOU,55,11.5,0.5,0.2,0.8,23.8,0.2,0.7,22.0,34.5
265,Josh Giddey,OKC,68,30.8,2.6,0.9,2.6,35.0,0.8,2.4,32.9,50.0
