,PLAYER,TEAM,GP,W,L,MIN,REB,Contested REB,Contested REB%,REB Chances,REB Chance%,Deferred REB Chances,Adjusted REB Chance%,AVG REB Distance
29,Bam Adebayo,MIA,75,40,35,34.6,9.2,3.8,41.4,15.5,59.2,1.0,63.4,5.7
30,Ben Simmons,BKN,42,24,18,26.3,6.3,1.7,27.0,9.9,63.1,0.7,67.8,6.3
31,Bennedict Mathurin,IND,76,32,44,29.0,4.2,1.1,27.0,8.2,51.3,0.6,55.3,8.2
32,Bismack Biyombo,PHX,56,30,26,15.1,4.6,1.9,40.8,8.9,52.3,0.8,57.1,5.0
33,Blake Griffin,BOS,36,24,12,14.9,4.3,1.9,45.2,7.4,57.8,0.6,62.5,5.4
34,Blake Wesley,SAS,24,6,18,19.7,3.0,0.6,19.2,5.8,52.1,0.3,54.5,7.8
35,Boban Marjanovic,HOU,27,7,20,5.9,2.2,0.9,38.3,3.9,57.1,0.3,62.5,4.2
36,Bobby Portis,MIL,70,47,23,26.0,9.6,3.2,32.9,15.6,61.5,1.0,65.8,4.9
37,Bogdan Bogdanovic,ATL,51,26,25,28.2,3.2,0.7,23.0,5.5,58.9,0.5,65.2,7.9
38,Bojan Bogdanovic,DET,57,15,42,32.3,3.8,0.7,17.4,7.2,53.2,0.5,56.8,8.9
39,Bol Bol,ORL,70,26,44,21.5,5.8,1.3,23.2,8.3,69.6,0.5,73.9,5.4
40,Bones Hyland,LAC,49,33,16,20.6,2.8,0.6,20.7,5.0,55.6,0.3,59.0,8.6
41,Bradley Beal,WAS,49,23,26,33.5,4.0,1.0,25.5,6.9,58.3,0.4,62.0,8.3
42,Brandon Boston Jr.,LAC,15,6,9,15.2,2.0,0.5,26.7,4.1,49.2,0.2,51.7,7.5
43,Brandon Clarke,MEM,56,32,24,19.5,5.5,2.4,43.9,10.9,50.9,0.7,54.5,5.2
44,Brandon Ingram,NOP,45,23,22,34.2,5.5,1.2,22.8,8.8,62.1,0.5,66.1,7.0
45,Braxton Key,DET,1,0,1,2.3,1.0,0.0,0.0,2.0,50.0,0.0,50.0,2.8
46,Brook Lopez,MIL,77,56,21,30.4,6.8,3.2,46.9,12.3,54.9,1.1,60.0,6.2
47,Bruce Brown,DEN,76,49,27,29.0,4.3,1.1,25.3,7.9,54.9,0.5,59.0,7.1
48,Bruno Fernando,ATL,34,11,23,11.1,4.0,1.6,39.4,8.1,49.8,0.6,53.7,4.9
49,Bryce McGowens,CHA,37,12,25,19.8,2.5,0.6,24.7,4.5,55.4,0.3,59.6,9.3
50,Bryn Forbes,MIN,11,4,7,12.0,1.4,0.5,33.3,2.1,65.2,0.1,68.2,11.8
51,Buddy Boeheim,DET,5,0,5,10.1,1.2,0.4,33.3,1.6,75.0,0.2,85.7,11.5
52,Buddy Hield,IND,79,35,44,31.1,5.1,0.9,17.3,9.2,55.3,0.8,60.3,8.0
53,CJ McCollum,NOP,72,36,36,35.3,4.6,0.7,14.6,7.5,60.7,0.4,64.3,10.0
54,Cade Cunningham,DET,12,3,9,33.3,6.2,1.8,29.7,10.7,57.8,0.5,60.7,7.1
55,Caleb Houstan,ORL,41,14,27,17.7,2.4,0.6,26.3,4.7,51.8,0.4,56.9,9.0
56,Caleb Martin,MIA,68,37,31,29.5,5.1,1.1,22.7,9.1,55.7,0.9,61.9,8.0
57,Cam Reddish,POR,31,12,19,26.8,2.8,0.7,26.1,4.9,58.3,0.4,62.9,10.2
58,Cam Thomas,BKN,42,23,19,20.0,2.3,0.5,21.1,4.4,51.1,0.4,55.9,7.7
59,Cameron Johnson,BKN,41,25,16,29.1,4.5,1.0,21.6,8.0,56.6,0.6,61.3,7.3
60,Cameron Payne,PHX,42,24,18,20.2,2.5,0.2,9.4,4.8,53.0,0.4,57.9,9.0
61,Caris LeVert,CLE,72,44,28,30.6,3.9,0.9,23.0,6.5,60.1,0.5,65.1,8.4
62,Carlik Jones,CHI,3,2,1,16.3,1.7,0.7,40.0,3.3,50.0,0.0,50.0,8.2
63,Cedi Osman,CLE,62,40,22,21.4,2.8,0.6,20.5,4.8,59.3,0.4,64.2,8.3
64,Chance Comanche,POR,1,0,1,20.8,3.0,1.0,33.3,7.0,42.9,0.0,42.9,5.6
65,Charles Bassey,SAS,33,7,26,15.0,5.8,2.1,35.2,9.8,59.9,0.8,65.2,4.9
66,Chima Moneke,SAC,1,0,1,6.3,2.0,0.0,0.0,4.0,50.0,0.0,50.0,11.2
67,Chimezie Metu,SAC,55,36,19,11.3,3.6,1.2,34.3,5.8,62.5,0.3,65.3,4.5
68,Chris Boucher,TOR,76,39,37,20.0,5.5,2.5,44.9,9.8,56.7,0.7,61.2,4.7
69,Chris Duarte,IND,41,17,24,20.7,2.8,0.5,19.1,5.6,50.0,0.5,54.8,8.1
70,Chris Paul,PHX,58,33,25,32.4,4.3,0.7,17.1,7.1,61.1,0.4,65.2,9.2
71,Christian Braun,DEN,57,37,20,18.3,3.2,0.9,27.1,5.4,59.3,0.4,63.5,7.4
72,Christian Koloko,TOR,54,27,27,14.4,3.2,1.7,53.2,7.1,44.8,0.6,48.7,5.3
73,Christian Wood,DAL,67,33,34,25.9,7.3,2.6,35.8,11.9,61.9,0.9,66.8,5.0
74,Chuma Okeke,ORL,22,7,15,22.4,4.4,1.1,25.0,7.2,60.4,0.5,64.4,8.6
75,Clint Capela,ATL,65,35,30,26.6,11.0,5.5,49.8,17.0,64.7,0.7,67.5,4.7
76,Coby White,CHI,64,30,34,24.6,3.3,0.7,20.4,5.7,58.0,0.4,62.6,8.4
77,Cody Martin,CHA,6,1,5,22.1,4.0,1.2,29.2,6.0,66.7,0.3,70.6,10.0
78,Cody Zeller,MIA,15,6,9,14.4,4.3,2.0,46.9,8.9,48.1,1.1,54.7,4.7
79,Cole Anthony,ORL,59,28,31,25.8,4.9,0.9,18.8,8.4,58.3,0.8,64.6,7.7
80,Cole Swider,LAL,3,0,3,10.9,2.3,1.3,57.1,3.7,63.6,0.0,63.6,4.0
81,Collin Sexton,UTA,38,20,18,24.4,2.8,0.7,23.8,4.9,56.5,0.2,59.0,10.1
82,Corey Kispert,WAS,71,29,42,28.6,2.9,0.7,25.1,5.2,55.8,0.4,59.8,8.1
83,Cory Joseph,DET,50,10,40,20.5,2.1,0.4,20.8,4.6,46.1,0.5,52.0,9.9
84,D'Angelo Russell,LAL,66,37,29,32.8,3.3,0.6,19.5,6.3,51.8,0.7,58.0,10.0
85,Daishen Nix,HOU,44,11,33,17.6,2.2,0.6,26.5,3.9,57.0,0.2,60.1,8.2
86,Dalano Banton,TOR,23,13,10,9.5,2.0,0.6,28.9,3.0,64.3,0.2,69.2,6.6
87,Dalen Terry,CHI,18,9,9,9.2,1.9,0.6,31.4,3.8,50.7,0.1,52.2,7.6
88,Damian Jones,UTA,35,9,26,13.4,3.5,1.2,35.2,6.3,55.7,0.4,59.8,6.9
89,Damian Lillard,POR,58,27,31,36.3,4.8,1.1,22.0,8.9,53.8,0.6,57.9,9.1
90,Damion Lee,PHX,66,35,31,21.2,3.4,0.7,19.6,5.7,60.3,0.4,65.2,7.7
91,Daniel Gafford,WAS,77,31,46,20.8,5.6,2.8,49.4,11.7,48.0,0.9,51.8,4.2
92,Daniel Theis,IND,6,1,5,16.9,3.7,1.8,50.0,8.8,41.5,0.7,44.9,4.0
93,Danny Green,CLE,5,2,3,15.3,2.8,0.6,21.4,5.0,56.0,0.4,60.9,8.0
94,Danuel House Jr.,PHI,44,30,14,16.5,2.1,0.3,11.7,3.8,56.3,0.2,59.1,7.4
95,Dario Saric,OKC,48,24,24,16.0,4.3,1.5,35.7,8.1,53.1,0.6,57.2,5.0
96,Darius Bazley,PHX,35,17,18,16.0,3.9,1.1,28.3,7.0,56.1,0.5,60.5,6.0
97,Darius Days,HOU,3,0,3,7.8,2.0,0.3,16.7,4.0,50.0,0.0,50.0,4.7
98,Darius Garland,CLE,64,37,27,35.5,2.9,0.4,15.1,5.8,49.5,0.4,53.0,11.2
99,David Duke Jr.,BKN,9,5,4,16.4,3.2,0.7,20.7,5.3,60.4,0.7,69.0,8.8
100,David Roddy,MEM,67,43,24,18.7,2.9,0.8,26.9,5.3,54.7,0.4,59.4,6.5
101,Davion Mitchell,SAC,56,36,20,19.2,1.9,0.3,16.2,3.3,57.7,0.3,62.9,9.9
102,Davis Bertans,DAL,28,11,17,12.7,1.9,0.4,20.8,3.3,57.6,0.3,63.1,7.4
103,Davon Reed,LAL,28,20,8,10.5,2.1,0.4,20.3,3.6,57.8,0.4,65.6,7.6
104,Day'Ron Sharpe,BKN,45,21,24,12.0,4.4,2.5,55.5,8.4,52.6,0.5,55.7,4.1
105,De'Aaron Fox,SAC,72,43,29,33.7,4.3,0.8,17.6,7.2,59.1,0.5,63.2,8.8
106,De'Andre Hunter,ATL,66,34,32,32.1,4.3,1.2,28.2,8.1,53.4,0.8,58.9,7.3
107,De'Anthony Melton,PHI,75,49,26,28.1,4.2,1.2,29.2,7.3,56.6,0.6,61.9,8.0
108,DeAndre Jordan,DEN,38,23,15,15.2,5.3,2.1,39.6,8.3,63.7,0.5,68.0,4.4
109,DeMar DeRozan,CHI,71,36,35,36.2,4.7,0.9,19.5,8.3,56.4,0.7,62.0,8.6
110,Dean Wade,CLE,40,27,13,21.3,3.8,1.0,25.3,6.7,56.0,0.6,61.2,6.7
111,Deandre Ayton,PHX,67,36,31,30.4,10.0,3.9,39.1,15.6,64.0,1.1,69.1,4.6
112,Dejounte Murray,ATL,73,38,35,36.8,5.3,1.3,23.9,9.7,54.9,1.0,61.3,7.3
113,Delon Wright,WAS,46,24,22,24.9,3.9,1.0,25.0,6.4,60.8,0.4,64.7,9.1
114,Deni Avdija,WAS,75,32,43,26.8,6.5,1.8,27.1,11.0,59.0,1.1,65.3,4.8
115,Dennis Schroder,LAL,60,34,26,30.7,2.8,0.3,9.1,5.2,53.4,0.5,58.7,11.4
116,Dennis Smith Jr.,CHA,51,17,34,26.1,3.3,0.7,21.0,6.6,49.7,0.8,56.6,8.6
117,Dereon Seabron,NOP,1,1,0,2.5,1.0,1.0,100.0,2.0,50.0,0.0,50.0,1.8
118,Derrick Jones Jr.,CHI,55,24,31,14.9,2.7,1.4,51.0,5.3,51.9,0.4,55.7,5.7
119,Derrick Rose,NYK,18,6,12,13.9,2.2,0.4,20.0,3.8,58.8,0.1,59.7,10.4
120,Derrick White,BOS,77,53,24,29.3,3.8,1.0,25.9,6.9,55.0,0.7,60.8,8.0
121,Desmond Bane,MEM,57,38,19,31.9,5.1,1.3,24.7,9.0,56.8,0.6,61.1,7.8
122,Devin Booker,PHX,51,33,18,35.4,4.7,0.9,19.6,8.5,55.3,0.6,59.4,8.7
123,Devin Vassell,SAS,37,12,25,31.1,4.0,1.0,24.3,6.9,58.3,0.5,63.2,6.5
124,Devon Dotson,WAS,3,0,3,15.0,3.3,0.7,20.0,5.3,62.5,0.0,62.5,13.2
125,Devonte' Graham,SAS,57,26,31,20.0,2.1,0.3,15.6,3.6,59.5,0.4,65.9,10.5
126,Dewayne Dedmon,PHI,36,23,13,11.2,3.7,1.6,41.8,7.2,51.7,0.7,57.3,4.9
127,Dillon Brooks,MEM,70,43,27,30.5,3.5,0.6,17.6,6.5,54.0,0.5,58.8,8.5
128,Domantas Sabonis,SAC,79,47,32,34.6,12.3,5.0,40.3,21.6,57.1,1.6,61.7,4.0
129,Dominick Barlow,SAS,24,4,20,14.8,4.0,1.7,43.2,7.2,55.2,0.8,62.1,5.7
130,Donovan Mitchell,CLE,67,43,24,36.0,4.3,1.0,23.5,7.4,58.4,0.3,61.1,9.1
131,Donovan Williams,ATL,2,1,1,2.1,1.0,0.0,0.0,1.0,100.0,0.0,100.0,3.6
132,Donte DiVincenzo,GSW,66,38,28,27.0,4.8,1.0,20.4,8.3,57.8,0.7,62.7,7.6
133,Dorian Finney-Smith,BKN,64,30,34,30.5,4.9,1.9,38.9,8.9,55.7,0.8,60.9,6.8
134,Doug McDermott,SAS,57,18,39,20.9,2.4,0.6,23.4,4.3,56.1,0.3,59.8,8.2
135,Draymond Green,GSW,71,39,32,31.6,7.2,2.6,36.5,12.0,60.4,1.1,66.3,5.5
136,Drew Eubanks,POR,75,30,45,20.3,5.5,1.7,31.8,9.8,55.6,0.7,59.9,5.0
137,Dru Smith,BKN,11,6,5,13.1,2.2,0.5,20.8,3.5,61.5,0.4,68.6,9.5
138,Duane Washington Jr.,NYK,20,10,10,16.6,1.8,0.1,5.6,3.1,59.0,0.0,59.0,10.3
139,Duncan Robinson,MIA,30,14,16,17.9,2.3,0.7,29.0,3.7,62.2,0.2,66.3,8.5
140,Dwight Powell,DAL,72,35,37,19.6,4.4,1.8,41.1,9.3,46.8,0.6,50.2,6.0
141,Dyson Daniels,NOP,52,30,22,19.3,3.6,1.1,30.3,6.4,56.6,0.4,60.3,7.4
142,Edmond Sumner,BKN,39,26,13,16.4,2.0,0.4,17.7,4.0,50.3,0.3,54.1,8.9
143,Eric Gordon,LAC,56,19,37,28.7,2.4,0.3,10.4,4.1,58.8,0.3,62.6,11.9
144,Eugene Omoruyi,DET,33,10,23,18.2,3.4,1.2,35.1,6.9,48.7,0.5,52.4,6.5
145,Evan Fournier,NYK,23,12,11,18.0,2.1,0.3,14.3,3.5,61.3,0.3,67.1,9.2
146,Evan Mobley,CLE,79,48,31,34.4,9.0,3.6,39.8,15.5,57.9,1.3,63.1,5.3
147,Facundo Campazzo,DAL,1,0,1,22.6,2.0,0.0,0.0,4.0,50.0,0.0,50.0,13.1
148,Frank Jackson,UTA,1,0,1,5.1,2.0,1.0,50.0,5.0,40.0,0.0,40.0,21.2
149,Frank Kaminsky,HOU,24,7,17,8.2,2.2,0.8,38.5,3.4,63.4,0.1,65.8,4.4
150,Frank Ntilikina,DAL,32,13,19,15.7,1.9,0.3,17.7,3.4,56.9,0.3,62.6,8.9
151,Franz Wagner,ORL,78,32,46,32.6,4.2,0.8,19.8,7.6,55.4,0.5,59.4,9.0
152,Fred VanVleet,TOR,67,33,34,36.8,4.2,0.8,18.6,7.9,53.1,0.8,58.9,10.0
153,Furkan Korkmaz,PHI,21,14,7,12.5,2.0,0.4,19.0,3.3,60.9,0.2,65.6,9.8
154,Gabe Vincent,MIA,60,34,26,26.3,2.4,0.5,19.3,4.2,57.1,0.3,60.9,11.7
155,Gabe York,IND,2,0,2,21.7,3.0,0.5,16.7,4.0,75.0,0.0,75.0,8.2
156,Garrett Temple,NOP,12,6,6,8.9,1.4,0.5,35.3,2.5,56.7,0.2,60.7,8.7
157,Garrison Mathews,ATL,40,11,29,14.2,1.8,0.3,16.4,3.5,52.9,0.4,59.8,8.9
158,Gary Harris,ORL,41,18,23,24.7,2.4,0.5,22.4,4.0,59.0,0.3,63.2,12.2
159,Gary Payton II,GSW,21,13,8,16.7,3.3,1.3,39.1,6.0,55.2,0.4,59.0,5.8
160,Gary Trent Jr.,TOR,62,29,33,32.0,2.8,0.5,17.9,4.5,61.6,0.3,66.0,10.1
161,George Hill,IND,37,22,15,19.1,2.3,0.5,22.4,4.5,50.6,0.3,53.8,10.1
162,Georges Niang,PHI,72,48,24,19.8,2.6,0.5,18.9,5.0,51.4,0.5,57.1,7.1
163,Giannis Antetokounmpo,MIL,63,47,16,32.1,11.8,3.5,29.4,18.2,64.7,1.3,69.5,5.2
164,Goga Bitadze,ORL,33,9,24,13.3,4.2,2.1,50.4,8.4,49.6,0.9,55.5,4.3
165,Goran Dragic,MIL,36,15,21,17.1,2.2,0.4,16.5,4.0,54.9,0.3,59.4,10.0
166,Gordon Hayward,CHA,49,20,29,31.7,4.4,0.8,18.6,6.9,63.4,0.4,67.8,8.9
167,Gorgui Dieng,SAS,28,3,25,12.0,3.5,1.0,29.3,5.3,67.3,0.3,71.7,5.8
168,Grant Williams,BOS,78,54,24,26.1,4.7,1.6,33.6,8.7,53.7,0.7,58.5,6.8
169,Grayson Allen,MIL,69,51,18,27.3,3.4,0.6,18.1,6.4,53.4,0.6,58.8,9.5
170,Greg Brown III,POR,9,5,4,7.6,2.1,0.6,26.3,2.9,73.1,0.1,76.0,7.1
171,Hamidou Diallo,DET,52,12,40,18.3,3.7,1.2,33.2,5.8,62.9,0.3,65.7,6.7
172,Harrison Barnes,SAC,79,46,33,32.7,4.6,1.3,28.7,7.9,58.7,0.7,64.0,8.1
173,Haywood Highsmith,MIA,46,25,21,20.6,4.1,1.2,28.2,7.0,58.2,0.5,62.9,7.9
174,Herbert Jones,NOP,64,30,34,30.0,4.2,1.5,36.8,7.9,53.3,0.6,57.5,8.3
175,Immanuel Quickley,NYK,81,47,34,28.9,4.2,0.5,11.9,6.9,60.3,0.5,65.1,9.5
176,Isaac Okoro,CLE,63,40,23,23.4,3.0,0.8,28.3,5.8,51.0,0.4,54.8,9.5
177,Isaiah Hartenstein,NYK,82,47,35,19.9,6.5,3.2,48.9,12.2,53.5,0.8,57.3,4.8
178,Isaiah Jackson,IND,60,24,36,16.9,4.7,2.6,56.0,9.4,50.1,0.9,55.3,4.3
179,Isaiah Joe,OKC,60,30,30,20.6,2.9,0.5,16.6,5.4,54.3,0.7,61.8,7.8
180,Isaiah Livers,DET,47,9,38,24.1,3.0,0.7,23.4,5.5,54.9,0.5,60.5,8.6
181,Isaiah Mobley,CLE,8,5,3,9.7,2.5,1.4,55.0,4.1,60.6,0.6,71.4,5.0
182,Isaiah Roby,NYK,36,6,30,12.4,2.9,0.8,27.9,4.8,60.5,0.3,64.2,5.9
183,Isaiah Stewart,DET,49,12,37,28.3,8.0,3.0,37.0,14.1,56.6,1.0,60.8,4.6
184,Isaiah Todd,WAS,1,0,1,45.4,12.0,1.0,8.3,17.0,70.6,0.0,70.6,6.5
185,Ish Smith,DEN,25,12,13,14.0,2.2,0.5,24.1,3.8,56.3,0.4,63.5,7.0
186,Ish Wainright,PHX,47,24,23,17.3,3.0,1.1,37.4,5.2,56.5,0.4,61.8,6.9
187,Ivica Zubac,LAC,76,43,33,28.5,9.9,4.6,46.6,17.3,57.5,1.1,61.6,4.1
188,JD Davison,BOS,5,5,0,9.9,1.8,0.0,0.0,2.4,75.0,0.2,81.8,8.9
189,JT Thor,CHA,59,20,39,15.0,2.6,0.9,36.4,4.1,61.9,0.3,65.9,7.6
190,Ja Morant,MEM,61,40,21,31.9,5.9,1.3,22.4,10.9,53.7,0.8,57.9,7.8
191,JaMychal Green,GSW,53,29,24,14.4,3.9,1.6,42.4,6.3,61.6,0.4,65.9,4.7
192,JaVale McGee,DAL,37,16,21,8.9,2.9,1.4,46.7,5.3,54.9,0.4,59.8,4.3
193,Jabari Smith Jr.,HOU,79,21,58,31.0,7.2,2.5,35.0,11.9,60.5,0.9,65.3,5.4
194,Jabari Walker,POR,41,14,27,13.1,3.1,1.4,46.1,5.6,55.9,0.3,59.0,4.9
195,Jack White,DEN,8,4,4,5.6,2.1,1.1,52.9,3.1,68.0,0.1,70.8,5.4
196,Jacob Gilyard,MEM,1,0,1,40.8,4.0,0.0,0.0,8.0,50.0,1.0,57.1,12.2
197,Jaden Hardy,DAL,35,13,22,17.6,2.5,0.5,20.2,4.8,53.0,0.4,57.4,8.6
198,Jaden Ivey,DET,72,16,56,31.1,4.0,0.7,18.6,8.1,48.8,0.9,54.8,8.7
199,Jaden McDaniels,MIN,75,38,37,30.7,4.0,1.3,31.4,7.6,52.9,0.7,58.0,7.8
200,Jaden Springer,PHI,9,8,1,7.7,1.6,0.6,35.7,3.1,50.0,0.0,50.0,5.9
201,Jae Crowder,MIL,17,12,5,19.0,4.1,1.2,29.0,7.1,57.0,0.5,61.6,6.8
202,Jae'Sean Tate,HOU,31,7,24,21.9,3.8,1.3,33.1,7.2,53.2,0.5,57.3,7.0
203,Jake LaRavia,MEM,23,14,9,15.4,2.7,0.8,30.2,4.2,65.6,0.3,70.0,8.3
204,Jakob Poeltl,TOR,71,26,45,26.5,9.1,5.0,54.9,15.2,59.8,1.0,63.9,4.6
205,Jalen Brunson,NYK,66,39,27,35.0,3.7,0.6,17.4,6.7,54.4,0.5,58.6,9.8
206,Jalen Duren,DET,65,15,50,25.2,9.0,4.2,46.5,16.6,54.0,1.1,57.8,4.4
207,Jalen Green,HOU,73,19,54,34.4,3.9,0.8,21.1,7.4,52.7,0.5,56.1,7.6
208,Jalen Johnson,ATL,67,34,33,15.2,4.2,1.4,32.3,6.5,64.4,0.5,69.6,5.1
209,Jalen McDaniels,PHI,78,31,47,23.8,4.4,1.1,23.7,8.3,53.6,0.8,59.0,5.6
210,Jalen Smith,IND,67,31,36,19.0,5.9,2.6,44.2,10.5,56.0,0.7,60.0,4.7
211,Jalen Suggs,ORL,48,19,29,24.4,3.4,1.0,29.2,6.5,51.8,0.5,56.1,8.5
212,Jalen Williams,OKC,69,35,34,31.1,4.9,1.2,25.2,8.7,56.3,0.6,60.5,7.7
213,Jamal Cain,MIA,15,8,7,15.8,3.5,1.1,32.7,5.6,61.9,0.5,67.5,6.3
214,Jamal Murray,DEN,64,43,21,33.2,4.0,0.7,17.9,6.7,59.9,0.5,64.7,8.8
215,Jamaree Bouyea,WAS,3,0,3,15.7,2.0,0.3,16.7,3.7,54.5,0.3,60.0,9.9
216,James Bouknight,CHA,28,7,21,16.8,2.6,0.7,26.4,4.4,59.0,0.3,62.6,8.0
217,James Harden,PHI,58,39,19,36.8,6.1,1.1,18.4,9.9,61.8,0.6,65.9,6.7
218,James Johnson,IND,11,4,7,12.3,2.7,0.5,16.7,4.1,66.7,0.2,69.8,5.2
219,James Wiseman,DET,43,11,32,19.8,6.2,2.2,36.0,11.3,55.1,0.6,58.3,3.9
220,Jared Butler,OKC,2,2,0,24.6,2.0,0.5,25.0,5.0,40.0,0.0,40.0,9.9
221,Jared Rhoden,DET,11,1,10,17.2,3.4,1.1,32.4,5.2,64.9,0.3,68.5,6.5
222,Jaren Jackson Jr.,MEM,63,41,22,28.4,6.8,2.7,39.2,13.0,52.2,1.1,56.9,6.3
223,Jarred Vanderbilt,LAL,78,43,35,24.1,7.5,2.1,28.0,12.2,61.3,0.7,65.2,5.5
224,Jarrell Brantley,UTA,3,0,3,12.5,2.0,0.7,33.3,6.0,33.3,0.7,37.5,12.5
225,Jarrett Allen,CLE,67,44,23,33.0,9.9,4.7,47.6,16.8,59.1,1.3,64.2,4.9
226,Jarrett Culver,ATL,8,3,5,16.7,4.8,1.8,36.8,6.8,70.4,0.1,71.7,5.8
227,Jason Preston,LAC,9,1,8,11.8,2.4,0.4,18.2,3.9,62.9,0.1,64.7,7.8
228,Javonte Green,CHI,30,12,18,15.4,2.9,1.3,45.5,5.6,52.4,0.5,57.9,6.2
229,Jaxson Hayes,NOP,42,19,23,14.1,3.1,1.0,30.3,5.3,58.9,0.3,62.6,6.1
230,Jay Huff,WAS,5,1,4,17.8,4.2,1.8,42.9,8.0,52.5,0.4,55.3,6.2
231,Jay Scrubb,ORL,2,1,1,15.1,3.0,0.5,16.7,3.5,85.7,0.0,85.7,5.4
232,Jaylen Brown,BOS,67,46,21,35.9,6.9,1.4,20.5,11.6,59.1,1.0,64.8,7.1
233,Jaylen Nowell,MIN,59,32,27,19.8,2.9,0.6,20.0,4.9,58.6,0.3,62.5,9.3
234,Jaylin Williams,OKC,47,22,25,19.2,5.1,1.8,34.9,8.6,59.5,0.7,64.4,5.5
235,Jayson Tatum,BOS,74,52,22,36.9,8.8,1.6,18.0,12.7,69.1,0.8,73.5,6.2
236,Jeenathan Williams,POR,4,1,3,23.7,2.8,1.8,63.6,6.0,45.8,0.5,50.0,3.9
237,Jeff Dowtin Jr.,TOR,13,9,4,15.1,1.8,0.4,21.7,2.4,74.2,0.2,79.3,12.8
238,Jeff Green,DEN,49,28,21,19.8,2.9,0.8,28.5,4.9,60.0,0.2,63.2,8.4
239,Jerami Grant,POR,61,27,34,35.9,4.6,1.0,20.5,8.0,57.8,0.7,63.0,8.8
240,Jeremiah Robinson-Earl,OKC,39,13,26,20.3,4.6,2.2,47.8,9.3,49.5,1.2,56.6,4.8
241,Jeremy Sochan,SAS,54,15,39,26.3,5.3,1.8,33.8,9.8,54.2,1.0,60.3,5.9
242,Jericho Sims,NYK,48,29,19,16.6,5.0,2.4,46.7,9.1,55.6,0.7,60.2,5.1
243,Jevon Carter,MIL,74,52,22,23.0,2.7,0.3,11.9,4.6,58.9,0.3,62.3,11.2
