,PLAYER,TEAM,GP,W,L,MIN,Touches,Post Ups,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%
31,Bennedict Mathurin,IND,63,28,35,28.2,41.9,0.1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,33.3,0.0,16.7,0.0,0.0,0.0,0.0,0.0,16.7
32,Bismack Biyombo,PHX,46,25,21,14.0,23.1,0.9,0.1,0.4,31.6,0.0,0.1,16.7,0.3,32.5,0.2,22.5,0.0,0.0,0.1,12.5,0.1,7.5
33,Blake Griffin,BOS,27,17,10,14.1,20.6,0.5,0.1,0.2,60.0,0.0,0.1,50.0,0.3,57.1,0.2,35.7,0.0,0.0,0.0,7.1,0.0,7.1
34,Blake Wesley,SAS,17,3,14,14.8,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Boban Marjanovic,HOU,21,1,20,4.5,6.0,1.4,0.7,1.1,60.9,0.0,0.1,50.0,1.6,113.8,0.1,10.3,0.0,0.0,0.0,3.4,0.0,3.4
36,Bobby Portis,MIL,50,33,17,26.3,51.8,3.2,0.9,1.8,51.1,0.1,0.2,75.0,2.0,63.5,0.9,28.9,0.1,4.4,0.1,3.8,0.1,2.5
37,Bogdan Bogdanovic,ATL,37,18,19,29.3,42.6,0.1,0.0,0.1,50.0,0.0,0.0,0.0,0.1,50.0,0.1,50.0,0.0,0.0,0.0,0.0,0.0,0.0
38,Bojan Bogdanovic,DET,57,15,42,31.9,46.4,1.0,0.2,0.4,36.0,0.2,0.2,100.0,0.5,50.9,0.2,24.6,0.0,0.0,0.1,14.0,0.1,8.8
39,Bol Bol,ORL,57,23,34,22.9,24.3,0.2,0.0,0.1,40.0,0.0,0.0,100.0,0.1,60.0,0.1,30.0,0.0,20.0,0.0,0.0,0.0,10.0
40,Bones Hyland,LAC,45,30,15,19.3,46.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Bradley Beal,WAS,39,21,18,33.1,66.4,0.6,0.1,0.3,40.0,0.0,0.0,0.0,0.2,32.0,0.2,32.0,0.0,4.0,0.1,16.0,0.0,0.0
42,Brandon Boston Jr.,LAC,21,8,13,11.7,20.3,0.1,0.0,0.1,33.3,0.0,0.0,0.0,0.1,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Brandon Clarke,MEM,54,31,23,19.8,28.9,0.2,0.0,0.1,25.0,0.0,0.0,100.0,0.1,44.4,0.0,22.2,0.0,22.2,0.0,0.0,0.0,11.1
44,Brandon Ingram,NOP,27,12,15,32.7,65.3,1.6,0.5,1.0,48.1,0.1,0.1,100.0,1.1,73.8,0.3,21.4,0.0,0.0,0.0,0.0,0.1,4.8
45,Braxton Key,DET,3,0,3,3.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Brook Lopez,MIL,60,43,17,30.3,33.9,1.9,0.7,1.1,64.7,0.3,0.4,83.3,1.9,100.0,0.2,12.3,0.1,2.6,0.2,9.6,0.2,10.5
47,Bruce Brown,DEN,62,44,18,28.6,52.3,0.1,0.0,0.0,100.0,0.0,0.0,100.0,0.1,100.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,25.0
48,Bruno Fernando,ATL,33,10,23,11.2,20.1,0.2,0.1,0.1,66.7,0.0,0.0,0.0,0.1,66.7,0.1,50.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Bryce McGowens,CHA,27,9,18,14.3,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,Bryn Forbes,MIN,25,9,16,10.7,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Buddy Boeheim,DET,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Buddy Hield,IND,63,28,35,32.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,CJ McCollum,NOP,55,26,29,35.0,75.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0
54,Cade Cunningham,DET,12,3,9,33.3,78.3,0.4,0.1,0.1,100.0,0.0,0.0,0.0,0.3,60.0,0.3,60.0,0.0,0.0,0.1,20.0,0.0,0.0
55,Caleb Houstan,ORL,34,12,22,16.1,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Caleb Martin,MIA,52,27,25,30.1,39.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0
57,Cam Reddish,POR,26,11,15,23.2,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Cam Thomas,BKN,44,25,19,17.3,30.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,Cameron Johnson,BKN,23,14,9,26.3,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Cameron Payne,PHX,30,16,14,23.2,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Caris LeVert,CLE,58,34,24,30.0,48.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,0.0,0.0,0.0,33.3,0.0,0.0
62,Carlik Jones,CHI,1,0,1,21.7,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Cedi Osman,CLE,60,37,23,21.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
64,Charles Bassey,SAS,29,6,23,14.1,24.0,0.4,0.1,0.2,40.0,0.1,0.2,66.7,0.3,66.7,0.1,16.7,0.0,0.0,0.1,16.7,0.1,25.0
65,Chima Moneke,SAC,2,1,1,4.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Chimezie Metu,SAC,48,29,19,11.1,16.5,0.3,0.1,0.2,50.0,0.0,0.0,0.0,0.2,64.3,0.1,21.4,0.0,0.0,0.1,21.4,0.0,0.0
67,Chris Boucher,TOR,57,29,28,20.6,24.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0
68,Chris Duarte,IND,39,16,23,18.7,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,Chris Paul,PHX,41,21,20,32.2,75.5,0.2,0.0,0.1,33.3,0.0,0.0,100.0,0.1,40.0,0.1,50.0,0.0,0.0,0.0,10.0,0.0,10.0
70,Chris Silva,DAL,1,1,0,3.0,4.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,2.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Christian Braun,DEN,58,41,17,15.0,16.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Christian Koloko,TOR,46,21,25,14.4,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Christian Wood,DAL,51,27,24,27.2,48.4,2.2,0.7,1.1,60.7,0.3,0.4,77.8,1.6,72.6,0.6,25.7,0.1,4.4,0.3,12.4,0.2,8.0
74,Chuma Okeke,ORL,19,5,14,21.3,25.0,0.1,0.0,0.0,0.0,0.1,0.1,50.0,0.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.0
75,Clint Capela,ATL,46,25,21,26.8,37.0,0.5,0.1,0.3,37.5,0.0,0.1,33.3,0.3,56.0,0.1,20.0,0.0,4.0,0.0,0.0,0.1,12.0
76,Coby White,CHI,53,24,29,22.5,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Cody Martin,CHA,7,2,5,19.1,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Cody Zeller,MIA,3,1,2,15.6,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Cole Anthony,ORL,42,20,22,24.7,52.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Cole Swider,LAL,6,1,5,6.7,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Collin Sexton,UTA,47,24,23,24.0,46.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Corey Kispert,WAS,53,25,28,26.9,30.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Cory Joseph,DET,43,10,33,16.0,33.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
84,D'Angelo Russell,LAL,58,30,28,32.4,81.6,0.2,0.0,0.1,40.0,0.0,0.0,100.0,0.1,66.7,0.1,33.3,0.0,11.1,0.0,0.0,0.0,11.1
85,Daishen Nix,HOU,44,11,33,16.3,37.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Dalano Banton,TOR,27,14,13,9.3,20.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Dalen Terry,CHI,24,12,12,5.2,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Damian Jones,UTA,24,7,17,8.2,9.8,0.1,0.0,0.0,0.0,0.1,0.1,100.0,0.1,100.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0
89,Damian Lillard,POR,48,24,24,36.2,88.0,0.1,0.0,0.1,50.0,0.1,0.1,75.0,0.1,100.0,0.0,14.3,0.0,0.0,0.0,0.0,0.0,28.6
90,Damion Lee,PHX,62,33,29,21.8,30.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Daniel Gafford,WAS,59,27,32,19.1,27.0,0.4,0.1,0.2,46.2,0.1,0.1,50.0,0.3,70.8,0.1,25.0,0.0,4.2,0.0,8.3,0.1,12.5
92,Daniel Theis,IND,7,1,6,15.5,23.7,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Danny Green,CLE,6,2,4,11.9,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Danuel House Jr.,PHI,37,24,13,14.8,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,Dario Saric,OKC,42,18,24,14.4,23.0,0.6,0.2,0.4,46.7,0.1,0.1,100.0,0.5,76.9,0.1,15.4,0.0,3.8,0.1,11.5,0.0,7.7
96,Darius Bazley,PHX,36,16,20,15.4,23.9,0.2,0.0,0.1,0.0,0.1,0.1,75.0,0.1,42.9,0.1,28.6,0.0,0.0,0.0,0.0,0.1,28.6
97,Darius Days,HOU,4,0,4,6.2,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,Darius Garland,CLE,54,29,25,35.1,77.5,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,David Duke Jr.,BKN,17,7,10,8.6,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,David Roddy,MEM,49,31,18,17.1,19.1,0.0,0.0,0.0,100.0,0.0,0.0,50.0,0.1,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
101,Davion Mitchell,SAC,60,35,25,18.0,34.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Davis Bertans,DAL,34,17,17,10.6,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Davon Reed,LAL,39,25,14,8.6,15.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,66.7,0.0,0.0,0.0,0.0,0.0,0.0
104,Day'Ron Sharpe,BKN,34,16,18,10.3,16.4,0.4,0.0,0.2,12.5,0.0,0.1,50.0,0.1,25.0,0.1,25.0,0.0,0.0,0.0,0.0,0.0,8.3
105,De'Aaron Fox,SAC,55,34,21,34.1,79.9,0.1,0.0,0.1,66.7,0.0,0.0,0.0,0.1,66.7,0.0,33.3,0.0,16.7,0.0,0.0,0.0,0.0
106,De'Andre Hunter,ATL,52,29,23,31.8,38.3,0.4,0.2,0.3,69.2,0.1,0.2,75.0,0.5,113.6,0.1,13.6,0.0,0.0,0.0,4.5,0.1,18.2
107,De'Anthony Melton,PHI,57,37,20,28.2,50.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,DeAndre Jordan,DEN,34,21,13,14.6,19.1,0.2,0.1,0.1,66.7,0.0,0.0,0.0,0.1,57.1,0.1,42.9,0.0,14.3,0.0,14.3,0.0,0.0
109,DeMar DeRozan,CHI,55,26,29,36.1,60.5,2.6,0.8,1.3,62.5,0.3,0.4,90.5,2.1,83.0,1.0,38.3,0.2,6.4,0.1,2.1,0.2,7.8
110,Dean Wade,CLE,34,23,11,21.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,Deandre Ayton,PHX,53,25,28,30.3,53.4,4.4,1.4,2.7,53.5,0.3,0.4,85.0,3.2,72.3,1.1,25.5,0.2,5.5,0.2,4.7,0.2,4.3
112,Dejounte Murray,ATL,57,29,28,36.4,72.6,0.1,0.0,0.1,33.3,0.0,0.0,50.0,0.1,42.9,0.1,42.9,0.0,0.0,0.0,0.0,0.0,14.3
113,Delon Wright,WAS,32,20,12,22.9,45.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Deni Avdija,WAS,59,28,31,26.4,43.5,0.1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,40.0,0.1,80.0,0.0,20.0,0.0,0.0,0.0,0.0
115,Dennis Schroder,LAL,49,25,24,30.1,53.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Dennis Smith Jr.,CHA,41,14,27,25.3,50.6,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Deonte Burton,SAC,2,1,1,3.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Dereon Seabron,NOP,5,2,3,2.3,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Derrick Jones Jr.,CHI,47,19,28,14.7,19.3,0.1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,66.7,0.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0
120,Derrick Rose,NYK,27,12,15,12.5,26.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,Derrick White,BOS,62,44,18,27.7,46.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Desmond Bane,MEM,38,24,14,31.0,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,Devin Booker,PHX,35,22,13,34.1,63.4,1.0,0.4,0.5,72.2,0.2,0.2,100.0,0.9,94.3,0.3,25.7,0.0,2.9,0.1,5.7,0.1,8.6
124,Devin Vassell,SAS,29,8,21,31.3,54.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,Devon Dotson,WAS,6,1,5,8.9,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,Devonte' Graham,SAS,60,28,32,16.7,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,Dewayne Dedmon,PHI,30,17,13,11.7,19.7,0.5,0.1,0.4,36.4,0.1,0.1,100.0,0.3,71.4,0.0,7.1,0.0,0.0,0.0,7.1,0.0,7.1
128,Dillon Brooks,MEM,55,34,21,30.3,41.8,0.2,0.1,0.1,60.0,0.0,0.0,100.0,0.1,66.7,0.1,41.7,0.1,25.0,0.0,8.3,0.0,8.3
129,Domantas Sabonis,SAC,59,35,24,34.5,82.3,4.6,0.9,1.5,57.8,0.4,0.5,77.4,2.2,46.4,2.3,50.0,0.7,15.0,0.3,7.3,0.3,5.5
130,Dominick Barlow,SAS,11,0,11,10.1,12.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0
131,Donovan Mitchell,CLE,53,34,19,35.4,68.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,Donte DiVincenzo,GSW,51,29,22,25.8,48.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,Dorian Finney-Smith,BKN,47,21,26,31.8,39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,Doug McDermott,SAS,53,15,38,20.6,27.9,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,Draymond Green,GSW,53,28,25,31.6,73.4,1.1,0.1,0.1,57.1,0.0,0.0,0.0,0.2,13.6,0.9,81.4,0.2,20.3,0.0,1.7,0.0,0.0
136,Drew Eubanks,POR,59,27,32,19.7,26.2,0.3,0.1,0.2,55.6,0.0,0.0,0.0,0.2,52.6,0.1,42.1,0.1,15.8,0.0,0.0,0.0,0.0
137,Dru Smith,BKN,9,4,5,11.2,19.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,Duane Washington Jr.,NYK,31,17,14,12.7,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,Duncan Robinson,MIA,31,14,17,17.7,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,Dwight Powell,DAL,58,31,27,19.8,25.3,0.1,0.0,0.1,66.7,0.0,0.0,100.0,0.1,85.7,0.0,28.6,0.0,0.0,0.0,0.0,0.0,14.3
141,Dyson Daniels,NOP,40,21,19,19.5,29.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
142,Edmond Sumner,BKN,46,28,18,14.5,24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
