,PLAYER,TEAM,GP,W,L,MIN,Passes Made,Passes Received,AST,Secondary AST,Potential AST,AST PTS Created,AST PTS Created.1,AST Adj,AST To Pass%,AST To Pass% Adj
100,David Roddy,MEM,68,43,25,17.7,12.8,13.3,0.8,0.1,1.7,2.0,1.0,6.0,7.7,
101,Davion Mitchell,SAC,79,47,32,18.0,27.9,30.4,2.3,0.4,4.4,6.3,3.0,8.2,10.9,
102,Davis Bertans,DAL,43,20,23,10.4,8.7,7.9,0.5,0.1,0.9,1.1,0.6,5.3,6.9,
103,Davon Reed,LAL,42,28,14,8.1,11.6,9.6,0.5,0.1,1.1,1.3,0.7,4.7,5.7,
104,Day'Ron Sharpe,BKN,46,21,25,11.2,13.5,9.6,0.7,0.0,1.3,1.8,0.8,5.3,5.9,
105,De'Aaron Fox,SAC,72,44,28,33.6,52.6,67.3,6.2,0.4,11.7,16.4,7.3,11.7,13.8,
106,De'Andre Hunter,ATL,65,35,30,32.0,22.4,23.1,1.4,0.1,2.9,3.7,1.7,6.3,7.5,
107,De'Anthony Melton,PHI,76,50,26,28.0,36.3,31.0,2.6,0.4,4.8,7.2,3.3,7.1,9.2,
108,DeAndre Jordan,DEN,37,22,15,14.3,14.3,10.8,0.8,0.0,1.4,2.1,0.9,5.9,6.4,
109,DeMar DeRozan,CHI,72,35,37,36.4,35.2,50.8,5.1,1.1,9.5,13.3,6.5,14.5,18.5,
110,Dean Wade,CLE,42,29,13,20.1,17.0,12.0,0.8,0.1,1.7,2.3,1.0,4.7,5.7,
111,Deandre Ayton,PHX,66,35,31,30.4,34.8,26.7,1.7,0.2,2.5,4.3,1.9,4.9,5.6,
112,Dejounte Murray,ATL,73,38,35,36.3,49.0,58.3,6.1,0.5,10.5,15.1,7.1,12.4,14.4,
113,Delon Wright,WAS,49,25,24,24.5,38.8,36.9,3.9,0.3,7.3,10.2,4.6,10.0,11.8,
114,Deni Avdija,WAS,76,33,43,26.6,33.2,26.3,2.8,0.4,5.0,7.2,3.5,8.4,10.5,
115,Dennis Schroder,LAL,67,37,30,29.6,40.1,45.3,4.4,0.6,8.3,11.5,5.4,11.1,13.6,
116,Dennis Smith Jr.,CHA,54,19,35,25.7,41.5,44.0,4.8,0.5,10.0,12.8,6.0,11.7,14.6,
117,Deonte Burton,SAC,2,1,1,3.3,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
118,Dereon Seabron,NOP,5,2,3,2.3,1.6,2.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,
119,Derrick Jones Jr.,CHI,61,26,35,13.9,13.1,9.8,0.6,0.1,0.9,1.5,0.7,4.2,5.1,
120,Derrick Rose,NYK,27,12,15,12.5,19.1,22.6,1.7,0.1,3.0,4.2,2.0,8.9,10.3,
121,Derrick White,BOS,80,55,25,28.6,35.3,36.5,3.9,0.6,6.5,10.0,4.6,11.0,13.1,
122,Desmond Bane,MEM,57,37,20,31.8,42.4,48.9,4.4,0.9,7.6,11.3,5.7,10.3,13.4,
123,Devin Booker,PHX,52,33,19,34.6,35.3,55.4,5.5,0.9,10.7,14.2,6.9,15.5,19.5,
124,Devin Vassell,SAS,38,12,26,31.0,33.4,39.2,3.6,0.5,6.6,9.5,4.4,10.7,13.1,
125,Devon Dotson,WAS,6,1,5,8.9,14.0,12.0,1.3,0.0,3.0,3.3,1.3,9.5,9.5,
126,Devonte' Graham,SAS,73,31,42,18.3,26.4,27.5,2.7,0.2,5.1,6.4,3.1,10.2,11.6,
127,Dewayne Dedmon,PHI,36,21,15,10.9,13.0,9.8,0.5,0.1,0.9,1.3,0.6,4.1,4.7,
128,Dillon Brooks,MEM,72,45,27,30.3,24.4,30.8,2.6,0.2,4.5,6.6,3.1,10.6,12.5,
129,Domantas Sabonis,SAC,78,47,31,34.8,65.4,50.9,7.3,0.3,12.7,19.4,8.1,11.1,12.3,
130,Dominick Barlow,SAS,25,3,22,13.2,10.7,7.5,0.8,0.0,1.4,2.0,0.8,7.1,7.8,
131,Donovan Mitchell,CLE,68,44,24,35.8,39.7,56.9,4.4,0.8,8.6,11.3,5.7,11.1,14.4,
132,Donovan Williams,ATL,1,1,0,1.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
133,Donte DiVincenzo,GSW,69,39,30,26.4,37.8,32.8,3.3,0.6,6.1,8.7,4.3,8.8,11.4,
134,Dorian Finney-Smith,BKN,65,30,35,30.6,28.4,23.4,1.5,0.4,3.1,4.2,2.1,5.4,7.4,
135,Doug McDermott,SAS,63,19,44,20.5,18.2,19.9,1.4,0.3,2.8,3.6,1.8,7.9,10.1,
136,Draymond Green,GSW,70,38,32,31.7,61.9,48.2,7.0,0.6,13.5,18.6,8.4,11.2,13.5,
137,Drew Eubanks,POR,77,31,46,20.2,21.9,14.4,1.3,0.1,2.3,3.6,1.5,6.0,6.9,
138,Dru Smith,BKN,13,6,7,10.2,14.5,13.5,1.2,0.0,2.1,2.8,1.3,8.5,9.0,
139,Duane Washington Jr.,NYK,31,17,14,12.7,19.3,24.7,2.0,0.2,4.0,5.3,2.5,10.6,12.7,
140,Duncan Robinson,MIA,39,17,22,16.0,15.4,16.3,1.0,0.2,2.4,2.7,1.5,6.7,9.5,
141,Dwight Powell,DAL,75,37,38,19.3,19.9,14.1,0.9,0.1,1.9,2.4,1.1,4.6,5.7,
142,Dylan Windler,CLE,3,3,0,3.5,5.0,4.3,0.3,0.0,0.3,0.7,0.3,6.7,6.7,
143,Dyson Daniels,NOP,58,32,26,17.8,23.4,19.2,2.3,0.2,4.1,5.9,2.8,9.7,12.0,
144,Edmond Sumner,BKN,52,32,20,14.1,15.7,18.7,1.3,0.3,2.5,3.2,1.7,8.3,10.9,
145,Eric Gordon,LAC,67,23,44,28.7,26.3,32.4,2.7,0.4,4.8,6.8,3.5,10.3,13.2,
146,Eugene Omoruyi,DET,40,10,30,16.1,12.8,12.7,0.7,0.1,0.9,1.6,0.9,5.5,6.6,
147,Evan Fournier,NYK,25,15,10,17.3,14.8,16.5,1.4,0.2,2.7,3.6,1.7,9.7,11.4,
148,Evan Mobley,CLE,78,48,30,34.7,43.5,31.2,2.9,0.3,4.8,7.3,3.5,6.6,8.0,
149,Facundo Campazzo,DAL,8,2,6,6.5,12.0,11.6,1.1,0.0,2.6,3.5,1.5,9.4,12.5,
150,Frank Jackson,UTA,1,0,1,5.1,7.0,7.0,1.0,0.0,0.0,2.0,1.0,14.3,14.3,
151,Frank Kaminsky,HOU,35,12,23,6.2,10.5,8.3,0.8,0.0,1.5,2.1,0.9,7.9,9.0,
152,Frank Ntilikina,DAL,45,20,25,11.8,12.2,11.9,1.2,0.1,1.9,3.1,1.3,9.4,10.7,
153,Franz Wagner,ORL,78,33,45,32.9,34.5,42.0,3.6,0.4,7.2,9.6,4.4,10.4,12.9,
154,Fred VanVleet,TOR,68,34,34,36.8,62.4,70.0,7.2,0.8,13.1,17.6,8.4,11.5,13.5,
155,Furkan Korkmaz,PHI,34,22,12,8.7,8.6,9.5,0.6,0.2,1.4,1.4,0.8,6.9,9.3,
156,Gabe Vincent,MIA,65,35,30,26.3,31.9,35.1,2.4,0.3,4.8,6.3,3.0,7.5,9.3,
157,Gabe York,IND,1,0,1,14.0,10.0,15.0,1.0,0.0,2.0,3.0,1.0,10.0,10.0,
158,Garrett Temple,NOP,25,16,9,6.5,6.2,5.6,0.5,0.1,0.9,1.2,0.7,8.4,11.7,
159,Garrison Mathews,ATL,53,16,37,12.5,9.2,9.5,0.5,0.1,0.8,1.2,0.6,5.1,6.1,
160,Gary Harris,ORL,48,22,26,24.7,13.8,17.3,1.2,0.2,2.3,3.2,1.5,8.9,10.9,
161,Gary Payton II,GSW,20,11,9,16.3,18.0,11.5,1.3,0.1,3.0,3.5,1.5,7.2,8.1,
162,Gary Trent Jr.,TOR,64,30,34,32.3,22.0,32.3,1.6,0.3,3.3,4.2,2.0,7.1,9.1,
163,George Hill,IND,44,26,18,18.0,25.0,24.3,2.3,0.2,4.0,5.8,2.6,9.3,10.5,
164,Georges Niang,PHI,76,50,26,19.3,21.1,15.9,1.0,0.1,1.4,2.6,1.2,4.7,5.5,
165,Giannis Antetokounmpo,MIL,63,47,16,32.1,45.1,54.3,5.7,0.7,11.2,15.1,6.5,12.6,14.5,
166,Goga Bitadze,ORL,35,13,22,11.2,12.6,9.9,1.0,0.1,1.4,2.5,1.2,8.2,9.3,
167,Goran Dragic,MIL,55,26,29,14.7,24.8,26.0,2.6,0.3,4.5,6.6,3.3,10.6,13.3,
168,Gordon Hayward,CHA,50,20,30,31.5,32.8,35.7,4.1,0.6,7.4,10.5,5.0,12.5,15.3,
169,Gorgui Dieng,SAS,29,2,27,10.9,15.6,14.1,1.6,0.0,2.9,3.9,1.7,10.0,11.1,
170,Grant Williams,BOS,77,53,24,26.2,21.4,17.4,1.7,0.1,2.6,4.6,1.9,7.8,9.0,
171,Grayson Allen,MIL,72,53,19,27.4,24.5,24.5,2.3,0.5,4.1,5.9,2.9,9.2,11.7,
172,Greg Brown III,POR,16,10,6,5.8,2.8,3.2,0.2,0.0,0.3,0.5,0.2,6.7,6.7,
173,Hamidou Diallo,DET,55,12,43,17.7,18.3,15.9,1.0,0.1,1.6,2.5,1.1,5.4,6.0,
174,Harrison Barnes,SAC,80,48,32,32.7,32.3,27.1,1.6,0.3,3.4,4.3,2.0,4.9,6.2,
175,Haywood Highsmith,MIA,51,26,25,17.5,14.3,10.9,0.7,0.1,1.9,2.0,0.9,4.8,6.1,
176,Herbert Jones,NOP,64,30,34,29.3,32.2,25.1,2.4,0.2,4.0,6.1,2.7,7.5,8.4,
177,Immanuel Quickley,NYK,79,47,32,28.8,36.7,41.5,3.4,0.5,6.4,8.9,4.2,9.3,11.3,
178,Isaac Okoro,CLE,76,48,28,21.7,13.8,11.9,1.1,0.2,1.9,2.8,1.4,8.3,10.5,
179,Isaiah Hartenstein,NYK,80,47,33,19.9,24.7,13.1,1.2,0.2,2.3,2.9,1.4,4.7,5.6,
180,Isaiah Jackson,IND,61,23,38,16.2,15.5,13.0,0.8,0.1,1.5,2.1,1.1,5.1,7.1,
181,Isaiah Joe,OKC,72,35,37,19.1,16.5,17.5,1.2,0.2,2.0,3.1,1.5,7.1,9.0,
182,Isaiah Livers,DET,51,10,41,23.1,18.9,15.6,0.8,0.1,1.7,2.0,1.0,4.0,5.3,
183,Isaiah Mobley,CLE,10,7,3,3.3,4.2,2.6,0.0,0.0,0.1,0.0,0.0,0.0,0.0,
184,Isaiah Roby,SAS,41,9,32,11.3,13.6,10.4,0.9,0.0,1.8,2.3,1.0,6.8,7.7,
185,Isaiah Stewart,DET,49,12,37,28.3,27.4,21.1,1.4,0.1,2.2,3.5,1.5,5.1,5.6,
186,Isaiah Todd,WAS,5,2,3,3.2,2.8,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
187,Ish Smith,DEN,40,24,16,8.6,15.9,16.9,2.1,0.2,3.8,5.4,2.5,13.3,15.7,
188,Ish Wainright,PHX,57,32,25,15.0,10.9,9.4,0.9,0.1,1.5,2.4,1.0,8.3,9.3,
189,Ivica Zubac,LAC,74,41,33,28.7,32.9,19.0,1.0,0.2,1.8,2.6,1.3,3.1,3.9,
190,JD Davison,BOS,10,9,1,2.7,3.4,4.2,0.6,0.1,0.9,1.4,0.7,17.6,20.6,
191,JT Thor,CHA,67,21,46,13.6,13.7,9.8,0.5,0.1,0.9,1.2,0.6,3.5,4.3,
192,Ja Morant,MEM,60,39,21,32.1,47.1,63.7,8.1,0.7,14.1,20.3,9.3,17.2,19.8,
193,JaMychal Green,GSW,56,29,27,14.0,16.3,13.2,0.9,0.1,1.9,2.4,1.1,5.5,6.5,
194,JaVale McGee,DAL,41,20,21,8.5,7.7,5.9,0.3,0.0,0.4,0.7,0.3,3.5,3.8,
195,Jabari Smith Jr.,HOU,77,19,58,31.0,31.9,24.5,1.3,0.2,2.1,3.2,1.6,4.1,5.1,
196,Jabari Walker,POR,53,21,32,10.4,8.6,7.1,0.6,0.1,1.1,1.5,0.7,6.8,7.9,
197,Jack White,DEN,16,12,4,3.2,3.5,2.8,0.2,0.0,0.1,0.4,0.2,5.4,5.4,
198,Jaden Hardy,DAL,46,20,26,14.4,15.7,20.1,1.3,0.3,3.0,3.8,1.9,8.2,12.0,
199,Jaden Ivey,DET,71,15,56,30.9,36.6,47.1,5.2,0.4,9.6,13.5,6.2,14.3,17.0,
200,Jaden McDaniels,MIN,77,39,38,30.9,27.4,24.6,1.9,0.3,3.2,4.8,2.4,6.9,8.6,
201,Jaden Springer,PHI,14,11,3,3.8,1.8,2.4,0.4,0.0,0.4,0.9,0.4,20.0,20.0,
202,Jae Crowder,MIL,16,13,3,18.2,20.4,11.9,1.3,0.2,2.2,3.3,1.6,6.4,7.6,
203,Jae'Sean Tate,HOU,31,7,24,21.9,30.4,30.2,2.7,0.2,5.5,7.4,3.2,8.9,10.6,
204,Jake LaRavia,MEM,35,22,13,11.8,10.6,7.8,0.6,0.1,1.3,1.5,0.8,5.6,7.3,
205,Jakob Poeltl,TOR,69,25,44,26.8,40.7,28.5,2.8,0.3,4.4,6.9,3.3,6.8,8.1,
206,Jalen Brunson,NYK,68,40,28,35.0,58.9,71.0,6.2,1.0,11.6,16.5,7.8,10.5,13.2,
207,Jalen Duren,DET,64,15,49,24.9,27.1,14.3,1.2,0.1,1.8,3.0,1.4,4.3,5.1,
208,Jalen Green,HOU,74,18,56,34.3,40.0,53.6,3.7,0.6,6.6,9.2,4.8,9.2,11.9,
209,Jalen Johnson,ATL,68,35,33,14.8,16.4,9.1,1.1,0.0,2.0,2.7,1.2,6.8,7.3,
210,Jalen McDaniels,PHI,77,29,48,23.7,24.9,20.1,1.6,0.1,2.9,4.2,1.9,6.5,7.7,
211,Jalen Smith,IND,68,31,37,18.8,20.1,16.9,1.0,0.2,1.2,2.4,1.2,4.8,5.9,
212,Jalen Suggs,ORL,50,20,30,23.8,30.8,29.5,3.0,0.2,4.7,7.3,3.4,9.7,11.0,
213,Jalen Williams,OKC,74,35,39,30.4,32.2,33.6,3.3,0.3,5.5,8.4,3.9,10.2,12.0,
214,Jamal Cain,MIA,15,8,7,12.4,7.7,6.6,0.6,0.1,0.9,1.6,0.7,7.8,8.6,
215,Jamal Murray,DEN,64,43,21,32.9,49.1,60.3,6.2,0.9,10.4,15.3,7.6,12.6,15.6,
216,Jamaree Bouyea,WAS,5,2,3,14.1,19.6,18.2,0.8,0.0,1.4,1.8,1.0,4.1,5.1,
217,James Bouknight,CHA,32,8,24,14.5,14.2,15.7,1.2,0.0,2.1,2.9,1.2,8.4,8.6,
218,James Harden,PHI,57,39,18,37.0,69.9,79.0,10.8,1.2,17.2,27.9,13.6,15.4,19.4,
219,James Johnson,IND,16,6,10,8.6,8.4,8.4,0.7,0.1,1.9,2.0,0.9,8.2,10.4,
220,James Wiseman,DET,43,10,33,19.4,22.8,14.2,0.7,0.0,1.1,1.8,0.8,3.1,3.4,
221,Jared Butler,OKC,4,1,3,7.3,9.0,9.8,1.0,0.0,2.3,2.8,1.0,11.1,11.1,
222,Jared Rhoden,DET,12,1,11,10.7,9.3,6.2,0.3,0.1,1.1,0.6,0.3,2.7,3.6,
223,Jaren Jackson Jr.,MEM,62,40,22,28.4,24.1,25.4,0.9,0.2,1.8,2.3,1.3,3.9,5.2,
