,PLAYER,TEAM,GP,W,L,MIN,Touches,Paint Touches,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,Pass,Pass%,AST,AST%,TO,TOV%,PF,PF%
10,Aleksej Pokusevski,OKC,31,15,16,21.9,44.4,3.4,1.2,2.1,54.5,0.1,0.2,66.7,2.5,72.4,0.8,23.8,0.1,1.9,0.2,6.7,0.1,2.9
11,Alex Caruso,CHI,56,24,32,24.2,44.7,1.3,0.3,0.6,57.6,0.1,0.1,87.5,0.8,60.0,0.6,42.7,0.2,16.0,0.0,2.7,0.1,5.3
12,Alex Len,SAC,17,11,6,3.1,5.5,0.7,0.2,0.2,100.0,0.1,0.1,50.0,0.5,75.0,0.4,50.0,0.1,8.3,0.0,0.0,0.1,8.3
13,Alize Johnson,SAS,4,1,3,7.4,11.5,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,50.0,0.0,0.0,0.3,25.0,0.0,0.0
14,Alondes Williams,BKN,1,1,0,5.3,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Alperen Sengun,HOU,63,13,50,28.3,54.4,7.0,2.3,4.0,58.0,0.5,0.6,72.5,5.4,76.5,1.8,26.2,0.5,7.7,0.4,6.1,0.2,3.4
16,Amir Coffey,LAC,45,23,22,13.2,14.3,0.3,0.0,0.1,50.0,0.0,0.0,0.0,0.1,33.3,0.1,50.0,0.0,8.3,0.0,0.0,0.0,0.0
17,Andre Drummond,CHI,55,24,31,12.9,17.9,4.6,1.9,3.0,62.4,0.5,1.0,46.4,4.3,94.0,0.6,13.1,0.2,3.6,0.3,6.8,0.5,11.2
18,Andre Iguodala,GSW,7,2,5,13.5,24.4,1.3,0.6,0.6,100.0,0.0,0.0,0.0,1.1,88.9,0.6,44.4,0.1,11.1,0.0,0.0,0.0,0.0
19,Andrew Nembhard,IND,63,29,34,26.9,44.6,0.6,0.2,0.3,61.1,0.0,0.0,0.0,0.4,57.5,0.3,50.0,0.1,10.0,0.0,5.0,0.0,0.0
20,Andrew Wiggins,GSW,36,18,18,32.3,46.2,3.3,1.5,2.4,63.5,0.2,0.3,50.0,3.3,99.2,0.6,18.6,0.1,3.4,0.0,0.8,0.1,4.2
21,Anfernee Simons,POR,60,27,33,35.0,67.8,0.6,0.3,0.4,62.5,0.0,0.0,0.0,0.5,85.7,0.2,28.6,0.0,2.9,0.0,2.9,0.0,0.0
22,Anthony Davis,LAL,44,22,22,33.5,68.0,10.9,5.1,7.2,70.7,2.5,3.0,83.3,13.0,119.6,1.3,11.5,0.2,2.1,0.5,4.4,1.4,12.5
23,Anthony Edwards,MIN,70,35,35,36.4,72.4,0.9,0.4,0.5,76.3,0.0,0.1,50.0,0.9,95.4,0.3,30.8,0.0,3.1,0.0,3.1,0.0,3.1
24,Anthony Gill,WAS,46,18,28,10.0,10.0,1.2,0.7,0.8,84.2,0.1,0.2,62.5,1.5,125.0,0.2,17.9,0.0,0.0,0.0,1.8,0.1,5.4
25,Anthony Lamb,GSW,49,27,22,20.0,34.0,1.8,0.4,0.7,61.1,0.1,0.1,75.0,1.0,54.0,0.9,48.3,0.2,11.5,0.1,4.6,0.0,2.3
26,Austin Reaves,LAL,52,26,26,27.6,38.3,1.0,0.3,0.4,61.9,0.1,0.1,100.0,0.7,66.7,0.5,47.1,0.1,11.8,0.0,2.0,0.1,5.9
27,Austin Rivers,MIN,50,24,26,20.1,23.5,0.1,0.0,0.1,50.0,0.0,0.0,0.0,0.1,57.1,0.0,28.6,0.0,0.0,0.0,0.0,0.0,0.0
28,Ayo Dosunmu,CHI,65,30,35,27.2,45.7,0.7,0.3,0.5,64.5,0.1,0.1,100.0,0.7,100.0,0.1,19.6,0.0,2.2,0.0,6.5,0.0,4.3
29,Bam Adebayo,MIA,66,35,31,35.1,63.2,7.8,3.0,4.9,61.3,0.8,1.0,80.3,7.0,88.8,1.8,22.8,0.2,3.1,0.4,4.6,0.5,6.4
30,Ben Simmons,BKN,42,24,18,26.3,61.4,4.0,1.6,2.3,71.1,0.1,0.2,30.0,3.4,84.6,1.4,33.7,0.3,8.3,0.2,4.1,0.1,3.0
31,Bennedict Mathurin,IND,67,30,37,27.8,41.0,1.8,0.7,1.1,63.0,0.3,0.4,84.6,1.8,99.2,0.3,16.8,0.0,0.0,0.1,3.4,0.2,10.9
32,Bismack Biyombo,PHX,50,26,24,13.4,22.2,4.4,1.3,2.2,59.1,0.2,0.6,32.3,2.8,64.1,1.5,33.6,0.2,4.5,0.2,5.5,0.3,5.9
33,Blake Griffin,BOS,32,20,12,14.2,20.8,2.2,0.8,1.1,71.4,0.1,0.3,50.0,1.7,78.6,0.8,34.3,0.2,7.1,0.1,2.9,0.1,5.7
34,Blake Wesley,SAS,23,5,18,16.8,32.7,0.7,0.1,0.3,42.9,0.2,0.3,66.7,0.4,58.8,0.3,35.3,0.0,0.0,0.0,5.9,0.1,11.8
35,Boban Marjanovic,HOU,24,3,21,4.8,6.5,1.5,0.9,1.0,87.5,0.3,0.3,75.0,2.1,142.9,0.1,8.6,0.0,0.0,0.1,5.7,0.2,11.4
36,Bobby Portis,MIL,59,39,20,26.0,49.8,4.4,1.7,2.8,62.8,0.4,0.5,78.6,3.9,89.9,1.0,23.0,0.2,3.5,0.2,4.7,0.2,5.1
37,Bogdan Bogdanovic,ATL,43,21,22,28.5,41.6,0.5,0.1,0.3,54.5,0.0,0.0,100.0,0.3,60.9,0.2,43.5,0.1,13.0,0.0,4.3,0.0,4.3
38,Bojan Bogdanovic,DET,58,15,43,32.0,46.6,0.8,0.3,0.6,47.1,0.1,0.1,87.5,0.7,81.6,0.1,14.3,0.0,2.0,0.1,6.1,0.1,6.1
39,Bol Bol,ORL,65,25,40,21.8,23.0,1.9,1.3,1.5,84.0,0.1,0.2,64.3,2.8,144.0,0.1,7.2,0.0,2.4,0.1,4.8,0.1,4.8
40,Bones Hyland,LAC,47,30,17,19.0,45.4,0.4,0.1,0.1,50.0,0.1,0.1,100.0,0.2,55.6,0.1,38.9,0.0,0.0,0.0,11.1,0.0,5.6
41,Bradley Beal,WAS,47,24,23,33.5,67.8,1.6,0.7,0.9,70.5,0.2,0.2,80.0,1.6,97.3,0.4,28.0,0.1,5.3,0.1,5.3,0.1,6.7
42,Brandon Boston Jr.,LAC,21,8,13,11.7,20.3,0.5,0.1,0.3,28.6,0.0,0.1,50.0,0.2,50.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,10.0
43,Brandon Clarke,MEM,56,32,24,19.5,28.5,5.4,2.5,3.5,70.4,0.8,1.1,73.4,6.0,109.5,1.0,18.7,0.2,3.6,0.2,3.0,0.6,10.2
44,Brandon Ingram,NOP,32,14,18,32.9,64.4,0.8,0.3,0.5,62.5,0.1,0.1,100.0,0.7,84.6,0.2,23.1,0.0,0.0,0.0,3.8,0.0,3.8
45,Braxton Key,DET,3,0,3,3.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Brook Lopez,MIL,68,49,19,30.7,34.6,5.7,2.6,3.8,69.0,0.9,1.1,78.9,6.2,109.6,0.9,15.3,0.1,2.3,0.3,5.2,0.5,9.6
47,Bruce Brown,DEN,69,47,22,28.2,50.9,1.8,0.7,1.0,66.7,0.3,0.3,82.6,1.6,88.9,0.6,31.7,0.1,7.1,0.1,3.2,0.2,8.7
48,Bruno Fernando,ATL,34,10,24,10.9,19.5,3.6,1.2,2.1,58.6,0.5,0.7,75.0,3.0,82.8,0.9,24.6,0.3,7.4,0.2,4.9,0.4,9.8
49,Bryce McGowens,CHA,35,11,24,14.6,14.6,0.5,0.2,0.3,60.0,0.0,0.1,50.0,0.4,76.5,0.1,29.4,0.0,0.0,0.0,0.0,0.0,5.9
50,Bryn Forbes,MIN,25,9,16,10.7,11.9,0.1,0.0,0.0,100.0,0.0,0.0,0.0,0.1,100.0,0.0,33.3,0.0,0.0,0.0,33.3,0.0,0.0
51,Buddy Boeheim,DET,5,1,4,11.8,10.2,0.2,0.0,0.0,0.0,0.4,0.4,100.0,0.4,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,100.0
52,Buddy Hield,IND,70,32,38,31.7,59.6,0.9,0.3,0.4,73.3,0.0,0.0,66.7,0.7,82.0,0.4,42.6,0.1,8.2,0.0,1.6,0.0,1.6
53,CJ McCollum,NOP,62,29,33,35.0,75.0,0.6,0.2,0.3,60.0,0.0,0.0,0.0,0.4,66.7,0.2,30.6,0.1,13.9,0.0,8.3,0.0,0.0
54,Cade Cunningham,DET,12,3,9,33.3,78.3,0.9,0.3,0.4,60.0,0.3,0.3,100.0,0.8,90.9,0.3,27.3,0.1,9.1,0.1,9.1,0.2,18.2
55,Caleb Houstan,ORL,40,14,26,15.1,12.6,0.7,0.2,0.5,50.0,0.1,0.1,100.0,0.5,74.1,0.2,22.2,0.0,3.7,0.0,3.7,0.0,3.7
56,Caleb Martin,MIA,60,32,28,29.7,39.0,2.3,0.7,1.1,61.5,0.2,0.3,77.8,1.6,67.6,1.0,41.7,0.2,6.5,0.1,2.9,0.1,5.8
57,Cam Reddish,POR,34,13,21,25.1,29.3,0.8,0.4,0.6,73.7,0.0,0.1,50.0,0.9,107.4,0.1,18.5,0.0,3.7,0.1,7.4,0.0,3.7
58,Cam Thomas,BKN,51,28,23,16.5,28.9,0.3,0.1,0.2,75.0,0.1,0.1,100.0,0.3,123.1,0.1,23.1,0.0,15.4,0.0,0.0,0.0,7.7
59,Cameron Johnson,BKN,31,19,12,27.8,37.8,1.0,0.4,0.7,61.9,0.2,0.3,70.0,1.1,106.5,0.1,12.9,0.0,3.2,0.0,0.0,0.2,16.1
60,Cameron Payne,PHX,38,21,17,21.6,53.1,0.2,0.1,0.1,80.0,0.0,0.0,0.0,0.2,88.9,0.1,44.4,0.1,22.2,0.0,0.0,0.0,0.0
61,Caris LeVert,CLE,66,39,27,30.1,48.1,1.1,0.2,0.5,43.3,0.1,0.2,70.0,0.5,47.9,0.5,42.3,0.0,4.2,0.1,5.6,0.1,7.0
62,Carlik Jones,CHI,1,0,1,21.7,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0
63,Cedi Osman,CLE,67,41,26,20.7,29.2,0.8,0.3,0.5,65.6,0.0,0.1,25.0,0.6,82.7,0.2,26.9,0.0,3.8,0.0,1.9,0.0,3.8
64,Charles Bassey,SAS,35,9,26,14.5,24.9,4.7,2.0,2.9,68.3,0.6,0.8,71.4,4.6,97.6,1.0,21.8,0.1,2.4,0.3,6.1,0.3,7.3
65,Chima Moneke,SAC,2,1,1,4.0,6.5,1.5,0.5,1.0,50.0,0.0,0.0,0.0,1.0,66.7,0.5,33.3,0.5,33.3,0.0,0.0,0.0,0.0
66,Chimezie Metu,SAC,56,35,21,10.9,16.0,2.9,1.4,2.0,70.3,0.4,0.5,73.3,3.2,109.1,0.4,15.2,0.1,3.0,0.1,4.2,0.3,8.5
67,Chris Boucher,TOR,64,32,32,19.9,23.4,4.1,1.8,2.8,62.4,0.7,0.9,75.9,4.3,105.4,0.3,7.7,0.1,1.5,0.3,6.5,0.5,11.1
68,Chris Duarte,IND,45,19,26,19.8,29.6,0.5,0.2,0.3,69.2,0.0,0.0,100.0,0.4,87.0,0.1,17.4,0.0,0.0,0.1,17.4,0.0,4.3
69,Chris Paul,PHX,49,26,23,32.1,74.4,0.3,0.0,0.1,50.0,0.1,0.1,60.0,0.1,35.7,0.1,50.0,0.0,14.3,0.0,14.3,0.0,7.1
70,Chris Silva,DAL,1,1,0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Christian Braun,DEN,64,43,21,14.5,16.5,0.9,0.2,0.4,65.2,0.1,0.2,60.0,0.6,63.2,0.4,42.1,0.1,7.0,0.0,5.3,0.1,8.8
72,Christian Koloko,TOR,48,23,25,14.1,14.8,3.2,1.0,1.9,56.2,0.6,0.8,73.0,2.7,83.7,0.8,24.2,0.1,2.6,0.1,3.9,0.4,11.1
73,Christian Wood,DAL,57,30,27,26.6,47.0,4.3,1.8,2.7,66.7,0.6,0.7,78.6,4.4,102.9,0.8,17.7,0.1,1.2,0.3,6.6,0.3,7.4
74,Chuma Okeke,ORL,22,6,16,18.8,22.2,0.7,0.1,0.2,75.0,0.0,0.1,50.0,0.3,43.8,0.5,68.8,0.1,12.5,0.0,0.0,0.0,6.3
75,Clint Capela,ATL,53,28,25,26.7,36.7,10.4,4.9,7.5,65.2,0.8,1.3,59.4,10.6,102.4,1.6,15.3,0.1,0.9,0.4,3.6,0.6,6.0
76,Coby White,CHI,59,27,32,22.5,35.4,0.2,0.1,0.1,75.0,0.0,0.0,50.0,0.1,63.6,0.1,36.4,0.0,9.1,0.0,18.2,0.0,9.1
77,Cody Martin,CHA,7,2,5,19.1,21.4,1.1,0.3,0.4,66.7,0.0,0.0,0.0,0.6,50.0,0.7,62.5,0.0,0.0,0.0,0.0,0.0,0.0
78,Cody Zeller,MIA,10,4,6,13.0,19.5,3.2,0.9,1.7,52.9,0.2,0.2,100.0,2.0,62.5,1.3,40.6,0.1,3.1,0.1,3.1,0.1,3.1
79,Cole Anthony,ORL,50,22,28,25.4,52.9,0.9,0.3,0.4,70.0,0.2,0.2,90.0,0.8,82.6,0.4,39.1,0.1,6.5,0.0,2.2,0.1,10.9
80,Cole Swider,LAL,6,1,5,6.7,9.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Collin Sexton,UTA,47,24,23,24.0,46.1,1.2,0.4,0.7,56.3,0.3,0.3,100.0,1.1,86.2,0.3,20.7,0.1,5.2,0.1,5.2,0.1,10.3
82,Corey Kispert,WAS,61,28,33,27.5,30.6,1.0,0.4,0.6,64.9,0.1,0.1,100.0,0.9,84.4,0.3,29.7,0.0,4.7,0.0,4.7,0.0,4.7
83,Cory Joseph,DET,52,11,41,18.1,37.8,0.2,0.1,0.2,50.0,0.0,0.0,0.0,0.2,72.7,0.1,27.3,0.0,9.1,0.0,0.0,0.0,0.0
84,D'Angelo Russell,LAL,62,32,30,32.4,81.1,0.8,0.2,0.4,55.6,0.1,0.1,100.0,0.6,75.0,0.3,35.4,0.1,8.3,0.0,2.1,0.0,4.2
85,Daishen Nix,HOU,47,12,35,16.7,37.8,0.3,0.1,0.1,60.0,0.1,0.1,75.0,0.2,69.2,0.1,38.5,0.0,7.7,0.0,7.7,0.0,15.4
86,Dalano Banton,TOR,27,14,13,9.3,20.8,0.7,0.5,0.6,76.5,0.0,0.0,0.0,1.0,130.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
87,Dalen Terry,CHI,27,13,14,5.0,7.4,0.4,0.1,0.1,50.0,0.0,0.0,0.0,0.1,40.0,0.2,50.0,0.0,0.0,0.0,10.0,0.0,0.0
88,Damian Jones,UTA,30,9,21,9.8,10.3,2.4,0.9,1.3,65.0,0.5,0.7,80.0,2.3,97.2,0.4,18.3,0.0,0.0,0.1,5.6,0.3,14.1
89,Damian Lillard,POR,55,26,29,36.3,88.1,0.6,0.1,0.3,57.1,0.0,0.0,100.0,0.3,52.9,0.3,41.2,0.0,2.9,0.1,8.8,0.0,2.9
90,Damion Lee,PHX,69,38,31,20.8,29.0,0.5,0.1,0.2,58.8,0.0,0.0,100.0,0.3,64.7,0.2,44.1,0.0,2.9,0.0,0.0,0.0,2.9
91,Daniel Gafford,WAS,67,30,37,19.8,27.9,5.2,2.6,3.3,80.0,0.6,1.0,62.7,6.1,117.5,0.9,17.2,0.1,2.6,0.3,6.3,0.5,9.5
92,Daniel Theis,IND,7,1,6,15.5,23.7,3.4,1.3,2.6,50.0,0.6,1.1,50.0,3.1,91.7,0.3,8.3,0.0,0.0,0.0,0.0,0.6,16.7
93,Danny Green,CLE,8,4,4,10.5,14.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Danuel House Jr.,PHI,44,30,14,14.0,15.8,0.4,0.2,0.3,90.9,0.1,0.1,50.0,0.5,127.8,0.1,16.7,0.0,5.6,0.0,5.6,0.1,16.7
95,Dario Saric,OKC,51,24,27,14.4,24.0,2.0,0.6,1.0,62.3,0.3,0.4,88.9,1.7,86.4,0.5,25.2,0.1,3.9,0.2,7.8,0.2,7.8
96,Darius Bazley,PHX,38,18,20,15.1,23.3,2.0,0.6,1.1,55.0,0.3,0.4,62.5,1.4,73.3,0.6,28.0,0.1,5.3,0.1,6.7,0.2,9.3
97,Darius Days,HOU,4,0,4,6.2,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,Darius Garland,CLE,61,34,27,35.2,77.0,0.5,0.1,0.2,80.0,0.0,0.0,100.0,0.3,60.0,0.3,60.0,0.1,16.7,0.0,3.3,0.0,3.3
99,David Duke Jr.,BKN,18,7,11,9.6,12.9,0.5,0.2,0.3,60.0,0.1,0.1,100.0,0.4,88.9,0.2,33.3,0.0,0.0,0.0,0.0,0.1,11.1
100,David Roddy,MEM,56,34,22,16.9,19.5,0.8,0.4,0.6,75.8,0.1,0.1,75.0,1.0,119.1,0.2,19.1,0.0,2.1,0.0,0.0,0.1,8.5
101,Davion Mitchell,SAC,68,41,27,17.9,34.1,0.4,0.1,0.2,71.4,0.0,0.0,0.0,0.3,75.0,0.2,46.4,0.1,17.9,0.0,3.6,0.0,0.0
102,Davis Bertans,DAL,38,18,20,10.8,13.0,0.3,0.1,0.1,75.0,0.0,0.0,0.0,0.2,50.0,0.2,66.7,0.0,8.3,0.0,0.0,0.0,0.0
103,Davon Reed,LAL,40,26,14,8.4,15.5,0.4,0.1,0.1,50.0,0.0,0.0,0.0,0.1,28.6,0.2,42.9,0.0,0.0,0.1,21.4,0.0,0.0
104,Day'Ron Sharpe,BKN,36,16,20,11.2,18.0,3.5,1.2,2.1,56.6,0.3,0.4,78.6,2.7,77.0,0.9,24.6,0.1,4.0,0.2,6.3,0.2,5.6
105,De'Aaron Fox,SAC,62,39,23,34.1,79.8,0.7,0.3,0.3,85.0,0.1,0.1,75.0,0.6,95.2,0.2,23.8,0.1,11.9,0.0,7.1,0.0,7.1
106,De'Andre Hunter,ATL,59,32,27,32.0,38.5,1.2,0.4,0.7,59.1,0.2,0.2,78.6,1.1,92.9,0.2,18.6,0.1,5.7,0.1,4.3,0.1,10.0
107,De'Anthony Melton,PHI,65,44,21,27.9,48.6,1.2,0.2,0.4,52.0,0.1,0.1,83.3,0.5,41.3,0.6,49.3,0.1,9.3,0.1,6.7,0.0,4.0
108,DeAndre Jordan,DEN,35,22,13,14.3,18.7,3.7,1.9,2.4,80.7,0.4,0.8,50.0,4.3,113.7,0.5,12.2,0.1,3.1,0.3,6.9,0.4,9.9
109,DeMar DeRozan,CHI,61,29,32,36.3,60.5,0.5,0.2,0.4,45.5,0.0,0.0,100.0,0.4,69.7,0.1,24.2,0.0,6.1,0.0,0.0,0.0,3.0
110,Dean Wade,CLE,38,26,12,20.3,22.8,0.6,0.3,0.3,90.9,0.0,0.1,0.0,0.6,91.3,0.3,43.5,0.1,8.7,0.0,0.0,0.0,4.3
111,Deandre Ayton,PHX,61,30,31,30.4,52.7,11.3,4.9,7.7,64.2,1.2,1.7,73.5,11.3,100.4,1.8,16.1,0.4,3.9,0.5,4.5,0.7,6.5
112,Dejounte Murray,ATL,64,32,32,36.4,72.5,1.1,0.4,0.6,61.0,0.1,0.1,100.0,0.9,78.9,0.4,33.8,0.1,9.9,0.0,1.4,0.0,2.8
113,Delon Wright,WAS,40,23,17,24.2,46.3,1.3,0.3,0.4,64.7,0.1,0.1,100.0,0.7,51.0,0.7,54.9,0.1,7.8,0.1,7.8,0.0,2.0
114,Deni Avdija,WAS,67,31,36,25.9,42.3,2.0,0.6,1.2,46.3,0.2,0.2,93.3,1.4,69.4,0.5,24.6,0.1,6.7,0.1,6.7,0.1,5.2
115,Dennis Schroder,LAL,57,30,27,30.1,54.7,0.3,0.1,0.1,50.0,0.0,0.0,0.0,0.1,50.0,0.1,31.3,0.0,0.0,0.1,18.8,0.0,0.0
116,Dennis Smith Jr.,CHA,49,16,33,25.6,51.8,1.0,0.3,0.5,65.2,0.1,0.2,87.5,0.8,77.1,0.3,27.1,0.0,0.0,0.2,16.7,0.1,8.3
117,Deonte Burton,SAC,2,1,1,3.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Dereon Seabron,NOP,5,2,3,2.3,2.8,0.2,0.2,0.2,100.0,0.0,0.0,0.0,0.4,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Derrick Jones Jr.,CHI,50,20,30,14.0,18.4,2.2,0.8,1.4,57.7,0.3,0.4,65.0,2.0,90.0,0.5,21.8,0.1,5.5,0.1,3.6,0.2,9.1
120,Derrick Rose,NYK,27,12,15,12.5,26.9,0.4,0.2,0.3,55.6,0.0,0.1,50.0,0.4,100.0,0.0,9.1,0.0,0.0,0.0,0.0,0.0,9.1
121,Derrick White,BOS,70,48,22,28.0,46.8,1.1,0.3,0.5,60.5,0.1,0.2,69.2,0.8,68.8,0.4,38.8,0.1,12.5,0.1,5.0,0.1,7.5
122,Desmond Bane,MEM,46,28,18,31.0,62.1,0.9,0.4,0.6,65.4,0.1,0.1,100.0,0.9,100.0,0.2,25.0,0.0,2.5,0.0,2.5,0.0,5.0
123,Devin Booker,PHX,43,27,16,34.5,63.9,1.6,0.6,0.9,64.9,0.2,0.3,83.3,1.3,83.6,0.4,23.9,0.0,3.0,0.0,3.0,0.1,7.5
124,Devin Vassell,SAS,34,11,23,31.0,52.9,0.6,0.2,0.4,53.8,0.1,0.1,75.0,0.5,85.0,0.1,25.0,0.0,0.0,0.0,0.0,0.1,10.0
125,Devon Dotson,WAS,6,1,5,8.9,16.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0
126,Devonte' Graham,SAS,66,30,36,17.8,34.1,0.2,0.0,0.0,100.0,0.0,0.0,0.0,0.1,54.5,0.1,45.5,0.0,9.1,0.0,27.3,0.0,0.0
127,Dewayne Dedmon,PHI,31,18,13,11.4,19.4,2.9,1.1,1.9,58.6,0.4,0.5,85.7,2.6,89.0,0.6,19.8,0.2,5.5,0.2,6.6,0.2,7.7
128,Dillon Brooks,MEM,62,38,24,30.4,41.3,0.8,0.3,0.5,55.9,0.1,0.1,100.0,0.7,91.7,0.1,16.7,0.0,0.0,0.0,6.3,0.0,4.2
129,Domantas Sabonis,SAC,67,41,26,34.7,83.2,9.7,3.3,4.9,65.9,1.6,1.9,80.6,8.3,85.2,2.9,29.4,0.7,7.4,0.5,5.1,0.9,8.9
130,Dominick Barlow,SAS,16,2,14,11.7,13.0,2.7,0.6,1.1,58.8,0.6,0.6,90.0,1.8,67.4,1.1,39.5,0.1,4.7,0.2,7.0,0.3,9.3
131,Donovan Mitchell,CLE,60,38,22,35.7,68.7,1.1,0.4,0.6,68.4,0.0,0.0,50.0,0.9,88.9,0.2,22.2,0.0,1.6,0.1,6.3,0.0,1.6
132,Donte DiVincenzo,GSW,59,33,26,26.6,49.1,1.5,0.4,0.7,59.5,0.1,0.1,100.0,0.9,60.7,0.6,40.4,0.1,5.6,0.1,3.4,0.0,1.1
133,Dorian Finney-Smith,BKN,56,26,30,31.3,38.4,2.0,0.7,0.9,71.7,0.1,0.1,87.5,1.5,76.8,0.9,44.6,0.1,6.3,0.1,3.6,0.1,3.6
134,Doug McDermott,SAS,58,18,40,20.7,28.0,0.9,0.4,0.6,68.6,0.0,0.0,0.0,0.9,98.0,0.1,15.7,0.0,2.0,0.1,9.8,0.0,0.0
135,Draymond Green,GSW,61,32,29,31.5,72.7,2.9,0.7,1.2,57.9,0.4,0.5,80.0,1.9,63.7,1.2,39.7,0.3,11.2,0.1,5.0,0.2,7.3
136,Drew Eubanks,POR,67,29,38,19.7,26.4,4.0,1.5,2.1,73.6,0.4,0.5,66.7,3.5,87.4,1.4,34.1,0.2,4.1,0.2,4.8,0.3,6.3
137,Dru Smith,BKN,10,4,6,12.4,22.7,0.4,0.1,0.1,100.0,0.0,0.0,0.0,0.2,50.0,0.3,75.0,0.0,0.0,0.0,0.0,0.0,0.0
138,Duane Washington Jr.,NYK,31,17,14,12.7,30.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0
139,Duncan Robinson,MIA,34,16,18,16.9,23.7,0.4,0.2,0.3,66.7,0.1,0.1,100.0,0.5,113.3,0.1,26.7,0.0,6.7,0.0,0.0,0.1,13.3
140,Dwight Powell,DAL,65,34,31,20.0,25.7,6.0,2.3,3.1,75.9,0.9,1.3,67.4,5.7,95.9,1.7,28.9,0.3,4.9,0.3,5.4,0.6,10.3
141,Dylan Windler,CLE,1,1,0,4.1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,Dyson Daniels,NOP,47,24,23,19.1,30.1,0.8,0.3,0.4,73.7,0.0,0.0,100.0,0.6,76.9,0.3,38.5,0.1,10.3,0.1,7.7,0.0,2.6
