,Player,Team,GP,MIN,W,L,STL,BLK,DREB,DFGM,DFGA,DFG%
42,Brandon Boston Jr.,LAC,21,11.7,8,13,0.4,0.0,1.0,0.9,1.2,69.2
43,Brandon Clarke,MEM,56,19.5,32,24,0.6,0.7,3.9,1.8,3.1,57.0
44,Brandon Ingram,NOP,35,33.1,16,19,0.7,0.4,4.5,1.6,2.4,65.5
45,Braxton Key,DET,3,3.0,0,3,0.0,0.0,0.3,0.0,0.0,0.0
46,Brook Lopez,MIL,70,30.6,51,19,0.5,2.5,4.7,4.0,7.8,50.5
47,Bruce Brown,DEN,72,28.1,49,23,1.0,0.6,3.3,1.8,2.7,68.4
48,Bruno Fernando,ATL,35,10.7,11,24,0.2,0.9,2.1,1.4,2.3,58.5
49,Bryce McGowens,CHA,37,14.5,12,25,0.2,0.1,1.3,0.7,1.0,68.4
50,Bryn Forbes,MIN,25,10.7,9,16,0.3,0.1,0.4,0.3,0.5,66.7
51,Buddy Boeheim,DET,7,9.8,1,6,0.3,0.0,0.3,1.1,1.1,100.0
52,Buddy Hield,IND,73,31.7,33,40,1.2,0.3,4.2,2.6,3.7,71.5
53,CJ McCollum,NOP,65,35.1,31,34,0.9,0.5,3.7,2.3,2.9,79.7
54,Cade Cunningham,DET,12,33.3,3,9,0.8,0.6,5.2,2.8,4.1,69.4
55,Caleb Houstan,ORL,43,15.0,16,27,0.2,0.1,1.4,1.0,1.3,71.9
56,Caleb Martin,MIA,63,29.7,34,29,1.0,0.5,3.6,2.4,3.6,67.1
57,Cam Reddish,POR,37,24.9,14,23,1.0,0.4,1.8,1.6,2.5,64.9
58,Cam Thomas,BKN,52,16.6,28,24,0.4,0.1,1.6,1.0,1.4,70.3
59,Cameron Johnson,BKN,33,28.1,19,14,1.2,0.3,3.6,1.7,2.5,66.3
60,Cameron Payne,PHX,40,21.2,21,19,0.8,0.2,2.0,0.9,1.2,77.1
61,Caris LeVert,CLE,68,30.1,41,27,1.0,0.3,3.1,1.5,2.1,71.2
62,Carlik Jones,CHI,1,21.7,0,1,0.0,0.0,2.0,0.0,0.0,0.0
63,Cedi Osman,CLE,69,20.6,43,26,0.5,0.1,2.0,0.8,1.1,71.1
64,Charles Bassey,SAS,35,14.5,9,26,0.5,0.9,3.4,2.1,3.4,61.9
65,Chima Moneke,SAC,2,4.0,1,1,0.0,0.0,0.0,0.5,0.5,100.0
66,Chimezie Metu,SAC,59,10.8,36,23,0.3,0.4,2.3,1.4,2.5,57.2
67,Chris Boucher,TOR,67,20.0,33,34,0.7,0.9,3.5,1.4,2.3,62.5
68,Chris Duarte,IND,45,19.8,19,26,0.5,0.2,2.1,1.7,2.2,76.5
69,Chris Paul,PHX,51,32.0,26,25,1.6,0.4,3.9,1.6,2.1,76.9
70,Chris Silva,DAL,1,3.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
71,Christian Braun,DEN,67,14.5,45,22,0.4,0.2,1.7,0.8,1.1,69.7
72,Christian Koloko,TOR,50,13.9,24,26,0.3,1.0,1.6,1.7,3.1,56.9
73,Christian Wood,DAL,60,26.7,31,29,0.5,1.1,6.3,3.2,5.2,61.5
74,Chuma Okeke,ORL,22,18.8,6,16,0.5,0.4,2.6,2.0,2.8,72.1
75,Clint Capela,ATL,57,26.6,30,27,0.7,1.2,6.9,3.6,6.2,59.0
76,Coby White,CHI,63,22.9,30,33,0.7,0.1,2.5,1.4,2.0,70.2
77,Cody Martin,CHA,7,19.1,2,5,0.6,0.1,2.3,1.1,1.3,88.9
78,Cody Zeller,MIA,10,13.0,4,6,0.2,0.4,1.9,1.5,2.5,60.0
79,Cole Anthony,ORL,53,25.6,24,29,0.6,0.5,3.9,1.3,1.8,72.0
80,Cole Swider,LAL,6,6.7,1,5,0.0,0.0,1.0,0.5,0.5,100.0
81,Collin Sexton,UTA,47,24.0,24,23,0.6,0.1,1.4,0.9,1.3,63.5
82,Corey Kispert,WAS,65,27.7,28,37,0.5,0.1,2.3,1.7,2.7,62.6
83,Cory Joseph,DET,54,18.5,11,43,0.5,0.1,1.3,1.1,1.4,78.7
84,D'Angelo Russell,LAL,65,32.5,34,31,1.0,0.4,2.6,1.8,2.4,75.9
85,Daishen Nix,HOU,49,16.6,12,37,0.6,0.1,1.5,0.9,1.2,74.6
86,Dalano Banton,TOR,27,9.3,14,13,0.5,0.4,1.0,0.8,1.2,68.8
87,Dalen Terry,CHI,28,5.3,13,15,0.1,0.1,0.5,0.4,0.6,58.8
88,Damian Jones,UTA,32,9.5,10,22,0.1,0.6,1.7,0.9,1.8,48.3
89,Damian Lillard,POR,58,36.3,27,31,0.9,0.3,4.0,2.4,3.2,77.6
90,Damion Lee,PHX,70,20.7,38,32,0.4,0.1,2.6,1.7,2.1,81.1
91,Daniel Gafford,WAS,71,19.9,30,41,0.4,1.3,3.3,2.8,5.2,53.5
92,Daniel Theis,IND,7,15.5,1,6,0.3,0.9,2.1,2.7,4.4,61.3
93,Danny Green,CLE,9,9.8,5,4,0.3,0.1,0.6,0.6,0.8,71.4
94,Danuel House Jr.,PHI,48,14.3,33,15,0.3,0.2,1.5,0.8,1.2,64.3
95,Dario Saric,OKC,52,14.3,25,27,0.3,0.1,2.8,1.3,1.8,69.5
96,Darius Bazley,PHX,40,14.5,18,22,0.5,0.8,2.5,1.6,2.6,60.0
97,Darius Days,HOU,4,6.2,0,4,0.0,0.3,1.3,0.3,0.3,100.0
98,Darius Garland,CLE,63,35.1,36,27,1.3,0.1,2.3,1.0,1.4,73.3
99,David Duke Jr.,BKN,18,9.6,7,11,0.4,0.1,0.7,0.6,0.9,58.8
100,David Roddy,MEM,60,17.1,38,22,0.5,0.3,2.0,1.4,1.9,76.8
101,Davion Mitchell,SAC,71,17.9,42,29,0.5,0.2,1.1,0.9,1.2,71.8
102,Davis Bertans,DAL,41,10.6,19,22,0.2,0.1,0.8,0.8,1.4,58.9
103,Davon Reed,LAL,40,8.4,26,14,0.4,0.1,1.2,0.6,0.8,72.7
104,Day'Ron Sharpe,BKN,38,11.3,16,22,0.3,0.6,2.1,1.4,2.0,68.4
105,De'Aaron Fox,SAC,65,34.0,40,25,1.2,0.3,3.7,1.8,2.3,78.0
106,De'Andre Hunter,ATL,63,31.9,34,29,0.5,0.3,3.5,2.0,2.8,69.5
107,De'Anthony Melton,PHI,69,28.1,47,22,1.7,0.6,3.3,1.6,2.4,67.1
108,DeAndre Jordan,DEN,35,14.3,22,13,0.2,0.6,3.6,1.8,2.7,67.4
109,DeMar DeRozan,CHI,65,36.5,32,33,1.1,0.5,4.2,2.2,3.0,72.7
110,Dean Wade,CLE,39,19.9,27,12,0.6,0.5,2.9,2.0,3.0,68.1
111,Deandre Ayton,PHX,61,30.4,30,31,0.6,0.8,7.5,2.9,4.7,61.6
112,Dejounte Murray,ATL,66,36.4,33,33,1.5,0.3,4.7,2.8,3.6,76.6
113,Delon Wright,WAS,44,23.7,23,21,1.9,0.4,2.0,1.6,2.2,74.0
114,Deni Avdija,WAS,71,26.1,31,40,0.8,0.4,5.3,2.7,3.8,70.0
115,Dennis Schroder,LAL,60,30.0,32,28,0.7,0.1,2.2,1.2,1.6,77.9
116,Dennis Smith Jr.,CHA,51,25.7,17,34,1.4,0.5,2.5,1.4,2.1,65.1
117,Deonte Burton,SAC,2,3.3,1,1,0.0,0.0,0.0,0.0,0.0,0.0
118,Dereon Seabron,NOP,5,2.3,2,3,0.0,0.0,0.0,0.2,0.2,100.0
119,Derrick Jones Jr.,CHI,54,13.7,23,31,0.4,0.6,1.4,1.2,1.7,68.5
120,Derrick Rose,NYK,27,12.5,12,15,0.3,0.2,1.2,0.8,1.1,73.3
121,Derrick White,BOS,73,28.2,50,23,0.7,0.9,2.8,2.2,3.4,64.5
122,Desmond Bane,MEM,50,31.4,32,18,0.9,0.4,4.3,1.4,2.1,68.3
123,Devin Booker,PHX,45,34.6,27,18,0.9,0.4,3.7,1.6,2.3,69.9
124,Devin Vassell,SAS,37,31.2,12,25,1.2,0.5,3.6,1.7,2.5,68.1
125,Devon Dotson,WAS,6,8.9,1,5,0.8,0.0,0.7,0.2,0.2,100.0
126,Devonte' Graham,SAS,67,17.9,30,37,0.6,0.2,1.4,0.8,1.1,76.4
127,Dewayne Dedmon,PHI,34,11.0,21,13,0.2,0.4,2.6,1.1,2.0,56.5
128,Dillon Brooks,MEM,65,30.5,41,24,0.9,0.2,2.7,1.2,1.7,70.3
129,Domantas Sabonis,SAC,70,34.8,42,28,0.8,0.5,9.3,5.5,8.4,65.1
130,Dominick Barlow,SAS,19,12.1,2,17,0.3,0.5,1.4,1.3,2.4,52.2
131,Donovan Mitchell,CLE,62,35.5,40,22,1.5,0.4,3.2,1.6,2.0,81.5
132,Donte DiVincenzo,GSW,63,26.5,35,28,1.3,0.2,3.3,1.6,2.3,68.5
133,Dorian Finney-Smith,BKN,58,31.0,26,32,0.9,0.5,3.0,2.6,4.1,63.3
134,Doug McDermott,SAS,59,20.7,18,41,0.2,0.1,1.9,1.2,1.5,78.4
135,Draymond Green,GSW,64,31.4,34,30,1.0,0.8,6.3,2.5,5.0,50.3
136,Drew Eubanks,POR,70,19.5,30,40,0.5,1.1,3.5,3.0,5.1,59.2
137,Dru Smith,BKN,10,12.4,4,6,0.9,0.4,1.6,0.6,1.2,50.0
138,Duane Washington Jr.,NYK,31,12.7,17,14,0.2,0.1,1.1,0.9,1.1,80.0
139,Duncan Robinson,MIA,35,16.5,16,19,0.3,0.0,1.5,1.1,1.4,81.3
140,Dwight Powell,DAL,68,19.9,35,33,0.7,0.4,2.3,2.6,4.1,64.7
141,Dylan Windler,CLE,2,4.0,2,0,0.5,0.0,0.0,0.5,0.5,100.0
142,Dyson Daniels,NOP,50,18.6,26,24,0.8,0.2,2.7,1.6,2.4,67.5
143,Edmond Sumner,BKN,48,14.4,28,20,0.6,0.2,1.3,0.8,1.1,71.2
144,Eric Gordon,LAC,61,29.2,19,42,0.6,0.4,1.7,0.8,1.0,84.5
145,Eugene Omoruyi,DET,33,14.7,10,23,0.6,0.0,1.6,0.6,1.1,54.1
146,Evan Fournier,NYK,23,18.0,13,10,0.6,0.1,1.8,0.7,0.9,85.0
147,Evan Mobley,CLE,72,34.3,44,28,0.8,1.4,6.6,4.2,6.9,60.9
148,Facundo Campazzo,DAL,8,6.5,2,6,0.8,0.0,0.3,0.3,0.3,100.0
149,Frank Jackson,UTA,1,5.1,0,1,0.0,0.0,1.0,0.0,0.0,0.0
150,Frank Kaminsky,HOU,33,6.4,12,21,0.2,0.1,1.2,1.1,1.6,67.9
151,Frank Ntilikina,DAL,43,11.5,19,24,0.3,0.1,1.1,0.6,0.9,70.3
152,Franz Wagner,ORL,72,33.0,29,43,0.9,0.2,3.1,1.7,2.4,72.4
153,Fred VanVleet,TOR,61,37.1,29,32,1.7,0.6,3.7,2.2,2.9,76.0
154,Furkan Korkmaz,PHI,30,9.2,22,8,0.2,0.1,0.8,0.5,0.7,71.4
155,Gabe Vincent,MIA,60,26.2,33,27,0.9,0.1,1.7,1.2,1.5,75.0
156,Garrett Temple,NOP,21,7.0,13,8,0.4,0.0,0.5,0.8,1.0,76.2
157,Garrison Mathews,ATL,50,12.8,14,36,0.5,0.1,1.2,0.5,0.7,69.7
158,Gary Harris,ORL,42,25.0,18,24,1.0,0.2,1.6,1.0,1.3,73.2
159,Gary Payton II,GSW,15,17.0,8,7,1.1,0.1,1.9,1.4,1.8,77.8
160,Gary Trent Jr.,TOR,63,32.6,30,33,1.6,0.2,2.2,1.1,1.5,75.0
161,George Hill,IND,41,18.7,26,15,0.6,0.1,1.6,0.8,1.2,68.0
162,Georges Niang,PHI,69,19.2,47,22,0.4,0.2,2.1,1.3,1.8,72.6
163,Giannis Antetokounmpo,MIL,57,32.4,43,14,0.7,0.8,9.6,2.4,4.3,54.5
164,Goga Bitadze,ORL,29,10.4,9,20,0.4,0.6,1.5,1.1,1.9,57.1
165,Goran Dragic,MIL,50,15.5,22,28,0.2,0.1,1.1,0.6,0.9,72.7
166,Gordon Hayward,CHA,47,31.5,18,29,0.9,0.3,3.6,1.2,1.9,65.5
167,Gorgui Dieng,SAS,26,10.4,2,24,0.2,0.4,1.9,1.2,2.0,61.5
168,Grant Williams,BOS,70,26.6,48,22,0.6,0.4,3.6,1.7,2.6,67.4
169,Grayson Allen,MIL,66,27.7,49,17,0.8,0.2,2.4,1.2,1.6,75.2
170,Greg Brown III,POR,16,5.8,10,6,0.3,0.3,1.1,0.1,0.4,33.3
171,Hamidou Diallo,DET,55,17.7,12,43,0.9,0.3,2.4,0.9,1.4,61.0
172,Harrison Barnes,SAC,72,32.7,43,29,0.7,0.1,3.7,1.9,2.9,66.5
173,Haywood Highsmith,MIA,49,18.0,26,23,0.7,0.3,2.4,0.8,1.3,66.1
174,Herbert Jones,NOP,56,29.0,24,32,1.6,0.6,2.6,2.1,3.0,72.3
175,Immanuel Quickley,NYK,73,28.3,42,31,0.9,0.2,3.4,1.7,2.4,70.1
176,Isaac Okoro,CLE,74,21.8,46,28,0.8,0.4,1.8,1.1,1.8,61.1
177,Isaiah Hartenstein,NYK,74,19.6,42,32,0.6,0.8,3.9,2.2,3.9,55.4
178,Isaiah Jackson,IND,54,15.4,22,32,0.4,1.4,2.5,2.1,3.8,54.7
179,Isaiah Joe,OKC,64,18.3,33,31,0.6,0.1,2.0,1.2,1.5,79.2
180,Isaiah Livers,DET,45,22.4,10,35,0.6,0.6,2.0,1.8,3.2,57.2
181,Isaiah Mobley,CLE,9,3.4,6,3,0.1,0.1,1.2,0.2,0.2,100.0
182,Isaiah Roby,SAS,41,11.3,9,32,0.4,0.2,2.0,1.3,1.8,71.6
183,Isaiah Stewart,DET,49,28.3,12,37,0.4,0.7,5.8,3.2,5.2,61.2
184,Isaiah Todd,WAS,4,3.1,2,2,0.0,0.0,0.0,0.0,0.0,0.0
185,Ish Smith,DEN,37,8.8,23,14,0.2,0.2,1.1,0.6,0.7,84.0
186,Ish Wainright,PHX,53,15.3,28,25,0.7,0.3,1.4,0.8,1.1,71.2
187,Ivica Zubac,LAC,67,29.0,37,30,0.4,1.3,6.8,2.9,5.3,53.8
188,JD Davison,BOS,8,2.3,7,1,0.3,0.0,0.5,0.0,0.0,0.0
189,JT Thor,CHA,60,11.9,18,42,0.3,0.3,1.4,1.1,1.8,62.4
190,Ja Morant,MEM,54,32.3,35,19,1.1,0.3,4.8,1.5,2.2,68.1
191,JaMychal Green,GSW,54,14.2,28,26,0.4,0.4,2.4,1.3,2.0,65.4
192,JaVale McGee,DAL,37,8.0,18,19,0.1,0.6,1.8,1.4,2.3,58.8
193,Jabari Smith Jr.,HOU,70,30.7,17,53,0.5,0.9,5.7,3.2,5.0,63.4
194,Jabari Walker,POR,46,8.7,20,26,0.1,0.2,1.2,0.8,1.3,59.0
195,Jack White,DEN,16,3.2,12,4,0.1,0.1,0.4,0.4,0.6,66.7
196,Jaden Hardy,DAL,39,14.2,18,21,0.3,0.1,1.6,1.1,1.4,81.5
197,Jaden Ivey,DET,64,30.4,15,49,0.8,0.3,2.9,2.4,3.0,80.2
198,Jaden McDaniels,MIN,71,30.9,36,35,0.9,1.0,2.7,2.0,3.8,53.7
199,Jaden Springer,PHI,11,3.9,11,0,0.5,0.2,0.5,0.2,0.5,40.0
200,Jae Crowder,MIL,11,18.7,9,2,0.5,0.4,3.2,1.6,2.7,60.0
201,Jae'Sean Tate,HOU,31,21.9,7,24,0.7,0.2,2.5,1.2,2.0,62.3
202,Jake LaRavia,MEM,33,11.9,22,11,0.4,0.1,1.3,1.2,1.7,71.4
203,Jakob Poeltl,TOR,62,26.8,20,42,1.0,1.3,5.8,4.7,7.6,62.0
204,Jalen Brunson,NYK,65,35.0,37,28,0.9,0.2,3.0,1.6,2.2,75.0
205,Jalen Duren,DET,57,24.7,15,42,0.6,0.9,5.3,3.2,5.2,60.5
206,Jalen Green,HOU,67,34.2,16,51,0.8,0.3,3.3,1.9,2.5,76.4
207,Jalen Johnson,ATL,64,14.5,32,32,0.5,0.4,3.2,1.2,2.0,62.4
208,Jalen McDaniels,PHI,71,24.3,26,45,1.0,0.4,3.7,1.6,2.6,62.7
209,Jalen Smith,IND,61,18.4,30,31,0.3,0.9,3.9,2.2,3.9,56.6
210,Jalen Suggs,ORL,45,23.7,17,28,1.3,0.5,1.9,1.4,1.9,72.4
211,Jalen Williams,OKC,66,29.9,33,33,1.4,0.5,3.4,1.5,2.4,61.1
212,Jamal Cain,MIA,15,12.4,8,7,0.5,0.0,1.8,0.4,0.5,85.7
213,Jamal Murray,DEN,59,33.0,40,19,1.0,0.2,3.2,2.0,2.6,75.8
214,Jamaree Bouyea,WAS,5,14.1,2,3,0.8,0.4,1.0,1.0,1.2,83.3
215,James Bouknight,CHA,26,13.6,5,21,0.5,0.2,1.8,0.7,1.4,52.8
216,James Harden,PHI,53,36.9,36,17,1.2,0.5,5.7,1.9,2.5,76.3
217,James Johnson,IND,14,8.8,6,8,0.3,0.4,1.4,0.7,0.9,76.9
218,James Wiseman,DET,36,18.3,10,26,0.2,0.6,4.2,2.8,4.0,70.3
219,Jared Butler,OKC,2,9.6,1,1,1.5,0.0,0.5,1.0,1.5,66.7
220,Jared Rhoden,DET,7,9.4,1,6,0.3,0.0,1.0,0.4,0.6,75.0
221,Jaren Jackson Jr.,MEM,55,28.1,35,20,1.0,3.0,4.9,3.3,7.2,45.7
222,Jarred Vanderbilt,LAL,69,24.4,36,33,1.1,0.3,5.5,2.7,3.8,69.8
223,Jarrell Brantley,UTA,1,1.5,0,1,0.0,0.0,0.0,0.0,0.0,0.0
224,Jarrett Allen,CLE,63,33.1,40,23,0.8,1.2,6.7,3.4,6.2,55.2
225,Jarrett Culver,ATL,10,13.7,5,5,0.6,0.2,2.8,1.8,2.4,75.0
226,Jason Preston,LAC,13,9.4,3,10,0.2,0.0,1.5,0.3,0.5,57.1
227,Javonte Green,CHI,30,15.5,12,18,0.8,0.7,1.9,1.1,1.8,58.2
228,Jaxson Hayes,NOP,44,13.7,20,24,0.5,0.4,2.0,0.8,1.3,63.8
229,Jay Huff,WAS,3,4.1,1,2,0.0,0.0,1.3,0.3,0.3,100.0
230,Jaylen Brown,BOS,61,36.1,41,20,1.2,0.4,5.6,2.1,3.2,66.0
231,Jaylen Nowell,MIN,64,19.3,33,31,0.7,0.1,2.1,1.3,1.7,80.4
232,Jaylin Williams,OKC,40,17.7,20,20,0.5,0.3,3.9,2.2,2.9,73.5
233,Jayson Tatum,BOS,68,37.4,48,20,1.0,0.7,7.8,2.2,3.3,67.9
234,Jeff Dowtin Jr.,TOR,19,8.7,12,7,0.2,0.1,0.6,0.2,0.4,42.9
235,Jeff Green,DEN,49,19.2,30,19,0.3,0.3,1.8,1.5,2.2,67.9
236,Jerami Grant,POR,63,35.6,28,35,0.8,0.8,3.7,1.9,2.8,66.5
237,Jeremiah Robinson-Earl,OKC,36,19.4,12,24,0.6,0.3,2.6,1.9,3.3,58.5
238,Jeremy Sochan,SAS,55,26.1,15,40,0.8,0.4,3.5,2.2,3.4,64.9
239,Jericho Sims,NYK,49,15.8,29,20,0.3,0.6,2.8,1.6,2.6,62.7
240,Jevon Carter,MIL,72,22.3,52,20,0.9,0.4,2.1,0.8,1.1,76.3
241,Jimmy Butler,MIA,59,33.4,32,27,1.9,0.4,3.7,1.5,2.0,74.4
242,Jock Landale,PHX,63,14.0,32,31,0.3,0.5,2.3,1.8,3.3,56.3
243,Joe Harris,BKN,65,21.5,34,31,0.5,0.2,1.9,1.4,2.0,70.1
244,Joe Ingles,MIL,38,23.1,27,11,0.7,0.1,2.8,0.9,1.2,80.0
245,Joe Wieskamp,TOR,5,5.9,3,2,0.0,0.0,0.4,0.2,0.4,50.0
246,Joel Embiid,PHI,59,34.7,40,19,1.1,1.7,8.4,5.0,8.2,60.8
247,John Butler Jr.,POR,10,3.2,3,7,0.1,0.3,0.1,0.2,0.3,66.7
248,John Collins,ATL,63,30.1,32,31,0.6,1.1,5.5,3.2,5.0,63.5
249,John Konchar,MEM,64,21.0,40,24,1.0,0.3,3.4,1.5,2.2,71.7
250,John Wall,LAC,34,22.2,15,19,0.8,0.4,2.3,1.2,1.7,73.7
251,Johnny Davis,WAS,19,7.7,7,12,0.1,0.1,0.8,0.2,0.3,66.7
252,Johnny Juzang,UTA,10,10.6,4,6,0.2,0.3,1.2,0.5,1.2,41.7
253,Jonas Valanciunas,NOP,69,24.7,33,36,0.2,0.6,7.0,3.3,5.0,66.8
254,Jonathan Isaac,ORL,11,11.3,8,3,1.3,0.4,2.6,0.4,0.7,50.0
255,Jonathan Kuminga,GSW,59,20.7,32,27,0.6,0.5,2.4,1.6,2.5,64.2
256,Jordan Clarkson,UTA,61,32.6,30,31,0.5,0.2,2.9,2.2,3.2,66.7
257,Jordan Goodwin,WAS,53,16.8,19,34,0.9,0.4,2.2,1.2,1.8,63.3
258,Jordan Hall,SAS,9,9.2,1,8,0.1,0.0,1.0,0.8,0.8,100.0
259,Jordan McLaughlin,MIN,36,15.9,18,18,0.9,0.1,1.1,0.5,0.7,76.0
260,Jordan Nwora,IND,53,17.6,34,19,0.4,0.2,2.6,1.0,1.4,74.3
261,Jordan Poole,GSW,73,30.4,37,36,0.8,0.2,2.3,1.1,1.5,72.6
262,Jordan Schakel,WAS,2,3.1,0,2,0.5,0.0,0.0,0.0,0.0,0.0
263,Jose Alvarado,NOP,61,21.5,30,31,1.1,0.2,1.9,1.2,1.4,83.5
264,Josh Christopher,HOU,55,11.5,12,43,0.4,0.2,0.8,0.5,0.8,64.3
265,Josh Giddey,OKC,67,30.8,31,36,0.8,0.4,5.8,2.1,3.1,66.0
266,Josh Green,DAL,53,25.9,25,28,0.7,0.1,2.0,1.4,1.6,83.7
267,Josh Hart,NYK,68,32.7,37,31,1.1,0.2,6.0,2.4,3.3,71.7
268,Josh Minott,MIN,14,6.5,6,8,0.3,0.4,1.4,0.9,1.4,60.0
269,Josh Okogie,PHX,62,17.6,31,31,0.8,0.5,1.8,1.0,1.5,66.7
270,Josh Richardson,NOP,54,24.1,17,37,1.2,0.3,2.1,1.6,2.0,81.1
271,Joshua Primo,SAS,4,23.3,3,1,0.3,0.5,2.8,1.5,2.8,54.5
272,Jrue Holiday,MIL,60,32.8,45,15,1.2,0.4,3.9,1.5,2.0,72.1
273,Juan Toscano-Anderson,UTA,42,11.9,17,25,0.3,0.2,1.7,0.8,1.3,57.1
274,Juancho Hernangomez,TOR,42,14.6,20,22,0.4,0.1,2.3,1.4,2.0,69.9
275,Julian Champagnie,SAS,8,12.5,4,4,0.1,0.3,2.0,0.8,1.4,54.5
276,Julius Randle,NYK,74,35.9,42,32,0.6,0.3,8.2,2.6,3.6,72.4
277,Justin Champagnie,TOR,3,3.6,2,1,0.0,0.0,1.0,0.0,0.0,0.0
278,Justin Holiday,DAL,40,15.7,17,23,0.4,0.5,1.0,1.1,1.6,67.7
279,Justin Jackson,BOS,23,4.7,15,8,0.2,0.2,0.7,0.1,0.4,33.3
280,Justise Winslow,POR,29,26.8,15,14,1.0,0.4,3.3,1.6,2.3,66.2
281,Jusuf Nurkic,POR,52,26.8,24,28,0.8,0.8,6.9,3.9,6.7,57.9
282,KZ Okpala,SAC,35,7.1,19,16,0.2,0.2,0.8,0.5,1.0,47.1
283,Kai Jones,CHA,38,10.1,10,28,0.3,0.6,1.6,0.7,1.6,43.3
284,Karl-Anthony Towns,MIN,22,33.4,11,11,0.8,0.6,6.4,2.5,3.9,64.0
285,Kawhi Leonard,LAC,44,33.8,28,16,1.5,0.5,5.2,2.3,3.4,69.6
