,Player,Team,GP,W,L,MIN,PTS,TOUCHES,Front CT Touches,Time Of Poss,Avg Sec Per Touch,Avg Drib Per Touch,PTS Per Touch,Elbow Touches,Post Ups,Paint Touches,PTS Per Elbow Touch,PTS Per Post Touch,PTS Per Paint Touch
140,Dwight Powell,DAL,69,35,34,19.9,7.1,26.2,14.9,0.7,1.6,0.55,0.27,2.1,0.1,6.1,0.384,0.857,0.955
141,Dylan Windler,CLE,2,2,0,4.0,2.5,8.5,7.0,0.2,1.17,0.23,0.294,0.0,0.0,0.0,0.0,0.0,0.0
142,Dyson Daniels,NOP,51,27,24,18.5,3.9,29.4,13.9,1.6,3.19,2.47,0.131,0.1,0.0,0.8,0.333,0.0,0.769
143,Edmond Sumner,BKN,48,28,20,14.4,7.4,24.3,11.3,1.6,3.95,3.46,0.304,0.3,0.0,0.6,0.667,0.0,1.069
144,Eric Gordon,LAC,62,20,42,29.1,12.5,39.5,23.9,2.3,3.52,2.94,0.315,0.2,0.0,0.4,0.429,2.0,1.25
145,Eugene Omoruyi,DET,34,10,24,15.3,6.2,18.9,12.0,0.5,1.56,0.77,0.328,0.7,0.1,2.4,0.739,1.5,0.988
146,Evan Fournier,NYK,23,13,10,18.0,6.8,23.6,16.7,1.0,2.46,1.83,0.29,0.0,0.0,0.2,0.0,0.0,1.0
147,Evan Mobley,CLE,73,45,28,34.4,16.3,59.5,31.1,1.9,1.94,0.74,0.274,4.4,2.0,8.5,0.634,0.59,0.955
148,Facundo Campazzo,DAL,8,2,6,6.5,1.3,14.9,7.4,0.9,3.57,3.26,0.084,0.0,0.0,0.1,0.0,0.0,0.0
149,Frank Jackson,UTA,1,0,1,5.1,0.0,10.0,2.0,0.6,3.46,3.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0
150,Frank Kaminsky,HOU,33,12,21,6.4,2.4,13.1,8.2,0.4,1.75,0.68,0.185,0.2,0.2,0.8,0.25,1.0,0.72
151,Frank Ntilikina,DAL,44,19,25,11.8,2.5,15.9,7.3,0.8,3.07,2.52,0.158,0.1,0.0,0.2,0.667,0.0,0.5
152,Franz Wagner,ORL,73,30,43,33.0,18.7,53.9,32.6,3.3,3.66,3.03,0.347,0.7,0.3,1.9,0.694,0.708,0.986
153,Fred VanVleet,TOR,62,30,32,36.9,19.7,85.0,37.3,6.5,4.56,4.18,0.232,0.2,0.0,0.2,0.545,1.0,0.857
154,Furkan Korkmaz,PHI,31,22,9,9.1,3.5,13.3,9.1,0.6,2.78,2.16,0.259,0.2,0.0,0.3,1.0,0.0,1.4
155,Gabe Vincent,MIA,60,33,27,26.2,9.5,43.8,20.3,2.8,3.88,3.21,0.217,0.2,0.0,0.4,0.545,1.0,0.808
156,Garrett Temple,NOP,22,14,8,6.8,2.0,8.8,5.4,0.3,1.92,1.21,0.232,0.1,0.0,0.2,0.0,0.0,0.4
157,Garrison Mathews,ATL,50,14,36,12.8,4.5,13.9,9.0,0.3,1.36,0.42,0.321,0.1,0.0,0.1,0.0,0.0,1.167
158,Gary Harris,ORL,43,19,24,25.1,8.7,22.2,16.6,0.8,2.06,1.47,0.39,0.1,0.0,0.6,1.2,0.0,0.808
159,Gary Payton II,GSW,15,8,7,17.0,4.1,23.0,12.5,0.6,1.67,0.72,0.177,0.7,0.1,1.8,0.2,1.0,0.741
160,Gary Trent Jr.,TOR,63,30,33,32.6,17.7,39.2,30.5,1.6,2.44,1.88,0.452,0.4,0.0,0.6,1.08,0.0,1.026
161,George Hill,IND,42,26,16,18.4,4.9,32.0,12.6,2.3,4.36,3.85,0.152,0.3,0.0,0.5,0.538,0.0,0.478
162,Georges Niang,PHI,70,47,23,19.3,8.2,28.8,15.5,0.6,1.33,0.45,0.285,0.1,0.0,0.4,0.4,0.0,1.269
163,Giannis Antetokounmpo,MIL,58,44,14,32.2,31.1,78.3,36.8,5.3,4.03,2.94,0.397,4.3,4.4,5.3,0.588,0.453,1.119
164,Goga Bitadze,ORL,30,10,20,10.5,3.5,15.7,10.1,0.4,1.54,0.55,0.221,0.8,0.3,3.0,0.375,0.375,0.711
165,Goran Dragic,MIL,50,22,28,15.5,6.5,34.4,13.5,2.4,4.19,3.65,0.188,0.1,0.1,0.2,1.0,0.75,0.8
166,Gordon Hayward,CHA,49,19,30,31.5,14.5,48.7,35.1,2.4,2.93,1.93,0.298,1.6,0.4,1.8,0.526,0.364,0.756
167,Gorgui Dieng,SAS,26,2,24,10.4,3.2,19.2,13.5,0.6,1.89,0.66,0.164,0.7,0.5,1.3,0.118,0.077,0.545
168,Grant Williams,BOS,71,49,22,26.6,8.4,30.7,16.7,0.9,1.79,0.76,0.272,0.6,0.1,1.7,0.381,0.286,0.697
169,Grayson Allen,MIL,67,50,17,27.6,10.8,35.8,23.7,1.4,2.37,1.42,0.301,0.3,0.0,1.0,0.571,0.0,0.585
170,Greg Brown III,POR,16,10,6,5.8,1.8,5.3,3.4,0.2,2.31,1.33,0.329,0.1,0.0,0.3,2.0,0.0,0.8
171,Hamidou Diallo,DET,55,12,43,17.7,9.2,27.8,13.7,1.1,2.34,1.67,0.33,1.1,0.1,2.0,1.15,0.0,1.204
172,Harrison Barnes,SAC,73,44,29,32.7,15.0,46.8,30.0,1.7,2.18,1.11,0.321,0.7,0.8,1.8,0.788,0.93,1.0
173,Haywood Highsmith,MIA,49,26,23,18.0,4.4,20.2,11.7,0.6,1.7,0.9,0.22,0.6,0.0,1.9,0.241,0.0,0.516
174,Herbert Jones,NOP,57,25,32,29.0,9.5,42.6,22.9,1.5,2.12,1.07,0.223,0.9,0.1,2.1,0.52,0.75,0.756
175,Immanuel Quickley,NYK,74,42,32,28.5,13.7,49.5,24.3,3.6,4.42,3.82,0.277,0.3,0.0,0.4,0.45,0.0,0.531
176,Isaac Okoro,CLE,75,47,28,21.9,6.5,20.0,12.9,0.6,1.9,1.0,0.324,0.4,0.0,1.1,0.5,2.0,0.884
177,Isaiah Hartenstein,NYK,75,42,33,19.6,4.8,28.7,13.7,0.7,1.37,0.26,0.168,1.8,0.2,5.0,0.366,0.692,0.676
178,Isaiah Jackson,IND,55,22,33,15.6,6.9,21.6,13.8,0.5,1.35,0.4,0.318,1.9,0.3,5.2,0.559,0.733,0.938
