,Player,Team,GP,MIN,W,L,STL,BLK,DREB,DFGM,DFGA,DFG%
62,Carlik Jones,CHI,1,21.7,0,1,0.0,0.0,2.0,0.0,0.0,0.0
63,Cedi Osman,CLE,67,20.7,41,26,0.5,0.1,1.9,0.8,1.1,74.0
64,Charles Bassey,SAS,35,14.5,9,26,0.5,0.9,3.4,2.1,3.4,61.9
65,Chima Moneke,SAC,2,4.0,1,1,0.0,0.0,0.0,0.5,0.5,100.0
66,Chimezie Metu,SAC,55,11.0,34,21,0.4,0.3,2.3,1.5,2.5,58.0
67,Chris Boucher,TOR,63,20.0,31,32,0.7,0.8,3.5,1.4,2.3,62.2
68,Chris Duarte,IND,45,19.8,19,26,0.5,0.2,2.1,1.7,2.2,76.5
69,Chris Paul,PHX,48,32.1,25,23,1.6,0.4,3.9,1.6,2.0,77.3
70,Chris Silva,DAL,1,3.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
71,Christian Braun,DEN,63,14.4,42,21,0.4,0.2,1.6,0.8,1.1,73.1
72,Christian Koloko,TOR,47,14.1,22,25,0.3,1.0,1.6,1.7,3.1,56.6
73,Christian Wood,DAL,57,26.6,30,27,0.4,1.1,6.4,3.1,5.2,60.3
74,Chuma Okeke,ORL,22,18.8,6,16,0.5,0.4,2.6,2.0,2.8,72.1
75,Clint Capela,ATL,53,26.7,28,25,0.7,1.2,6.9,3.5,6.0,58.0
76,Coby White,CHI,59,22.5,27,32,0.7,0.1,2.5,1.3,1.9,69.3
77,Cody Martin,CHA,7,19.1,2,5,0.6,0.1,2.3,1.1,1.3,88.9
78,Cody Zeller,MIA,10,13.0,4,6,0.2,0.4,1.9,1.5,2.5,60.0
79,Cole Anthony,ORL,49,25.3,22,27,0.6,0.6,3.8,1.3,1.8,71.6
80,Cole Swider,LAL,6,6.7,1,5,0.0,0.0,1.0,0.5,0.5,100.0
81,Collin Sexton,UTA,47,24.0,24,23,0.6,0.1,1.4,0.9,1.3,63.5
82,Corey Kispert,WAS,61,27.5,28,33,0.5,0.1,2.3,1.6,2.7,61.7
83,Cory Joseph,DET,51,17.9,11,40,0.5,0.2,1.3,1.0,1.3,77.9
84,D'Angelo Russell,LAL,62,32.4,32,30,1.0,0.4,2.6,1.9,2.5,75.5
85,Daishen Nix,HOU,47,16.7,12,35,0.6,0.1,1.5,0.9,1.2,74.5
86,Dalano Banton,TOR,27,9.3,14,13,0.5,0.4,1.0,0.8,1.2,68.8
87,Dalen Terry,CHI,27,5.0,13,14,0.1,0.1,0.4,0.3,0.5,57.1
88,Damian Jones,UTA,30,9.8,9,21,0.1,0.6,1.8,0.9,1.9,50.0
89,Damian Lillard,POR,55,36.3,26,29,0.9,0.3,4.0,2.4,3.1,78.2
90,Damion Lee,PHX,68,21.0,37,31,0.4,0.1,2.6,1.7,2.1,81.4
91,Daniel Gafford,WAS,67,19.8,30,37,0.4,1.3,3.4,2.7,5.2,52.3
92,Daniel Theis,IND,7,15.5,1,6,0.3,0.9,2.1,2.7,4.4,61.3
93,Danny Green,CLE,8,10.5,4,4,0.4,0.1,0.6,0.6,0.9,71.4
94,Danuel House Jr.,PHI,44,14.0,30,14,0.2,0.2,1.5,0.8,1.2,67.3
95,Dario Saric,OKC,50,14.4,24,26,0.3,0.1,2.8,1.3,1.8,68.5
96,Darius Bazley,PHX,38,15.1,18,20,0.5,0.8,2.6,1.6,2.7,59.2
97,Darius Days,HOU,4,6.2,0,4,0.0,0.3,1.3,0.3,0.3,100.0
98,Darius Garland,CLE,61,35.2,34,27,1.3,0.1,2.3,1.0,1.4,72.3
99,David Duke Jr.,BKN,18,9.6,7,11,0.4,0.1,0.7,0.6,0.9,58.8
100,David Roddy,MEM,56,16.9,34,22,0.5,0.3,2.0,1.5,1.9,78.1
101,Davion Mitchell,SAC,67,18.0,40,27,0.5,0.2,1.1,0.9,1.2,72.3
102,Davis Bertans,DAL,38,10.8,18,20,0.3,0.1,0.8,0.8,1.4,59.6
103,Davon Reed,LAL,40,8.4,26,14,0.4,0.1,1.2,0.6,0.8,72.7
104,Day'Ron Sharpe,BKN,36,11.2,16,20,0.2,0.6,2.1,1.4,2.0,70.8
105,De'Aaron Fox,SAC,61,34.1,38,23,1.2,0.3,3.8,1.8,2.3,80.0
106,De'Andre Hunter,ATL,59,32.0,32,27,0.5,0.3,3.6,2.0,2.8,70.1
107,De'Anthony Melton,PHI,65,27.9,44,21,1.6,0.6,3.2,1.6,2.4,68.8
108,DeAndre Jordan,DEN,35,14.3,22,13,0.2,0.6,3.6,1.8,2.7,67.4
109,DeMar DeRozan,CHI,61,36.3,29,32,1.0,0.5,4.0,2.2,3.0,73.5
110,Dean Wade,CLE,38,20.3,26,12,0.6,0.5,3.0,2.1,3.1,68.1
111,Deandre Ayton,PHX,60,30.4,29,31,0.6,0.8,7.5,2.9,4.7,61.4
112,Dejounte Murray,ATL,64,36.4,32,32,1.5,0.3,4.7,2.7,3.6,76.0
113,Delon Wright,WAS,40,24.2,23,17,2.1,0.3,2.1,1.5,2.0,73.8
114,Deni Avdija,WAS,67,25.9,31,36,0.8,0.4,5.2,2.6,3.8,69.1
115,Dennis Schroder,LAL,57,30.1,30,27,0.8,0.1,2.2,1.3,1.6,77.7
116,Dennis Smith Jr.,CHA,49,25.6,16,33,1.4,0.5,2.5,1.4,2.1,66.0
117,Deonte Burton,SAC,2,3.3,1,1,0.0,0.0,0.0,0.0,0.0,0.0
118,Dereon Seabron,NOP,5,2.3,2,3,0.0,0.0,0.0,0.2,0.2,100.0
119,Derrick Jones Jr.,CHI,50,14.0,20,30,0.4,0.6,1.5,1.2,1.8,69.3
120,Derrick Rose,NYK,27,12.5,12,15,0.3,0.2,1.2,0.8,1.1,73.3
121,Derrick White,BOS,70,28.0,48,22,0.7,0.9,2.8,2.2,3.3,64.8
122,Desmond Bane,MEM,46,31.0,28,18,0.9,0.4,4.3,1.5,2.1,71.6
123,Devin Booker,PHX,42,34.4,26,16,0.9,0.4,3.6,1.5,2.2,69.1
124,Devin Vassell,SAS,34,31.0,11,23,1.1,0.4,3.6,1.8,2.6,69.3
125,Devon Dotson,WAS,6,8.9,1,5,0.8,0.0,0.7,0.2,0.2,100.0
126,Devonte' Graham,SAS,66,17.8,30,36,0.6,0.2,1.4,0.8,1.1,76.1
127,Dewayne Dedmon,PHI,31,11.4,18,13,0.2,0.5,2.6,1.2,2.0,58.7
128,Dillon Brooks,MEM,62,30.4,38,24,0.9,0.2,2.6,1.2,1.6,71.6
129,Domantas Sabonis,SAC,66,34.7,40,26,0.8,0.5,9.3,5.4,8.3,65.0
130,Dominick Barlow,SAS,16,11.7,2,14,0.3,0.4,1.4,1.3,2.4,53.8
131,Donovan Mitchell,CLE,60,35.7,38,22,1.5,0.4,3.2,1.6,2.0,82.4
132,Donte DiVincenzo,GSW,59,26.6,33,26,1.3,0.2,3.4,1.6,2.3,70.6
133,Dorian Finney-Smith,BKN,55,31.5,26,29,0.9,0.5,3.1,2.6,4.2,62.9
134,Doug McDermott,SAS,58,20.7,18,40,0.2,0.1,1.9,1.2,1.5,78.2
135,Draymond Green,GSW,61,31.5,32,29,0.9,0.8,6.4,2.4,4.9,48.8
136,Drew Eubanks,POR,67,19.7,29,38,0.5,1.1,3.5,3.0,5.1,59.3
137,Dru Smith,BKN,10,12.4,4,6,0.9,0.4,1.6,0.6,1.2,50.0
138,Duane Washington Jr.,NYK,31,12.7,17,14,0.2,0.1,1.1,0.9,1.1,80.0
139,Duncan Robinson,MIA,34,16.9,16,18,0.4,0.0,1.6,1.1,1.4,81.3
140,Dwight Powell,DAL,65,20.0,34,31,0.7,0.4,2.4,2.6,4.1,63.7
141,Dylan Windler,CLE,1,4.1,1,0,1.0,0.0,0.0,1.0,1.0,100.0
142,Dyson Daniels,NOP,47,19.1,24,23,0.8,0.2,2.7,1.7,2.4,69.3
143,Edmond Sumner,BKN,47,14.5,28,19,0.7,0.2,1.3,0.8,1.1,71.2
144,Eric Gordon,LAC,58,29.2,18,40,0.7,0.4,1.8,0.8,0.9,85.2
145,Eugene Omoruyi,DET,30,13.8,10,20,0.7,0.0,1.4,0.5,0.9,59.3
146,Evan Fournier,NYK,23,18.0,13,10,0.6,0.1,1.8,0.7,0.9,85.0
147,Evan Mobley,CLE,70,34.2,42,28,0.8,1.4,6.6,4.1,6.8,60.8
148,Facundo Campazzo,DAL,8,6.5,2,6,0.8,0.0,0.3,0.3,0.3,100.0
149,Frank Jackson,UTA,1,5.1,0,1,0.0,0.0,1.0,0.0,0.0,0.0
150,Frank Kaminsky,HOU,33,6.4,12,21,0.2,0.1,1.2,1.1,1.6,67.9
151,Frank Ntilikina,DAL,42,11.6,19,23,0.3,0.1,1.1,0.6,0.9,69.4
152,Franz Wagner,ORL,68,32.8,27,41,0.9,0.2,3.0,1.7,2.3,73.4
153,Fred VanVleet,TOR,57,37.0,27,30,1.7,0.6,3.8,2.3,2.9,77.4
154,Furkan Korkmaz,PHI,27,9.8,19,8,0.2,0.1,0.9,0.6,0.8,71.4
155,Gabe Vincent,MIA,57,26.3,31,26,0.9,0.1,1.8,1.1,1.5,75.6
156,Garrett Temple,NOP,20,7.1,12,8,0.5,0.1,0.5,0.8,1.0,80.0
157,Garrison Mathews,ATL,48,12.7,13,35,0.5,0.1,1.1,0.5,0.6,71.0
158,Gary Harris,ORL,38,24.9,16,22,1.0,0.2,1.7,1.1,1.4,76.9
159,Gary Payton II,GSW,15,17.0,8,7,1.1,0.1,1.9,1.4,1.8,77.8
160,Gary Trent Jr.,TOR,60,32.6,28,32,1.6,0.2,2.2,1.2,1.5,75.0
161,George Hill,IND,39,18.6,25,14,0.6,0.1,1.5,0.8,1.2,67.4
162,Georges Niang,PHI,65,19.3,44,21,0.4,0.2,2.1,1.2,1.7,73.0
163,Giannis Antetokounmpo,MIL,54,32.6,41,13,0.7,0.8,9.6,2.2,4.2,53.3
164,Goga Bitadze,ORL,26,10.1,8,18,0.4,0.5,1.4,1.1,1.9,57.1
165,Goran Dragic,MIL,50,15.5,22,28,0.2,0.1,1.1,0.6,0.9,72.7
166,Gordon Hayward,CHA,45,31.7,17,28,0.9,0.3,3.6,1.2,1.9,64.3
167,Gorgui Dieng,SAS,23,9.9,2,21,0.1,0.4,1.7,1.3,2.1,61.2
168,Grant Williams,BOS,67,26.7,46,21,0.6,0.4,3.6,1.7,2.6,67.6
169,Grayson Allen,MIL,64,27.9,47,17,0.8,0.2,2.5,1.2,1.6,75.5
170,Greg Brown III,POR,16,5.8,10,6,0.3,0.3,1.1,0.1,0.4,33.3
171,Hamidou Diallo,DET,55,17.7,12,43,0.9,0.3,2.4,0.9,1.4,61.0
172,Harrison Barnes,SAC,68,33.0,41,27,0.7,0.1,3.7,1.9,2.9,66.0
173,Haywood Highsmith,MIA,46,18.9,24,22,0.7,0.3,2.6,0.9,1.3,66.1
174,Herbert Jones,NOP,53,29.1,22,31,1.6,0.6,2.6,2.2,3.1,72.2
175,Immanuel Quickley,NYK,70,28.5,41,29,0.9,0.2,3.4,1.7,2.4,69.2
176,Isaac Okoro,CLE,72,21.8,44,28,0.8,0.4,1.8,1.1,1.8,62.2
177,Isaiah Hartenstein,NYK,71,19.6,41,30,0.6,0.8,3.9,2.1,3.8,55.3
178,Isaiah Jackson,IND,51,15.6,20,31,0.5,1.5,2.5,2.0,3.7,55.0
179,Isaiah Joe,OKC,61,17.9,31,30,0.6,0.1,2.0,1.1,1.5,78.7
180,Isaiah Livers,DET,45,22.4,10,35,0.6,0.6,2.0,1.8,3.2,57.2
181,Isaiah Mobley,CLE,9,3.4,6,3,0.1,0.1,1.2,0.2,0.2,100.0
182,Isaiah Roby,SAS,41,11.3,9,32,0.4,0.2,2.0,1.3,1.8,71.6
183,Isaiah Stewart,DET,49,28.3,12,37,0.4,0.7,5.8,3.2,5.2,61.2
184,Isaiah Todd,WAS,4,3.1,2,2,0.0,0.0,0.0,0.0,0.0,0.0
185,Ish Smith,DEN,35,9.2,21,14,0.2,0.2,1.2,0.6,0.7,84.0
186,Ish Wainright,PHX,51,15.3,27,24,0.7,0.4,1.4,0.8,1.1,73.2
187,Ivica Zubac,LAC,64,29.1,36,28,0.4,1.3,6.8,2.8,5.2,53.7
188,JD Davison,BOS,7,2.6,6,1,0.3,0.0,0.6,0.0,0.0,0.0
189,JT Thor,CHA,58,11.7,17,41,0.3,0.2,1.3,1.1,1.8,61.8
190,Ja Morant,MEM,53,32.5,34,19,1.1,0.2,4.8,1.5,2.2,68.6
191,JaMychal Green,GSW,50,14.4,26,24,0.5,0.4,2.5,1.3,2.0,65.3
192,JaVale McGee,DAL,37,8.0,18,19,0.1,0.6,1.8,1.4,2.3,58.8
193,Jabari Smith Jr.,HOU,66,30.5,16,50,0.5,0.9,5.7,3.0,4.9,61.9
194,Jabari Walker,POR,45,8.7,20,25,0.1,0.2,1.2,0.8,1.4,59.0
195,Jack White,DEN,16,3.2,12,4,0.1,0.1,0.4,0.4,0.6,66.7
196,Jaden Hardy,DAL,36,14.0,17,19,0.3,0.1,1.5,1.0,1.3,80.4
197,Jaden Ivey,DET,61,30.2,15,46,0.9,0.3,2.9,2.4,3.0,80.8
198,Jaden McDaniels,MIN,67,30.7,34,33,0.9,1.0,2.6,2.0,3.8,52.6
199,Jaden Springer,PHI,8,3.7,8,0,0.5,0.3,0.4,0.1,0.4,33.3
200,Jae Crowder,MIL,11,18.7,9,2,0.5,0.4,3.2,1.6,2.7,60.0
201,Jae'Sean Tate,HOU,29,21.9,6,23,0.7,0.2,2.5,1.2,1.9,62.5
202,Jake LaRavia,MEM,32,12.1,21,11,0.4,0.1,1.3,1.2,1.7,70.4
203,Jakob Poeltl,TOR,58,26.6,18,40,1.0,1.3,5.8,4.8,7.7,62.7
204,Jalen Brunson,NYK,62,34.9,36,26,0.9,0.2,3.0,1.6,2.1,73.7
205,Jalen Duren,DET,55,24.9,15,40,0.6,0.9,5.3,3.2,5.3,61.0
206,Jalen Green,HOU,63,33.8,15,48,0.8,0.3,3.3,1.9,2.5,77.7
207,Jalen Johnson,ATL,64,14.5,32,32,0.5,0.4,3.2,1.2,2.0,62.4
208,Jalen McDaniels,PHI,69,24.6,25,44,1.0,0.4,3.8,1.7,2.7,62.3
209,Jalen Smith,IND,57,18.4,28,29,0.3,0.9,3.9,2.2,4.0,56.6
210,Jalen Suggs,ORL,44,23.8,17,27,1.3,0.5,1.9,1.4,2.0,73.3
211,Jalen Williams,OKC,63,29.8,31,32,1.4,0.5,3.3,1.5,2.4,61.6
212,Jamal Cain,MIA,15,12.4,8,7,0.5,0.0,1.8,0.4,0.5,85.7
213,Jamal Murray,DEN,55,32.8,37,18,1.1,0.2,3.2,1.9,2.5,73.6
214,Jamaree Bouyea,WAS,5,14.1,2,3,0.8,0.4,1.0,1.0,1.2,83.3
215,James Bouknight,CHA,26,13.6,5,21,0.5,0.2,1.8,0.7,1.4,52.8
216,James Harden,PHI,51,36.9,35,16,1.2,0.5,5.6,1.9,2.5,76.2
217,James Johnson,IND,14,8.8,6,8,0.3,0.4,1.4,0.7,0.9,76.9
218,James Wiseman,DET,33,17.4,10,23,0.2,0.6,4.0,2.8,4.0,70.2
219,Jared Butler,OKC,2,9.6,1,1,1.5,0.0,0.5,1.0,1.5,66.7
220,Jared Rhoden,DET,6,8.5,1,5,0.2,0.0,1.0,0.5,0.7,75.0
221,Jaren Jackson Jr.,MEM,51,27.8,31,20,1.1,3.1,5.0,3.2,7.1,44.7
222,Jarred Vanderbilt,LAL,66,24.5,34,32,1.1,0.3,5.6,2.7,3.9,69.9
223,Jarrett Allen,CLE,62,33.0,39,23,0.8,1.2,6.7,3.4,6.2,55.3
224,Jarrett Culver,ATL,10,13.7,5,5,0.6,0.2,2.8,1.8,2.4,75.0
225,Jason Preston,LAC,13,9.4,3,10,0.2,0.0,1.5,0.3,0.5,57.1
226,Javonte Green,CHI,28,16.0,11,17,0.8,0.7,2.0,1.1,1.9,58.5
227,Jaxson Hayes,NOP,42,14.1,18,24,0.5,0.5,2.1,0.9,1.4,63.2
228,Jay Huff,WAS,1,3.3,1,0,0.0,0.0,0.0,1.0,1.0,100.0
229,Jaylen Brown,BOS,58,36.2,39,19,1.2,0.4,5.7,2.2,3.3,65.5
230,Jaylen Nowell,MIN,62,19.5,31,31,0.6,0.1,2.1,1.4,1.7,80.2
231,Jaylin Williams,OKC,37,17.9,18,19,0.5,0.3,3.9,2.1,2.8,73.3
232,Jayson Tatum,BOS,65,37.4,46,19,1.0,0.8,7.8,2.2,3.3,67.6
233,Jeff Dowtin Jr.,TOR,18,8.9,12,6,0.2,0.1,0.6,0.2,0.4,42.9
234,Jeff Green,DEN,45,19.3,27,18,0.4,0.3,1.9,1.5,2.2,66.0
235,Jerami Grant,POR,63,35.6,28,35,0.8,0.8,3.7,1.9,2.8,66.5
236,Jeremiah Robinson-Earl,OKC,34,20.2,11,23,0.6,0.3,2.7,1.9,3.4,57.9
237,Jeremy Sochan,SAS,53,26.5,15,38,0.8,0.4,3.5,2.1,3.3,64.6
238,Jericho Sims,NYK,49,15.8,29,20,0.3,0.6,2.8,1.6,2.6,62.7
239,Jevon Carter,MIL,69,22.4,50,19,0.9,0.4,2.2,0.8,1.1,75.3
240,Jimmy Butler,MIA,56,33.3,30,26,1.9,0.4,3.8,1.5,2.0,74.3
241,Jock Landale,PHX,60,13.9,31,29,0.2,0.5,2.3,1.7,3.2,54.5
242,Joe Harris,BKN,62,21.9,34,28,0.5,0.2,2.0,1.4,2.0,71.5
243,Joe Ingles,MIL,35,23.0,25,10,0.7,0.1,2.7,1.0,1.2,79.1
244,Joe Wieskamp,TOR,3,7.9,1,2,0.0,0.0,0.7,0.0,0.3,0.0
245,Joel Embiid,PHI,55,35.0,37,18,1.1,1.7,8.4,5.1,8.3,61.2
246,John Butler Jr.,POR,9,3.4,2,7,0.1,0.3,0.1,0.2,0.3,66.7
247,John Collins,ATL,59,30.2,30,29,0.6,1.1,5.6,3.2,5.0,63.5
248,John Konchar,MEM,60,21.5,36,24,1.0,0.3,3.5,1.6,2.2,71.4
249,John Wall,LAC,34,22.2,15,19,0.8,0.4,2.3,1.2,1.7,73.7
250,Johnny Davis,WAS,15,5.8,7,8,0.1,0.1,0.7,0.1,0.2,33.3
251,Johnny Juzang,UTA,7,10.2,2,5,0.3,0.4,0.7,0.4,1.3,33.3
252,Jonas Valanciunas,NOP,66,24.4,31,35,0.2,0.5,6.8,3.3,4.9,68.3
253,Jonathan Isaac,ORL,11,11.3,8,3,1.3,0.4,2.6,0.4,0.7,50.0
254,Jonathan Kuminga,GSW,55,20.1,30,25,0.6,0.4,2.3,1.6,2.5,65.9
255,Jordan Clarkson,UTA,61,32.6,30,31,0.5,0.2,2.9,2.2,3.2,66.7
256,Jordan Goodwin,WAS,49,17.3,19,30,0.9,0.4,2.3,1.2,1.9,62.1
257,Jordan Hall,SAS,9,9.2,1,8,0.1,0.0,1.0,0.8,0.8,100.0
258,Jordan McLaughlin,MIN,33,15.5,17,16,0.9,0.1,1.1,0.5,0.7,77.3
259,Jordan Nwora,IND,49,16.9,32,17,0.4,0.2,2.4,1.0,1.4,76.1
260,Jordan Poole,GSW,69,30.6,35,34,0.8,0.2,2.3,1.2,1.6,73.4
261,Jordan Schakel,WAS,2,3.1,0,2,0.5,0.0,0.0,0.0,0.0,0.0
262,Jose Alvarado,NOP,61,21.5,30,31,1.1,0.2,1.9,1.2,1.4,83.5
263,Josh Christopher,HOU,51,11.4,11,40,0.4,0.2,0.9,0.5,0.7,63.2
264,Josh Giddey,OKC,64,30.9,29,35,0.8,0.4,5.9,2.1,3.2,65.0
265,Josh Green,DAL,50,25.5,24,26,0.7,0.1,2.0,1.3,1.6,83.5
266,Josh Hart,NYK,65,32.7,36,29,1.1,0.2,6.1,2.4,3.3,71.4
267,Josh Minott,MIN,13,5.8,6,7,0.2,0.5,1.3,0.5,1.2,46.7
268,Josh Okogie,PHX,59,17.3,30,29,0.8,0.4,1.8,0.9,1.3,67.1
269,Josh Richardson,NOP,51,24.2,15,36,1.2,0.3,2.1,1.6,2.0,80.8
270,Joshua Primo,SAS,4,23.3,3,1,0.3,0.5,2.8,1.5,2.8,54.5
271,Jrue Holiday,MIL,57,33.1,43,14,1.2,0.4,4.0,1.5,2.0,74.3
272,Juan Toscano-Anderson,UTA,39,11.9,15,24,0.3,0.2,1.8,0.8,1.4,56.4
273,Juancho Hernangomez,TOR,42,14.6,20,22,0.4,0.1,2.3,1.4,2.0,69.9
274,Julian Champagnie,SAS,5,7.5,3,2,0.2,0.0,1.2,0.2,0.4,50.0
275,Julius Randle,NYK,71,35.9,41,30,0.6,0.3,8.4,2.6,3.6,72.2
276,Justin Champagnie,TOR,3,3.6,2,1,0.0,0.0,1.0,0.0,0.0,0.0
277,Justin Holiday,DAL,38,15.5,16,22,0.4,0.4,1.0,1.1,1.6,67.8
278,Justin Jackson,BOS,23,4.7,15,8,0.2,0.2,0.7,0.1,0.4,33.3
279,Justise Winslow,POR,29,26.8,15,14,1.0,0.4,3.3,1.6,2.3,66.2
280,Jusuf Nurkic,POR,49,26.7,23,26,0.8,0.8,7.0,3.8,6.6,58.4
281,KZ Okpala,SAC,35,7.1,19,16,0.2,0.2,0.8,0.5,1.0,47.1
282,Kai Jones,CHA,36,9.4,9,27,0.3,0.5,1.4,0.6,1.4,44.9
283,Karl-Anthony Towns,MIN,21,33.8,10,11,0.8,0.7,6.5,2.5,3.9,63.4
284,Kawhi Leonard,LAC,42,33.5,27,15,1.4,0.5,5.2,2.2,3.3,68.6
285,Keegan Murray,SAC,66,29.4,40,26,0.8,0.5,3.5,2.1,3.0,68.8
