,PLAYER,TEAM,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,eFG%
21,Anfernee Simons,POR,61,27,34,35.0,7.3,2.9,7.4,39.3,1.5,4.1,35.7,49.2
22,Anthony Davis,LAL,45,22,23,33.6,2.3,1.1,2.8,40.2,0.0,0.1,0.0,40.2
23,Anthony Edwards,MIN,71,35,36,36.0,7.4,2.9,8.2,35.3,1.6,4.8,34.3,45.3
24,Anthony Gill,WAS,48,18,30,10.0,0.0,0.0,0.1,14.3,0.0,0.1,0.0,14.3
25,Anthony Lamb,GSW,52,28,24,20.1,0.3,0.1,0.4,26.3,0.1,0.3,30.8,36.8
26,Austin Reaves,LAL,53,26,27,27.7,2.2,1.0,2.1,45.1,0.3,0.7,39.5,51.8
27,Austin Rivers,MIN,51,24,27,19.9,0.2,0.1,0.4,14.3,0.1,0.3,18.8,21.4
28,Ayo Dosunmu,CHI,68,33,35,26.9,0.7,0.4,0.9,38.7,0.0,0.0,33.3,39.5
29,Bam Adebayo,MIA,67,35,32,35.1,2.9,1.5,3.3,44.5,0.0,0.1,0.0,44.5
30,Ben Simmons,BKN,42,24,18,26.3,0.2,0.1,0.4,23.5,0.0,0.0,0.0,23.5
31,Bennedict Mathurin,IND,67,30,37,27.8,2.5,1.0,2.9,33.5,0.6,1.6,35.8,43.5
32,Bismack Biyombo,PHX,50,26,24,13.4,0.0,0.0,0.0,50.0,-,-,-,50.0
33,Blake Griffin,BOS,34,21,13,14.3,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0
34,Blake Wesley,SAS,25,5,20,16.6,0.9,0.4,1.6,25.0,0.1,0.2,40.0,27.5
35,Boban Marjanovic,HOU,25,4,21,4.7,0.2,0.1,0.3,37.5,0.0,0.0,-,37.5
36,Bobby Portis,MIL,59,39,20,26.0,1.6,0.8,2.1,37.9,0.0,0.1,14.3,38.3
37,Bogdan Bogdanovic,ATL,44,22,22,28.4,4.2,1.7,4.1,41.8,0.8,1.8,42.0,51.1
38,Bojan Bogdanovic,DET,59,15,44,32.1,5.4,2.4,5.5,43.7,0.6,1.7,32.7,48.8
39,Bol Bol,ORL,66,26,40,21.6,1.3,0.6,1.6,34.9,0.2,0.5,29.4,39.6
40,Bones Hyland,LAC,47,30,17,19.0,3.9,1.4,4.2,33.7,1.0,2.8,36.8,46.2
41,Bradley Beal,WAS,49,24,25,33.5,7.2,3.2,7.3,44.4,0.7,2.2,33.6,49.4
42,Brandon Boston Jr.,LAC,21,8,13,11.7,2.2,1.0,2.4,40.0,0.3,0.7,46.7,47.0
43,Brandon Clarke,MEM,56,32,24,19.5,0.3,0.1,0.2,61.5,0.0,0.0,-,61.5
44,Brandon Ingram,NOP,33,14,19,33.0,8.1,3.9,9.3,41.8,0.4,1.1,34.3,43.8
45,Braxton Key,DET,3,0,3,3.0,0.7,0.3,0.3,100,-,-,-,100
46,Brook Lopez,MIL,68,49,19,30.7,0.9,0.4,1.1,37.5,0.1,0.3,30.4,42.4
47,Bruce Brown,DEN,70,47,23,28.2,1.3,0.6,1.6,36.4,0.1,0.4,26.7,40.0
48,Bruno Fernando,ATL,34,10,24,10.9,0.1,0.0,0.1,50.0,0.0,0.0,-,50.0
49,Bryce McGowens,CHA,36,11,25,14.8,0.1,0.1,0.4,12.5,0.0,0.2,14.3,15.6
50,Bryn Forbes,MIN,25,9,16,10.7,1.1,0.5,1.3,37.5,0.2,0.6,28.6,43.8
51,Buddy Boeheim,DET,5,1,4,11.8,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0
52,Buddy Hield,IND,71,32,39,31.7,4.5,1.7,3.9,43.7,1.1,2.5,44.6,57.7
53,CJ McCollum,NOP,63,29,34,35.1,8.5,3.7,8.7,42.3,1.2,3.2,37.0,49.1
54,Cade Cunningham,DET,12,3,9,33.3,8.0,3.7,8.8,41.5,0.7,2.8,24.2,45.3
55,Caleb Houstan,ORL,41,15,26,15.1,0.2,0.1,0.1,50.0,0.0,0.1,66.7,66.7
56,Caleb Martin,MIA,61,32,29,29.7,1.6,0.7,1.4,46.0,0.2,0.6,44.1,54.6
57,Cam Reddish,POR,35,13,22,25.2,1.2,0.5,1.3,36.4,0.3,0.8,35.7,47.7
58,Cam Thomas,BKN,51,28,23,16.5,3.6,1.5,4.2,37.1,0.5,1.5,36.0,43.4
59,Cameron Johnson,BKN,31,19,12,27.8,2.6,1.2,2.5,46.2,0.3,0.7,42.9,51.9
60,Cameron Payne,PHX,38,21,17,21.6,4.2,1.7,4.0,42.8,0.7,1.7,43.8,52.0
61,Caris LeVert,CLE,67,40,27,30.0,2.7,1.1,3.2,33.2,0.6,1.5,36.3,41.7
62,Carlik Jones,CHI,2,1,1,11.4,0.0,0.0,0.5,0.0,0.0,0.0,-,0.0
63,Cedi Osman,CLE,68,42,26,20.6,0.9,0.3,0.9,33.9,0.3,0.7,38.8,49.2
64,Charles Bassey,SAS,35,9,26,14.5,0.4,0.2,0.3,60.0,0.1,0.1,66.7,70.0
65,Chima Moneke,SAC,2,1,1,4.0,0.0,0.0,0.0,-,-,-,-,-
66,Chimezie Metu,SAC,57,36,21,10.9,0.0,0.0,0.1,14.3,0.0,0.1,0.0,14.3
67,Chris Boucher,TOR,65,33,32,19.9,0.3,0.2,0.4,40.0,0.0,0.1,25.0,44.0
68,Chris Duarte,IND,45,19,26,19.8,2.3,0.9,3.1,29.7,0.4,1.6,28.2,37.0
69,Chris Paul,PHX,49,26,23,32.1,7.8,3.5,8.2,42.3,0.8,2.8,29.7,47.4
70,Chris Silva,DAL,1,1,0,3.0,0.0,0.0,0.0,-,-,-,-,-
71,Christian Braun,DEN,65,43,22,14.5,0.3,0.1,0.4,30.8,0.1,0.2,45.5,40.4
72,Christian Koloko,TOR,49,24,25,14.0,0.0,0.0,0.0,-,0.0,0.0,-,-
73,Christian Wood,DAL,58,31,27,26.7,0.9,0.4,1.6,26.4,0.1,0.7,16.7,30.2
74,Chuma Okeke,ORL,22,6,16,18.8,0.5,0.2,0.6,30.8,0.1,0.3,33.3,38.5
75,Clint Capela,ATL,54,29,25,26.6,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
76,Coby White,CHI,62,30,32,22.5,1.3,0.6,1.6,34.7,0.2,0.7,28.3,41.1
77,Cody Martin,CHA,7,2,5,19.1,0.3,0.1,1.4,10.0,0.0,0.7,0.0,10.0
78,Cody Zeller,MIA,10,4,6,13.0,0.0,0.0,0.2,0.0,0.0,0.0,-,0.0
79,Cole Anthony,ORL,51,23,28,25.4,3.3,1.5,3.4,43.1,0.4,0.9,38.3,48.3
80,Cole Swider,LAL,6,1,5,6.7,0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.0
81,Collin Sexton,UTA,47,24,23,24.0,2.4,1.0,2.1,46.0,0.4,0.9,47.6,56.0
82,Corey Kispert,WAS,63,28,35,27.5,0.4,0.1,0.4,32.1,0.1,0.3,35.3,42.9
83,Cory Joseph,DET,52,11,41,18.1,1.8,0.8,2.1,38.3,0.3,0.9,28.9,44.4
84,D'Angelo Russell,LAL,63,32,31,32.5,6.7,2.7,6.3,43.0,1.2,3.1,38.9,52.6
85,Daishen Nix,HOU,47,12,35,16.7,1.0,0.3,0.9,36.4,0.3,0.8,35.9,52.3
86,Dalano Banton,TOR,27,14,13,9.3,0.4,0.2,1.1,17.2,0.1,0.4,16.7,20.7
87,Dalen Terry,CHI,28,14,14,4.9,0.3,0.1,0.2,60.0,0.1,0.1,66.7,80.0
88,Damian Jones,UTA,31,10,21,9.8,0.0,0.0,0.0,-,0.0,0.0,-,-
89,Damian Lillard,POR,56,26,30,36.3,10.8,4.0,9.8,40.7,2.8,7.4,37.6,54.9
90,Damion Lee,PHX,69,38,31,20.8,0.8,0.4,1.2,32.9,0.0,0.2,13.3,34.1
91,Daniel Gafford,WAS,69,30,39,19.7,0.1,0.0,0.1,60.0,-,-,-,60.0
92,Daniel Theis,IND,7,1,6,15.5,0.0,0.0,0.0,-,0.0,0.0,-,-
93,Danny Green,CLE,9,5,4,9.8,0.6,0.2,0.6,40.0,0.1,0.3,33.3,50.0
94,Danuel House Jr.,PHI,46,32,14,14.0,1.2,0.4,0.9,46.5,0.3,0.7,41.9,61.6
95,Dario Saric,OKC,51,24,27,14.4,0.3,0.1,0.5,29.2,0.0,0.1,20.0,31.3
96,Darius Bazley,PHX,38,18,20,15.1,0.1,0.1,0.3,20.0,0.0,0.0,100,25.0
97,Darius Days,HOU,4,0,4,6.2,0.0,0.0,0.0,-,0.0,0.0,-,-
98,Darius Garland,CLE,62,35,27,35.2,7.6,3.1,7.4,42.3,1.4,3.6,38.5,51.5
99,David Duke Jr.,BKN,18,7,11,9.6,0.1,0.1,0.3,20.0,0.0,0.1,0.0,20.0
100,David Roddy,MEM,58,36,22,16.9,0.5,0.2,0.5,42.9,0.1,0.2,27.3,48.2
101,Davion Mitchell,SAC,69,42,27,17.9,1.3,0.5,1.6,34.3,0.2,0.7,28.0,40.7
102,Davis Bertans,DAL,39,19,20,10.7,0.4,0.2,0.3,60.0,0.1,0.2,55.6,85.0
103,Davon Reed,LAL,40,26,14,8.4,0.6,0.2,0.7,32.1,0.1,0.2,66.7,39.3
104,Day'Ron Sharpe,BKN,36,16,20,11.2,0.1,0.0,0.0,100,0.0,0.0,100,150.0
105,De'Aaron Fox,SAC,63,40,23,34.0,8.2,3.7,8.8,42.1,0.8,2.6,31.7,46.8
106,De'Andre Hunter,ATL,60,33,27,31.9,4.2,2.0,3.9,50.9,0.2,0.5,43.3,53.6
107,De'Anthony Melton,PHI,67,46,21,27.8,1.6,0.6,1.8,33.6,0.4,1.3,32.9,45.4
108,DeAndre Jordan,DEN,35,22,13,14.3,0.0,0.0,0.0,-,0.0,0.0,-,-
109,DeMar DeRozan,CHI,64,32,32,36.6,10.0,5.0,10.3,48.2,0.1,0.3,30.0,48.6
110,Dean Wade,CLE,39,27,12,19.9,0.1,0.1,0.2,28.6,0.0,0.1,50.0,35.7
111,Deandre Ayton,PHX,61,30,31,30.4,1.0,0.5,1.1,45.5,0.0,0.0,100,47.0
112,Dejounte Murray,ATL,65,33,32,36.4,8.6,4.0,8.6,46.4,0.7,1.8,37.7,50.3
113,Delon Wright,WAS,42,23,19,24.0,1.3,0.5,1.2,42.3,0.3,0.7,40.0,53.8
114,Deni Avdija,WAS,69,31,38,25.9,0.3,0.1,0.7,17.0,0.1,0.5,18.8,23.4
115,Dennis Schroder,LAL,57,30,27,30.6,2.8,1.4,3.3,40.5,0.1,0.5,20.7,42.1
116,Dennis Smith Jr.,CHA,50,16,34,25.7,1.2,0.6,2.3,25.2,0.0,0.3,0.0,25.2
117,Deonte Burton,SAC,2,1,1,3.2,0.0,0.0,0.0,-,0.0,0.0,-,-
118,Dereon Seabron,NOP,5,2,3,2.3,0.0,0.0,0.0,-,-,-,-,-
119,Derrick Jones Jr.,CHI,53,23,30,13.6,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0
120,Derrick Rose,NYK,27,12,15,12.5,2.1,0.9,2.1,41.4,0.4,1.0,38.5,50.0
121,Derrick White,BOS,72,49,23,28.0,1.8,0.8,1.7,45.5,0.3,0.8,36.1,54.5
122,Desmond Bane,MEM,48,30,18,31.2,6.2,2.4,5.5,43.4,1.4,3.4,41.6,56.0
123,Devin Booker,PHX,43,27,16,34.5,11.3,5.0,11.5,43.6,1.2,3.9,31.7,49.0
124,Devin Vassell,SAS,35,11,24,31.1,5.7,2.6,6.7,38.6,0.5,1.9,24.6,41.9
125,Devon Dotson,WAS,6,1,5,8.9,0.0,0.0,0.5,0.0,0.0,0.0,-,0.0
126,Devonte' Graham,SAS,66,30,36,17.8,2.4,0.9,2.4,36.9,0.6,1.8,34.7,50.3
127,Dewayne Dedmon,PHI,33,20,13,11.0,0.5,0.2,0.3,63.6,0.0,0.0,100,68.2
128,Dillon Brooks,MEM,64,40,24,30.5,4.2,1.8,5.1,35.4,0.6,2.1,29.3,41.3
129,Domantas Sabonis,SAC,68,42,26,34.7,0.3,0.1,0.3,50.0,0.0,0.0,0.0,50.0
130,Dominick Barlow,SAS,17,2,15,11.7,0.1,0.1,0.1,100,0.0,0.0,-,100
131,Donovan Mitchell,CLE,61,39,22,35.5,10.3,4.1,9.6,42.5,2.2,5.7,38.8,54.0
132,Donte DiVincenzo,GSW,62,34,28,26.7,0.6,0.2,1.1,20.9,0.1,0.8,18.8,27.6
133,Dorian Finney-Smith,BKN,56,26,30,31.3,0.3,0.1,0.5,23.1,0.1,0.4,28.6,34.6
134,Doug McDermott,SAS,59,18,41,20.7,1.7,0.7,1.6,41.2,0.3,0.7,45.5,51.5
135,Draymond Green,GSW,63,33,30,31.4,0.1,0.0,0.2,27.3,0.0,0.0,100,31.8
136,Drew Eubanks,POR,68,29,39,19.6,0.2,0.1,0.2,43.8,0.0,0.0,-,43.8
137,Dru Smith,BKN,10,4,6,12.4,1.0,0.5,1.2,41.7,0.0,0.4,0.0,41.7
138,Duane Washington Jr.,NYK,31,17,14,12.7,3.4,1.4,3.5,39.3,0.6,1.5,43.5,48.6
139,Duncan Robinson,MIA,35,16,19,16.5,1.7,0.6,1.6,39.3,0.5,1.2,37.2,53.6
140,Dwight Powell,DAL,66,35,31,20.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,33.3
141,Dylan Windler,CLE,2,2,0,4.0,0.0,0.0,0.0,-,0.0,0.0,-,-
142,Dyson Daniels,NOP,48,24,24,18.8,0.3,0.1,0.5,25.0,0.1,0.3,23.1,31.3
143,Edmond Sumner,BKN,48,28,20,14.4,0.7,0.3,0.8,38.9,0.1,0.3,30.8,44.4
144,Eric Gordon,LAC,59,18,41,29.3,1.7,0.6,1.8,34.3,0.5,1.4,36.1,48.6
145,Eugene Omoruyi,DET,31,10,21,14.2,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
146,Evan Fournier,NYK,23,13,10,18.0,2.4,1.0,3.0,31.9,0.5,1.9,27.3,40.6
147,Evan Mobley,CLE,71,43,28,34.2,1.2,0.6,1.5,40.8,0.0,0.0,100,41.3
148,Facundo Campazzo,DAL,8,2,6,6.5,0.4,0.1,0.6,20.0,0.1,0.6,20.0,30.0
149,Frank Jackson,UTA,1,0,1,5.1,0.0,0.0,1.0,0.0,0.0,0.0,-,0.0
150,Frank Kaminsky,HOU,33,12,21,6.4,0.1,0.0,0.1,25.0,0.0,0.0,-,25.0
151,Frank Ntilikina,DAL,42,19,23,11.6,0.4,0.2,0.5,40.0,0.0,0.2,12.5,42.5
152,Franz Wagner,ORL,70,28,42,32.8,2.7,1.1,3.2,34.1,0.5,1.9,29.2,42.5
153,Fred VanVleet,TOR,59,29,30,36.9,7.3,2.9,7.6,38.1,1.5,4.5,33.6,48.1
154,Furkan Korkmaz,PHI,29,21,8,9.4,0.8,0.3,0.9,40.0,0.1,0.4,36.4,48.0
155,Gabe Vincent,MIA,58,31,27,26.3,3.2,1.3,3.2,41.0,0.6,1.8,32.7,50.3
156,Garrett Temple,NOP,20,12,8,7.1,0.2,0.1,0.4,14.3,0.1,0.2,25.0,21.4
157,Garrison Mathews,ATL,48,13,35,12.7,0.5,0.2,0.5,32.0,0.2,0.5,34.8,48.0
158,Gary Harris,ORL,40,17,23,25.1,1.1,0.4,1.1,38.1,0.3,0.7,41.4,52.4
159,Gary Payton II,GSW,15,8,7,17.0,0.0,0.0,0.0,-,0.0,0.0,-,-
160,Gary Trent Jr.,TOR,62,30,32,32.6,5.3,2.3,5.9,39.5,0.6,2.1,29.5,44.8
161,George Hill,IND,41,26,15,18.7,0.8,0.4,1.0,38.5,0.1,0.5,19.0,43.6
162,Georges Niang,PHI,67,46,21,19.3,0.4,0.2,0.6,32.4,0.1,0.4,22.2,40.5
163,Giannis Antetokounmpo,MIL,55,41,14,32.4,3.6,1.6,4.9,32.1,0.4,1.6,25.6,36.2
164,Goga Bitadze,ORL,28,9,19,10.2,0.1,0.0,0.1,50.0,0.0,0.1,50.0,75.0
165,Goran Dragic,MIL,51,23,28,15.4,1.7,0.8,2.3,35.3,0.1,0.7,17.1,37.9
166,Gordon Hayward,CHA,46,17,29,31.5,4.2,2.0,4.7,43.0,0.2,0.7,27.3,45.1
167,Gorgui Dieng,SAS,24,2,22,9.8,0.3,0.1,0.8,16.7,0.0,0.6,7.1,19.4
168,Grant Williams,BOS,69,47,22,26.7,1.2,0.4,1.0,40.3,0.3,0.7,46.8,55.6
169,Grayson Allen,MIL,64,47,17,27.9,1.5,0.5,1.6,32.7,0.5,1.3,36.3,46.6
170,Greg Brown III,POR,16,10,6,5.8,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
171,Hamidou Diallo,DET,56,12,44,17.8,1.1,0.5,1.2,42.0,0.0,0.1,50.0,43.5
172,Harrison Barnes,SAC,70,43,27,32.9,1.3,0.5,1.3,39.3,0.3,0.7,41.7,50.6
173,Haywood Highsmith,MIA,47,24,23,18.6,0.3,0.1,0.3,33.3,0.0,0.1,40.0,40.0
174,Herbert Jones,NOP,54,22,32,29.0,0.1,0.0,0.2,18.2,0.0,0.1,33.3,22.7
175,Immanuel Quickley,NYK,71,42,29,28.4,4.2,1.7,4.4,38.7,0.8,2.4,34.1,47.8
176,Isaac Okoro,CLE,73,45,28,21.8,0.1,0.0,0.1,33.3,0.0,0.1,42.9,50.0
177,Isaiah Hartenstein,NYK,72,42,30,19.6,0.1,0.0,0.1,37.5,0.0,0.0,-,37.5
178,Isaiah Jackson,IND,52,21,31,15.3,0.2,0.1,0.2,50.0,0.0,0.0,0.0,50.0
179,Isaiah Joe,OKC,62,31,31,18.0,2.0,0.8,1.8,44.0,0.4,1.1,37.3,55.5
180,Isaiah Livers,DET,46,10,36,22.4,1.1,0.5,1.1,43.1,0.2,0.4,36.8,50.0
181,Isaiah Mobley,CLE,9,6,3,3.4,0.0,0.0,0.1,0.0,0.0,0.0,-,0.0
182,Isaiah Roby,SAS,42,9,33,11.3,0.5,0.2,0.6,29.6,0.1,0.3,28.6,37.0
183,Isaiah Stewart,DET,50,12,38,28.3,0.0,0.0,0.1,16.7,0.0,0.1,0.0,16.7
184,Isaiah Todd,WAS,4,2,2,3.1,0.0,0.0,0.0,-,0.0,0.0,-,-
185,Ish Smith,DEN,36,22,14,9.0,1.4,0.7,1.9,38.8,0.0,0.1,0.0,38.8
186,Ish Wainright,PHX,52,28,24,15.4,0.3,0.1,0.3,35.7,0.1,0.2,33.3,50.0
187,Ivica Zubac,LAC,65,36,29,29.1,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
188,JD Davison,BOS,8,7,1,2.3,0.0,0.0,0.4,0.0,0.0,0.0,-,0.0
189,JT Thor,CHA,59,17,42,11.9,0.2,0.1,0.4,22.7,0.0,0.1,0.0,22.7
190,Ja Morant,MEM,53,34,19,32.5,6.8,2.9,7.4,39.0,1.0,3.3,30.6,45.8
191,JaMychal Green,GSW,52,26,26,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,JaVale McGee,DAL,37,18,19,8.0,0.1,0.0,0.1,25.0,0.0,0.0,0.0,25.0
193,Jabari Smith Jr.,HOU,67,17,50,30.5,2.5,1.1,2.9,36.0,0.3,0.9,39.0,41.9
194,Jabari Walker,POR,46,20,26,8.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
195,Jack White,DEN,16,12,4,3.2,0.0,0.0,0.0,-,0.0,0.0,-,-
196,Jaden Hardy,DAL,37,18,19,13.8,1.8,0.7,1.8,38.8,0.4,1.0,39.5,50.0
197,Jaden Ivey,DET,63,15,48,30.3,3.9,1.6,4.6,35.6,0.6,2.0,30.9,42.2
198,Jaden McDaniels,MIN,69,34,35,30.9,1.3,0.6,1.4,42.6,0.1,0.2,41.2,46.3
199,Jaden Springer,PHI,10,10,0,4.0,0.0,0.0,0.3,0.0,0.0,0.0,-,0.0
200,Jae Crowder,MIL,11,9,2,18.7,1.5,0.6,1.1,58.3,0.3,0.6,42.9,70.8
201,Jae'Sean Tate,HOU,30,7,23,21.8,0.3,0.1,0.5,26.7,0.0,0.2,20.0,30.0
202,Jake LaRavia,MEM,33,22,11,11.9,0.2,0.1,0.3,20.0,0.0,0.3,11.1,25.0
203,Jakob Poeltl,TOR,61,20,41,26.6,0.5,0.3,0.5,55.2,0.0,0.0,0.0,55.2
204,Jalen Brunson,NYK,63,37,26,34.9,8.4,3.7,8.2,44.8,1.1,2.8,38.4,51.4
205,Jalen Duren,DET,57,15,42,24.8,0.1,0.1,0.2,27.3,0.0,0.0,-,27.3
206,Jalen Green,HOU,64,16,48,33.9,6.3,2.5,7.2,35.1,1.3,4.0,31.3,43.8
207,Jalen Johnson,ATL,64,32,32,14.5,0.2,0.1,0.3,27.3,0.0,0.1,0.0,27.3
208,Jalen McDaniels,PHI,70,26,44,24.5,0.7,0.3,0.9,35.9,0.0,0.1,16.7,36.7
209,Jalen Smith,IND,59,29,30,18.5,0.3,0.1,0.4,34.8,0.1,0.1,60.0,41.3
210,Jalen Suggs,ORL,45,17,28,23.7,2.6,1.0,2.9,35.9,0.5,1.6,30.1,44.3
211,Jalen Williams,OKC,64,31,33,29.8,1.6,0.7,1.8,39.8,0.1,0.4,36.0,43.6
212,Jamal Cain,MIA,15,8,7,12.4,0.0,0.0,0.2,0.0,0.0,0.0,-,0.0
213,Jamal Murray,DEN,57,38,19,33.0,8.5,3.5,8.5,40.9,1.5,3.8,39.5,49.6
214,Jamaree Bouyea,WAS,5,2,3,14.1,0.6,0.2,0.8,25.0,0.2,0.6,33.3,37.5
215,James Bouknight,CHA,26,5,21,13.6,1.2,0.5,1.4,33.3,0.3,0.9,34.8,44.4
216,James Harden,PHI,52,36,16,36.8,8.2,3.1,7.8,39.9,2.0,5.4,37.6,53.0
217,James Johnson,IND,14,6,8,8.8,0.5,0.2,0.4,50.0,0.1,0.1,50.0,58.3
218,James Wiseman,DET,34,10,24,17.8,0.1,0.0,0.4,7.1,0.0,0.0,-,7.1
219,Jared Butler,OKC,2,1,1,9.6,1.5,0.5,0.5,100,0.5,0.5,100,150.0
220,Jared Rhoden,DET,6,1,5,8.5,0.3,0.2,0.3,50.0,0.0,0.2,0.0,50.0
221,Jaren Jackson Jr.,MEM,53,33,20,28.1,0.5,0.2,0.7,28.2,0.1,0.4,31.6,35.9
222,Jarred Vanderbilt,LAL,67,34,33,24.4,0.1,0.1,0.2,25.0,0.0,0.0,50.0,28.1
223,Jarrett Allen,CLE,62,39,23,33.0,0.1,0.0,0.1,50.0,0.0,0.0,-,50.0
224,Jarrett Culver,ATL,10,5,5,13.7,0.6,0.3,0.8,37.5,0.0,0.2,0.0,37.5
225,Jason Preston,LAC,13,3,10,9.4,1.0,0.5,1.2,37.5,0.1,0.3,25.0,40.6
226,Javonte Green,CHI,28,11,17,16.0,0.2,0.1,0.2,40.0,0.0,0.0,100,50.0
227,Jaxson Hayes,NOP,42,18,24,14.1,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
228,Jay Huff,WAS,2,1,1,4.4,0.0,0.0,0.0,-,-,-,-,-
229,Jaylen Brown,BOS,60,40,20,36.2,6.0,2.6,6.4,40.9,0.8,2.6,32.0,47.4
230,Jaylen Nowell,MIN,62,31,31,19.5,3.0,1.3,3.0,42.5,0.4,1.4,30.7,49.7
231,Jaylin Williams,OKC,38,18,20,17.8,0.1,0.1,0.1,66.7,0.0,0.0,100,83.3
232,Jayson Tatum,BOS,67,47,20,37.4,5.7,2.1,7.0,30.3,1.4,4.9,29.1,40.4
233,Jeff Dowtin Jr.,TOR,18,12,6,8.9,0.6,0.3,0.8,33.3,0.1,0.1,50.0,36.7
234,Jeff Green,DEN,47,28,19,19.3,0.5,0.2,0.7,29.4,0.0,0.2,25.0,32.4
235,Jerami Grant,POR,63,28,35,35.6,2.4,1.1,2.8,40.3,0.2,0.4,44.4,43.8
236,Jeremiah Robinson-Earl,OKC,35,11,24,19.8,0.1,0.1,0.1,66.7,0.0,0.1,50.0,83.3
237,Jeremy Sochan,SAS,55,15,40,26.1,1.1,0.5,1.3,39.7,0.1,0.3,35.7,43.2
238,Jericho Sims,NYK,49,29,20,15.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
239,Jevon Carter,MIL,70,50,20,22.3,3.3,1.4,3.2,42.4,0.6,1.5,40.7,52.2
240,Jimmy Butler,MIA,57,30,27,33.3,2.8,1.4,3.4,39.7,0.1,0.5,26.7,41.8
241,Jock Landale,PHX,61,32,29,13.9,0.0,0.0,0.2,10.0,0.0,0.0,0.0,10.0
242,Joe Harris,BKN,63,34,29,21.6,1.0,0.3,0.9,40.0,0.3,0.6,43.2,54.5
243,Joe Ingles,MIL,36,25,11,23.2,2.1,0.8,1.5,49.1,0.6,1.4,46.9,70.0
244,Joe Wieskamp,TOR,5,3,2,5.9,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0
245,Joel Embiid,PHI,57,39,18,34.8,6.5,3.1,7.1,43.7,0.3,1.2,24.2,45.7
246,John Butler Jr.,POR,9,2,7,3.4,0.0,0.0,0.0,-,0.0,0.0,-,-
247,John Collins,ATL,60,31,29,30.2,0.6,0.3,0.8,39.6,0.0,0.1,0.0,39.6
248,John Konchar,MEM,62,38,24,21.2,0.4,0.1,0.4,34.8,0.1,0.3,35.3,47.8
