,PLAYER,TEAM,GP,W,L,MIN,PTS,Drive PTS,Drive FG%,C&S PTS,C&S FG%,Pull Up PTS,Pull Up FG%,Paint Touch PTS,Paint Touch FG%,Post Touch PTS,Post Touch FG%,Elbow Touch PTS,Elbow Touch FG%,eFG%
41,Bradley Beal,WAS,47,24,23,33.5,23.4,9.8,55.2,3.3,41.7,7.3,45.0,1.6,70.5,0.3,46.2,1.2,52.2,55.9
42,Brandon Boston Jr.,LAC,21,8,13,11.7,6.8,2.1,35.6,0.7,31.3,2.2,40.0,0.2,28.6,0.1,33.3,0.1,50.0,47.1
43,Brandon Clarke,MEM,56,32,24,19.5,10.0,0.8,53.6,0.9,49.0,0.3,61.5,6.0,70.4,0.1,25.0,2.4,65.2,65.8
44,Brandon Ingram,NOP,32,14,18,32.9,22.9,9.1,52.4,4.3,43.2,8.3,42.5,0.7,62.5,1.2,51.6,1.7,70.0,51.5
45,Braxton Key,DET,3,0,3,3.0,1.3,0.0,0.0,0.0,0.0,0.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
46,Brook Lopez,MIL,68,49,19,30.7,15.5,1.0,59.6,6.1,39.6,0.9,37.5,6.2,69.0,1.8,61.8,1.3,53.7,60.1
47,Bruce Brown,DEN,69,47,22,28.2,11.0,2.7,42.9,3.4,37.7,1.3,36.4,1.6,66.7,0.1,100.0,0.8,70.6,54.8
48,Bruno Fernando,ATL,34,10,24,10.9,3.8,0.1,16.7,0.0,0.0,0.1,50.0,3.0,58.6,0.1,66.7,0.5,41.2,52.1
49,Bryce McGowens,CHA,35,11,24,14.6,3.6,1.2,32.5,1.1,32.5,0.1,14.3,0.4,60.0,0.0,0.0,0.0,0.0,41.9
50,Bryn Forbes,MIN,25,9,16,10.7,3.6,1.0,38.1,1.2,29.4,1.1,37.5,0.1,100.0,0.0,0.0,0.0,0.0,44.6
51,Buddy Boeheim,DET,5,1,4,11.8,2.8,0.0,0.0,2.4,25.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,35.3
52,Buddy Hield,IND,70,32,38,31.7,17.2,2.6,48.8,7.8,41.6,4.6,44.0,0.7,73.3,0.0,0.0,0.3,81.8,59.7
53,CJ McCollum,NOP,62,29,33,35.0,21.1,6.4,48.2,5.0,37.4,8.7,42.5,0.4,60.0,0.0,0.0,0.6,55.6,51.1
54,Cade Cunningham,DET,12,3,9,33.3,19.9,9.8,46.9,2.4,30.3,8.0,41.5,0.8,60.0,0.3,100.0,0.3,66.7,45.3
55,Caleb Houstan,ORL,40,14,26,15.1,3.8,0.1,50.0,2.7,36.4,0.2,50.0,0.5,50.0,0.0,0.0,0.0,0.0,53.4
56,Caleb Martin,MIA,60,32,28,29.7,10.2,1.7,46.3,3.5,36.7,1.6,45.3,1.6,61.5,0.0,0.0,0.5,70.0,55.2
57,Cam Reddish,POR,34,13,21,25.1,10.2,3.2,52.4,3.0,32.7,1.2,35.7,0.9,73.7,0.0,0.0,0.5,58.3,52.9
58,Cam Thomas,BKN,51,28,23,16.5,10.4,4.4,45.8,1.2,46.7,3.6,37.1,0.3,75.0,0.0,0.0,0.4,60.0,49.5
59,Cameron Johnson,BKN,31,19,12,27.8,15.2,2.4,51.9,7.0,39.2,2.6,46.2,1.1,61.9,0.0,0.0,0.3,50.0,57.0
60,Cameron Payne,PHX,38,21,17,21.6,11.2,4.7,45.5,2.6,33.3,4.2,42.8,0.2,80.0,0.0,0.0,0.0,0.0,49.9
61,Caris LeVert,CLE,66,39,27,30.1,11.9,4.4,43.3,3.2,38.3,2.7,33.5,0.5,43.3,0.0,0.0,0.3,38.9,49.9
62,Carlik Jones,CHI,1,0,1,21.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Cedi Osman,CLE,67,41,26,20.7,8.9,1.3,43.4,3.7,35.8,0.9,32.8,0.6,65.6,0.0,0.0,0.3,83.3,55.5
64,Charles Bassey,SAS,35,9,26,14.5,5.7,0.1,100.0,0.5,38.1,0.4,60.0,4.6,68.3,0.3,50.0,0.8,47.8,65.6
65,Chima Moneke,SAC,2,1,1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,50.0
66,Chimezie Metu,SAC,56,35,21,10.9,5.0,0.3,50.0,0.6,30.6,0.0,14.3,3.2,70.3,0.2,44.4,0.6,59.1,62.9
67,Chris Boucher,TOR,64,32,32,19.9,9.4,0.5,42.9,2.5,33.1,0.3,40.0,4.3,62.4,0.0,0.0,0.4,58.8,55.7
68,Chris Duarte,IND,45,19,26,19.8,8.0,2.1,43.1,2.4,34.9,2.3,29.5,0.4,69.2,0.0,0.0,0.2,42.9,45.5
69,Chris Paul,PHX,49,26,23,32.1,13.5,4.5,54.8,2.2,47.4,7.8,42.3,0.1,50.0,0.1,33.3,0.0,0.0,50.4
70,Chris Silva,DAL,1,1,0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,100.0
71,Christian Braun,DEN,64,43,21,14.5,4.3,1.0,51.0,1.1,38.1,0.3,32.0,0.6,65.2,0.0,0.0,0.2,80.0,57.5
72,Christian Koloko,TOR,48,23,25,14.1,3.3,0.0,0.0,0.1,18.8,0.0,0.0,2.7,56.2,0.0,0.0,0.4,33.3,48.8
73,Christian Wood,DAL,57,30,27,26.6,17.3,3.4,56.9,5.0,41.5,0.9,25.6,4.4,66.7,1.6,62.3,1.5,62.2,58.8
74,Chuma Okeke,ORL,22,6,16,18.8,4.7,0.8,35.7,2.5,30.5,0.5,30.8,0.3,75.0,0.0,0.0,0.1,100.0,47.3
75,Clint Capela,ATL,53,28,25,26.7,12.0,0.1,28.6,0.0,0.0,0.0,0.0,10.6,65.2,0.3,38.9,1.2,67.4,63.7
76,Coby White,CHI,59,27,32,22.5,8.7,2.0,48.5,4.3,36.7,1.4,35.1,0.1,75.0,0.0,0.0,0.0,100.0,52.1
77,Cody Martin,CHA,7,2,5,19.1,5.0,1.9,45.5,1.6,40.0,0.3,10.0,0.6,66.7,0.0,0.0,0.0,0.0,43.1
78,Cody Zeller,MIA,10,4,6,13.0,4.7,0.3,25.0,0.2,33.3,0.0,0.0,2.0,52.9,0.0,0.0,1.0,62.5,51.7
79,Cole Anthony,ORL,50,22,28,25.4,12.4,5.0,49.7,2.6,35.7,3.2,42.3,0.8,70.0,0.0,0.0,0.3,100.0,50.4
80,Cole Swider,LAL,6,1,5,6.7,1.5,0.0,0.0,1.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
81,Collin Sexton,UTA,47,24,23,24.0,14.3,7.0,53.6,1.9,38.5,2.4,46.0,1.1,56.3,0.0,0.0,0.2,40.0,55.9
82,Corey Kispert,WAS,61,28,33,27.5,9.8,1.2,59.2,5.7,42.9,0.3,29.6,0.9,64.9,0.0,0.0,0.4,58.8,63.6
83,Cory Joseph,DET,52,11,41,18.1,6.1,2.0,47.1,1.8,41.6,1.8,38.0,0.2,50.0,0.0,0.0,0.0,33.3,51.3
84,D'Angelo Russell,LAL,62,32,30,32.4,18.0,4.3,52.7,4.7,40.2,6.7,43.4,0.6,55.6,0.1,50.0,0.5,68.4,56.7
85,Daishen Nix,HOU,47,12,35,16.7,4.4,1.5,43.5,1.4,27.5,1.0,36.4,0.2,60.0,0.0,0.0,0.1,100.0,44.6
86,Dalano Banton,TOR,27,14,13,9.3,4.4,0.5,21.1,1.2,31.4,0.4,17.2,1.0,76.5,0.0,0.0,0.1,66.7,46.9
87,Dalen Terry,CHI,27,13,14,5.0,1.7,0.4,50.0,0.4,30.8,0.3,60.0,0.1,50.0,0.0,0.0,0.0,0.0,52.5
88,Damian Jones,UTA,30,9,21,9.8,2.9,0.0,0.0,0.3,42.9,0.0,0.0,2.3,65.0,0.1,0.0,0.1,25.0,63.0
89,Damian Lillard,POR,55,26,29,36.3,32.3,11.3,57.2,4.8,38.8,10.6,40.5,0.3,57.1,0.1,50.0,0.3,71.4,56.8
90,Damion Lee,PHX,69,38,31,20.8,8.4,1.8,44.1,4.6,45.7,0.8,32.9,0.3,58.8,0.0,0.0,0.2,75.0,56.7
91,Daniel Gafford,WAS,67,30,37,19.8,8.5,0.6,78.9,0.1,28.6,0.1,75.0,6.1,80.0,0.3,46.2,1.3,70.9,74.6
92,Daniel Theis,IND,7,1,6,15.5,7.0,0.6,100.0,1.4,23.5,0.0,0.0,3.1,50.0,0.0,0.0,1.7,55.6,50.0
93,Danny Green,CLE,8,4,4,10.5,3.1,0.0,0.0,2.6,43.8,0.4,25.0,0.0,0.0,0.0,0.0,0.0,0.0,57.1
94,Danuel House Jr.,PHI,44,30,14,14.0,4.3,0.7,60.0,1.0,28.8,1.2,46.3,0.5,90.9,0.0,0.0,0.2,75.0,58.5
95,Dario Saric,OKC,51,24,27,14.4,6.5,1.0,38.6,2.5,38.3,0.3,29.2,1.7,62.3,0.4,43.8,0.5,72.2,53.5
96,Darius Bazley,PHX,38,18,20,15.1,5.3,1.2,37.1,1.6,40.4,0.1,20.0,1.4,55.0,0.1,0.0,0.6,50.0,50.0
97,Darius Days,HOU,4,0,4,6.2,3.8,0.0,0.0,2.3,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.2
98,Darius Garland,CLE,61,34,27,35.2,21.9,8.9,51.9,3.6,45.4,7.7,42.1,0.3,80.0,0.0,100.0,0.3,61.5,54.8
99,David Duke Jr.,BKN,18,7,11,9.6,3.4,1.6,48.3,0.2,14.3,0.1,20.0,0.4,60.0,0.0,0.0,0.0,0.0,46.7
100,David Roddy,MEM,56,34,22,16.9,6.6,1.4,49.3,2.5,30.5,0.5,42.9,1.0,75.8,0.1,100.0,0.2,41.7,52.2
101,Davion Mitchell,SAC,68,41,27,17.9,5.6,1.7,54.7,1.7,34.5,1.3,34.6,0.3,71.4,0.0,0.0,0.1,40.0,53.4
102,Davis Bertans,DAL,38,18,20,10.8,4.2,0.1,66.7,3.1,36.8,0.4,60.0,0.2,75.0,0.0,0.0,0.1,100.0,58.5
103,Davon Reed,LAL,40,26,14,8.4,2.2,0.4,21.4,1.0,31.7,0.6,32.1,0.1,50.0,0.0,0.0,0.0,0.0,42.8
104,Day'Ron Sharpe,BKN,36,16,20,11.2,4.1,0.1,16.7,0.4,54.5,0.1,100.0,2.7,56.6,0.1,12.5,0.6,53.3,53.7
105,De'Aaron Fox,SAC,62,39,23,34.1,25.5,12.1,58.3,2.6,36.2,8.4,42.4,0.6,85.0,0.1,66.7,0.2,63.6,55.8
106,De'Andre Hunter,ATL,59,32,27,32.0,15.6,3.9,43.5,4.7,36.4,4.2,50.9,1.1,59.1,0.5,64.7,0.8,57.1,52.8
107,De'Anthony Melton,PHI,65,44,21,27.9,10.1,1.7,45.6,5.1,42.5,1.6,33.9,0.5,52.0,0.0,0.0,0.3,80.0,55.2
108,DeAndre Jordan,DEN,35,22,13,14.3,4.8,0.1,100.0,0.1,100.0,0.0,0.0,4.3,80.7,0.1,66.7,0.2,37.5,77.8
109,DeMar DeRozan,CHI,61,29,32,36.3,25.1,9.1,58.9,2.5,39.0,9.9,47.9,0.4,45.5,2.2,63.5,1.0,47.9,52.5
110,Dean Wade,CLE,38,26,12,20.3,4.7,0.6,30.0,3.0,34.2,0.1,28.6,0.6,90.9,0.0,0.0,0.1,100.0,53.3
111,Deandre Ayton,PHX,61,30,31,30.4,18.3,0.2,28.6,3.6,43.5,1.0,45.5,11.3,64.2,3.0,52.3,4.5,56.6,59.3
112,Dejounte Murray,ATL,64,32,32,36.4,20.6,6.8,47.7,4.0,35.1,8.7,46.6,0.9,61.0,0.0,33.3,0.2,35.3,51.8
113,Delon Wright,WAS,40,23,17,24.2,6.9,2.1,42.3,1.6,32.8,1.4,41.2,0.7,64.7,0.0,0.0,0.2,100.0,54.6
114,Deni Avdija,WAS,67,31,36,25.9,8.7,2.7,54.4,2.3,30.6,0.3,17.0,1.4,46.3,0.0,100.0,0.5,58.3,49.0
115,Dennis Schroder,LAL,57,30,27,30.1,12.5,5.1,45.2,3.2,35.7,2.7,40.1,0.1,50.0,0.0,0.0,0.1,50.0,47.1
116,Dennis Smith Jr.,CHA,49,16,33,25.6,8.8,3.9,48.2,1.3,27.8,1.2,25.4,0.8,65.2,0.0,50.0,0.3,66.7,44.8
117,Deonte Burton,SAC,2,1,1,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Dereon Seabron,NOP,5,2,3,2.3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,100.0,0.0,0.0,0.0,0.0,40.0
119,Derrick Jones Jr.,CHI,50,20,30,14.0,4.8,0.4,66.7,1.1,34.0,0.0,50.0,2.0,57.7,0.0,100.0,0.5,55.6,55.3
120,Derrick Rose,NYK,27,12,15,12.5,5.6,2.3,43.8,1.0,23.7,2.1,41.4,0.4,55.6,0.0,0.0,0.1,40.0,44.3
121,Derrick White,BOS,70,48,22,28.0,12.0,3.5,52.7,4.2,37.4,1.8,44.9,0.8,60.5,0.0,0.0,0.3,53.3,55.5
122,Desmond Bane,MEM,46,28,18,31.0,21.1,5.7,49.8,4.4,39.4,6.1,43.0,0.9,65.4,0.0,0.0,0.8,65.2,55.8
123,Devin Booker,PHX,43,27,16,34.5,27.6,8.9,53.2,3.7,47.2,11.3,43.6,1.3,64.9,1.0,63.0,0.8,61.9,54.6
124,Devin Vassell,SAS,34,11,23,31.0,18.4,3.8,41.7,6.9,42.6,5.6,38.9,0.5,53.8,0.0,0.0,0.7,64.3,52.1
125,Devon Dotson,WAS,6,1,5,8.9,0.5,0.0,0.0,0.5,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
126,Devonte' Graham,SAS,66,30,36,17.8,7.3,0.8,36.6,3.0,37.3,2.4,36.9,0.1,100.0,0.0,0.0,0.1,100.0,52.6
127,Dewayne Dedmon,PHI,31,18,13,11.4,5.6,0.4,100.0,1.1,30.0,0.5,63.6,2.6,58.6,0.4,41.7,1.4,63.0,54.6
128,Dillon Brooks,MEM,62,38,24,30.4,14.2,4.5,44.2,3.9,32.0,4.2,34.8,0.7,55.9,0.1,60.0,0.3,53.3,45.4
129,Domantas Sabonis,SAC,67,41,26,34.7,19.0,2.4,64.0,2.3,43.0,0.3,50.0,8.3,65.9,2.2,57.5,5.3,67.6,62.6
130,Dominick Barlow,SAS,16,2,14,11.7,3.4,0.3,66.7,0.4,33.3,0.1,100.0,1.8,58.8,0.1,100.0,0.6,55.6,55.0
131,Donovan Mitchell,CLE,60,38,22,35.7,27.5,9.4,59.1,4.1,36.7,10.5,42.6,0.9,68.4,0.0,100.0,0.7,73.9,56.6
132,Donte DiVincenzo,GSW,59,33,26,26.6,9.1,0.8,45.5,5.9,44.5,0.6,21.2,0.9,59.5,0.0,0.0,0.2,66.7,57.1
133,Dorian Finney-Smith,BKN,56,26,30,31.3,8.5,0.9,31.4,5.0,33.9,0.3,23.1,1.5,71.7,0.0,0.0,0.2,100.0,51.1
134,Doug McDermott,SAS,58,18,40,20.7,10.0,1.4,40.5,4.9,42.1,1.7,41.2,0.9,68.6,0.0,100.0,0.3,58.3,58.2
135,Draymond Green,GSW,61,32,29,31.5,8.4,1.2,55.4,1.9,33.1,0.1,27.3,1.9,57.9,0.1,44.4,1.2,65.4,56.8
136,Drew Eubanks,POR,67,29,38,19.7,6.0,0.4,57.9,0.4,50.0,0.2,40.0,3.5,73.6,0.1,55.6,1.5,64.6,68.6
137,Dru Smith,BKN,10,4,6,12.4,4.2,1.9,64.3,1.5,35.7,1.0,41.7,0.2,100.0,0.0,0.0,0.4,100.0,52.6
138,Duane Washington Jr.,NYK,31,17,14,12.7,7.9,2.6,38.8,2.1,31.4,3.4,39.3,0.0,0.0,0.0,0.0,0.0,0.0,44.5
139,Duncan Robinson,MIA,34,16,18,16.9,6.5,0.6,55.0,3.3,32.2,1.8,39.3,0.5,66.7,0.0,0.0,0.2,75.0,50.5
140,Dwight Powell,DAL,65,34,31,20.0,6.9,0.2,44.4,0.0,0.0,0.0,33.3,5.7,75.9,0.1,66.7,0.8,60.6,72.2
141,Dylan Windler,CLE,1,1,0,4.1,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
142,Dyson Daniels,NOP,47,24,23,19.1,4.1,1.1,41.1,1.2,31.7,0.3,25.0,0.6,73.7,0.0,0.0,0.0,100.0,48.6
143,Edmond Sumner,BKN,48,28,20,14.4,7.4,2.4,41.8,1.7,37.5,0.7,38.9,0.6,76.5,0.0,0.0,0.2,80.0,51.6
144,Eric Gordon,LAC,58,18,40,29.2,12.6,5.2,50.5,3.9,35.2,1.8,34.3,0.5,76.5,0.0,100.0,0.1,42.9,53.5
145,Eugene Omoruyi,DET,31,10,21,14.2,6.1,0.8,37.5,1.3,28.0,0.0,0.0,2.4,62.7,0.1,100.0,0.5,54.5,51.6
146,Evan Fournier,NYK,23,13,10,18.0,6.8,1.2,35.5,2.7,35.6,2.4,31.9,0.2,66.7,0.0,0.0,0.0,0.0,46.0
147,Evan Mobley,CLE,70,42,28,34.2,16.1,2.1,44.0,1.3,25.2,1.2,41.2,7.9,72.0,1.1,38.4,2.7,59.1,56.2
148,Facundo Campazzo,DAL,8,2,6,6.5,1.3,0.0,0.0,0.8,33.3,0.4,20.0,0.0,0.0,0.0,0.0,0.0,0.0,34.6
149,Frank Jackson,UTA,1,0,1,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,Frank Kaminsky,HOU,33,12,21,6.4,2.4,0.2,50.0,1.2,41.9,0.1,25.0,0.5,53.8,0.2,66.7,0.1,100.0,60.0
151,Frank Ntilikina,DAL,42,19,23,11.6,2.3,0.6,37.5,0.9,26.0,0.4,40.0,0.0,33.3,0.0,0.0,0.0,0.0,39.5
152,Franz Wagner,ORL,69,27,42,32.8,18.7,7.3,49.3,3.5,41.9,2.8,34.4,1.9,65.4,0.2,37.5,0.5,44.4,54.8
153,Fred VanVleet,TOR,58,28,30,37.0,19.4,5.0,43.5,4.8,36.0,7.3,37.9,0.2,66.7,0.0,0.0,0.1,100.0,49.2
154,Furkan Korkmaz,PHI,27,19,8,9.8,3.8,1.1,44.0,1.0,32.1,0.9,43.5,0.4,80.0,0.0,0.0,0.2,50.0,50.0
155,Gabe Vincent,MIA,57,31,26,26.3,9.5,2.4,46.3,3.4,32.7,3.2,41.4,0.3,58.3,0.0,100.0,0.1,75.0,49.9
156,Garrett Temple,NOP,20,12,8,7.1,2.1,0.2,20.0,1.2,40.0,0.2,14.3,0.1,33.3,0.0,0.0,0.0,0.0,47.6
157,Garrison Mathews,ATL,48,13,35,12.7,4.6,0.2,14.3,2.9,34.8,0.5,32.0,0.1,75.0,0.0,0.0,0.0,0.0,51.2
158,Gary Harris,ORL,39,16,23,25.0,8.4,1.1,46.3,4.8,42.8,1.1,38.1,0.5,72.7,0.0,0.0,0.1,66.7,59.9
159,Gary Payton II,GSW,15,8,7,17.0,4.1,0.0,0.0,1.8,52.9,0.0,0.0,1.3,62.5,0.1,100.0,0.1,25.0,69.5
160,Gary Trent Jr.,TOR,61,29,32,32.6,17.7,3.6,48.9,5.8,39.3,5.2,39.1,0.7,63.0,0.0,0.0,0.4,73.3,52.3
161,George Hill,IND,40,26,14,18.7,5.1,1.1,59.4,1.9,39.1,0.9,39.5,0.3,55.6,0.0,0.0,0.2,100.0,56.0
162,Georges Niang,PHI,65,44,21,19.3,8.4,1.3,54.4,6.0,43.1,0.4,32.4,0.5,80.0,0.0,0.0,0.0,0.0,61.1
163,Giannis Antetokounmpo,MIL,55,41,14,32.4,31.4,10.9,58.3,1.5,30.9,3.6,32.1,5.9,81.1,2.1,43.3,2.4,53.3,56.1
164,Goga Bitadze,ORL,27,8,19,10.1,3.7,0.0,0.0,0.5,26.3,0.1,50.0,2.3,61.9,0.1,33.3,0.3,50.0,57.4
165,Goran Dragic,MIL,50,22,28,15.5,6.5,1.7,43.5,2.3,41.5,1.8,35.3,0.2,80.0,0.1,0.0,0.1,75.0,50.2
166,Gordon Hayward,CHA,45,17,28,31.7,14.4,4.5,51.2,3.4,35.9,4.2,42.7,1.5,62.5,0.1,50.0,0.9,55.2,51.4
167,Gorgui Dieng,SAS,23,2,21,9.9,3.1,0.5,71.4,1.6,33.3,0.3,16.7,0.8,66.7,0.0,0.0,0.1,33.3,45.8
168,Grant Williams,BOS,67,46,21,26.7,8.2,1.5,51.9,3.4,38.2,1.2,40.8,1.1,59.2,0.0,20.0,0.2,45.5,57.2
169,Grayson Allen,MIL,64,47,17,27.9,10.7,2.7,47.0,4.9,42.4,1.5,32.7,0.5,75.0,0.0,0.0,0.2,85.7,57.7
